Source,Country,Code,Year,Sex,Age,Deaths,Population
direct,Mexico,MEX,2019,m,42,3512.5838708519677,814886.5
direct,Mexico,MEX,2019,m,43,3731.246317695712,800816.5
direct,Mexico,MEX,2019,m,44,3855.8471919681183,783782.5
direct,Mexico,MEX,2019,m,45,4205.15347016529,771042.5
direct,Mexico,MEX,2019,m,46,4346.550521630654,757148
direct,Mexico,MEX,2019,m,47,4389.33145232835,741751.5
direct,Mexico,MEX,2019,m,48,4353.927327199835,722764
direct,Mexico,MEX,2019,m,49,4366.571613861501,701468.5
direct,Mexico,MEX,2019,m,50,4902.776040280409,681988.5
direct,Mexico,MEX,2019,m,51,4769.653479577173,661326
direct,Mexico,MEX,2019,m,52,4883.804504089137,638649
direct,Mexico,MEX,2019,m,53,5005.842431814423,615490
direct,Mexico,MEX,2019,m,54,5436.137954688012,592449.5
direct,Mexico,MEX,2019,m,55,5588.692242108772,570131.5
direct,Mexico,MEX,2019,m,56,5768.907104575255,548249.5
direct,Mexico,MEX,2019,m,57,5924.318605127766,526642.5
direct,Mexico,MEX,2019,m,58,6228.033482463469,505948.5
direct,Mexico,MEX,2019,m,59,6432.08953592635,485864.5
direct,Mexico,MEX,2019,m,60,6672.743199611329,465123
direct,Mexico,MEX,2019,m,61,6582.155714472855,444607
direct,Mexico,MEX,2019,m,62,6773.08596194833,425760
direct,Mexico,MEX,2019,m,63,7005.766104031656,406057
direct,Mexico,MEX,2019,m,64,7224.678069088497,384197.5
direct,Mexico,MEX,2019,m,65,7152.413015018836,363817
direct,Mexico,MEX,2019,m,66,7117.536629334115,345525.5
direct,Mexico,MEX,2019,m,67,6834.393113788267,327068.5
direct,Mexico,MEX,2019,m,68,7306.007099178803,307424.5
direct,Mexico,MEX,2019,m,69,7255.251629819446,284803.5
direct,Mexico,MEX,2019,m,70,7417.870644532969,263789.5
direct,Mexico,MEX,2019,m,71,7608.823746303989,246913
direct,Mexico,MEX,2019,m,72,7681.512054543069,230377
direct,Mexico,MEX,2019,m,73,7705.982624787557,214346
direct,Mexico,MEX,2019,m,74,7808.132458534759,199232.5
direct,Mexico,MEX,2019,m,75,7664.470514209208,185098
direct,Mexico,MEX,2019,m,76,7844.382842787502,171666
direct,Mexico,MEX,2019,m,77,7742.7823306044975,158958
direct,Mexico,MEX,2019,m,78,7929.059507018267,147292.5
direct,Mexico,MEX,2019,m,79,8005.779931243871,135909.5
direct,Mexico,MEX,2019,m,80,7840.511368601193,124561.5
direct,Mexico,MEX,2019,m,81,7582.865038639073,113472
direct,Mexico,MEX,2019,m,82,7701.267045953517,102329
direct,Mexico,MEX,2019,m,83,7753.27442578929,91173.5
direct,Mexico,MEX,2019,m,84,7615.973649066883,80563.5
direct,Mexico,MEX,2019,m,85,6949.8952150356845,71373.5
direct,Mexico,MEX,2019,m,86,6554.940398260389,63469.5
direct,Mexico,MEX,2019,m,87,6080.036789133315,55728.5
direct,Mexico,MEX,2019,m,88,6119.201281322618,47931
direct,Mexico,MEX,2019,m,89,5772.123481194185,40480.5
direct,Mexico,MEX,2019,m,90,4426.761885184208,33782
direct,Mexico,MEX,2019,m,91,3997.172100738931,28042.5
direct,Mexico,MEX,2019,m,92,3558.3830673038965,23058.5
direct,Mexico,MEX,2019,m,93,3284.328039612387,18613.5
direct,Mexico,MEX,2019,m,94,2735.4924119455904,14588.5
direct,Mexico,MEX,2019,m,95,2257.051295566246,11086
direct,Mexico,MEX,2019,m,96,1844.5211484869485,8219
direct,Mexico,MEX,2019,m,97,1324.9756320106803,5925
direct,Mexico,MEX,2019,m,98,1109.4524899601474,4014.000000000001
direct,Mexico,MEX,2019,m,99,828.2557772978982,2423
direct,Mexico,MEX,2019,m,100,1493.866824566568,2946
direct,Mexico,MEX,2019,t,0,22907.606524575313,1967239
direct,Mexico,MEX,2019,t,1,2141.9969067077664,2020567.5
direct,Mexico,MEX,2019,t,2,1115.7280931232383,2075874.5
direct,Mexico,MEX,2019,t,3,762.9167771896737,2117433
direct,Mexico,MEX,2019,t,4,635.2614007692672,2145886.5
direct,Mexico,MEX,2019,t,5,551.833083896088,2163740
direct,Mexico,MEX,2019,t,6,476.4460505769504,2177462
direct,Mexico,MEX,2019,t,7,492.5286176850331,2187852
direct,Mexico,MEX,2019,t,8,449.30671858206074,2194667.5
direct,Mexico,MEX,2019,t,9,514.6421474586468,2196617
direct,Mexico,MEX,2019,t,10,533.740195899495,2196631
direct,Mexico,MEX,2019,t,11,482.47701324248135,2192111
direct,Mexico,MEX,2019,t,12,597.0653038875707,2187371.5
direct,Mexico,MEX,2019,t,13,695.5710274245773,2184389
direct,Mexico,MEX,2019,t,14,857.4018589496596,2186523.5
direct,Mexico,MEX,2019,t,15,1163.9757944474864,2193495.5
direct,Mexico,MEX,2019,t,16,1509.7509872712646,2193720
direct,Mexico,MEX,2019,t,17,1796.221713883988,2185852
direct,Mexico,MEX,2019,t,18,2194.265249809035,2175403.5
direct,Mexico,MEX,2019,t,19,2402.333461769855,2159705.5
direct,Mexico,MEX,2019,t,20,2743.082852372358,2141241.5
direct,Mexico,MEX,2019,t,21,2859.6814639059576,2122851.5
direct,Mexico,MEX,2019,t,22,2924.0117323382883,2105116
direct,Mexico,MEX,2019,t,23,3233.6011491688805,2094022.5
direct,Mexico,MEX,2019,t,24,3271.797246050577,2087861
direct,Mexico,MEX,2019,t,25,3593.4485882122317,2073709.5
direct,Mexico,MEX,2019,t,26,3467.8035326803347,2051210.5
direct,Mexico,MEX,2019,t,27,3674.8665841969,2027475.5
direct,Mexico,MEX,2019,t,28,3664.814979754348,2000513
direct,Mexico,MEX,2019,t,29,3606.515673987548,1973602
direct,Mexico,MEX,2019,t,30,3868.8625499381474,1946026
direct,Mexico,MEX,2019,t,31,3627.624043316907,1918562
direct,Mexico,MEX,2019,t,32,3641.696289536479,1895378
direct,Mexico,MEX,2019,t,33,3779.4032703994376,1874692.5
direct,Mexico,MEX,2019,t,34,3779.4032703994376,1853129
direct,Mexico,MEX,2019,t,35,4190.513892099802,1829826
direct,Mexico,MEX,2019,t,36,3941.23410192452,1811991.5
direct,Mexico,MEX,2019,t,37,4209.61194054065,1795041
direct,Mexico,MEX,2019,t,38,4245.797716533836,1771216
direct,Mexico,MEX,2019,t,39,4440.7988427193395,1753030
direct,Mexico,MEX,2019,t,40,4835.82689731162,1738769.5
direct,Mexico,MEX,2019,t,41,4826.780453313324,1716699
direct,Mexico,MEX,2019,t,42,5065.0034786017995,1695216
direct,Mexico,MEX,2019,t,43,5317.298750109847,1667086
direct,Mexico,MEX,2019,t,44,5736.450655364253,1634080.5
direct,Mexico,MEX,2019,t,45,6167.664485949721,1607830.5
direct,Mexico,MEX,2019,t,46,6522.486122771796,1579139
direct,Mexico,MEX,2019,t,47,6757.693666727504,1547424
direct,Mexico,MEX,2019,t,48,6650.141499192202,1509775
direct,Mexico,MEX,2019,t,49,6878.312920038125,1467872
direct,Mexico,MEX,2019,t,50,7553.7807385776,1428699
direct,Mexico,MEX,2019,t,51,7542.723973690793,1387346
direct,Mexico,MEX,2019,t,52,7842.261786078832,1342504.5
direct,Mexico,MEX,2019,t,53,8086.515774032839,1296800
direct,Mexico,MEX,2019,t,54,8799.174529009755,1251004.5
direct,Mexico,MEX,2019,t,55,9119.820710727154,1206183.5
direct,Mexico,MEX,2019,t,56,9442.477213333064,1161908.5
direct,Mexico,MEX,2019,t,57,9794.283368822373,1117855.5
direct,Mexico,MEX,2019,t,58,10467.740866473336,1075071.5
direct,Mexico,MEX,2019,t,59,11029.625554811975,1033338
direct,Mexico,MEX,2019,t,60,11258.802136102157,990541
direct,Mexico,MEX,2019,t,61,11239.704087661306,947721
direct,Mexico,MEX,2019,t,62,11774.449444005057,907889.5
direct,Mexico,MEX,2019,t,63,12318.241244347102,866334
direct,Mexico,MEX,2019,t,64,12584.608762074722,820078.5
direct,Mexico,MEX,2019,t,65,12604.711970959828,776531
direct,Mexico,MEX,2019,t,66,12741.413791378527,737221
direct,Mexico,MEX,2019,t,67,12288.086431019448,697701
direct,Mexico,MEX,2019,t,68,13297.267517051638,656074
direct,Mexico,MEX,2019,t,69,13309.3294423827,608290
direct,Mexico,MEX,2019,t,70,13253.04045750441,563891.5
direct,Mexico,MEX,2019,t,71,13817.940627175814,528379
direct,Mexico,MEX,2019,t,72,14005.905630251533,493418
direct,Mexico,MEX,2019,t,73,14195.88095421576,459482.5
direct,Mexico,MEX,2019,t,74,14561.759355924642,427821
direct,Mexico,MEX,2019,t,75,14274.283468867665,398524.5
direct,Mexico,MEX,2019,t,76,14605.986415471869,370866
direct,Mexico,MEX,2019,t,77,14502.454889713585,344835.5
direct,Mexico,MEX,2019,t,78,15326.686454002824,320981.5
direct,Mexico,MEX,2019,t,79,15528.723703298114,297716
direct,Mexico,MEX,2019,t,80,15261.35102512624,274569.5
direct,Mexico,MEX,2019,t,81,15048.257010944142,251948
direct,Mexico,MEX,2019,t,82,15548.826912183218,229154
direct,Mexico,MEX,2019,t,83,16031.303925425698,206077
direct,Mexico,MEX,2019,t,84,15650.34811705299,183662.5
direct,Mexico,MEX,2019,t,85,14634.130907911014,163961
direct,Mexico,MEX,2019,t,86,14082.297824014926,146887
direct,Mexico,MEX,2019,t,87,13171.622461519744,129907
direct,Mexico,MEX,2019,t,88,13900.36378360474,112535.5
direct,Mexico,MEX,2019,t,89,13063.065133540184,95796.5
direct,Mexico,MEX,2019,t,90,10284.801665618894,80693.5
direct,Mexico,MEX,2019,t,91,9435.441090223276,67742.5
direct,Mexico,MEX,2019,t,92,8463.450940628529,56437
direct,Mexico,MEX,2019,t,93,8148.835721576659,46243
direct,Mexico,MEX,2019,t,94,6851.173588043235,36910
direct,Mexico,MEX,2019,t,95,5501.243111408543,28678.5
direct,Mexico,MEX,2019,t,96,4625.74836446229,21811.5
direct,Mexico,MEX,2019,t,97,3433.6280775756595,16181
direct,Mexico,MEX,2019,t,98,2926.0220532267986,11383
direct,Mexico,MEX,2019,t,99,2148.0278693732976,7272
direct,Mexico,MEX,2019,t,100,4301.081540967871,9525
direct,Mexico,MEX,2020,f,0,8440.362468680245,953772.5
direct,Mexico,MEX,2020,f,1,746.4692718745549,966711
direct,Mexico,MEX,2020,f,2,410.5345946395951,996720
direct,Mexico,MEX,2020,f,3,303.4184535777229,1023511
direct,Mexico,MEX,2020,f,4,221.2532370614205,1043781.5
direct,Mexico,MEX,2020,f,5,204.25550002586323,1057655.5
direct,Mexico,MEX,2020,f,6,169.18352454071604,1065671
direct,Mexico,MEX,2020,f,7,182.2380881599289,1072090.5
direct,Mexico,MEX,2020,f,8,196.28209454147205,1076800
direct,Mexico,MEX,2020,f,9,188.22001230364583,1079485.5
direct,Mexico,MEX,2020,f,10,210.3017644021606,1080435.5
direct,Mexico,MEX,2020,f,11,197.24455940290588,1079965.5
direct,Mexico,MEX,2020,f,12,241.3213610750581,1077971.5
direct,Mexico,MEX,2020,f,13,277.34742912260936,1076459
direct,Mexico,MEX,2020,f,14,348.374095898658,1075721.5
direct,Mexico,MEX,2020,f,15,438.44032274053205,1076915.5
direct,Mexico,MEX,2020,f,16,454.5881443214812,1080373
direct,Mexico,MEX,2020,f,17,522.3093612230259,1081620
direct,Mexico,MEX,2020,f,18,569.2941840469583,1079954
direct,Mexico,MEX,2020,f,19,613.5519214945502,1077229
direct,Mexico,MEX,2020,f,20,692.5417976118111,1072139
direct,Mexico,MEX,2020,f,21,711.1153202119406,1066088.5
direct,Mexico,MEX,2020,f,22,700.5309713227626,1060223
direct,Mexico,MEX,2020,f,23,763.3400079451216,1054623.5
direct,Mexico,MEX,2020,f,24,817.3500966723968,1052103.5
direct,Mexico,MEX,2020,f,25,897.8028423766295,1052137.5
direct,Mexico,MEX,2020,f,26,918.3867730523148,1048552
direct,Mexico,MEX,2020,f,27,970.4374149923068,1040887
direct,Mexico,MEX,2020,f,28,956.3744108793036,1032391
direct,Mexico,MEX,2020,f,29,1000.457095978202,1021827
direct,Mexico,MEX,2020,f,30,1090.9579490434537,1010188.5
direct,Mexico,MEX,2020,f,31,1109.8570515232466,997632
direct,Mexico,MEX,2020,f,32,1183.6747109194469,985445.5
direct,Mexico,MEX,2020,f,33,1169.844106531839,975644
direct,Mexico,MEX,2020,f,34,1210.6118511039226,967178.5
direct,Mexico,MEX,2020,f,35,1313.148318212845,957745
direct,Mexico,MEX,2020,f,36,1406.8205353827668,946769
direct,Mexico,MEX,2020,f,37,1543.9457910924848,937959
direct,Mexico,MEX,2020,f,38,1724.4888474382062,929547
direct,Mexico,MEX,2020,f,39,1713.080607125025,917949.5
direct,Mexico,MEX,2020,f,40,1914.819688740523,908510.5
direct,Mexico,MEX,2020,f,41,2082.570072394986,900576.5
direct,Mexico,MEX,2020,f,42,2299.729863983748,889143.5
direct,Mexico,MEX,2020,f,43,2455.796528485045,877521.5
direct,Mexico,MEX,2020,f,44,2741.238053740419,863364.5
direct,Mexico,MEX,2020,f,45,2976.599234506505,847343
direct,Mexico,MEX,2020,f,46,3265.68761505522,833788.5
direct,Mexico,MEX,2020,f,47,3619.4888147268953,818949
direct,Mexico,MEX,2020,f,48,3773.436411921255,802608
direct,Mexico,MEX,2020,f,49,3967.9113100593054,783920
direct,Mexico,MEX,2020,f,50,4108.3071424473865,763252.5
direct,Mexico,MEX,2020,f,51,4368.707503876529,743455.5
direct,Mexico,MEX,2020,f,52,4727.497645071858,722612.5
direct,Mexico,MEX,2020,f,53,5023.2299054601735,700245
direct,Mexico,MEX,2020,f,54,5439.483539029129,677463.5
direct,Mexico,MEX,2020,f,55,5882.846540330456,654458
direct,Mexico,MEX,2020,f,56,6045.600441193922,631672.5
direct,Mexico,MEX,2020,f,57,6392.774441962222,608954.5
direct,Mexico,MEX,2020,f,58,6665.070433846762,586163.5
direct,Mexico,MEX,2020,f,59,7258.432582903808,563733.5
direct,Mexico,MEX,2020,f,60,7572.65046537892,541769.5
direct,Mexico,MEX,2020,f,61,7946.089694510803,519429.99999999994
direct,Mexico,MEX,2020,f,62,7946.263390088254,496895
direct,Mexico,MEX,2020,f,63,8264.624263657372,475704.5
direct,Mexico,MEX,2020,f,64,8527.380805580893,453652
direct,Mexico,MEX,2020,f,65,8890.523631001359,429101.5
direct,Mexico,MEX,2020,f,66,8790.4467343437,405767.5
direct,Mexico,MEX,2020,f,67,8914.051112420886,384507
direct,Mexico,MEX,2020,f,68,8895.860228251027,363154
direct,Mexico,MEX,2020,f,69,9219.482525489238,340880.5
direct,Mexico,MEX,2020,f,70,9089.979805515335,315520
direct,Mexico,MEX,2020,f,71,9259.678487657691,291994.5
direct,Mexico,MEX,2020,f,72,9507.226643781729,273137.5
direct,Mexico,MEX,2020,f,73,9426.001496099683,254567
direct,Mexico,MEX,2020,f,74,9632.840861543844,236603.5
direct,Mexico,MEX,2020,f,75,9551.744247227012,220017
direct,Mexico,MEX,2020,f,76,9439.047158037638,204798.5
direct,Mexico,MEX,2020,f,77,9722.05468377107,190492
direct,Mexico,MEX,2020,f,78,9563.075022781471,177060
direct,Mexico,MEX,2020,f,79,9954.630299269014,164701
direct,Mexico,MEX,2020,f,80,9988.937342927218,152617
direct,Mexico,MEX,2020,f,81,9681.467975981102,140626
direct,Mexico,MEX,2020,f,82,9751.581537592414,128922
direct,Mexico,MEX,2020,f,83,9853.197553824368,117175
direct,Mexico,MEX,2020,f,84,10102.061953253477,105285.5
direct,Mexico,MEX,2020,f,85,9610.915067329466,93639.5
direct,Mexico,MEX,2020,f,86,8871.87780998174,83297.5
direct,Mexico,MEX,2020,f,87,8652.643337846965,74259.5
direct,Mexico,MEX,2020,f,88,7995.111294659369,65254.00000000001
direct,Mexico,MEX,2020,f,89,8422.241516460126,56083.5
direct,Mexico,MEX,2020,f,90,7852.75209968379,47312.5
direct,Mexico,MEX,2020,f,91,6205.413337557564,39457
direct,Mexico,MEX,2020,f,92,5728.079180708129,32754.5
direct,Mexico,MEX,2020,f,93,4916.498868097032,26936.5
direct,Mexico,MEX,2020,f,94,4547.940016259022,21745
direct,Mexico,MEX,2020,f,95,3928.048148346218,17082
direct,Mexico,MEX,2020,f,96,2949.8662487773204,13032
direct,Mexico,MEX,2020,f,97,2476.066586080993,9697.5
direct,Mexico,MEX,2020,f,98,1873.211004540848,7007.5
direct,Mexico,MEX,2020,f,99,1470.286699466683,4789.5
direct,Mexico,MEX,2020,f,100,3112.661492868848,6515.5
direct,Mexico,MEX,2020,m,0,10927.101200019652,988744
direct,Mexico,MEX,2020,m,1,936.0866636811694,996315
direct,Mexico,MEX,2020,m,2,548.2010368972287,1022075.5
direct,Mexico,MEX,2020,m,3,378.23756088667847,1051129.5
direct,Mexico,MEX,2020,m,4,340.93729033190044,1072549.5
direct,Mexico,MEX,2020,m,5,285.6533881311735,1087205.5
direct,Mexico,MEX,2020,m,6,275.54933909364314,1097142
direct,Mexico,MEX,2020,m,7,242.4165423532402,1104553
direct,Mexico,MEX,2020,m,8,232.3881825959351,1110338.5
direct,Mexico,MEX,2020,m,9,283.61846604431986,1114556.5
direct,Mexico,MEX,2020,m,10,249.48977407309113,1115792
direct,Mexico,MEX,2020,m,11,278.60956556929784,1114666
direct,Mexico,MEX,2020,m,12,313.84178472584625,1110975
direct,Mexico,MEX,2020,m,13,387.2420871887806,1106995.5
direct,Mexico,MEX,2020,m,14,573.2168043639643,1104152.5
direct,Mexico,MEX,2020,m,15,770.2693111551075,1104406
direct,Mexico,MEX,2020,m,16,1128.5805372843529,1107025.5
direct,Mexico,MEX,2020,m,17,1396.1658135066814,1104958.5
direct,Mexico,MEX,2020,m,18,1657.381869093016,1097794.5
direct,Mexico,MEX,2020,m,19,1841.0120775709304,1089380
direct,Mexico,MEX,2020,m,20,2214.786358336505,1078284.5
direct,Mexico,MEX,2020,m,21,2561.636678542034,1065461.5
direct,Mexico,MEX,2020,m,22,2283.0944704860754,1052588
direct,Mexico,MEX,2020,m,23,2417.0521184513796,1040266.5
direct,Mexico,MEX,2020,m,24,2642.129470108646,1031814.5
direct,Mexico,MEX,2020,m,25,3055.6012591856875,1026041.5
direct,Mexico,MEX,2020,m,26,2994.8608622676215,1016163.5
direct,Mexico,MEX,2020,m,27,3053.240502494175,1002169
direct,Mexico,MEX,2020,m,28,3234.9567531691155,987789.5
direct,Mexico,MEX,2020,m,29,3124.61589877029,972281
direct,Mexico,MEX,2020,m,30,3480.855732651516,957889
direct,Mexico,MEX,2020,m,31,3156.767486729635,943671.5
direct,Mexico,MEX,2020,m,32,3243.5756923029544,929044
direct,Mexico,MEX,2020,m,33,3454.1729812782255,916095
direct,Mexico,MEX,2020,m,34,3571.0193667074827,904065
direct,Mexico,MEX,2020,m,35,3934.2979080101695,891913
direct,Mexico,MEX,2020,m,36,3798.461401285748,879413.5
direct,Mexico,MEX,2020,m,37,4035.795193286224,870051.5
direct,Mexico,MEX,2020,m,38,4137.351312293222,861004
direct,Mexico,MEX,2020,m,39,4389.698350060684,848161.5
direct,Mexico,MEX,2020,m,40,4798.3375553293645,838768.5
direct,Mexico,MEX,2020,m,41,4684.7984011021135,831845
direct,Mexico,MEX,2020,m,42,5182.423708627716,820697.5
direct,Mexico,MEX,2020,m,43,5653.801829163608,810393
direct,Mexico,MEX,2020,m,44,5785.987552828985,796079.5
direct,Mexico,MEX,2020,m,45,6596.702317676902,778856.5
direct,Mexico,MEX,2020,m,46,6847.718408088196,765892
direct,Mexico,MEX,2020,m,47,7231.792275620255,751772
direct,Mexico,MEX,2020,m,48,7254.533129892368,736183.5
direct,Mexico,MEX,2020,m,49,7744.725981186898,717022
direct,Mexico,MEX,2020,m,50,8106.285976828568,695562
direct,Mexico,MEX,2020,m,51,8326.759298651927,675896.5
direct,Mexico,MEX,2020,m,52,8736.965485998177,655034.5
direct,Mexico,MEX,2020,m,53,9116.865770137903,632146
direct,Mexico,MEX,2020,m,54,9521.81187122562,608764.5
direct,Mexico,MEX,2020,m,55,10014.09453337175,585493
direct,Mexico,MEX,2020,m,56,10359.319930474392,562900.5
direct,Mexico,MEX,2020,m,57,10500.046994551009,540679.5
direct,Mexico,MEX,2020,m,58,11101.154143438234,518695.50000000006
direct,Mexico,MEX,2020,m,59,11563.907056555783,497607.5
direct,Mexico,MEX,2020,m,60,12253.600830140174,477145
direct,Mexico,MEX,2020,m,61,12251.608913750308,456081
direct,Mexico,MEX,2020,m,62,12008.48859740646,435343
direct,Mexico,MEX,2020,m,63,12726.16455289074,416331.5
direct,Mexico,MEX,2020,m,64,13169.157905177051,396508
direct,Mexico,MEX,2020,m,65,13216.614947084918,374628
direct,Mexico,MEX,2020,m,66,13011.502700300493,354203.5
direct,Mexico,MEX,2020,m,67,12592.748295341817,335742.5
direct,Mexico,MEX,2020,m,68,12784.61589600997,317035.5
direct,Mexico,MEX,2020,m,69,12956.925956865143,297133.5
direct,Mexico,MEX,2020,m,70,13217.941103782843,274373.5
direct,Mexico,MEX,2020,m,71,12829.389680619515,253297.5
direct,Mexico,MEX,2020,m,72,12881.007198001214,236246
direct,Mexico,MEX,2020,m,73,12919.064144472704,219635.5
direct,Mexico,MEX,2020,m,74,12512.446359472697,203640
direct,Mexico,MEX,2020,m,75,12393.76455423369,188606
direct,Mexico,MEX,2020,m,76,12228.378114694582,174549.5
direct,Mexico,MEX,2020,m,77,12518.604144571123,161176.5
direct,Mexico,MEX,2020,m,78,12048.131197211416,148503.5
direct,Mexico,MEX,2020,m,79,11925.624244547822,136803.5
direct,Mexico,MEX,2020,m,80,11701.57789789437,125360
direct,Mexico,MEX,2020,m,81,11365.539893306348,113988
direct,Mexico,MEX,2020,m,82,10967.14722016358,102917.5
direct,Mexico,MEX,2020,m,83,10630.615876413702,91906
direct,Mexico,MEX,2020,m,84,10452.025292908756,81037
direct,Mexico,MEX,2020,m,85,9818.791124046127,70827
direct,Mexico,MEX,2020,m,86,8934.503233545638,62022.5
direct,Mexico,MEX,2020,m,87,8180.947310958755,54448.5
direct,Mexico,MEX,2020,m,88,7506.288586555392,47124
direct,Mexico,MEX,2020,m,89,7179.549530360588,39890.5
direct,Mexico,MEX,2020,m,90,6693.927796618385,33096
direct,Mexico,MEX,2020,m,91,5152.843139099637,27070.5
direct,Mexico,MEX,2020,m,92,4370.268167594396,21956
direct,Mexico,MEX,2020,m,93,3758.301751913121,17578.5
direct,Mexico,MEX,2020,m,94,3372.922950050443,13768.5
direct,Mexico,MEX,2020,m,95,2701.784428270731,10435
direct,Mexico,MEX,2020,m,96,2142.977582412531,7626.5
direct,Mexico,MEX,2020,m,97,1707.233284718949,5405
direct,Mexico,MEX,2020,m,98,1279.0715954859863,3697
direct,Mexico,MEX,2020,m,99,929.0621585155249,2357
direct,Mexico,MEX,2020,m,100,1765.3452439242692,2746
direct,Mexico,MEX,2020,t,0,19367.4636686999,1942516.5
direct,Mexico,MEX,2020,t,1,1682.5559355557243,1963026
direct,Mexico,MEX,2020,t,2,958.735631536824,2018795.5
direct,Mexico,MEX,2020,t,3,681.6560144644014,2074640.5
direct,Mexico,MEX,2020,t,4,562.1905273933208,2116331
direct,Mexico,MEX,2020,t,5,489.9088881570367,2144861
direct,Mexico,MEX,2020,t,6,444.73286363435915,2162813
direct,Mexico,MEX,2020,t,7,424.65463051316914,2176643.5
direct,Mexico,MEX,2020,t,8,428.67027713740714,2187138.5
direct,Mexico,MEX,2020,t,9,471.8384783479657,2194042
direct,Mexico,MEX,2020,t,10,459.7915384752517,2196227.5
direct,Mexico,MEX,2020,t,11,475.8541249722037,2194631.5
direct,Mexico,MEX,2020,t,12,555.1631458009043,2188946.5
direct,Mexico,MEX,2020,t,13,664.58951631139,2183454.5
direct,Mexico,MEX,2020,t,14,921.5909002626224,2179874
direct,Mexico,MEX,2020,t,15,1208.7096338956396,2181321.5
direct,Mexico,MEX,2020,t,16,1583.168681605834,2187398.5
direct,Mexico,MEX,2020,t,17,1918.4751747297073,2186578.5
direct,Mexico,MEX,2020,t,18,2226.6760531399746,2177748.5
direct,Mexico,MEX,2020,t,19,2454.563999065481,2166609
direct,Mexico,MEX,2020,t,20,2907.328155948316,2150423.5
direct,Mexico,MEX,2020,t,21,3272.751998753975,2131550
direct,Mexico,MEX,2020,t,22,2983.6254418088383,2112811
direct,Mexico,MEX,2020,t,23,3180.3921263965008,2094890
direct,Mexico,MEX,2020,t,24,3459.479566781042,2083918
direct,Mexico,MEX,2020,t,25,3953.404101562317,2078179
direct,Mexico,MEX,2020,t,26,3913.2476353199368,2064715.5
direct,Mexico,MEX,2020,t,27,4023.677917486482,2043056
direct,Mexico,MEX,2020,t,28,4191.331164048419,2020180.5
direct,Mexico,MEX,2020,t,29,4125.0729947484915,1994108
direct,Mexico,MEX,2020,t,30,4571.81368169497,1968077.5
direct,Mexico,MEX,2020,t,31,4266.624538252881,1941303.5
direct,Mexico,MEX,2020,t,32,4427.2504032224015,1914489.5
direct,Mexico,MEX,2020,t,33,4624.017087810064,1891739
direct,Mexico,MEX,2020,t,34,4781.631217811405,1871243.5
direct,Mexico,MEX,2020,t,35,5247.4462262230145,1849658
direct,Mexico,MEX,2020,t,36,5205.281936668514,1826182.5
direct,Mexico,MEX,2020,t,37,5579.740984378709,1808010.5
direct,Mexico,MEX,2020,t,38,5861.840159731429,1790551
direct,Mexico,MEX,2020,t,39,6102.778957185709,1766111
direct,Mexico,MEX,2020,t,40,6713.1572440698865,1747279
direct,Mexico,MEX,2020,t,41,6767.368473497099,1732421.5
direct,Mexico,MEX,2020,t,42,7482.153572611464,1709841
direct,Mexico,MEX,2020,t,43,8109.598357648653,1687914.5
direct,Mexico,MEX,2020,t,44,8527.2256065694055,1659444
direct,Mexico,MEX,2020,t,45,9573.301552183406,1626199.5
direct,Mexico,MEX,2020,t,46,10113.406023143416,1599680.5
direct,Mexico,MEX,2020,t,47,10851.28109034715,1570721
direct,Mexico,MEX,2020,t,48,11027.969541813623,1538791.5
direct,Mexico,MEX,2020,t,49,11712.637291246205,1500942
direct,Mexico,MEX,2020,t,50,12214.593119275954,1458814.5
direct,Mexico,MEX,2020,t,51,12695.466802528455,1419352
direct,Mexico,MEX,2020,t,52,13464.463131070032,1377647
direct,Mexico,MEX,2020,t,53,14140.09567559808,1332391
direct,Mexico,MEX,2020,t,54,14961.29541025475,1286228
direct,Mexico,MEX,2020,t,55,15896.941073702206,1239951
direct,Mexico,MEX,2020,t,56,16404.920371668315,1194573
direct,Mexico,MEX,2020,t,57,16892.82143651323,1149634
direct,Mexico,MEX,2020,t,58,17766.224577284996,1104859
direct,Mexico,MEX,2020,t,59,18822.33963945959,1061341
direct,Mexico,MEX,2020,t,60,19826.251295519098,1018914.5
direct,Mexico,MEX,2020,t,61,20197.69860826111,975511
direct,Mexico,MEX,2020,t,62,19954.75198749471,932238
direct,Mexico,MEX,2020,t,63,20990.788816548113,892036
direct,Mexico,MEX,2020,t,64,21696.538710757945,850160
direct,Mexico,MEX,2020,t,65,22107.13857808628,803729.5
direct,Mexico,MEX,2020,t,66,21801.949434644193,759971
direct,Mexico,MEX,2020,t,67,21506.7994077627,720249.5
direct,Mexico,MEX,2020,t,68,21680.476124260997,680189.5
direct,Mexico,MEX,2020,t,69,22176.408482354385,638014
direct,Mexico,MEX,2020,t,70,22307.92090929818,589893.5
direct,Mexico,MEX,2020,t,71,22089.068168277212,545292
direct,Mexico,MEX,2020,t,72,22388.23384178294,509383.5
direct,Mexico,MEX,2020,t,73,22345.065640572386,474202.5
direct,Mexico,MEX,2020,t,74,22145.28722101654,440243.5
direct,Mexico,MEX,2020,t,75,21945.508801460703,408623
direct,Mexico,MEX,2020,t,76,21667.42527273222,379348
direct,Mexico,MEX,2020,t,77,22240.658828342195,351668.5
direct,Mexico,MEX,2020,t,78,21611.206219992888,325563.5
direct,Mexico,MEX,2020,t,79,21880.25454381683,301504.5
