Year,Age,Deaths,Sex,Source,Country,Code,age_spn
2010,5,292.0206143571808,m,direct,USA,USA,1
2010,6,255.01800226397643,m,direct,USA,USA,1
2010,7,268.01892002645366,m,direct,USA,USA,1
2010,8,257.01814345820367,m,direct,USA,USA,1
2010,9,253.01786106974913,m,direct,USA,USA,1
2010,10,232.01637853036283,m,direct,USA,USA,1
2010,11,297.020967342749,m,direct,USA,USA,1
2010,12,307.0216733138853,m,direct,USA,USA,1
2010,13,379.02675630606694,m,direct,USA,USA,1
2010,14,514.0362869164073,m,direct,USA,USA,1
2010,15,702.0495591737704,m,direct,USA,USA,1
2010,16,1100.0776568249962,m,direct,USA,USA,1
2010,17,1471.103848354154,m,direct,USA,USA,1
2010,18,2184.1541840961745,m,direct,USA,USA,1
2010,19,2409.170068446742,m,direct,USA,USA,1
2010,20,2581.1822111502865,m,direct,USA,USA,1
2010,21,2864.202190133445,m,direct,USA,USA,1
2010,22,2762.194989227854,m,direct,USA,USA,1
2010,23,2774.1958363932176,m,direct,USA,USA,1
2010,24,2943.207767305422,m,direct,USA,USA,1
2010,25,2852.2013429680815,m,direct,USA,USA,1
2010,26,2874.202896104581,m,direct,USA,USA,1
2010,27,2832.1999310258084,m,direct,USA,USA,1
2010,28,2927.2066377516035,m,direct,USA,USA,1
2010,29,2944.2078379025356,m,direct,USA,USA,1
2010,30,3013.2127091033763,m,direct,USA,USA,1
2010,31,2990.2110853697627,m,direct,USA,USA,1
2010,32,2920.2061435718083,m,direct,USA,USA,1
2010,33,2963.2091792476945,m,direct,USA,USA,1
2010,34,2877.203107895922,m,direct,USA,USA,1
2010,35,3060.216027167717,m,direct,USA,USA,1
2010,36,3128.220827771444,m,direct,USA,USA,1
2010,37,3403.240241977693,m,direct,USA,USA,1
2010,38,3775.2665041039645,m,direct,USA,USA,1
2010,39,4248.299896538713,m,direct,USA,USA,1
2010,40,4395.310274314417,m,direct,USA,USA,1
2010,41,4683.330606283143,m,direct,USA,USA,1
2010,42,5080.358633337255,m,direct,USA,USA,1
2010,43,5391.380589039595,m,direct,USA,USA,1
2010,44,6271.4427144995925,m,direct,USA,USA,1
2010,45,7166.505898916294,m,direct,USA,USA,1
2010,46,8147.575154684768,m,direct,USA,USA,1
2010,47,8979.63389148331,m,direct,USA,USA,1
2010,48,9727.686698124307,m,direct,USA,USA,1
2010,49,10927.771414660669,m,direct,USA,USA,1
2010,50,11736.828527725596,m,direct,USA,USA,1
2010,51,12372.873427489867,m,direct,USA,USA,1
2010,52,13516.954190587861,m,direct,USA,USA,1
2010,53,14469.02139904004,m,direct,USA,USA,1
2010,54,14981.057544762221,m,direct,USA,USA,1
2010,55,16000.129483221013,m,direct,USA,USA,1
2010,56,16703.179112991897,m,direct,USA,USA,1
2010,57,17422.2298723166,m,direct,USA,USA,1
2010,58,18023.272301181893,m,direct,USA,USA,1
2010,59,18632.315294824097,m,direct,USA,USA,1
2010,60,19104.34861666173,m,direct,USA,USA,1
2010,61,19630.3857507435,m,direct,USA,USA,1
2010,62,21424.51240196536,m,direct,USA,USA,1
2010,63,22715.603542839057,m,direct,USA,USA,1
2010,64,19652.38730388,m,direct,USA,USA,1
2010,65,20164.42344960218,m,direct,USA,USA,1
2010,66,21499.51769674888,m,direct,USA,USA,1
2010,67,23113.631640490286,m,direct,USA,USA,1
2010,68,22424.582999078993,m,direct,USA,USA,1
2010,69,22324.575939367627,m,direct,USA,USA,1
2010,70,22615.596483127698,m,direct,USA,USA,1
2010,71,23151.634323180602,m,direct,USA,USA,1
2010,72,24268.713180156534,m,direct,USA,USA,1
2010,73,24448.72588763698,m,direct,USA,USA,1
2010,74,25708.814840000163,m,direct,USA,USA,1
2010,75,26828.89390876743,m,direct,USA,USA,1
2010,76,26979.90456893159,m,direct,USA,USA,1
2010,77,28318.999098466746,m,direct,USA,USA,1
2010,78,29784.102523238216,m,direct,USA,USA,1
2010,79,31104.195711428212,m,direct,USA,USA,1
2010,80,32598.30118351598,m,direct,USA,USA,1
2010,81,33133.338952971775,m,direct,USA,USA,1
2010,82,34410.429105485884,m,direct,USA,USA,1
2010,83,34216.41540964584,m,direct,USA,USA,1
2010,84,34477.4338354925,m,direct,USA,USA,1
2010,85,34477.4338354925,m,direct,USA,USA,1
2010,86,33172.341706259205,m,direct,USA,USA,1
2010,87,31746.241034775165,m,direct,USA,USA,1
2010,88,30564.15758898685,m,direct,USA,USA,1
2010,89,27750.9589993062,m,direct,USA,USA,1
2010,90,24777.74911408737,m,direct,USA,USA,1
2010,91,20027.413777797614,m,direct,USA,USA,1
2010,92,17851.260158478348,m,direct,USA,USA,1
2010,93,14441.01942232086,m,direct,USA,USA,1
2010,94,11494.811443224098,m,direct,USA,USA,1
2010,95,9008.635938799605,m,direct,USA,USA,1
2010,96,6746.476248128568,m,direct,USA,USA,1
2010,97,4729.3338537503705,m,direct,USA,USA,1
2010,98,3288.232123309625,m,direct,USA,USA,1
2010,99,2202.1554548442195,m,direct,USA,USA,1
2010,100,3607.254643788874,m,direct,USA,USA,-1
2010,0,24587.31075883849,t,direct,USA,USA,1
2010,1,1734.0909469010467,t,direct,USA,USA,1
2010,2,1104.0606042117972,t,direct,USA,USA,1
2010,3,844.0463874986835,t,direct,USA,USA,1
2010,4,634.0342951005767,t,direct,USA,USA,1
2010,5,500.0271776551409,t,direct,USA,USA,1
2010,6,466.02466022488795,t,direct,USA,USA,1
2010,7,461.0250100096571,t,direct,USA,USA,1
2010,8,466.0247383104809,t,direct,USA,USA,1
2010,9,437.0236670640985,t,direct,USA,USA,1
2010,10,429.0225947308347,t,direct,USA,USA,1
2010,11,520.0280039554659,t,direct,USA,USA,1
2010,12,551.0293725672616,t,direct,USA,USA,1
2010,13,622.0344240051261,t,direct,USA,USA,1
2010,14,827.0461634176647,t,direct,USA,USA,1
2010,15,1064.0609818365665,t,direct,USA,USA,1
2010,16,1614.093875743994,t,direct,USA,USA,1
2010,17,2049.122086749447,t,direct,USA,USA,1
2010,18,2900.1767769872295,t,direct,USA,USA,1
2010,19,3260.1969211706078,t,direct,USA,USA,1
2010,20,3456.209821177763,t,direct,USA,USA,1
2010,21,3797.2316303113143,t,direct,USA,USA,1
2010,22,3700.224587177309,t,direct,USA,USA,1
2010,23,3713.2254658969896,t,direct,USA,USA,1
2010,24,3998.241057109979,t,direct,USA,USA,1
2010,25,3915.234885207176,t,direct,USA,USA,1
2010,26,3959.237132538652,t,direct,USA,USA,1
2010,27,3937.2347985462216,t,direct,USA,USA,1
2010,28,4188.2464277454865,t,direct,USA,USA,1
2010,29,4264.2494896011285,t,direct,USA,USA,1
2010,30,4427.257326907778,t,direct,USA,USA,1
2010,31,4341.253715252186,t,direct,USA,USA,1
2010,32,4390.252528417968,t,direct,USA,USA,1
2010,33,4411.2548698988785,t,direct,USA,USA,1
2010,34,4427.252017087452,t,direct,USA,USA,1
2010,35,4759.269637952497,t,direct,USA,USA,1
2010,36,4997.2798027901335,t,direct,USA,USA,1
2010,37,5402.303319057608,t,direct,USA,USA,1
2010,38,6030.337659089061,t,direct,USA,USA,1
2010,39,6824.381180459604,t,direct,USA,USA,1
2010,40,7107.395849622436,t,direct,USA,USA,1
2010,41,7594.422460900269,t,direct,USA,USA,1
2010,42,8187.456672600534,t,direct,USA,USA,1
2010,43,8882.490745160647,t,direct,USA,USA,1
2010,44,10251.568300681714,t,direct,USA,USA,1
2010,45,11627.64666272495,t,direct,USA,USA,1
2010,46,13489.743717846803,t,direct,USA,USA,1
2010,47,14718.81498170924,t,direct,USA,USA,1
2010,48,15924.882240227475,t,direct,USA,USA,1
2010,49,17811.988634579695,t,direct,USA,USA,1
2010,50,19264.06603707053,t,direct,USA,USA,1
2010,51,20260.12229638896,t,direct,USA,USA,1
2010,52,22234.229249570162,t,direct,USA,USA,1
2010,53,23363.30204313647,t,direct,USA,USA,1
2010,54,24522.358604501824,t,direct,USA,USA,1
2010,55,25631.433382849158,t,direct,USA,USA,1
2010,56,27041.505321522243,t,direct,USA,USA,1
2010,57,27951.56210772151,t,direct,USA,USA,1
2010,58,29194.624794458396,t,direct,USA,USA,1
2010,59,30149.678705894323,t,direct,USA,USA,1
2010,60,31141.728435976853,t,direct,USA,USA,1
2010,61,32564.793874281077,t,direct,USA,USA,1
2010,62,35572.95883244392,t,direct,USA,USA,1
2010,63,38347.0967683699,t,direct,USA,USA,1
2010,64,33223.81552751758,t,direct,USA,USA,1
2010,65,34380.872025774304,t,direct,USA,USA,1
2010,66,37051.00839793435,t,direct,USA,USA,1
2010,67,40141.168915847826,t,direct,USA,USA,1
2010,68,39195.11216497703,t,direct,USA,USA,1
2010,69,39204.10854468623,t,direct,USA,USA,1
2010,70,40183.150797816474,t,direct,USA,USA,1
2010,71,41588.21605857095,t,direct,USA,USA,1
2010,72,43750.32788980827,t,direct,USA,USA,1
2010,73,44510.35889879265,t,direct,USA,USA,1
2010,74,47168.491964091154,t,direct,USA,USA,1
2010,75,49953.62357079642,t,direct,USA,USA,1
2010,76,50627.65073386843,t,direct,USA,USA,1
2010,77,54014.809886645045,t,direct,USA,USA,1
2010,78,57769.98557080271,t,direct,USA,USA,1
2010,79,60996.13890152113,t,direct,USA,USA,1
2010,80,64960.32231277217,t,direct,USA,USA,1
2010,81,67180.4132512523,t,direct,USA,USA,1
2010,82,71414.59670988213,t,direct,USA,USA,1
