"age" "country" "eta.1" "eta.1.low" "eta.1.up" "roa.1" "roa.1.low" "roa.1.up" "eta.2" "eta.2.low" "eta.2.up" "roa.2" "roa.2.low" "roa.2.up" "delta" "delta.low" "delta.up"
"57" 71 "Albania" -4.03525920894052 -4.05577884324908 -4.01473957463196 0.123881149002497 0.117763851417516 0.129998446587478 -5.09244679884863 -5.12340429863751 -5.06148929905976 0.111284026910627 0.103640814798277 0.118927239022977 0.0125971220918704 0.00280733041188104 0.0223869137718597
"58" 72 "Albania" -3.90620908745705 -3.92694608923639 -3.88547208567771 0.134362340281223 0.129271465083904 0.139453215478542 -4.97928764350689 -5.00996531651472 -4.94860997049907 0.115318871080761 0.108349824590619 0.122287917570904 0.019043469200462 0.0104130219781889 0.0276739164227351
"59" 73 "Albania" -3.76653452837807 -3.78642580812728 -3.74664324862887 0.144284313133243 0.13899873243791 0.149569893828577 -4.86180905668711 -4.89142628954178 -4.83219182383244 0.119902385337338 0.112624530451013 0.127180240223664 0.0243819277959054 0.0153872329687704 0.0333766226230404
"60" 74 "Albania" -3.61764046119056 -3.63579339311931 -3.59948752926182 0.151869355842687 0.145569201633243 0.158169510052131 -4.73948287283222 -4.76755335868681 -4.71141238697762 0.12499196453262 0.116900707003244 0.133083222061996 0.0268773913100668 0.0166226172282326 0.037132165391901
"61" 75 "Albania" -3.4627958166927 -3.47963065124858 -3.44596098213682 0.15513889832257 0.148574498537282 0.161703298107857 -4.61182512762187 -4.63882265935161 -4.58482759589213 0.130541341313932 0.122360977386369 0.138721705241495 0.0245975570086374 0.014109006177924 0.0350861078393508
"62" 76 "Albania" -3.30736266454542 -3.32413584491551 -3.29058948417533 0.153592745611172 0.147919709539744 0.159265781682601 -4.47840019020435 -4.50515304686918 -4.45164733353952 0.136172643001402 0.128846416004047 0.143498869998757 0.01742010260977 0.00815420058759706 0.0266860046319429
"63" 77 "Albania" -3.15561032547035 -3.17255211539823 -3.13866853554248 0.148395198147154 0.143700784917646 0.153089611376662 -4.33947984161906 -4.36598573578482 -4.31297394745331 0.141140845164707 0.134537299432105 0.147744390897308 0.00725435298244781 -0.000847765988039879 0.0153564719529355
"64" 78 "Albania" -3.01057226825111 -3.02684986581711 -2.99429467068511 0.140850680069179 0.135942101068869 0.145759259069488 -4.19611849987494 -4.22169221798303 -4.17054478176685 0.144625428603895 0.137686413682442 0.151564443525349 -0.00377474853471682 -0.0122744000500691 0.00472490298063545
"65" 79 "Albania" -2.873908965332 -2.8889317596791 -2.8588861709849 0.132383777503145 0.126520760579987 0.138246794426303 -4.05022898441127 -4.0745327903071 -4.02592517851544 0.145736510879325 0.137941811411231 0.153531210347419 -0.0133527333761798 -0.0231063125776392 -0.00359915417472047
"66" 80 "Albania" -2.74580471324482 -2.7603717763082 -2.73123765018145 0.12450205824141 0.118506577727105 0.130497538755715 -3.90464547811629 -3.92842745682461 -3.88086349940797 0.143528683499923 0.13570093215076 0.151356434849086 -0.0190266252585127 -0.0288866190608302 -0.00916663145619521
"67" 81 "Albania" -2.62490484884918 -2.64023688645761 -2.60957281124074 0.118124190022328 0.113108495156767 0.123139884887889 -3.76317161741143 -3.78737267553855 -3.7389705592843 0.138201986197986 0.131297642934138 0.145106329461833 -0.0200777961756577 -0.0286116786970812 -0.0115439136542342
"68" 82 "Albania" -2.50955633320017 -2.52551030421484 -2.4936023621855 0.113550506085103 0.109410520812869 0.117690491357337 -3.62824150572032 -3.65273560815275 -3.60374740328788 0.131149357590662 0.124826732120373 0.137471983060951 -0.0175988515055594 -0.0251563028545169 -0.0100414001566019
"69" 83 "Albania" -2.39780383667897 -2.41333044269135 -2.3822772306666 0.111082499013183 0.106451755146464 0.115713242879902 -3.5008729022301 -3.52493985403693 -3.47680595042328 0.123797332420778 0.116804667237486 0.13078999760407 -0.0127148334075953 -0.0211017968106858 -0.00432787000450477
"70" 84 "Albania" -2.2873913351738 -2.30196051858492 -2.27282215176268 0.111017567592704 0.105234279037176 0.116800856148231 -3.38064684087876 -3.40425750822711 -3.35703617353041 0.117577947213837 0.109477955718079 0.125677938709594 -0.00656037962113309 -0.0165130822062526 0.00339232296398642
"71" 85 "Albania" -2.17576870149356 -2.19044676904937 -2.16109063393776 0.113644235539812 0.107492151575094 0.11979631950453 -3.26571700780243 -3.29017942060584 -3.24125459499902 0.113898242999546 0.105653098078683 0.122143387920409 -0.000254007459734362 -0.0105414051809743 0.0100333902615056
"72" 86 "Albania" -2.06010286409418 -2.07650841547461 -2.04369731271375 0.118582559177841 0.113211769721987 0.123953348633694 -3.15285035487967 -3.17948320138715 -3.12621750837219 0.11298383184426 0.105832916172393 0.120134747516126 0.00559872733358091 -0.00334448094562489 0.0145419356127867
"73" 87 "Albania" -1.93860358313788 -1.95698872028177 -1.920218445994 0.124833228059175 0.120784213044568 0.128882243073781 -3.03974934411391 -3.06841153962274 -3.01108714860508 0.113939444319682 0.108139950420466 0.119738938218898 0.0108937837394925 0.00382069021009874 0.0179668772688862
"74" 88 "Albania" -1.81043640797583 -1.82979113925091 -1.79108167670075 0.131484644617177 0.128234190695372 0.134735098538983 -2.92497146624031 -2.95439990167341 -2.8955430308072 0.115952829310936 0.110345105027865 0.121560553594006 0.0155318153062418 0.00905014713109476 0.0220134834813889
"75" 89 "Albania" -1.67563429390353 -1.69456202777833 -1.65670656002872 0.13770550390048 0.133779404540351 0.141631603260608 -2.80784368549204 -2.83672531591146 -2.77896205507262 0.11829122950032 0.111297223792656 0.125285235207985 0.0194142744001595 0.0113936527269696 0.0274348960733494
"76" 90 "Albania" -1.53502540017487 -1.55264654729943 -1.51740425305031 0.142730589128458 0.137471067784621 0.147990110472295 -2.68838900723967 -2.71655347605352 -2.66022453842581 0.120290488650485 0.1114724776455 0.129108499655471 0.0224401004779724 0.0121726819684192 0.0327075189875256
"77" 91 "Albania" -1.39017311564661 -1.40699389330705 -1.37335233798617 0.146354714976965 0.139933325429408 0.152776104524522 -2.56726270819107 -2.59650631786314 -2.538019098519 0.121707387332826 0.111391846355658 0.132022928309995 0.0246473276441386 0.0124964170044738 0.0367982382838033
"78" 92 "Albania" -1.24231597022094 -1.26032185488833 -1.22431008555355 0.148882179699021 0.141598684986748 0.156165674411295 -2.44497423257401 -2.47839364527073 -2.41155481987729 0.122677034883286 0.111277671635736 0.134076398130836 0.0262051448157354 0.0126775885813927 0.0397327010500782
"79" 93 "Albania" -1.09240875624857 -1.11413129871395 -1.07068621378319 0.15058887630138 0.142707261638618 0.158470490964142 -2.3219086384245 -2.36251056542483 -2.28130671142417 0.123318895342402 0.111183011673134 0.13545477901167 0.027269980958978 0.0127993374996751 0.041740624418281
"80" 94 "Albania" -0.941138217618181 -0.968546258892376 -0.913730176343985 0.151720658023581 0.143436908409843 0.160004407637319 -2.19833644188921 -2.24828642354863 -2.14838646022979 0.12373676057854 0.111114717211287 0.136358803945792 0.0279838974450415 0.0128863318655215 0.0430814630245615
"81" 95 "Albania" -0.788967440201408 -0.823287318031231 -0.754647562371586 0.152458799422661 0.143910768385984 0.161006830459338 -2.07443511726742 -2.13512089121728 -2.01374934331756 0.124005251690745 0.111068391433929 0.13694211194756 0.0284535477319166 0.0129477040622432 0.0439593914015899
"82" 96 "Albania" -0.636220618772858 -0.678179725913667 -0.59426151163205 0.152912939392742 0.144201595985004 0.161624282800481 -1.95032593850772 -2.02261550447852 -1.87803637253692 0.12416827920518 0.111039399964631 0.137297158445728 0.0287446601875628 0.0129885510840927 0.044500769291033
"83" 97 "Albania" -0.483141561415924 -0.533169941173538 -0.433113181658309 0.153161466974218 0.144360534392452 0.161962399555983 -1.82609855885706 -1.91053100981101 -1.74166610790311 0.124256253867243 0.111023497052002 0.137489010682484 0.0289052131069747 0.0130130053547431 0.0447974208592062
"84" 98 "Albania" -0.329897684824423 -0.388249428459193 -0.271545941189653 0.153276605326752 0.14443411747498 0.162119093178523 -1.70181343077323 -1.79872257653595 -1.60490428501052 0.124296413236267 0.111016178947054 0.137576647525479 0.0289801920904851 0.013025436868762 0.0449349473122082
"85" 99 "Albania" -0.17658835076242 -0.243414663784947 -0.109762037739894 0.153318574281779 0.144460931386534 0.162176217177025 -1.57750573238453 -1.68710038493838 -1.46791107983067 0.124310844180193 0.111013540384997 0.13760814797539 0.0290077301015861 0.0130303671814595 0.0449850930217126
"86" 100 "Albania" -0.0232605362608646 -0.0986547494447106 0.0521336769229815 0.153327814501556 0.144466834396746 0.162188794606365 -1.45319174241285 -1.57560757156896 -1.33077591325673 0.124313989971679 0.11101296458799 0.137615015355368 0.0290138245298766 0.0130315141626182 0.0449961348971349
"87" 15 "Armenia" -7.61576618850401 -7.74268283502578 -7.48884954198223 0.0192795096056653 -0.000866061632696296 0.0394250808440268 -6.56957293537939 -6.65978595011318 -6.47935992064559 -0.111084530796745 -0.129201705236259 -0.0929673563572315 0.13036404040241 0.103270202538578 0.157457878266243
"88" 16 "Armenia" -7.59648667889834 -7.70695147828292 -7.48602187951377 0.0192002170129273 -0.000866415703959782 0.0392668497298144 -6.68065746617613 -6.75737278267978 -6.60394214967249 -0.110976207005455 -0.128990469638319 -0.0929619443725917 0.130176424018383 0.103210085616586 0.15714276242018
"89" 17 "Armenia" -7.57736575447815 -7.67286368460249 -7.48186782435381 0.0188824187542185 -0.000869605782131432 0.0386344432905684 -6.7915253493903 -6.85705938646685 -6.72599131231375 -0.110555399619463 -0.128172711064925 -0.0929380881740004 0.129437818373681 0.102970628574781 0.155905008172581
"90" 18 "Armenia" -7.55872184138991 -7.64149307107703 -7.47595061170278 0.0181645827463788 -0.00088784606026945 0.037217011553027 -6.90176826541506 -6.9595879860172 -6.84394854481292 -0.109640338609978 -0.126411269799189 -0.0928694074207682 0.127804921356357 0.102422660298965 0.15318718241375
"91" 19 "Armenia" -7.5410365889854 -7.61410825089331 -7.46796492707748 0.0168815884092179 -0.000963340307868529 0.0347265171263044 -7.01080602661026 -7.06512750287978 -6.95648455034074 -0.108067792019104 -0.123447311726996 -0.0926882723112123 0.124949380428322 0.101391555669586 0.148507205187059
"92" 20 "Armenia" -7.52495866457147 -7.59175089635877 -7.45816643278417 0.0148645068493281 -0.00121912430106059 0.0309481379997167 -7.11790384945327 -7.17241247761081 -7.06339522129573 -0.105690806346002 -0.119166395644022 -0.0922152170479828 0.120555313195331 0.0995725893990582 0.141538036991603
"93" 21 "Armenia" -7.51130757528674 -7.57473517768902 -7.44787997288446 0.0123096890060137 -0.00173907573373705 0.0263584537457645 -7.22218763930226 -7.2787746998471 -7.16560057875742 -0.102383728180028 -0.113884151046361 -0.0908833053136944 0.114693417186041 0.0965377702182975 0.132849064153785
"94" 22 "Armenia" -7.50033928655944 -7.56215415666704 -7.43852441645184 0.00980108865156026 -0.00247769787292175 0.0220798751760423 -7.32267130581332 -7.38153855901643 -7.26380405261022 -0.0980371862679563 -0.108187744909957 -0.0878866276259556 0.107838274919517 0.0919070967063869 0.123769453132646
