"1" "2" "3" "4" "5" "6" "7" "8"
"0" -0.0383509175914226 -0.21731366842938 -0.205200932219039 -0.0928495325050496 -0.164308662704515 -0.431480450520504 -0.133891847160137 -0.411317623094651
"1" -0.029751289379074 -0.202400461214746 -0.206659333450957 -0.0891063485304055 -0.152090232437278 -0.418853193638168 -0.122889786123455 -0.360436827721128
"5" -0.00607381065904852 -0.160228436034317 -0.196498231647082 -0.0763773998027711 -0.117223773629575 -0.382560539777632 -0.091698542051251 -0.213759189988201
"10" 0.0144406409253871 -0.121728329063137 -0.172167757912378 -0.0614304003378369 -0.0843967126679334 -0.350053526374734 -0.0635044234499138 -0.0736786311128117
"15" 0.0314523074946797 -0.085680357608707 -0.143089928547758 -0.0459734897445803 -0.0527615673331406 -0.322894744126547 -0.038077137325609 0.0678471625780764
"20" 0.0431308081742188 -0.0541028513351185 -0.116803686632312 -0.0324005079787645 -0.0245103090588321 -0.302433844852291 -0.0166212447823579 0.182812280292234
"25" 0.0494084274293121 -0.0277518854809277 -0.0940200219857342 -0.0218194750327123 -0.0011853768887965 -0.287577145576034 0.00131191653967135 0.251768373940754
"30" 0.0515541281747766 -0.00672906842717069 -0.069158665633653 -0.0145089859346855 0.016023593907589 -0.276834788645559 0.0171389374716725 0.280609993426622
"35" 0.0505123692942609 0.00821614198579932 -0.0365768435600776 -0.0108698282687735 0.0257067352097195 -0.269737536388946 0.0319554137329742 0.291795645572712
"40" 0.0460957166269342 0.017189068606551 -0.00100015979807145 -0.0100608279636405 0.0276965438597966 -0.264699966340635 0.0455895104315233 0.300223105099208
"45" 0.0381849067274965 0.0233183952817211 0.0314362999171648 -0.0101447938643324 0.0247561444413762 -0.257243865067553 0.057214426963508 0.307781625886852
"50" 0.0277163407866736 0.0316940752633992 0.058695058375876 -0.00822648110563273 0.0220456109774597 -0.23960300057294 0.0661738798584887 0.310354170062105
"55" 0.0169648158632511 0.0451199888583498 0.0809289872500604 -0.00109363632929334 0.0240917008947714 -0.202078954939033 0.0725423474281828 0.308269589132229
"60" 0.00843454099538723 0.0617150103109957 0.0937880654457824 0.0103096074091582 0.0312218354065929 -0.137133786175198 0.0761573256693959 0.286124175738591
"65" 0.00392280816702816 0.0759767071872015 0.0946879053980225 0.0222326690159396 0.0417775240851197 -0.0430349162689858 0.0774351700622255 0.233848517165966
"70" 0.00228376518789248 0.0810196017407745 0.0856267900919265 0.0304078035268639 0.0520441339084297 0.0760455464214932 0.0766684153759113 0.155437244837571
"75" -0.00226675873627613 0.0732743555096817 0.0726465591499696 0.0328726029134731 0.0557033037069677 0.212909382849866 0.0718992926647295 0.0617339492600767
"80" -0.0107817441139023 0.06412000476595 0.0749893029060606 0.0343625878314763 0.0573280856154995 0.358213340533298 0.0599111815938556 -0.0218118968027
"85" -0.0208601627982033 0.0690198238011559 0.101867220655695 0.042687256825597 0.0639609834194145 0.506307869485398 0.0407889016263291 -0.0843759836522027
"90" -0.0307668302114697 0.094709934843235 0.141969957227001 0.0623979702069261 0.0765791084553014 0.656919703444503 0.0183137413879993 -0.14643283883968
"95" -0.0430631474114184 0.131808179166583 0.174485118132916 0.0891257444954305 0.087925753356021 0.81158654095243 -0.00413542254549532 -0.248303035353913
