"age" "sex" "iso3" "deltas"
"573" 70 "Male" "DEU" 0.282307008024421
"574" 75 "Male" "DEU" 0.296470100480528
"575" 80 "Male" "DEU" 0.301760422638767
"576" 85 "Male" "DEU" 0.286570946680324
"577" 0 "Female" "DNK" -0.0279708806588999
"578" 5 "Female" "DNK" 0.0118017116197161
"579" 10 "Female" "DNK" 0.0466705361690427
"580" 15 "Female" "DNK" 0.0725240257811501
"581" 20 "Female" "DNK" 0.0866206523532978
"582" 25 "Female" "DNK" 0.0870719223989041
"583" 30 "Female" "DNK" 0.0755239092338637
"584" 35 "Female" "DNK" 0.0561980742947689
"585" 40 "Female" "DNK" 0.034309723541245
"586" 45 "Female" "DNK" 0.016162571275675
"587" 50 "Female" "DNK" 0.00624983887213068
"588" 55 "Female" "DNK" 0.00542531599992343
"589" 60 "Female" "DNK" 0.013106230646302
"590" 65 "Female" "DNK" 0.0253300238347775
"591" 70 "Female" "DNK" 0.0368128334265036
"592" 75 "Female" "DNK" 0.0386437085918549
"593" 80 "Female" "DNK" 0.0215520534196081
"594" 85 "Female" "DNK" -0.0353987313174083
"595" 0 "Male" "DNK" 0.0117999553246045
"596" 5 "Male" "DNK" 0.0563284606596395
"597" 10 "Male" "DNK" 0.0953313909358559
"598" 15 "Male" "DNK" 0.124311100367263
"599" 20 "Male" "DNK" 0.139687002744757
"600" 25 "Male" "DNK" 0.138492609718261
"601" 30 "Male" "DNK" 0.120712540278634
"602" 35 "Male" "DNK" 0.0885519899954211
"603" 40 "Male" "DNK" 0.0472499881203927
"604" 45 "Male" "DNK" 0.00555819409955104
"605" 50 "Male" "DNK" -0.0280378783368298
"606" 55 "Male" "DNK" -0.0459620220789846
"607" 60 "Male" "DNK" -0.0439930537807086
"608" 65 "Male" "DNK" -0.0286973136908526
"609" 70 "Male" "DNK" -0.00951520981990162
"610" 75 "Male" "DNK" 0.000380024084444395
"611" 80 "Male" "DNK" -0.0122179216893794
"612" 85 "Male" "DNK" -0.0683743730942999
"613" 0 "Female" "ECU" -0.440439361630897
"614" 5 "Female" "ECU" -0.340122047966316
"615" 10 "Female" "ECU" -0.239296847557433
"616" 15 "Female" "ECU" -0.139936003265206
"617" 20 "Female" "ECU" -0.0461730505439934
"618" 25 "Female" "ECU" 0.0371469617242134
"619" 30 "Female" "ECU" 0.108212736326994
"620" 35 "Female" "ECU" 0.167457184337031
"621" 40 "Female" "ECU" 0.217096853372736
"622" 45 "Female" "ECU" 0.26136814241278
"623" 50 "Female" "ECU" 0.301825291719827
"624" 55 "Female" "ECU" 0.334585529979892
"625" 60 "Female" "ECU" 0.353842458418084
"626" 65 "Female" "ECU" 0.349478885397349
"627" 70 "Female" "ECU" 0.313057108640326
"628" 75 "Female" "ECU" 0.251162244741699
"629" 80 "Female" "ECU" 0.175640433685926
"630" 85 "Female" "ECU" 0.0582074219035148
"631" 0 "Male" "ECU" -0.582941647341493
"632" 5 "Male" "ECU" -0.459454146495633
"633" 10 "Male" "ECU" -0.337447118855615
"634" 15 "Male" "ECU" -0.218949207641737
"635" 20 "Male" "ECU" -0.10652116230643
"636" 25 "Male" "ECU" -0.00264852393610018
"637" 30 "Male" "ECU" 0.0943292517529734
"638" 35 "Male" "ECU" 0.188935348576682
"639" 40 "Male" "ECU" 0.281792171274649
"640" 45 "Male" "ECU" 0.368828272428319
"641" 50 "Male" "ECU" 0.442828294535111
"642" 55 "Male" "ECU" 0.490991838678983
"643" 60 "Male" "ECU" 0.503000175232772
"644" 65 "Male" "ECU" 0.478899978024407
"645" 70 "Male" "ECU" 0.421759277735972
"646" 75 "Male" "ECU" 0.339749727656951
"647" 80 "Male" "ECU" 0.242810393686893
"648" 85 "Male" "ECU" 0.0891064056140901
"649" 0 "Female" "ESP" -0.105918176163453
"650" 5 "Female" "ESP" -0.0598549603855864
"651" 10 "Female" "ESP" -0.0153991834268989
"652" 15 "Female" "ESP" 0.0245863896548192
"653" 20 "Female" "ESP" 0.055502413785691
"654" 25 "Female" "ESP" 0.0721106656506041
"655" 30 "Female" "ESP" 0.0706984345686479
"656" 35 "Female" "ESP" 0.0489752057571292
"657" 40 "Female" "ESP" 0.01476537266869
"658" 45 "Female" "ESP" -0.0122778590376772
"659" 50 "Female" "ESP" -0.0179765172651251
"660" 55 "Female" "ESP" -0.000110661412653858
"661" 60 "Female" "ESP" 0.0378726604917879
"662" 65 "Female" "ESP" 0.0782790344605512
"663" 70 "Female" "ESP" 0.103280309015443
"664" 75 "Female" "ESP" 0.111503787385951
"665" 80 "Female" "ESP" 0.106720156497643
"666" 85 "Female" "ESP" 0.0625747104846023
"667" 0 "Male" "ESP" -0.122899545930701
"668" 5 "Male" "ESP" -0.0655056171450274
"669" 10 "Male" "ESP" -0.00791351210706702
"670" 15 "Male" "ESP" 0.0464242041150685
"671" 20 "Male" "ESP" 0.090924915887614
"672" 25 "Male" "ESP" 0.117709582558916
"673" 30 "Male" "ESP" 0.119681664945322
"674" 35 "Male" "ESP" 0.0907762415796275
"675" 40 "Male" "ESP" 0.0395370825334477
"676" 45 "Male" "ESP" -0.00835813444527218
"677" 50 "Male" "ESP" -0.0323213200172053
"678" 55 "Male" "ESP" -0.0235651467036311
"679" 60 "Male" "ESP" 0.017221787743183
"680" 65 "Male" "ESP" 0.0624029264157996
"681" 70 "Male" "ESP" 0.0840440551819266
"682" 75 "Male" "ESP" 0.0850743329819129
"683" 80 "Male" "ESP" 0.0782868592879108
"684" 85 "Male" "ESP" 0.0479342028617005
"685" 0 "Female" "EST" -0.182929489309348
"686" 5 "Female" "EST" -0.148712100871804
"687" 10 "Female" "EST" -0.113851321842836
"688" 15 "Female" "EST" -0.0781487090766693
"689" 20 "Female" "EST" -0.0410961174895992
"690" 25 "Female" "EST" -0.00216650503355491
"691" 30 "Female" "EST" 0.0376048379719094
"692" 35 "Female" "EST" 0.0760133744458748
"693" 40 "Female" "EST" 0.109479123148412
"694" 45 "Female" "EST" 0.132839061151373
"695" 50 "Female" "EST" 0.141685947722239
"696" 55 "Female" "EST" 0.133258062139218
"697" 60 "Female" "EST" 0.107645506049413
"698" 65 "Female" "EST" 0.0737752279501142
"699" 70 "Female" "EST" 0.0421913727470615
"700" 75 "Female" "EST" 0.0221911469290364
"701" 80 "Female" "EST" 0.0216585694475675
"702" 85 "Female" "EST" 0.0499349197833142
"703" 0 "Male" "EST" -0.062908873448846
"704" 5 "Male" "EST" -0.027026372207508
"705" 10 "Male" "EST" 0.00820548724732476
"706" 15 "Male" "EST" 0.0416714569146183
"707" 20 "Male" "EST" 0.0711536839598402
"708" 25 "Male" "EST" 0.0939379854910168
"709" 30 "Male" "EST" 0.107047593087988
"710" 35 "Male" "EST" 0.107408501763736
"711" 40 "Male" "EST" 0.0947948710538121
"712" 45 "Male" "EST" 0.0723376556897262
"713" 50 "Male" "EST" 0.0432099041637017
"714" 55 "Male" "EST" 0.010292485036568
"715" 60 "Male" "EST" -0.0227579382746927
"716" 65 "Male" "EST" -0.0495986837933117
"717" 70 "Male" "EST" -0.0641392205900805
"718" 75 "Male" "EST" -0.06501103152329
"719" 80 "Male" "EST" -0.0528388528704526
"720" 85 "Male" "EST" -0.0187817426033809
"721" 0 "Female" "FIN" -0.104225460642377
"722" 5 "Female" "FIN" -0.0506078181847105
"723" 10 "Female" "FIN" -0.000719336033659108
"724" 15 "Female" "FIN" 0.0417993539868385
"725" 20 "Female" "FIN" 0.0741084679720703
"726" 25 "Female" "FIN" 0.0938524502472985
"727" 30 "Female" "FIN" 0.100546252737614
"728" 35 "Female" "FIN" 0.0951071728924128
"729" 40 "Female" "FIN" 0.0802226749040194
"730" 45 "Female" "FIN" 0.0606285718546722
"731" 50 "Female" "FIN" 0.0410977761728272
"732" 55 "Female" "FIN" 0.026246587645637
"733" 60 "Female" "FIN" 0.0187200540159817
"734" 65 "Female" "FIN" 0.0146809914231583
"735" 70 "Female" "FIN" 0.00984174601392856
"736" 75 "Female" "FIN" 0.0051262676160864
"737" 80 "Female" "FIN" 0.00307194057055996
"738" 85 "Female" "FIN" 0.00353532649354179
"739" 0 "Male" "FIN" -0.00420227198485371
"740" 5 "Male" "FIN" 0.0270750942998791
"741" 10 "Male" "FIN" 0.0550626469663504
"742" 15 "Male" "FIN" 0.0763196056799409
"743" 20 "Male" "FIN" 0.090158624989035
"744" 25 "Male" "FIN" 0.0971100757509406
"745" 30 "Male" "FIN" 0.0980651394846606
"746" 35 "Male" "FIN" 0.0941067669076306
"747" 40 "Male" "FIN" 0.0842833225833067
"748" 45 "Male" "FIN" 0.0652674469896158
"749" 50 "Male" "FIN" 0.0367729352239201
"750" 55 "Male" "FIN" 0.00468752032758641
"751" 60 "Male" "FIN" -0.0245262340719418
"752" 65 "Male" "FIN" -0.0448521776499125
"753" 70 "Male" "FIN" -0.0520327690029412
"754" 75 "Male" "FIN" -0.051540057650374
"755" 80 "Male" "FIN" -0.0520017948143725
"756" 85 "Male" "FIN" -0.0639800717073121
"757" 0 "Female" "FRA" -0.0901570370545268
"758" 5 "Female" "FRA" -0.0494187509194868
"759" 10 "Female" "FRA" -0.011836851340323
"760" 15 "Female" "FRA" 0.0185982734410242
"761" 20 "Female" "FRA" 0.039276796401997
"762" 25 "Female" "FRA" 0.0482351885701322
"763" 30 "Female" "FRA" 0.0441760358433281
"764" 35 "Female" "FRA" 0.0264489986157369
"765" 40 "Female" "FRA" -0.000275117250332978
"766" 45 "Female" "FRA" -0.0250848321544597
"767" 50 "Female" "FRA" -0.0381016837187485
"768" 55 "Female" "FRA" -0.0321511999519787
"769" 60 "Female" "FRA" -0.00627697133700838
"770" 65 "Female" "FRA" 0.0208726931428978
"771" 70 "Female" "FRA" 0.0308133413681498
"772" 75 "Female" "FRA" 0.0297351372378273
"773" 80 "Female" "FRA" 0.032091345945993
"774" 85 "Female" "FRA" 0.0565730767738738
"775" 0 "Male" "FRA" -0.146908185635415
"776" 5 "Male" "FRA" -0.0686485764016259
"777" 10 "Male" "FRA" -0.00268709903669286
"778" 15 "Male" "FRA" 0.0431787849554186
"779" 20 "Male" "FRA" 0.068913824876663
"780" 25 "Male" "FRA" 0.0778870142898184
"781" 30 "Male" "FRA" 0.0740959510413731
"782" 35 "Male" "FRA" 0.0617680082664047
"783" 40 "Male" "FRA" 0.038418869488259
"784" 45 "Male" "FRA" -0.00619943534823687
"785" 50 "Male" "FRA" -0.0646907521470372
"786" 55 "Male" "FRA" -0.0945136085410684
"787" 60 "Male" "FRA" -0.0675265413217475
"788" 65 "Male" "FRA" -0.0167777783324241
"789" 70 "Male" "FRA" 0.0180180045830825
"790" 75 "Male" "FRA" 0.0322435734878277
"791" 80 "Male" "FRA" 0.0354776691808907
"792" 85 "Male" "FRA" 0.0789869358419561
"793" 0 "Female" "GBR" -0.153536778266379
"794" 5 "Female" "GBR" -0.120304306925868
"795" 10 "Female" "GBR" -0.0849379918748779
"796" 15 "Female" "GBR" -0.049758658357342
"797" 20 "Female" "GBR" -0.0166749249022454
"798" 25 "Female" "GBR" 0.0127488943631413
"799" 30 "Female" "GBR" 0.0392018743952467
"800" 35 "Female" "GBR" 0.0648156664652138
"801" 40 "Female" "GBR" 0.0860647372410454
"802" 45 "Female" "GBR" 0.0927818955427971
"803" 50 "Female" "GBR" 0.0817681504068825
"804" 55 "Female" "GBR" 0.0641041597988965
"805" 60 "Female" "GBR" 0.0510110838380563
"806" 65 "Female" "GBR" 0.0487316092182436
"807" 70 "Female" "GBR" 0.0603631871745559
"808" 75 "Female" "GBR" 0.076659141436569
"809" 80 "Female" "GBR" 0.0846836254603565
"810" 85 "Female" "GBR" 0.0728789094532752
"811" 0 "Male" "GBR" -0.151586263677646
"812" 5 "Male" "GBR" -0.0795499917462814
"813" 10 "Male" "GBR" -0.0166307482201993
"814" 15 "Male" "GBR" 0.0287289297881757
"815" 20 "Male" "GBR" 0.0545833195692185
"816" 25 "Male" "GBR" 0.062484763183925
"817" 30 "Male" "GBR" 0.0633195794258732
"818" 35 "Male" "GBR" 0.0742498867128417
"819" 40 "Male" "GBR" 0.0986457665037564
"820" 45 "Male" "GBR" 0.123478849210845
"821" 50 "Male" "GBR" 0.136425134135827
"822" 55 "Male" "GBR" 0.128358578624565
"823" 60 "Male" "GBR" 0.098421931046237
"824" 65 "Male" "GBR" 0.0719800149737691
"825" 70 "Male" "GBR" 0.0734030875202129
"826" 75 "Male" "GBR" 0.0895300714496121
"827" 80 "Male" "GBR" 0.0943565486223879
"828" 85 "Male" "GBR" 0.042498923097724
"829" 0 "Female" "GEO" -0.0493487602864695
"830" 5 "Female" "GEO" -0.047616475818845
"831" 10 "Female" "GEO" -0.0439253899894805
"832" 15 "Female" "GEO" -0.0386128479924518
"833" 20 "Female" "GEO" -0.0317099892897916
"834" 25 "Female" "GEO" -0.0231244754656488
"835" 30 "Female" "GEO" -0.0128859767944582
"836" 35 "Female" "GEO" -0.00111697140377413
"837" 40 "Female" "GEO" 0.0119166046896789
"838" 45 "Female" "GEO" 0.0257748744077
"839" 50 "Female" "GEO" 0.0391199265055029
"840" 55 "Female" "GEO" 0.0488884315684653
"841" 60 "Female" "GEO" 0.0524969912441735
"842" 65 "Female" "GEO" 0.049612835775086
"843" 70 "Female" "GEO" 0.0411269379280822
"844" 75 "Female" "GEO" 0.0323536927049175
"845" 80 "Female" "GEO" 0.0293279049806161
"846" 85 "Female" "GEO" 0.0261821474966013
"847" 0 "Male" "GEO" -0.10841885828677
"848" 5 "Male" "GEO" -0.104627345589502
"849" 10 "Male" "GEO" -0.0981466764361041
"850" 15 "Male" "GEO" -0.0891423258064861
"851" 20 "Male" "GEO" -0.0788324651289518
"852" 25 "Male" "GEO" -0.0687346738016816
"853" 30 "Male" "GEO" -0.0582488141256661
"854" 35 "Male" "GEO" -0.0452930739027616
"855" 40 "Male" "GEO" -0.0291946834061343
"856" 45 "Male" "GEO" -0.0109726900575417
"857" 50 "Male" "GEO" 0.00907397465078681
"858" 55 "Male" "GEO" 0.032233718574848
"859" 60 "Male" "GEO" 0.0577197950406794
"860" 65 "Male" "GEO" 0.0772534474028834
"861" 70 "Male" "GEO" 0.0835785370742746
"862" 75 "Male" "GEO" 0.0844744758505601
"863" 80 "Male" "GEO" 0.0921154617508606
"864" 85 "Male" "GEO" 0.11600448402826
"865" 0 "Female" "GRC" -0.0219386853803986
"866" 5 "Female" "GRC" -0.0319760636109956
"867" 10 "Female" "GRC" -0.03711789783039
"868" 15 "Female" "GRC" -0.0359786547100708
"869" 20 "Female" "GRC" -0.0288119387628861
"870" 25 "Female" "GRC" -0.0166602646021969
"871" 30 "Female" "GRC" -0.00164974401504368
"872" 35 "Female" "GRC" 0.0133173567129309
"873" 40 "Female" "GRC" 0.0254075501830657
"874" 45 "Female" "GRC" 0.0319108317661188
"875" 50 "Female" "GRC" 0.0328170574957383
"876" 55 "Female" "GRC" 0.0333483400917532
"877" 60 "Female" "GRC" 0.0393361178441411
"878" 65 "Female" "GRC" 0.0566389515022638
"879" 70 "Female" "GRC" 0.0872052692610585
"880" 75 "Female" "GRC" 0.110116880476872
"881" 80 "Female" "GRC" 0.0982606457270454
"882" 85 "Female" "GRC" 0.00934966794433616
"883" 0 "Male" "GRC" 0.0538617016592645
"884" 5 "Male" "GRC" 0.0447529743236185
"885" 10 "Male" "GRC" 0.0395980522029422
"886" 15 "Male" "GRC" 0.0386995060931064
"887" 20 "Male" "GRC" 0.0385003404240031
"888" 25 "Male" "GRC" 0.0338936583801821
"889" 30 "Male" "GRC" 0.0213983131097783
"890" 35 "Male" "GRC" -0.00114217026682441
"891" 40 "Male" "GRC" -0.0311938836500189
"892" 45 "Male" "GRC" -0.0607290845223296
"893" 50 "Male" "GRC" -0.0811141464669352
"894" 55 "Male" "GRC" -0.0831516172407428
"895" 60 "Male" "GRC" -0.0631093668982837
"896" 65 "Male" "GRC" -0.0356078841419963
"897" 70 "Male" "GRC" -0.0166725358642502
"898" 75 "Male" "GRC" -0.00832972472182019
"899" 80 "Male" "GRC" -0.00755444813487554
"900" 85 "Male" "GRC" -0.014348802139568
"901" 0 "Female" "HRV" -0.0555631533916736
"902" 5 "Female" "HRV" -0.0533331624921588
"903" 10 "Female" "HRV" -0.0510201469034762
"904" 15 "Female" "HRV" -0.0490081362444408
"905" 20 "Female" "HRV" -0.0471555028594749
"906" 25 "Female" "HRV" -0.0451262513570412
"907" 30 "Female" "HRV" -0.0430328318664113
"908" 35 "Female" "HRV" -0.0412762977644305
"909" 40 "Female" "HRV" -0.0391557774600537
"910" 45 "Female" "HRV" -0.0346713375056719
"911" 50 "Female" "HRV" -0.0265535493696658
"912" 55 "Female" "HRV" -0.0150975615765239
"913" 60 "Female" "HRV" -0.00257660881387101
"914" 65 "Female" "HRV" 0.00276801178071014
"915" 70 "Female" "HRV" -0.00488828319275094
"916" 75 "Female" "HRV" -0.0100371643796112
"917" 80 "Female" "HRV" 0.00885524811680572
"918" 85 "Female" "HRV" 0.0858961161466138
"919" 0 "Male" "HRV" -0.0708071000008283
"920" 5 "Male" "HRV" -0.0458004067474187
"921" 10 "Male" "HRV" -0.0236643015442411
"922" 15 "Male" "HRV" -0.00804691893851346
"923" 20 "Male" "HRV" -0.00152541716182167
"924" 25 "Male" "HRV" -0.00593939729218809
"925" 30 "Male" "HRV" -0.0194052217337088
"926" 35 "Male" "HRV" -0.0373372052495939
"927" 40 "Male" "HRV" -0.0544576551375407
"928" 45 "Male" "HRV" -0.0647455246522331
"929" 50 "Male" "HRV" -0.0623357765513197
"930" 55 "Male" "HRV" -0.0417506470850074
"931" 60 "Male" "HRV" -0.00386303739549284
"932" 65 "Male" "HRV" 0.0295260164984573
"933" 70 "Male" "HRV" 0.0377448593703442
"934" 75 "Male" "HRV" 0.0320358404498088
"935" 80 "Male" "HRV" 0.0343058421660805
"936" 85 "Male" "HRV" 0.0778768769440642
"937" 0 "Female" "HUN" -0.034645987462003
"938" 5 "Female" "HUN" -0.0353167657955047
"939" 10 "Female" "HUN" -0.0328067185157837
"940" 15 "Female" "HUN" -0.0267652801659779
"941" 20 "Female" "HUN" -0.0190927717887956
"942" 25 "Female" "HUN" -0.0125708499071253
"943" 30 "Female" "HUN" -0.0087267391057975
"944" 35 "Female" "HUN" -0.0081536680362865
"945" 40 "Female" "HUN" -0.0105706857060058
"946" 45 "Female" "HUN" -0.0146742519410479
"947" 50 "Female" "HUN" -0.0170480827510043
"948" 55 "Female" "HUN" -0.0102856338160158
"949" 60 "Female" "HUN" 0.00869406367421877
"950" 65 "Female" "HUN" 0.027095329037375
"951" 70 "Female" "HUN" 0.0316803622058557
"952" 75 "Female" "HUN" 0.0258370794055927
"953" 80 "Female" "HUN" 0.0188443712979317
"954" 85 "Female" "HUN" 0.0232628923011519
"955" 0 "Male" "HUN" 0.0117138546359483
"956" 5 "Male" "HUN" 0.00361451768798607
"957" 10 "Male" "HUN" -0.00279130102476071
"958" 15 "Male" "HUN" -0.00806848273736824
"959" 20 "Male" "HUN" -0.0135224314394934
"960" 25 "Male" "HUN" -0.02065505093541
"961" 30 "Male" "HUN" -0.029286840979216
"962" 35 "Male" "HUN" -0.038029193274095
"963" 40 "Male" "HUN" -0.0455792667707341
"964" 45 "Male" "HUN" -0.05076734409866
"965" 50 "Male" "HUN" -0.052507591161936
"966" 55 "Male" "HUN" -0.0498622465062092
"967" 60 "Male" "HUN" -0.0415131760037587
"968" 65 "Male" "HUN" -0.0248234524871751
"969" 70 "Male" "HUN" 0.00140826065875827
"970" 75 "Male" "HUN" 0.0284044802881861
"971" 80 "Male" "HUN" 0.0447831819187375
"972" 85 "Male" "HUN" 0.0503732947533401
"973" 0 "Female" "IRL" -0.0789105180607967
"974" 5 "Female" "IRL" -0.072962930818605
"975" 10 "Female" "IRL" -0.066166455677488
"976" 15 "Female" "IRL" -0.0585542663724523
"977" 20 "Female" "IRL" -0.0501639715270146
"978" 25 "Female" "IRL" -0.0411248239434346
"979" 30 "Female" "IRL" -0.0327841917219406
"980" 35 "Female" "IRL" -0.0272810687456671
"981" 40 "Female" "IRL" -0.0240595210508141
"982" 45 "Female" "IRL" -0.0193722058301537
"983" 50 "Female" "IRL" -0.0097916220746408
"984" 55 "Female" "IRL" 0.00713224269487327
"985" 60 "Female" "IRL" 0.0322105072147078
"986" 65 "Female" "IRL" 0.0611880438235086
"987" 70 "Female" "IRL" 0.0885440034906891
"988" 75 "Female" "IRL" 0.107495301973971
"989" 80 "Female" "IRL" 0.111508900843839
"990" 85 "Female" "IRL" 0.09336131622353
"991" 0 "Male" "IRL" -0.0687668136378233
"992" 5 "Male" "IRL" -0.113075534427162
"993" 10 "Male" "IRL" -0.150330207080852
"994" 15 "Male" "IRL" -0.176087123741714
"995" 20 "Male" "IRL" -0.186399046921211
"996" 25 "Male" "IRL" -0.177896610372048
"997" 30 "Male" "IRL" -0.152139860429764
"998" 35 "Male" "IRL" -0.114207938253298
"999" 40 "Male" "IRL" -0.0682250842623986
"1000" 45 "Male" "IRL" -0.0171126616936924
"1001" 50 "Male" "IRL" 0.0346260533855269
"1002" 55 "Male" "IRL" 0.0792803222279576
"1003" 60 "Male" "IRL" 0.110600571738403
"1004" 65 "Male" "IRL" 0.128409352991766
"1005" 70 "Male" "IRL" 0.1342809350261
"1006" 75 "Male" "IRL" 0.132672963252667
"1007" 80 "Male" "IRL" 0.128681783108618
"1008" 85 "Male" "IRL" 0.118990668851431
"1009" 0 "Female" "IRQ" -0.369135746652312
"1010" 5 "Female" "IRQ" -0.170996768039996
"1011" 10 "Female" "IRQ" -0.0379416707966354
"1012" 15 "Female" "IRQ" 0.00542773160484901
"1013" 20 "Female" "IRQ" -0.0173375280130058
"1014" 25 "Female" "IRQ" -0.0632901701703675
"1015" 30 "Female" "IRQ" -0.108960837668433
"1016" 35 "Female" "IRQ" -0.144912666910298
"1017" 40 "Female" "IRQ" -0.15997483476351
"1018" 45 "Female" "IRQ" -0.140617849611384
"1019" 50 "Female" "IRQ" -0.0791200037922475
"1020" 55 "Female" "IRQ" 0.0206899363084243
"1021" 60 "Female" "IRQ" 0.140620559632566
"1022" 65 "Female" "IRQ" 0.219219623211066
"1023" 70 "Female" "IRQ" 0.205202720668414
"1024" 75 "Female" "IRQ" 0.158998922061138
"1025" 80 "Female" "IRQ" 0.175150721299127
"1026" 85 "Female" "IRQ" 0.36106731225142
"1027" 0 "Male" "IRQ" -0.334759562735361
"1028" 5 "Male" "IRQ" -0.213978010963188
"1029" 10 "Male" "IRQ" -0.172067333766871
"1030" 15 "Male" "IRQ" -0.222102351891546
"1031" 20 "Male" "IRQ" -0.301461088705823
"1032" 25 "Male" "IRQ" -0.320306806026929
"1033" 30 "Male" "IRQ" -0.263901983194199
"1034" 35 "Male" "IRQ" -0.171354501395746
"1035" 40 "Male" "IRQ" -0.071268323231062
"1036" 45 "Male" "IRQ" 0.0215705491249642
"1037" 50 "Male" "IRQ" 0.0983067398464403
"1038" 55 "Male" "IRQ" 0.160067377496213
"1039" 60 "Male" "IRQ" 0.204126716209471
"1040" 65 "Male" "IRQ" 0.21116629149117
"1041" 70 "Male" "IRQ" 0.169245096276981
"1042" 75 "Male" "IRQ" 0.129577731699349
"1043" 80 "Male" "IRQ" 0.161667584966844
"1044" 85 "Male" "IRQ" 0.379212369990213
"1045" 0 "Female" "ISL" 0.132453686629067
"1046" 5 "Female" "ISL" 0.133466254282197
"1047" 10 "Female" "ISL" 0.133171082832552
"1048" 15 "Female" "ISL" 0.130573869695962
"1049" 20 "Female" "ISL" 0.124552860655775
"1050" 25 "Female" "ISL" 0.113963665952372
"1051" 30 "Female" "ISL" 0.0981031183399294
"1052" 35 "Female" "ISL" 0.0766033818292389
"1053" 40 "Female" "ISL" 0.0496446679802403
"1054" 45 "Female" "ISL" 0.0180474520938123
"1055" 50 "Female" "ISL" -0.0169302779673392
"1056" 55 "Female" "ISL" -0.0532517409423244
"1057" 60 "Female" "ISL" -0.0886074123729601
"1058" 65 "Female" "ISL" -0.120079571254556
"1059" 70 "Female" "ISL" -0.144725376566272
"1060" 75 "Female" "ISL" -0.160191090147427
"1061" 80 "Female" "ISL" -0.164686571872167
"1062" 85 "Female" "ISL" -0.155932305926104
"1063" 0 "Male" "ISL" 0.208293728119584
"1064" 5 "Male" "ISL" 0.167535927314495
"1065" 10 "Male" "ISL" 0.128890309238002
"1066" 15 "Male" "ISL" 0.0935079376058514
"1067" 20 "Male" "ISL" 0.0623131825568344
"1068" 25 "Male" "ISL" 0.0360544176350826
"1069" 30 "Male" "ISL" 0.0144220565835963
"1070" 35 "Male" "ISL" -0.00365700561874643
"1071" 40 "Male" "ISL" -0.0193151021712487
"1072" 45 "Male" "ISL" -0.0337308316524616
"1073" 50 "Male" "ISL" -0.0476434650150189
"1074" 55 "Male" "ISL" -0.0609335008035021
"1075" 60 "Male" "ISL" -0.0735223772452615
"1076" 65 "Male" "ISL" -0.085794843491747
"1077" 70 "Male" "ISL" -0.098401141743504
"1078" 75 "Male" "ISL" -0.112981388093189
"1079" 80 "Male" "ISL" -0.131341794683376
"1080" 85 "Male" "ISL" -0.164992529441067
"1081" 0 "Female" "ISR" -0.0541675823528605
"1082" 5 "Female" "ISR" -0.0355359936814825
"1083" 10 "Female" "ISR" -0.0168808068168244
"1084" 15 "Female" "ISR" 0.000314717864059629
"1085" 20 "Female" "ISR" 0.0149010578152609
"1086" 25 "Female" "ISR" 0.0259225227724328
"1087" 30 "Female" "ISR" 0.0330948493184307
"1088" 35 "Female" "ISR" 0.0366403099017661
"1089" 40 "Female" "ISR" 0.0375177853453814
"1090" 45 "Female" "ISR" 0.0375393564752492
"1091" 50 "Female" "ISR" 0.0383911310152062
"1092" 55 "Female" "ISR" 0.0414193936025999
"1093" 60 "Female" "ISR" 0.0481569925819765
"1094" 65 "Female" "ISR" 0.0608854935708358
"1095" 70 "Female" "ISR" 0.0796452244787749
"1096" 75 "Female" "ISR" 0.090482672447034
"1097" 80 "Female" "ISR" 0.075777172606847
"1098" 85 "Female" "ISR" 0.00312472838729205
"1099" 0 "Male" "ISR" -0.149335921600754
"1100" 5 "Male" "ISR" -0.0975229762850045
"1101" 10 "Male" "ISR" -0.0489254644945908
"1102" 15 "Male" "ISR" -0.0075849333699996
"1103" 20 "Male" "ISR" 0.0240487674818237
"1104" 25 "Male" "ISR" 0.0444009198947192
"1105" 30 "Male" "ISR" 0.0544295604246045
"1106" 35 "Male" "ISR" 0.0569558388285779
"1107" 40 "Male" "ISR" 0.0560932451027543
"1108" 45 "Male" "ISR" 0.0574174581871614
"1109" 50 "Male" "ISR" 0.0651490179577515
"1110" 55 "Male" "ISR" 0.0807119730285331
"1111" 60 "Male" "ISR" 0.103288696884852
"1112" 65 "Male" "ISR" 0.125688456512484
"1113" 70 "Male" "ISR" 0.139555307849378
"1114" 75 "Male" "ISR" 0.137439053473938
"1115" 80 "Male" "ISR" 0.112906512463102
"1116" 85 "Male" "ISR" 0.0376829949537786
"1117" 0 "Female" "ITA" -0.130428114480199
"1118" 5 "Female" "ITA" -0.116650498285582
"1119" 10 "Female" "ITA" -0.101328301005019
"1120" 15 "Female" "ITA" -0.0857568856676985
"1121" 20 "Female" "ITA" -0.0703503127650993
"1122" 25 "Female" "ITA" -0.0551311866851006
"1123" 30 "Female" "ITA" -0.0399835880774854
"1124" 35 "Female" "ITA" -0.0247445203932793
"1125" 40 "Female" "ITA" -0.0108745208800531
"1126" 45 "Female" "ITA" -0.00171270846850244
"1127" 50 "Female" "ITA" 0.00357272827829342
"1128" 55 "Female" "ITA" 0.0141266259025168
"1129" 60 "Female" "ITA" 0.0362993806540472
"1130" 65 "Female" "ITA" 0.0639978339067928
"1131" 70 "Female" "ITA" 0.0884677384925763
"1132" 75 "Female" "ITA" 0.100469208970311
"1133" 80 "Female" "ITA" 0.0930283000106681
