"age" "sex" "iso3" "deltas"
"1682" 35 "Male" "POL" 0.0684887430653751
"1683" 40 "Male" "POL" 0.0743876034858728
"1684" 45 "Male" "POL" 0.055857523958119
"1685" 50 "Male" "POL" 0.021049772423911
"1686" 55 "Male" "POL" 0.00946271915879809
"1687" 60 "Male" "POL" 0.0459640387875615
"1688" 65 "Male" "POL" 0.094914380757562
"1689" 70 "Male" "POL" 0.115687430966147
"1690" 75 "Male" "POL" 0.111736031022874
"1691" 80 "Male" "POL" 0.101703395022411
"1692" 85 "Male" "POL" 0.0964756142835455
"1693" 0 "Female" "PRT" -0.0473623201162311
"1694" 5 "Female" "PRT" -0.0244628958347778
"1695" 10 "Female" "PRT" -0.00445321183609896
"1696" 15 "Female" "PRT" 0.0104072895822848
"1697" 20 "Female" "PRT" 0.0195144599193397
"1698" 25 "Female" "PRT" 0.0229982681402685
"1699" 30 "Female" "PRT" 0.0212335317570144
"1700" 35 "Female" "PRT" 0.014794871822846
"1701" 40 "Female" "PRT" 0.00506046425928434
"1702" 45 "Female" "PRT" -0.00565012045795537
"1703" 50 "Female" "PRT" -0.0149755705953448
"1704" 55 "Female" "PRT" -0.0205784484177703
"1705" 60 "Female" "PRT" -0.0203981623481252
"1706" 65 "Female" "PRT" -0.0132837805260953
"1707" 70 "Female" "PRT" 0.00105892500078022
"1708" 75 "Female" "PRT" 0.0190218355917611
"1709" 80 "Female" "PRT" 0.0357675618190014
"1710" 85 "Female" "PRT" 0.0527172671583561
"1711" 0 "Male" "PRT" -0.137494420435612
"1712" 5 "Male" "PRT" -0.061554696785503
"1713" 10 "Male" "PRT" 0.00710406531743269
"1714" 15 "Male" "PRT" 0.0618477317134074
"1715" 20 "Male" "PRT" 0.0967120908549083
"1716" 25 "Male" "PRT" 0.106557506252944
"1717" 30 "Male" "PRT" 0.0935043210763908
"1718" 35 "Male" "PRT" 0.0650121380458699
"1719" 40 "Male" "PRT" 0.0320533958824159
"1720" 45 "Male" "PRT" 0.00954140770985236
"1721" 50 "Male" "PRT" 0.0054999323719014
"1722" 55 "Male" "PRT" 0.0141265180887023
"1723" 60 "Male" "PRT" 0.0275886542571676
"1724" 65 "Male" "PRT" 0.0365885833906295
"1725" 70 "Male" "PRT" 0.0341453054156689
"1726" 75 "Male" "PRT" 0.0285795257756216
"1727" 80 "Male" "PRT" 0.0325189847738604
"1728" 85 "Male" "PRT" 0.052301608110552
"1729" 0 "Female" "PRY" -0.508484345173287
"1730" 5 "Female" "PRY" -0.357677792763449
"1731" 10 "Female" "PRY" -0.221444001828176
"1732" 15 "Female" "PRY" -0.108400804303925
"1733" 20 "Female" "PRY" -0.0194964191179049
"1734" 25 "Female" "PRY" 0.0477608018964102
"1735" 30 "Female" "PRY" 0.0975185530530001
"1736" 35 "Female" "PRY" 0.135039985104206
"1737" 40 "Female" "PRY" 0.163459703548193
"1738" 45 "Female" "PRY" 0.183363408528236
"1739" 50 "Female" "PRY" 0.193716495737202
"1740" 55 "Female" "PRY" 0.190620739782676
"1741" 60 "Female" "PRY" 0.173050349533671
"1742" 65 "Female" "PRY" 0.150604096544537
"1743" 70 "Female" "PRY" 0.135214762270158
"1744" 75 "Female" "PRY" 0.139591354716126
"1745" 80 "Female" "PRY" 0.175327947805117
"1746" 85 "Female" "PRY" 0.277290851880818
"1747" 0 "Male" "PRY" -0.533669169365222
"1748" 5 "Male" "PRY" -0.392688784847275
"1749" 10 "Male" "PRY" -0.264250955358043
"1750" 15 "Male" "PRY" -0.156552171605782
"1751" 20 "Male" "PRY" -0.0704725718275273
"1752" 25 "Male" "PRY" -0.00344973418476748
"1753" 30 "Male" "PRY" 0.0508460661729719
"1754" 35 "Male" "PRY" 0.101233343104508
"1755" 40 "Male" "PRY" 0.149757114575815
"1756" 45 "Male" "PRY" 0.190411286925794
"1757" 50 "Male" "PRY" 0.21596407513321
"1758" 55 "Male" "PRY" 0.217700628479703
"1759" 60 "Male" "PRY" 0.192583507577553
"1760" 65 "Male" "PRY" 0.156982247803684
"1761" 70 "Male" "PRY" 0.13093322760063
"1762" 75 "Male" "PRY" 0.132407386766662
"1763" 80 "Male" "PRY" 0.176881024168525
"1764" 85 "Male" "PRY" 0.313255839625093
"1765" 0 "Female" "ROU" -0.0522272210509311
"1766" 5 "Female" "ROU" -0.0698965947754371
"1767" 10 "Female" "ROU" -0.07949137632296
"1768" 15 "Female" "ROU" -0.0781824751349258
"1769" 20 "Female" "ROU" -0.0673359650634813
"1770" 25 "Female" "ROU" -0.0503918513283641
"1771" 30 "Female" "ROU" -0.0343076568952085
"1772" 35 "Female" "ROU" -0.0282444400265487
"1773" 40 "Female" "ROU" -0.0311512866448068
"1774" 45 "Female" "ROU" -0.0299280046846746
"1775" 50 "Female" "ROU" -0.0155088523468387
"1776" 55 "Female" "ROU" 0.0119887922466699
"1777" 60 "Female" "ROU" 0.0468109154653469
"1778" 65 "Female" "ROU" 0.0679988107971383
"1779" 70 "Female" "ROU" 0.0569596270030368
"1780" 75 "Female" "ROU" 0.0273108869952329
"1781" 80 "Female" "ROU" 0.00375509669466131
"1782" 85 "Female" "ROU" 0.0191998312139322
"1783" 0 "Male" "ROU" -0.135553924881928
"1784" 5 "Male" "ROU" -0.109345519087499
"1785" 10 "Male" "ROU" -0.0821707917707573
"1786" 15 "Male" "ROU" -0.0551856381260281
"1787" 20 "Male" "ROU" -0.0293313449055714
"1788" 25 "Male" "ROU" -0.00565274392583704
"1789" 30 "Male" "ROU" 0.012139211159365
"1790" 35 "Male" "ROU" 0.0186377555564705
"1791" 40 "Male" "ROU" 0.0155028743565773
"1792" 45 "Male" "ROU" 0.0127536120440531
"1793" 50 "Male" "ROU" 0.0196061554784066
"1794" 55 "Male" "ROU" 0.0427838736084883
"1795" 60 "Male" "ROU" 0.083128989736398
"1796" 65 "Male" "ROU" 0.122916607560678
"1797" 70 "Male" "ROU" 0.143369376824584
"1798" 75 "Male" "ROU" 0.142026448566997
"1799" 80 "Male" "ROU" 0.122541467677198
"1800" 85 "Male" "ROU" 0.0726589678775001
"1801" 0 "Female" "RUS" -0.270252628819441
"1802" 5 "Female" "RUS" -0.171435825894585
"1803" 10 "Female" "RUS" -0.066500807292648
"1804" 15 "Female" "RUS" 0.0362527763191941
"1805" 20 "Female" "RUS" 0.113515195177109
"1806" 25 "Female" "RUS" 0.138374014003483
"1807" 30 "Female" "RUS" 0.123160568674344
"1808" 35 "Female" "RUS" 0.10769540810867
"1809" 40 "Female" "RUS" 0.106873120191992
"1810" 45 "Female" "RUS" 0.105621803092472
"1811" 50 "Female" "RUS" 0.101002167465836
"1812" 55 "Female" "RUS" 0.116986198796572
"1813" 60 "Female" "RUS" 0.164964674024875
"1814" 65 "Female" "RUS" 0.204314286479188
"1815" 70 "Female" "RUS" 0.193268746702976
"1816" 75 "Female" "RUS" 0.14631368005371
"1817" 80 "Female" "RUS" 0.0959301031619859
"1818" 85 "Female" "RUS" 0.0243674812456278
"1819" 0 "Male" "RUS" -0.297500636767861
"1820" 5 "Male" "RUS" -0.226669325514961
"1821" 10 "Male" "RUS" -0.140337306008799
"1822" 15 "Male" "RUS" -0.0441985870435017
"1823" 20 "Male" "RUS" 0.0289289229923915
"1824" 25 "Male" "RUS" 0.0387574363005682
"1825" 30 "Male" "RUS" 0.00288657588938669
"1826" 35 "Male" "RUS" -0.0206525087842133
"1827" 40 "Male" "RUS" -0.014475817883956
"1828" 45 "Male" "RUS" -0.00995052069074629
"1829" 50 "Male" "RUS" -0.0184923634837543
"1830" 55 "Male" "RUS" -0.00732019687499773
"1831" 60 "Male" "RUS" 0.0430764203254553
"1832" 65 "Male" "RUS" 0.0913147038730452
"1833" 70 "Male" "RUS" 0.0951284162107467
"1834" 75 "Male" "RUS" 0.0807607639495394
"1835" 80 "Male" "RUS" 0.096180025472267
"1836" 85 "Male" "RUS" 0.201357233258583
"1837" 0 "Female" "SRB" -0.124551221609417
"1838" 5 "Female" "SRB" -0.142340198523672
"1839" 10 "Female" "SRB" -0.156969827031101
"1840" 15 "Female" "SRB" -0.167475399924261
"1841" 20 "Female" "SRB" -0.172243884700269
"1842" 25 "Female" "SRB" -0.16932619170914
"1843" 30 "Female" "SRB" -0.156018529900963
"1844" 35 "Female" "SRB" -0.129123883285221
"1845" 40 "Female" "SRB" -0.0870026855837577
"1846" 45 "Female" "SRB" -0.0299128656719185
"1847" 50 "Female" "SRB" 0.0357573994719204
"1848" 55 "Female" "SRB" 0.0919210369927486
"1849" 60 "Female" "SRB" 0.124629316173428
"1850" 65 "Female" "SRB" 0.13812805080412
"1851" 70 "Female" "SRB" 0.140500534406564
"1852" 75 "Female" "SRB" 0.140227875993575
"1853" 80 "Female" "SRB" 0.145322732443062
"1854" 85 "Female" "SRB" 0.164847958762665
"1855" 0 "Male" "SRB" -0.16400953244326
"1856" 5 "Male" "SRB" -0.180860909911032
"1857" 10 "Male" "SRB" -0.188677158669514
"1858" 15 "Male" "SRB" -0.18299920673475
"1859" 20 "Male" "SRB" -0.161474711924825
"1860" 25 "Male" "SRB" -0.123129852015566
"1861" 30 "Male" "SRB" -0.0733327807004006
"1862" 35 "Male" "SRB" -0.0219560349387958
"1863" 40 "Male" "SRB" 0.0230269693456604
"1864" 45 "Male" "SRB" 0.0560226016503066
"1865" 50 "Male" "SRB" 0.0746234444960711
"1866" 55 "Male" "SRB" 0.0823480071070126
"1867" 60 "Male" "SRB" 0.084054278061041
"1868" 65 "Male" "SRB" 0.0867860196474764
"1869" 70 "Male" "SRB" 0.0965699155879623
"1870" 75 "Male" "SRB" 0.110848921930094
"1871" 80 "Male" "SRB" 0.124505635609831
"1872" 85 "Male" "SRB" 0.14664010263808
"1873" 0 "Female" "SVK" -0.0720821103524222
"1874" 5 "Female" "SVK" -0.0724762889540807
"1875" 10 "Female" "SVK" -0.0719756455999181
"1876" 15 "Female" "SVK" -0.0711608184208126
"1877" 20 "Female" "SVK" -0.0706353834190706
"1878" 25 "Female" "SVK" -0.0709598971366776
"1879" 30 "Female" "SVK" -0.0719761699460189
"1880" 35 "Female" "SVK" -0.0729684639814313
"1881" 40 "Female" "SVK" -0.0719654710192655
"1882" 45 "Female" "SVK" -0.0655315347609423
"1883" 50 "Female" "SVK" -0.050192529885031
"1884" 55 "Female" "SVK" -0.0225642124166106
"1885" 60 "Female" "SVK" 0.0137638479841568
"1886" 65 "Female" "SVK" 0.0320925238479529
"1887" 70 "Female" "SVK" 0.00998249407547829
"1888" 75 "Female" "SVK" -0.0221718866906664
"1889" 80 "Female" "SVK" -0.0176147243532091
"1890" 85 "Female" "SVK" 0.0895461871544423
"1891" 0 "Male" "SVK" -0.0310034775996452
"1892" 5 "Male" "SVK" -0.0154445709633511
"1893" 10 "Male" "SVK" 0.0011593188322133
"1894" 15 "Male" "SVK" 0.0181927723757491
"1895" 20 "Male" "SVK" 0.0346084591792251
"1896" 25 "Male" "SVK" 0.0489992555571332
"1897" 30 "Male" "SVK" 0.0576100964432374
"1898" 35 "Male" "SVK" 0.0551612344114208
"1899" 40 "Male" "SVK" 0.0415883576740226
"1900" 45 "Male" "SVK" 0.0230334643005348
"1901" 50 "Male" "SVK" 0.00867811734506103
"1902" 55 "Male" "SVK" 0.0129166970882165
"1903" 60 "Male" "SVK" 0.0431940468213615
"1904" 65 "Male" "SVK" 0.0819041274467729
"1905" 70 "Male" "SVK" 0.107625174096582
"1906" 75 "Male" "SVK" 0.106959425802354
"1907" 80 "Male" "SVK" 0.0707177366042307
"1908" 85 "Male" "SVK" -0.0369874924468876
"1909" 0 "Female" "SVN" -0.0213650996708972
"1910" 5 "Female" "SVN" -0.0217590324612818
"1911" 10 "Female" "SVN" -0.0220212845353719
"1912" 15 "Female" "SVN" -0.0222867881098897
"1913" 20 "Female" "SVN" -0.0231875565702406
"1914" 25 "Female" "SVN" -0.0255709770076992
"1915" 30 "Female" "SVN" -0.0302889953313746
"1916" 35 "Female" "SVN" -0.0381725600179944
"1917" 40 "Female" "SVN" -0.0493079521274564
"1918" 45 "Female" "SVN" -0.062879507604472
"1919" 50 "Female" "SVN" -0.0749750129576769
"1920" 55 "Female" "SVN" -0.0757664748873246
"1921" 60 "Female" "SVN" -0.0572237295588318
"1922" 65 "Female" "SVN" -0.0195386824692787
"1923" 70 "Female" "SVN" 0.0331543350491285
"1924" 75 "Female" "SVN" 0.0836456471067576
"1925" 80 "Female" "SVN" 0.111627306938829
"1926" 85 "Female" "SVN" 0.108879934044041
"1927" 0 "Male" "SVN" -0.106523468377108
"1928" 5 "Male" "SVN" -0.122389686257707
"1929" 10 "Male" "SVN" -0.134526007955345
"1930" 15 "Male" "SVN" -0.141101588391464
"1931" 20 "Male" "SVN" -0.140752482722667
"1932" 25 "Male" "SVN" -0.132444709775557
"1933" 30 "Male" "SVN" -0.116881772982501
"1934" 35 "Male" "SVN" -0.0960743749461063
"1935" 40 "Male" "SVN" -0.0738108646007504
"1936" 45 "Male" "SVN" -0.0559051669835656
"1937" 50 "Male" "SVN" -0.0440877637280591
"1938" 55 "Male" "SVN" -0.031929142285567
"1939" 60 "Male" "SVN" -0.0129700103558689
"1940" 65 "Male" "SVN" 0.0162363911112215
"1941" 70 "Male" "SVN" 0.0573658081781139
"1942" 75 "Male" "SVN" 0.10539644736005
"1943" 80 "Male" "SVN" 0.153276759145222
"1944" 85 "Male" "SVN" 0.219500877968614
"1945" 0 "Female" "SWE" -0.0237376083053154
"1946" 5 "Female" "SWE" -0.0235969306546273
"1947" 10 "Female" "SWE" -0.0199625384001746
"1948" 15 "Female" "SWE" -0.0119391865288376
"1949" 20 "Female" "SWE" -0.000192219486452651
"1950" 25 "Female" "SWE" 0.013704309400391
"1951" 30 "Female" "SWE" 0.0250050472294147
"1952" 35 "Female" "SWE" 0.0268377479480045
"1953" 40 "Female" "SWE" 0.0172103242112457
"1954" 45 "Female" "SWE" -4.64835737019497e-05
"1955" 50 "Female" "SWE" -0.0185856992536325
"1956" 55 "Female" "SWE" -0.0278207126057536
"1957" 60 "Female" "SWE" -0.0196087893805397
"1958" 65 "Female" "SWE" 0.00446582169245571
"1959" 70 "Female" "SWE" 0.038926864445455
"1960" 75 "Female" "SWE" 0.0673378054751035
"1961" 80 "Female" "SWE" 0.0709049432560606
"1962" 85 "Female" "SWE" 0.0298465528156641
"1963" 0 "Male" "SWE" 0.0875199162353429
"1964" 5 "Male" "SWE" 0.0583394514411461
"1965" 10 "Male" "SWE" 0.0242302904066296
"1966" 15 "Male" "SWE" -0.0182910845737168
"1967" 20 "Male" "SWE" -0.0641320829148249
"1968" 25 "Male" "SWE" -0.104435595844643
"1969" 30 "Male" "SWE" -0.129604846352813
"1970" 35 "Male" "SWE" -0.12982953393479
"1971" 40 "Male" "SWE" -0.105007940688876
"1972" 45 "Male" "SWE" -0.0664802608502127
"1973" 50 "Male" "SWE" -0.0260469594160193
"1974" 55 "Male" "SWE" 0.00487339346762679
"1975" 60 "Male" "SWE" 0.0196189751246699
"1976" 65 "Male" "SWE" 0.027168452845653
"1977" 70 "Male" "SWE" 0.0373545259036958
"1978" 75 "Male" "SWE" 0.0460753080601755
"1979" 80 "Male" "SWE" 0.0446881566793033
"1980" 85 "Male" "SWE" 0.0176351758753406
"1981" 0 "Female" "TUN" -0.162784702887155
"1982" 5 "Female" "TUN" -0.111747564891112
"1983" 10 "Female" "TUN" -0.0635513559301857
"1984" 15 "Female" "TUN" -0.0226310812394224
"1985" 20 "Female" "TUN" 0.00843437822675619
"1986" 25 "Female" "TUN" 0.0280795729324126
"1987" 30 "Female" "TUN" 0.0375963919194068
"1988" 35 "Female" "TUN" 0.0402247704068894
"1989" 40 "Female" "TUN" 0.0358234851090568
"1990" 45 "Female" "TUN" 0.0202506166339762
"1991" 50 "Female" "TUN" -0.006823552955993
"1992" 55 "Female" "TUN" -0.0378754313899566
"1993" 60 "Female" "TUN" -0.0643140515835667
"1994" 65 "Female" "TUN" -0.0770006007253863
"1995" 70 "Female" "TUN" -0.0674955284964879
"1996" 75 "Female" "TUN" -0.0321055155606197
"1997" 80 "Female" "TUN" 0.0305532302644834
"1998" 85 "Female" "TUN" 0.163517592951211
"1999" 0 "Male" "TUN" -0.25830888481532
"2000" 5 "Male" "TUN" -0.199160927126225
"2001" 10 "Male" "TUN" -0.14878914211165
"2002" 15 "Male" "TUN" -0.113815455532002
"2003" 20 "Male" "TUN" -0.0919795866802738
"2004" 25 "Male" "TUN" -0.0771025764227031
"2005" 30 "Male" "TUN" -0.0619706306614742
"2006" 35 "Male" "TUN" -0.038876052619719
"2007" 40 "Male" "TUN" -0.00767369120215926
"2008" 45 "Male" "TUN" 0.0228835550670569
"2009" 50 "Male" "TUN" 0.0464911247902769
"2010" 55 "Male" "TUN" 0.0625935803606172
"2011" 60 "Male" "TUN" 0.0717382077750271
"2012" 65 "Male" "TUN" 0.0759397650920274
"2013" 70 "Male" "TUN" 0.0790982345205482
"2014" 75 "Male" "TUN" 0.0943473029860611
"2015" 80 "Male" "TUN" 0.136634499887469
"2016" 85 "Male" "TUN" 0.244266914353864
"2017" 0 "Female" "UKR" -0.23703551363765
"2018" 5 "Female" "UKR" -0.163184953595042
"2019" 10 "Female" "UKR" -0.0978330199714259
"2020" 15 "Female" "UKR" -0.0470981041734019
"2021" 20 "Female" "UKR" -0.0132287032350292
"2022" 25 "Female" "UKR" 0.00376076633846138
"2023" 30 "Female" "UKR" 0.0114578997125647
"2024" 35 "Female" "UKR" 0.0227421587227037
"2025" 40 "Female" "UKR" 0.044887420120591
"2026" 45 "Female" "UKR" 0.0783683847383491
"2027" 50 "Female" "UKR" 0.116324561015318
"2028" 55 "Female" "UKR" 0.138402296926215
"2029" 60 "Female" "UKR" 0.131632257062368
"2030" 65 "Female" "UKR" 0.1126961322502
"2031" 70 "Female" "UKR" 0.10150353706093
"2032" 75 "Female" "UKR" 0.100942279150887
"2033" 80 "Female" "UKR" 0.10774176953196
"2034" 85 "Female" "UKR" 0.124640369087733
"2035" 0 "Male" "UKR" -0.316062499897243
"2036" 5 "Male" "UKR" -0.224229579602708
"2037" 10 "Male" "UKR" -0.148319792734392
"2038" 15 "Male" "UKR" -0.0980210631229906
"2039" 20 "Male" "UKR" -0.0727561033472997
"2040" 25 "Male" "UKR" -0.0670883282082559
"2041" 30 "Male" "UKR" -0.069898847732534
"2042" 35 "Male" "UKR" -0.0662535670818461
"2043" 40 "Male" "UKR" -0.0495356327193625
"2044" 45 "Male" "UKR" -0.0230375635544368
"2045" 50 "Male" "UKR" 0.00800778779069543
"2046" 55 "Male" "UKR" 0.0357022077357874
"2047" 60 "Male" "UKR" 0.0537124849783234
"2048" 65 "Male" "UKR" 0.0619154320020685
"2049" 70 "Male" "UKR" 0.0648701887159678
"2050" 75 "Male" "UKR" 0.0869661746930236
"2051" 80 "Male" "UKR" 0.156716797872227
"2052" 85 "Male" "UKR" 0.334761586184207
"2053" 0 "Female" "URY" -0.106019262579104
"2054" 5 "Female" "URY" -0.0569134022835803
"2055" 10 "Female" "URY" -0.0113839275620661
"2056" 15 "Female" "URY" 0.0273303369582478
"2057" 20 "Female" "URY" 0.0573151523847945
"2058" 25 "Female" "URY" 0.0773629588256721
"2059" 30 "Female" "URY" 0.0880807867182357
"2060" 35 "Female" "URY" 0.0913696526216202
"2061" 40 "Female" "URY" 0.0887783661773596
"2062" 45 "Female" "URY" 0.081409962402648
"2063" 50 "Female" "URY" 0.070683811934086
"2064" 55 "Female" "URY" 0.0586834769142916
"2065" 60 "Female" "URY" 0.0468074901933478
"2066" 65 "Female" "URY" 0.0339277415290712
"2067" 70 "Female" "URY" 0.019021478043674
"2068" 75 "Female" "URY" 0.0047379247707044
"2069" 80 "Female" "URY" -0.00525666490241249
"2070" 85 "Female" "URY" -0.0121874365505175
"2071" 0 "Male" "URY" -0.0692706722489651
"2072" 5 "Male" "URY" -0.0260669533460115
"2073" 10 "Male" "URY" 0.0125598186023556
"2074" 15 "Male" "URY" 0.0418237383951514
"2075" 20 "Male" "URY" 0.059191361085014
"2076" 25 "Male" "URY" 0.0633663027807398
"2077" 30 "Male" "URY" 0.0566178354247878
"2078" 35 "Male" "URY" 0.0437877261573502
"2079" 40 "Male" "URY" 0.0299505005551426
"2080" 45 "Male" "URY" 0.020361716713659
"2081" 50 "Male" "URY" 0.0171091595319468
"2082" 55 "Male" "URY" 0.0161054706728455
"2083" 60 "Male" "URY" 0.0137254694669155
"2084" 65 "Male" "URY" 0.0102323426937186
"2085" 70 "Male" "URY" 0.00682558240717036
"2086" 75 "Male" "URY" 0.00546823672391099
"2087" 80 "Male" "URY" 0.00807104814921729
"2088" 85 "Male" "URY" 0.0151504577170644
"2089" 0 "Female" "USA" -0.150226580444981
"2090" 5 "Female" "USA" -0.0787738312707112
"2091" 10 "Female" "USA" -0.0135521980680421
"2092" 15 "Female" "USA" 0.0360473341375941
"2093" 20 "Female" "USA" 0.0706469258447282
"2094" 25 "Female" "USA" 0.0949547691662744
"2095" 30 "Female" "USA" 0.110343880007022
"2096" 35 "Female" "USA" 0.115733290660131
"2097" 40 "Female" "USA" 0.108796271439622
"2098" 45 "Female" "USA" 0.0858866934723184
"2099" 50 "Female" "USA" 0.0534956956180759
"2100" 55 "Female" "USA" 0.0379562474328179
"2101" 60 "Female" "USA" 0.0549004382660673
"2102" 65 "Female" "USA" 0.0768820163319676
"2103" 70 "Female" "USA" 0.0748340073913707
"2104" 75 "Female" "USA" 0.0623410761061727
"2105" 80 "Female" "USA" 0.0646241104094901
"2106" 85 "Female" "USA" 0.0534532422772756
"2107" 0 "Male" "USA" -0.180229619311034
"2108" 5 "Male" "USA" -0.0535360278791336
"2109" 10 "Male" "USA" 0.0435810319936735
"2110" 15 "Male" "USA" 0.084177088738584
"2111" 20 "Male" "USA" 0.0917157593849176
"2112" 25 "Male" "USA" 0.108973874038913
"2113" 30 "Male" "USA" 0.144878052617105
"2114" 35 "Male" "USA" 0.183788388978014
"2115" 40 "Male" "USA" 0.206114544781389
"2116" 45 "Male" "USA" 0.188439130756068
"2117" 50 "Male" "USA" 0.129876161170602
"2118" 55 "Male" "USA" 0.0737433933614287
"2119" 60 "Male" "USA" 0.0542136212600714
"2120" 65 "Male" "USA" 0.0582558133942835
"2121" 70 "Male" "USA" 0.0656533069231131
"2122" 75 "Male" "USA" 0.0713349593702288
"2123" 80 "Male" "USA" 0.0741649365603074
"2124" 85 "Male" "USA" 0.0309213631525623
"2125" 0 "Female" "ZAF" -0.271749804888756
"2126" 5 "Female" "ZAF" -0.189597027886017
"2127" 10 "Female" "ZAF" -0.120502949582499
"2128" 15 "Female" "ZAF" -0.0719682255815967
"2129" 20 "Female" "ZAF" -0.0439798298265684
"2130" 25 "Female" "ZAF" -0.0327689078739056
"2131" 30 "Female" "ZAF" -0.027705284774608
"2132" 35 "Female" "ZAF" -0.0134306721772906
"2133" 40 "Female" "ZAF" 0.0189962073924257
"2134" 45 "Female" "ZAF" 0.0707679152950498
"2135" 50 "Female" "ZAF" 0.134691097286078
"2136" 55 "Female" "ZAF" 0.188142721320468
"2137" 60 "Female" "ZAF" 0.21212263015908
"2138" 65 "Female" "ZAF" 0.205537069326835
"2139" 70 "Female" "ZAF" 0.17382552889723
"2140" 75 "Female" "ZAF" 0.138916231145655
"2141" 80 "Female" "ZAF" 0.126234734770501
"2142" 85 "Female" "ZAF" 0.141147746453059
"2143" 0 "Male" "ZAF" -0.250518670840715
"2144" 5 "Male" "ZAF" -0.190842779470393
"2145" 10 "Male" "ZAF" -0.145800328059517
"2146" 15 "Male" "ZAF" -0.117977876152349
"2147" 20 "Male" "ZAF" -0.0988884832724904
"2148" 25 "Male" "ZAF" -0.0761389593939617
"2149" 30 "Male" "ZAF" -0.0493394673768663
"2150" 35 "Male" "ZAF" -0.0264873977249166
"2151" 40 "Male" "ZAF" -0.0070472094777865
"2152" 45 "Male" "ZAF" 0.0197261988976167
"2153" 50 "Male" "ZAF" 0.0577261678316818
"2154" 55 "Male" "ZAF" 0.0963951300808161
"2155" 60 "Male" "ZAF" 0.125786569218479
"2156" 65 "Male" "ZAF" 0.143491903226873
"2157" 70 "Male" "ZAF" 0.150428284796629
"2158" 75 "Male" "ZAF" 0.157814615809373
"2159" 80 "Male" "ZAF" 0.179004129908532
"2160" 85 "Male" "ZAF" 0.22499274715377
