Country,Code,Year,Sex,Age,Deaths,age_up,Source
United Arab Emirates,ARE,2019,f,0,184,0,who_mort_db
United Arab Emirates,ARE,2019,f,1,52,4,who_mort_db
United Arab Emirates,ARE,2019,f,5,23,9,who_mort_db
United Arab Emirates,ARE,2019,f,10,28,14,who_mort_db
United Arab Emirates,ARE,2019,f,15,15,19,who_mort_db
United Arab Emirates,ARE,2019,f,20,23,24,who_mort_db
United Arab Emirates,ARE,2019,f,25,64,29,who_mort_db
United Arab Emirates,ARE,2019,f,30,92,34,who_mort_db
United Arab Emirates,ARE,2019,f,35,97,39,who_mort_db
United Arab Emirates,ARE,2019,f,40,114,44,who_mort_db
United Arab Emirates,ARE,2019,f,45,104,49,who_mort_db
United Arab Emirates,ARE,2019,f,50,127,54,who_mort_db
United Arab Emirates,ARE,2019,f,55,165,59,who_mort_db
United Arab Emirates,ARE,2019,f,60,178,64,who_mort_db
United Arab Emirates,ARE,2019,f,65,221,69,who_mort_db
United Arab Emirates,ARE,2019,f,70,249,74,who_mort_db
United Arab Emirates,ARE,2019,f,75,254,79,who_mort_db
United Arab Emirates,ARE,2019,f,80,240,84,who_mort_db
United Arab Emirates,ARE,2019,f,85,211,89,who_mort_db
United Arab Emirates,ARE,2019,f,90,91,94,who_mort_db
United Arab Emirates,ARE,2019,f,95,93,15,who_mort_db
United Arab Emirates,ARE,2019,m,0,216,0,who_mort_db
United Arab Emirates,ARE,2019,m,1,64,4,who_mort_db
United Arab Emirates,ARE,2019,m,5,27,9,who_mort_db
United Arab Emirates,ARE,2019,m,10,23,14,who_mort_db
United Arab Emirates,ARE,2019,m,15,82,19,who_mort_db
United Arab Emirates,ARE,2019,m,20,236,24,who_mort_db
United Arab Emirates,ARE,2019,m,25,373,29,who_mort_db
United Arab Emirates,ARE,2019,m,30,447,34,who_mort_db
United Arab Emirates,ARE,2019,m,35,491,39,who_mort_db
United Arab Emirates,ARE,2019,m,40,504,44,who_mort_db
United Arab Emirates,ARE,2019,m,45,537,49,who_mort_db
United Arab Emirates,ARE,2019,m,50,537,54,who_mort_db
United Arab Emirates,ARE,2019,m,55,507,59,who_mort_db
United Arab Emirates,ARE,2019,m,60,458,64,who_mort_db
United Arab Emirates,ARE,2019,m,65,377,69,who_mort_db
United Arab Emirates,ARE,2019,m,70,345,74,who_mort_db
United Arab Emirates,ARE,2019,m,75,334,79,who_mort_db
United Arab Emirates,ARE,2019,m,80,255,84,who_mort_db
United Arab Emirates,ARE,2019,m,85,196,89,who_mort_db
United Arab Emirates,ARE,2019,m,90,91,94,who_mort_db
United Arab Emirates,ARE,2019,m,95,73,15,who_mort_db
United Arab Emirates,ARE,2020,f,0,156,0,who_mort_db
United Arab Emirates,ARE,2020,f,1,50,4,who_mort_db
United Arab Emirates,ARE,2020,f,5,24,9,who_mort_db
United Arab Emirates,ARE,2020,f,10,23,14,who_mort_db
United Arab Emirates,ARE,2020,f,15,12,19,who_mort_db
United Arab Emirates,ARE,2020,f,20,32,24,who_mort_db
United Arab Emirates,ARE,2020,f,25,54,29,who_mort_db
United Arab Emirates,ARE,2020,f,30,98,34,who_mort_db
United Arab Emirates,ARE,2020,f,35,114,39,who_mort_db
United Arab Emirates,ARE,2020,f,40,156,44,who_mort_db
United Arab Emirates,ARE,2020,f,45,125,49,who_mort_db
United Arab Emirates,ARE,2020,f,50,138,54,who_mort_db
United Arab Emirates,ARE,2020,f,55,144,59,who_mort_db
United Arab Emirates,ARE,2020,f,60,194,64,who_mort_db
United Arab Emirates,ARE,2020,f,65,202,69,who_mort_db
United Arab Emirates,ARE,2020,f,70,253,74,who_mort_db
United Arab Emirates,ARE,2020,f,75,252,79,who_mort_db
United Arab Emirates,ARE,2020,f,80,238,84,who_mort_db
United Arab Emirates,ARE,2020,f,85,411,25,who_mort_db
United Arab Emirates,ARE,2020,m,0,233,0,who_mort_db
United Arab Emirates,ARE,2020,m,1,57,4,who_mort_db
United Arab Emirates,ARE,2020,m,5,23,9,who_mort_db
United Arab Emirates,ARE,2020,m,10,24,14,who_mort_db
United Arab Emirates,ARE,2020,m,15,68,19,who_mort_db
United Arab Emirates,ARE,2020,m,20,221,24,who_mort_db
United Arab Emirates,ARE,2020,m,25,367,29,who_mort_db
United Arab Emirates,ARE,2020,m,30,473,34,who_mort_db
United Arab Emirates,ARE,2020,m,35,531,39,who_mort_db
United Arab Emirates,ARE,2020,m,40,643,44,who_mort_db
United Arab Emirates,ARE,2020,m,45,717,49,who_mort_db
United Arab Emirates,ARE,2020,m,50,808,54,who_mort_db
United Arab Emirates,ARE,2020,m,55,794,59,who_mort_db
United Arab Emirates,ARE,2020,m,60,750,64,who_mort_db
United Arab Emirates,ARE,2020,m,65,526,69,who_mort_db
United Arab Emirates,ARE,2020,m,70,421,74,who_mort_db
United Arab Emirates,ARE,2020,m,75,352,79,who_mort_db
United Arab Emirates,ARE,2020,m,80,296,84,who_mort_db
United Arab Emirates,ARE,2020,m,85,376,25,who_mort_db
Australia,AUS,2015,f,0,449,0,who_mort_db
Australia,AUS,2015,f,1,90,4,who_mort_db
Australia,AUS,2015,f,5,57,9,who_mort_db
Australia,AUS,2015,f,10,67,14,who_mort_db
Australia,AUS,2015,f,15,165,19,who_mort_db
Australia,AUS,2015,f,20,172,24,who_mort_db
Australia,AUS,2015,f,25,241,29,who_mort_db
Australia,AUS,2015,f,30,332,34,who_mort_db
Australia,AUS,2015,f,35,516,39,who_mort_db
Australia,AUS,2015,f,40,772,44,who_mort_db
Australia,AUS,2015,f,45,1121,49,who_mort_db
Australia,AUS,2015,f,50,1690,54,who_mort_db
Australia,AUS,2015,f,55,2266,59,who_mort_db
Australia,AUS,2015,f,60,2998,64,who_mort_db
Australia,AUS,2015,f,65,4196,69,who_mort_db
Australia,AUS,2015,f,70,5324,74,who_mort_db
Australia,AUS,2015,f,75,7479,79,who_mort_db
Australia,AUS,2015,f,80,10960,84,who_mort_db
Australia,AUS,2015,f,85,15890,89,who_mort_db
Australia,AUS,2015,f,90,15143,94,who_mort_db
Australia,AUS,2015,f,95,7793,15,who_mort_db
Australia,AUS,2015,m,0,542,0,who_mort_db
Australia,AUS,2015,m,1,120,4,who_mort_db
Australia,AUS,2015,m,5,75,9,who_mort_db
Australia,AUS,2015,m,10,80,14,who_mort_db
Australia,AUS,2015,m,15,311,19,who_mort_db
Australia,AUS,2015,m,20,506,24,who_mort_db
Australia,AUS,2015,m,25,612,29,who_mort_db
Australia,AUS,2015,m,30,774,34,who_mort_db
Australia,AUS,2015,m,35,907,39,who_mort_db
Australia,AUS,2015,m,40,1366,44,who_mort_db
Australia,AUS,2015,m,45,1812,49,who_mort_db
Australia,AUS,2015,m,50,2691,54,who_mort_db
Australia,AUS,2015,m,55,3712,59,who_mort_db
Australia,AUS,2015,m,60,4925,64,who_mort_db
Australia,AUS,2015,m,65,6834,69,who_mort_db
Australia,AUS,2015,m,70,8158,74,who_mort_db
Australia,AUS,2015,m,75,10135,79,who_mort_db
Australia,AUS,2015,m,80,12399,84,who_mort_db
Australia,AUS,2015,m,85,13883,89,who_mort_db
Australia,AUS,2015,m,90,8670,94,who_mort_db
Australia,AUS,2015,m,95,2817,15,who_mort_db
Australia,AUS,2016,f,0,427,0,who_mort_db
Australia,AUS,2016,f,1,80,4,who_mort_db
Australia,AUS,2016,f,5,44,9,who_mort_db
Australia,AUS,2016,f,10,53,14,who_mort_db
Australia,AUS,2016,f,15,127,19,who_mort_db
Australia,AUS,2016,f,20,197,24,who_mort_db
Australia,AUS,2016,f,25,270,29,who_mort_db
Australia,AUS,2016,f,30,395,34,who_mort_db
Australia,AUS,2016,f,35,477,39,who_mort_db
Australia,AUS,2016,f,40,779,44,who_mort_db
Australia,AUS,2016,f,45,1109,49,who_mort_db
Australia,AUS,2016,f,50,1613,54,who_mort_db
Australia,AUS,2016,f,55,2288,59,who_mort_db
Australia,AUS,2016,f,60,2967,64,who_mort_db
Australia,AUS,2016,f,65,4200,69,who_mort_db
Australia,AUS,2016,f,70,5342,74,who_mort_db
Australia,AUS,2016,f,75,7370,79,who_mort_db
Australia,AUS,2016,f,80,10653,84,who_mort_db
Australia,AUS,2016,f,85,15288,89,who_mort_db
Australia,AUS,2016,f,90,14974,94,who_mort_db
Australia,AUS,2016,f,95,7983,15,who_mort_db
Australia,AUS,2016,m,0,543,0,who_mort_db
Australia,AUS,2016,m,1,111,4,who_mort_db
Australia,AUS,2016,m,5,69,9,who_mort_db
Australia,AUS,2016,m,10,80,14,who_mort_db
Australia,AUS,2016,m,15,283,19,who_mort_db
Australia,AUS,2016,m,20,531,24,who_mort_db
Australia,AUS,2016,m,25,596,29,who_mort_db
Australia,AUS,2016,m,30,740,34,who_mort_db
Australia,AUS,2016,m,35,895,39,who_mort_db
Australia,AUS,2016,m,40,1291,44,who_mort_db
Australia,AUS,2016,m,45,1749,49,who_mort_db
Australia,AUS,2016,m,50,2561,54,who_mort_db
Australia,AUS,2016,m,55,3660,59,who_mort_db
Australia,AUS,2016,m,60,4872,64,who_mort_db
Australia,AUS,2016,m,65,6764,69,who_mort_db
Australia,AUS,2016,m,70,8411,74,who_mort_db
Australia,AUS,2016,m,75,10252,79,who_mort_db
Australia,AUS,2016,m,80,12513,84,who_mort_db
Australia,AUS,2016,m,85,13878,89,who_mort_db
Australia,AUS,2016,m,90,9000,94,who_mort_db
Australia,AUS,2016,m,95,3065,15,who_mort_db
Australia,AUS,2017,f,0,457,0,who_mort_db
Australia,AUS,2017,f,1,88,4,who_mort_db
Australia,AUS,2017,f,5,57,9,who_mort_db
Australia,AUS,2017,f,10,53,14,who_mort_db
Australia,AUS,2017,f,15,153,19,who_mort_db
Australia,AUS,2017,f,20,176,24,who_mort_db
Australia,AUS,2017,f,25,243,29,who_mort_db
Australia,AUS,2017,f,30,347,34,who_mort_db
Australia,AUS,2017,f,35,484,39,who_mort_db
Australia,AUS,2017,f,40,721,44,who_mort_db
Australia,AUS,2017,f,45,1129,49,who_mort_db
Australia,AUS,2017,f,50,1616,54,who_mort_db
Australia,AUS,2017,f,55,2267,59,who_mort_db
Australia,AUS,2017,f,60,2975,64,who_mort_db
Australia,AUS,2017,f,65,4243,69,who_mort_db
Australia,AUS,2017,f,70,5744,74,who_mort_db
Australia,AUS,2017,f,75,7580,79,who_mort_db
Australia,AUS,2017,f,80,10690,84,who_mort_db
Australia,AUS,2017,f,85,15305,89,who_mort_db
Australia,AUS,2017,f,90,15169,94,who_mort_db
Australia,AUS,2017,f,95,8611,15,who_mort_db
Australia,AUS,2017,m,0,562,0,who_mort_db
Australia,AUS,2017,m,1,103,4,who_mort_db
Australia,AUS,2017,m,5,66,9,who_mort_db
Australia,AUS,2017,m,10,87,14,who_mort_db
Australia,AUS,2017,m,15,294,19,who_mort_db
Australia,AUS,2017,m,20,511,24,who_mort_db
Australia,AUS,2017,m,25,608,29,who_mort_db
Australia,AUS,2017,m,30,760,34,who_mort_db
Australia,AUS,2017,m,35,944,39,who_mort_db
Australia,AUS,2017,m,40,1265,44,who_mort_db
Australia,AUS,2017,m,45,1873,49,who_mort_db
Australia,AUS,2017,m,50,2406,54,who_mort_db
Australia,AUS,2017,m,55,3611,59,who_mort_db
Australia,AUS,2017,m,60,4835,64,who_mort_db
Australia,AUS,2017,m,65,6770,69,who_mort_db
Australia,AUS,2017,m,70,8795,74,who_mort_db
Australia,AUS,2017,m,75,10441,79,who_mort_db
Australia,AUS,2017,m,80,12344,84,who_mort_db
Australia,AUS,2017,m,85,13880,89,who_mort_db
Australia,AUS,2017,m,90,9515,94,who_mort_db
Australia,AUS,2017,m,95,3301,15,who_mort_db
Australia,AUS,2018,f,0,417,0,who_mort_db
Australia,AUS,2018,f,1,69,4,who_mort_db
Australia,AUS,2018,f,5,51,9,who_mort_db
Australia,AUS,2018,f,10,56,14,who_mort_db
Australia,AUS,2018,f,15,153,19,who_mort_db
Australia,AUS,2018,f,20,169,24,who_mort_db
Australia,AUS,2018,f,25,221,29,who_mort_db
Australia,AUS,2018,f,30,323,34,who_mort_db
Australia,AUS,2018,f,35,498,39,who_mort_db
Australia,AUS,2018,f,40,702,44,who_mort_db
Australia,AUS,2018,f,45,1105,49,who_mort_db
Australia,AUS,2018,f,50,1592,54,who_mort_db
Australia,AUS,2018,f,55,2342,59,who_mort_db
Australia,AUS,2018,f,60,3123,64,who_mort_db
Australia,AUS,2018,f,65,4165,69,who_mort_db
Australia,AUS,2018,f,70,5828,74,who_mort_db
Australia,AUS,2018,f,75,7492,79,who_mort_db
Australia,AUS,2018,f,80,10359,84,who_mort_db
Australia,AUS,2018,f,85,14404,89,who_mort_db
Australia,AUS,2018,f,90,14733,94,who_mort_db
Australia,AUS,2018,f,95,8417,15,who_mort_db
Australia,AUS,2018,m,0,571,0,who_mort_db
Australia,AUS,2018,m,1,89,4,who_mort_db
Australia,AUS,2018,m,5,52,9,who_mort_db
Australia,AUS,2018,m,10,80,14,who_mort_db
Australia,AUS,2018,m,15,306,19,who_mort_db
Australia,AUS,2018,m,20,519,24,who_mort_db
Australia,AUS,2018,m,25,590,29,who_mort_db
Australia,AUS,2018,m,30,730,34,who_mort_db
Australia,AUS,2018,m,35,982,39,who_mort_db
Australia,AUS,2018,m,40,1141,44,who_mort_db
Australia,AUS,2018,m,45,1781,49,who_mort_db
Australia,AUS,2018,m,50,2401,54,who_mort_db
Australia,AUS,2018,m,55,3704,59,who_mort_db
Australia,AUS,2018,m,60,4961,64,who_mort_db
Australia,AUS,2018,m,65,6618,69,who_mort_db
Australia,AUS,2018,m,70,9012,74,who_mort_db
Australia,AUS,2018,m,75,10263,79,who_mort_db
Australia,AUS,2018,m,80,12330,84,who_mort_db
Australia,AUS,2018,m,85,13458,89,who_mort_db
Australia,AUS,2018,m,90,9532,94,who_mort_db
Australia,AUS,2018,m,95,3319,15,who_mort_db
Australia,AUS,2019,f,0,433,0,who_mort_db
Australia,AUS,2019,f,1,76,4,who_mort_db
Australia,AUS,2019,f,5,46,9,who_mort_db
Australia,AUS,2019,f,10,69,14,who_mort_db
Australia,AUS,2019,f,15,139,19,who_mort_db
Australia,AUS,2019,f,20,225,24,who_mort_db
Australia,AUS,2019,f,25,277,29,who_mort_db
Australia,AUS,2019,f,30,343,34,who_mort_db
Australia,AUS,2019,f,35,510,39,who_mort_db
Australia,AUS,2019,f,40,739,44,who_mort_db
Australia,AUS,2019,f,45,1161,49,who_mort_db
Australia,AUS,2019,f,50,1533,54,who_mort_db
Australia,AUS,2019,f,55,2397,59,who_mort_db
Australia,AUS,2019,f,60,3284,64,who_mort_db
Australia,AUS,2019,f,65,4343,69,who_mort_db
Australia,AUS,2019,f,70,6333,74,who_mort_db
Australia,AUS,2019,f,75,7937,79,who_mort_db
Australia,AUS,2019,f,80,11053,84,who_mort_db
Australia,AUS,2019,f,85,14926,89,who_mort_db
Australia,AUS,2019,f,90,15606,94,who_mort_db
Australia,AUS,2019,f,95,9420,15,who_mort_db
Australia,AUS,2019,m,0,576,0,who_mort_db
Australia,AUS,2019,m,1,106,4,who_mort_db
Australia,AUS,2019,m,5,71,9,who_mort_db
Australia,AUS,2019,m,10,77,14,who_mort_db
Australia,AUS,2019,m,15,337,19,who_mort_db
Australia,AUS,2019,m,20,590,24,who_mort_db
Australia,AUS,2019,m,25,685,29,who_mort_db
Australia,AUS,2019,m,30,777,34,who_mort_db
Australia,AUS,2019,m,35,977,39,who_mort_db
Australia,AUS,2019,m,40,1274,44,who_mort_db
Australia,AUS,2019,m,45,2022,49,who_mort_db
Australia,AUS,2019,m,50,2543,54,who_mort_db
Australia,AUS,2019,m,55,3898,59,who_mort_db
Australia,AUS,2019,m,60,5445,64,who_mort_db
Australia,AUS,2019,m,65,6946,69,who_mort_db
Australia,AUS,2019,m,70,9432,74,who_mort_db
Australia,AUS,2019,m,75,11013,79,who_mort_db
Australia,AUS,2019,m,80,13147,84,who_mort_db
Australia,AUS,2019,m,85,13944,89,who_mort_db
Australia,AUS,2019,m,90,10371,94,who_mort_db
Australia,AUS,2019,m,95,3878,15,who_mort_db
Australia,AUS,2020,f,0,425,0,who_mort_db
Australia,AUS,2020,f,1,82,4,who_mort_db
Australia,AUS,2020,f,5,31,9,who_mort_db
Australia,AUS,2020,f,10,61,14,who_mort_db
Australia,AUS,2020,f,15,147,19,who_mort_db
Australia,AUS,2020,f,20,181,24,who_mort_db
Australia,AUS,2020,f,25,259,29,who_mort_db
Australia,AUS,2020,f,30,370,34,who_mort_db
Australia,AUS,2020,f,35,520,39,who_mort_db
Australia,AUS,2020,f,40,648,44,who_mort_db
Australia,AUS,2020,f,45,1089,49,who_mort_db
Australia,AUS,2020,f,50,1531,54,who_mort_db
Australia,AUS,2020,f,55,2217,59,who_mort_db
Australia,AUS,2020,f,60,3157,64,who_mort_db
Australia,AUS,2020,f,65,4084,69,who_mort_db
Australia,AUS,2020,f,70,6099,74,who_mort_db
Australia,AUS,2020,f,75,7618,79,who_mort_db
Australia,AUS,2020,f,80,10721,84,who_mort_db
Australia,AUS,2020,f,85,13777,89,who_mort_db
Australia,AUS,2020,f,90,14556,94,who_mort_db
Australia,AUS,2020,f,95,9138,15,who_mort_db
Australia,AUS,2020,m,0,518,0,who_mort_db
Australia,AUS,2020,m,1,79,4,who_mort_db
Australia,AUS,2020,m,5,55,9,who_mort_db
Australia,AUS,2020,m,10,78,14,who_mort_db
Australia,AUS,2020,m,15,329,19,who_mort_db
Australia,AUS,2020,m,20,549,24,who_mort_db
Australia,AUS,2020,m,25,660,29,who_mort_db
Australia,AUS,2020,m,30,751,34,who_mort_db
Australia,AUS,2020,m,35,940,39,who_mort_db
Australia,AUS,2020,m,40,1164,44,who_mort_db
Australia,AUS,2020,m,45,1807,49,who_mort_db
Australia,AUS,2020,m,50,2444,54,who_mort_db
Australia,AUS,2020,m,55,3677,59,who_mort_db
Australia,AUS,2020,m,60,5033,64,who_mort_db
Australia,AUS,2020,m,65,6518,69,who_mort_db
Australia,AUS,2020,m,70,9424,74,who_mort_db
Australia,AUS,2020,m,75,10870,79,who_mort_db
Australia,AUS,2020,m,80,12692,84,who_mort_db
Australia,AUS,2020,m,85,13063,89,who_mort_db
Australia,AUS,2020,m,90,10065,94,who_mort_db
Australia,AUS,2020,m,95,3866,15,who_mort_db
Austria,AUT,2015,f,0,115,0,who_mort_db
Austria,AUT,2015,f,1,17,4,who_mort_db
Austria,AUT,2015,f,5,7,9,who_mort_db
Austria,AUT,2015,f,10,19,14,who_mort_db
Austria,AUT,2015,f,15,32,19,who_mort_db
Austria,AUT,2015,f,20,58,24,who_mort_db
Austria,AUT,2015,f,25,68,29,who_mort_db
Austria,AUT,2015,f,30,84,34,who_mort_db
Austria,AUT,2015,f,35,135,39,who_mort_db
Austria,AUT,2015,f,40,259,44,who_mort_db
Austria,AUT,2015,f,45,451,49,who_mort_db
Austria,AUT,2015,f,50,700,54,who_mort_db
Austria,AUT,2015,f,55,1077,59,who_mort_db
Austria,AUT,2015,f,60,1436,64,who_mort_db
Austria,AUT,2015,f,65,2151,69,who_mort_db
Austria,AUT,2015,f,70,3134,74,who_mort_db
Austria,AUT,2015,f,75,4159,79,who_mort_db
Austria,AUT,2015,f,80,6443,84,who_mort_db
Austria,AUT,2015,f,85,10060,89,who_mort_db
Austria,AUT,2015,f,90,9681,94,who_mort_db
Austria,AUT,2015,f,95,3127,15,who_mort_db
Austria,AUT,2015,m,0,144,0,who_mort_db
Austria,AUT,2015,m,1,27,4,who_mort_db
Austria,AUT,2015,m,5,18,9,who_mort_db
Austria,AUT,2015,m,10,26,14,who_mort_db
Austria,AUT,2015,m,15,94,19,who_mort_db
Austria,AUT,2015,m,20,173,24,who_mort_db
Austria,AUT,2015,m,25,152,29,who_mort_db
Austria,AUT,2015,m,30,198,34,who_mort_db
Austria,AUT,2015,m,35,278,39,who_mort_db
Austria,AUT,2015,m,40,422,44,who_mort_db
Austria,AUT,2015,m,45,807,49,who_mort_db
Austria,AUT,2015,m,50,1420,54,who_mort_db
Austria,AUT,2015,m,55,1965,59,who_mort_db
Austria,AUT,2015,m,60,2594,64,who_mort_db
Austria,AUT,2015,m,65,3648,69,who_mort_db
Austria,AUT,2015,m,70,4998,74,who_mort_db
Austria,AUT,2015,m,75,5626,79,who_mort_db
Austria,AUT,2015,m,80,6335,84,who_mort_db
Austria,AUT,2015,m,85,6569,89,who_mort_db
Austria,AUT,2015,m,90,3545,94,who_mort_db
Austria,AUT,2015,m,95,821,15,who_mort_db
Austria,AUT,2016,f,0,117,0,who_mort_db
Austria,AUT,2016,f,1,20,4,who_mort_db
Austria,AUT,2016,f,5,18,9,who_mort_db
Austria,AUT,2016,f,10,19,14,who_mort_db
Austria,AUT,2016,f,15,46,19,who_mort_db
Austria,AUT,2016,f,20,45,24,who_mort_db
Austria,AUT,2016,f,25,66,29,who_mort_db
Austria,AUT,2016,f,30,93,34,who_mort_db
Austria,AUT,2016,f,35,130,39,who_mort_db
Austria,AUT,2016,f,40,236,44,who_mort_db
Austria,AUT,2016,f,45,419,49,who_mort_db
Austria,AUT,2016,f,50,735,54,who_mort_db
Austria,AUT,2016,f,55,1072,59,who_mort_db
Austria,AUT,2016,f,60,1401,64,who_mort_db
Austria,AUT,2016,f,65,2175,69,who_mort_db
Austria,AUT,2016,f,70,2966,74,who_mort_db
Austria,AUT,2016,f,75,4456,79,who_mort_db
Austria,AUT,2016,f,80,5969,84,who_mort_db
Austria,AUT,2016,f,85,9059,89,who_mort_db
Austria,AUT,2016,f,90,9251,94,who_mort_db
Austria,AUT,2016,f,95,3354,15,who_mort_db
Austria,AUT,2016,m,0,152,0,who_mort_db
Austria,AUT,2016,m,1,30,4,who_mort_db
Austria,AUT,2016,m,5,16,9,who_mort_db
Austria,AUT,2016,m,10,14,14,who_mort_db
Austria,AUT,2016,m,15,92,19,who_mort_db
Austria,AUT,2016,m,20,152,24,who_mort_db
Austria,AUT,2016,m,25,160,29,who_mort_db
Austria,AUT,2016,m,30,215,34,who_mort_db
Austria,AUT,2016,m,35,239,39,who_mort_db
Austria,AUT,2016,m,40,380,44,who_mort_db
Austria,AUT,2016,m,45,783,49,who_mort_db
Austria,AUT,2016,m,50,1281,54,who_mort_db
Austria,AUT,2016,m,55,1992,59,who_mort_db
Austria,AUT,2016,m,60,2576,64,who_mort_db
Austria,AUT,2016,m,65,3757,69,who_mort_db
Austria,AUT,2016,m,70,4482,74,who_mort_db
Austria,AUT,2016,m,75,5921,79,who_mort_db
Austria,AUT,2016,m,80,5841,84,who_mort_db
Austria,AUT,2016,m,85,6362,89,who_mort_db
Austria,AUT,2016,m,90,3582,94,who_mort_db
Austria,AUT,2016,m,95,995,15,who_mort_db
Austria,AUT,2017,f,0,120,0,who_mort_db
Austria,AUT,2017,f,1,21,4,who_mort_db
Austria,AUT,2017,f,5,11,9,who_mort_db
Austria,AUT,2017,f,10,18,14,who_mort_db
Austria,AUT,2017,f,15,38,19,who_mort_db
Austria,AUT,2017,f,20,40,24,who_mort_db
Austria,AUT,2017,f,25,67,29,who_mort_db
Austria,AUT,2017,f,30,91,34,who_mort_db
Austria,AUT,2017,f,35,129,39,who_mort_db
Austria,AUT,2017,f,40,215,44,who_mort_db
Austria,AUT,2017,f,45,397,49,who_mort_db
Austria,AUT,2017,f,50,744,54,who_mort_db
Austria,AUT,2017,f,55,1022,59,who_mort_db
Austria,AUT,2017,f,60,1456,64,who_mort_db
Austria,AUT,2017,f,65,2092,69,who_mort_db
Austria,AUT,2017,f,70,2913,74,who_mort_db
Austria,AUT,2017,f,75,4777,79,who_mort_db
Austria,AUT,2017,f,80,6059,84,who_mort_db
Austria,AUT,2017,f,85,9494,89,who_mort_db
Austria,AUT,2017,f,90,9531,94,who_mort_db
Austria,AUT,2017,f,95,4133,15,who_mort_db
Austria,AUT,2017,m,0,136,0,who_mort_db
Austria,AUT,2017,m,1,37,4,who_mort_db
Austria,AUT,2017,m,5,15,9,who_mort_db
Austria,AUT,2017,m,10,22,14,who_mort_db
Austria,AUT,2017,m,15,87,19,who_mort_db
Austria,AUT,2017,m,20,134,24,who_mort_db
Austria,AUT,2017,m,25,178,29,who_mort_db
Austria,AUT,2017,m,30,184,34,who_mort_db
Austria,AUT,2017,m,35,260,39,who_mort_db
Austria,AUT,2017,m,40,374,44,who_mort_db
Austria,AUT,2017,m,45,720,49,who_mort_db
Austria,AUT,2017,m,50,1305,54,who_mort_db
Austria,AUT,2017,m,55,2030,59,who_mort_db
Austria,AUT,2017,m,60,2553,64,who_mort_db
Austria,AUT,2017,m,65,3509,69,who_mort_db
Austria,AUT,2017,m,70,4556,74,who_mort_db
Austria,AUT,2017,m,75,6293,79,who_mort_db
Austria,AUT,2017,m,80,5885,84,who_mort_db
Austria,AUT,2017,m,85,6717,89,who_mort_db
Austria,AUT,2017,m,90,3810,94,who_mort_db
Austria,AUT,2017,m,95,1097,15,who_mort_db
Austria,AUT,2018,f,0,99,0,who_mort_db
Austria,AUT,2018,f,1,19,4,who_mort_db
Austria,AUT,2018,f,5,13,9,who_mort_db
Austria,AUT,2018,f,10,12,14,who_mort_db
Austria,AUT,2018,f,15,35,19,who_mort_db
Austria,AUT,2018,f,20,35,24,who_mort_db
Austria,AUT,2018,f,25,74,29,who_mort_db
Austria,AUT,2018,f,30,105,34,who_mort_db
Austria,AUT,2018,f,35,156,39,who_mort_db
Austria,AUT,2018,f,40,252,44,who_mort_db
Austria,AUT,2018,f,45,397,49,who_mort_db
Austria,AUT,2018,f,50,733,54,who_mort_db
Austria,AUT,2018,f,55,1117,59,who_mort_db
Austria,AUT,2018,f,60,1415,64,who_mort_db
Austria,AUT,2018,f,65,2057,69,who_mort_db
Austria,AUT,2018,f,70,2949,74,who_mort_db
Austria,AUT,2018,f,75,4931,79,who_mort_db
Austria,AUT,2018,f,80,5898,84,who_mort_db
Austria,AUT,2018,f,85,9166,89,who_mort_db
Austria,AUT,2018,f,90,9368,94,who_mort_db
Austria,AUT,2018,f,95,4293,15,who_mort_db
Austria,AUT,2018,m,0,132,0,who_mort_db
Austria,AUT,2018,m,1,24,4,who_mort_db
Austria,AUT,2018,m,5,18,9,who_mort_db
Austria,AUT,2018,m,10,21,14,who_mort_db
Austria,AUT,2018,m,15,85,19,who_mort_db
Austria,AUT,2018,m,20,154,24,who_mort_db
Austria,AUT,2018,m,25,167,29,who_mort_db
Austria,AUT,2018,m,30,199,34,who_mort_db
Austria,AUT,2018,m,35,247,39,who_mort_db
Austria,AUT,2018,m,40,384,44,who_mort_db
Austria,AUT,2018,m,45,712,49,who_mort_db
Austria,AUT,2018,m,50,1261,54,who_mort_db
Austria,AUT,2018,m,55,2132,59,who_mort_db
Austria,AUT,2018,m,60,2654,64,who_mort_db
Austria,AUT,2018,m,65,3551,69,who_mort_db
Austria,AUT,2018,m,70,4606,74,who_mort_db
Austria,AUT,2018,m,75,6666,79,who_mort_db
Austria,AUT,2018,m,80,5886,84,who_mort_db
Austria,AUT,2018,m,85,6623,89,who_mort_db
Austria,AUT,2018,m,90,4103,94,who_mort_db
Austria,AUT,2018,m,95,1226,15,who_mort_db
Austria,AUT,2019,f,0,105,0,who_mort_db
Austria,AUT,2019,f,1,30,4,who_mort_db
Austria,AUT,2019,f,5,11,9,who_mort_db
Austria,AUT,2019,f,10,17,14,who_mort_db
Austria,AUT,2019,f,15,28,19,who_mort_db
Austria,AUT,2019,f,20,50,24,who_mort_db
Austria,AUT,2019,f,25,75,29,who_mort_db
Austria,AUT,2019,f,30,95,34,who_mort_db
Austria,AUT,2019,f,35,129,39,who_mort_db
Austria,AUT,2019,f,40,203,44,who_mort_db
Austria,AUT,2019,f,45,402,49,who_mort_db
Austria,AUT,2019,f,50,686,54,who_mort_db
Austria,AUT,2019,f,55,1052,59,who_mort_db
