Country,Code,Year,Age,Sex,Deaths,Source
Albania,ALB,2020,0,f,199.560117752562,Msemburi(TAG)
Albania,ALB,2020,10,f,15.6797235377013,Msemburi(TAG)
Albania,ALB,2020,15,f,17.1051529502196,Msemburi(TAG)
Albania,ALB,2020,20,f,24.2323000128111,Msemburi(TAG)
Albania,ALB,2020,25,f,38.4865941379941,Msemburi(TAG)
Albania,ALB,2020,30,f,65.5697529758419,Msemburi(TAG)
Albania,ALB,2020,35,f,79.8240471010249,Msemburi(TAG)
Albania,ALB,2020,40,f,111.183494176428,Msemburi(TAG)
Albania,ALB,2020,45,f,188.156682452416,Msemburi(TAG)
Albania,ALB,2020,5,f,8.55257647510981,Msemburi(TAG)
Albania,ALB,2020,50,f,322.147047229136,Msemburi(TAG)
Albania,ALB,2020,55,f,518.856306156662,Msemburi(TAG)
Albania,ALB,2020,60,f,852.406788685944,Msemburi(TAG)
Albania,ALB,2020,65,f,1110.40951235176,Msemburi(TAG)
Albania,ALB,2020,70,f,1650.64725969619,Msemburi(TAG)
Albania,ALB,2020,75,f,2749.6533367478,Msemburi(TAG)
Albania,ALB,2020,80,f,3827.27797261164,Msemburi(TAG)
Albania,ALB,2020,85,f,5723.09909126098,Msemburi(TAG)
Albania,ALB,2020,TOT,f,17502.84775631222,Msemburi(TAG)
Albania,ALB,2020,0,m,248.024717778184,Msemburi(TAG)
Albania,ALB,2020,10,m,19.9560117752562,Msemburi(TAG)
Albania,ALB,2020,15,m,41.3374529630307,Msemburi(TAG)
Albania,ALB,2020,20,m,74.1223294509517,Msemburi(TAG)
Albania,ALB,2020,25,m,85.5257647510981,Msemburi(TAG)
Albania,ALB,2020,30,m,129.714076539165,Msemburi(TAG)
Albania,ALB,2020,35,m,186.731253039897,Msemburi(TAG)
Albania,ALB,2020,40,m,248.024717778184,Msemburi(TAG)
Albania,ALB,2020,45,m,377.73879431735,Msemburi(TAG)
Albania,ALB,2020,5,m,14.254294125183,Msemburi(TAG)
Albania,ALB,2020,50,m,632.890659158126,Msemburi(TAG)
Albania,ALB,2020,55,m,1261.5050300787,Msemburi(TAG)
Albania,ALB,2020,60,m,1787.48848329795,Msemburi(TAG)
Albania,ALB,2020,65,m,2245.05132471632,Msemburi(TAG)
Albania,ALB,2020,70,m,2668.40386023426,Msemburi(TAG)
Albania,ALB,2020,75,m,3756.00650198572,Msemburi(TAG)
Albania,ALB,2020,80,m,4341.85799053075,Msemburi(TAG)
Albania,ALB,2020,85,m,4310.49854345534,Msemburi(TAG)
Albania,ALB,2020,TOT,m,22429.131805975467,Msemburi(TAG)
Albania,ALB,2020,0,t,447.584835530746,Msemburi(TAG)
Albania,ALB,2020,10,t,35.6357353129575,Msemburi(TAG)
Albania,ALB,2020,15,t,58.442605913250304,Msemburi(TAG)
Albania,ALB,2020,20,t,98.35462946376279,Msemburi(TAG)
Albania,ALB,2020,25,t,124.0123588890922,Msemburi(TAG)
Albania,ALB,2020,30,t,195.28382951500691,Msemburi(TAG)
Albania,ALB,2020,35,t,266.55530014092193,Msemburi(TAG)
Albania,ALB,2020,40,t,359.208211954612,Msemburi(TAG)
Albania,ALB,2020,45,t,565.895476769766,Msemburi(TAG)
Albania,ALB,2020,5,t,22.80687060029281,Msemburi(TAG)
Albania,ALB,2020,50,t,955.037706387262,Msemburi(TAG)
Albania,ALB,2020,55,t,1780.361336235362,Msemburi(TAG)
Albania,ALB,2020,60,t,2639.895271983894,Msemburi(TAG)
Albania,ALB,2020,65,t,3355.46083706808,Msemburi(TAG)
Albania,ALB,2020,70,t,4319.05111993045,Msemburi(TAG)
Albania,ALB,2020,75,t,6505.65983873352,Msemburi(TAG)
Albania,ALB,2020,80,t,8169.135963142389,Msemburi(TAG)
Albania,ALB,2020,85,t,10033.59763471632,Msemburi(TAG)
Albania,ALB,2020,TOT,t,39931.979562287685,Msemburi(TAG)
Albania,ALB,2021,0,f,112.608923588946,Msemburi(TAG)
Albania,ALB,2021,10,f,17.1051529502196,Msemburi(TAG)
Albania,ALB,2021,15,f,18.5305823627379,Msemburi(TAG)
Albania,ALB,2021,20,f,34.2103059004392,Msemburi(TAG)
Albania,ALB,2021,25,f,39.9120235505124,Msemburi(TAG)
Albania,ALB,2021,30,f,37.0611647254758,Msemburi(TAG)
Albania,ALB,2021,35,f,55.5917470882138,Msemburi(TAG)
Albania,ALB,2021,40,f,82.6749059260615,Msemburi(TAG)
Albania,ALB,2021,45,f,162.498953027086,Msemburi(TAG)
Albania,ALB,2021,5,f,14.254294125183,Msemburi(TAG)
Albania,ALB,2021,50,f,276.53330602855,Msemburi(TAG)
Albania,ALB,2021,55,f,411.949100217789,Msemburi(TAG)
Albania,ALB,2021,60,f,649.995812108345,Msemburi(TAG)
Albania,ALB,2021,65,f,860.959365161054,Msemburi(TAG)
Albania,ALB,2021,70,f,1391.21910661786,Msemburi(TAG)
Albania,ALB,2021,75,f,2038.36405990117,Msemburi(TAG)
Albania,ALB,2021,80,f,2830.90281326135,Msemburi(TAG)
Albania,ALB,2021,85,f,4319.05111993045,Msemburi(TAG)
Albania,ALB,2021,TOT,f,13353.422736471442,Msemburi(TAG)
Albania,ALB,2021,0,m,169.626100089678,Msemburi(TAG)
Albania,ALB,2021,10,m,17.1051529502196,Msemburi(TAG)
Albania,ALB,2021,15,m,34.2103059004392,Msemburi(TAG)
Albania,ALB,2021,20,m,55.5917470882138,Msemburi(TAG)
Albania,ALB,2021,25,m,57.0171765007321,Msemburi(TAG)
Albania,ALB,2021,30,m,61.293464738287,Msemburi(TAG)
Albania,ALB,2021,35,m,125.437788301611,Msemburi(TAG)
Albania,ALB,2021,40,m,169.626100089678,Msemburi(TAG)
Albania,ALB,2021,45,m,317.870758991581,Msemburi(TAG)
Albania,ALB,2021,5,m,4.2762882375549,Msemburi(TAG)
Albania,ALB,2021,50,m,478.944282606149,Msemburi(TAG)
Albania,ALB,2021,55,m,832.450776910688,Msemburi(TAG)
Albania,ALB,2021,60,m,1469.61772430637,Msemburi(TAG)
Albania,ALB,2021,65,m,1726.19501855966,Msemburi(TAG)
Albania,ALB,2021,70,m,2179.48157174048,Msemburi(TAG)
Albania,ALB,2021,75,m,2792.41621912335,Msemburi(TAG)
Albania,ALB,2021,80,m,3016.20863688873,Msemburi(TAG)
Albania,ALB,2021,85,m,3195.81274286603,Msemburi(TAG)
Albania,ALB,2021,TOT,m,16703.181855889452,Msemburi(TAG)
Albania,ALB,2021,0,t,282.235023678624,Msemburi(TAG)
Albania,ALB,2021,10,t,34.2103059004392,Msemburi(TAG)
Albania,ALB,2021,15,t,52.7408882631771,Msemburi(TAG)
Albania,ALB,2021,20,t,89.802052988653,Msemburi(TAG)
Albania,ALB,2021,25,t,96.929200051244493,Msemburi(TAG)
Albania,ALB,2021,30,t,98.35462946376279,Msemburi(TAG)
Albania,ALB,2021,35,t,181.0295353898248,Msemburi(TAG)
Albania,ALB,2021,40,t,252.30100601573952,Msemburi(TAG)
Albania,ALB,2021,45,t,480.369712018667,Msemburi(TAG)
Albania,ALB,2021,5,t,18.5305823627379,Msemburi(TAG)
Albania,ALB,2021,50,t,755.477588634699,Msemburi(TAG)
Albania,ALB,2021,55,t,1244.3998771284769,Msemburi(TAG)
Albania,ALB,2021,60,t,2119.613536414715,Msemburi(TAG)
Albania,ALB,2021,65,t,2587.154383720714,Msemburi(TAG)
Albania,ALB,2021,70,t,3570.70067835834,Msemburi(TAG)
Albania,ALB,2021,75,t,4830.7802790245205,Msemburi(TAG)
Albania,ALB,2021,80,t,5847.11145015008,Msemburi(TAG)
Albania,ALB,2021,85,t,7514.86386279648,Msemburi(TAG)
Albania,ALB,2021,TOT,t,30056.604592360894,Msemburi(TAG)
Andorra,AND,2020,0,f,0,Msemburi(TAG)
Andorra,AND,2020,10,f,0,Msemburi(TAG)
Andorra,AND,2020,15,f,0,Msemburi(TAG)
Andorra,AND,2020,20,f,0,Msemburi(TAG)
Andorra,AND,2020,25,f,0,Msemburi(TAG)
Andorra,AND,2020,30,f,0,Msemburi(TAG)
Andorra,AND,2020,35,f,2,Msemburi(TAG)
Andorra,AND,2020,40,f,2,Msemburi(TAG)
Andorra,AND,2020,45,f,3,Msemburi(TAG)
Andorra,AND,2020,5,f,0,Msemburi(TAG)
Andorra,AND,2020,50,f,2,Msemburi(TAG)
Andorra,AND,2020,55,f,8,Msemburi(TAG)
Andorra,AND,2020,60,f,12,Msemburi(TAG)
Andorra,AND,2020,65,f,9,Msemburi(TAG)
Andorra,AND,2020,70,f,13,Msemburi(TAG)
Andorra,AND,2020,75,f,14,Msemburi(TAG)
Andorra,AND,2020,80,f,18,Msemburi(TAG)
Andorra,AND,2020,85,f,81,Msemburi(TAG)
Andorra,AND,2020,TOT,f,164,Msemburi(TAG)
Andorra,AND,2020,0,m,1,Msemburi(TAG)
Andorra,AND,2020,10,m,0,Msemburi(TAG)
Andorra,AND,2020,15,m,1,Msemburi(TAG)
Andorra,AND,2020,20,m,1,Msemburi(TAG)
Andorra,AND,2020,25,m,0,Msemburi(TAG)
Andorra,AND,2020,30,m,0,Msemburi(TAG)
Andorra,AND,2020,35,m,3,Msemburi(TAG)
Andorra,AND,2020,40,m,7,Msemburi(TAG)
Andorra,AND,2020,45,m,4,Msemburi(TAG)
Andorra,AND,2020,5,m,2,Msemburi(TAG)
Andorra,AND,2020,50,m,11,Msemburi(TAG)
Andorra,AND,2020,55,m,15,Msemburi(TAG)
Andorra,AND,2020,60,m,23,Msemburi(TAG)
Andorra,AND,2020,65,m,33,Msemburi(TAG)
Andorra,AND,2020,70,m,28,Msemburi(TAG)
Andorra,AND,2020,75,m,33,Msemburi(TAG)
Andorra,AND,2020,80,m,23,Msemburi(TAG)
Andorra,AND,2020,85,m,72,Msemburi(TAG)
Andorra,AND,2020,TOT,m,257,Msemburi(TAG)
Andorra,AND,2020,0,t,1,Msemburi(TAG)
Andorra,AND,2020,10,t,0,Msemburi(TAG)
Andorra,AND,2020,15,t,1,Msemburi(TAG)
Andorra,AND,2020,20,t,1,Msemburi(TAG)
Andorra,AND,2020,25,t,0,Msemburi(TAG)
Andorra,AND,2020,30,t,0,Msemburi(TAG)
Andorra,AND,2020,35,t,5,Msemburi(TAG)
Andorra,AND,2020,40,t,9,Msemburi(TAG)
Andorra,AND,2020,45,t,7,Msemburi(TAG)
Andorra,AND,2020,5,t,2,Msemburi(TAG)
Andorra,AND,2020,50,t,13,Msemburi(TAG)
Andorra,AND,2020,55,t,23,Msemburi(TAG)
Andorra,AND,2020,60,t,35,Msemburi(TAG)
Andorra,AND,2020,65,t,42,Msemburi(TAG)
Andorra,AND,2020,70,t,41,Msemburi(TAG)
Andorra,AND,2020,75,t,47,Msemburi(TAG)
Andorra,AND,2020,80,t,41,Msemburi(TAG)
Andorra,AND,2020,85,t,153,Msemburi(TAG)
Andorra,AND,2020,TOT,t,421,Msemburi(TAG)
Armenia,ARM,2020,0,f,132,Msemburi(TAG)
Armenia,ARM,2020,10,f,12,Msemburi(TAG)
Armenia,ARM,2020,15,f,13,Msemburi(TAG)
Armenia,ARM,2020,20,f,24,Msemburi(TAG)
Armenia,ARM,2020,25,f,33,Msemburi(TAG)
Armenia,ARM,2020,30,f,53,Msemburi(TAG)
Armenia,ARM,2020,35,f,80,Msemburi(TAG)
Armenia,ARM,2020,40,f,131,Msemburi(TAG)
Armenia,ARM,2020,45,f,185,Msemburi(TAG)
Armenia,ARM,2020,5,f,10,Msemburi(TAG)
Armenia,ARM,2020,50,f,321,Msemburi(TAG)
Armenia,ARM,2020,55,f,700,Msemburi(TAG)
Armenia,ARM,2020,60,f,1196,Msemburi(TAG)
Armenia,ARM,2020,65,f,1533,Msemburi(TAG)
Armenia,ARM,2020,70,f,1615,Msemburi(TAG)
Armenia,ARM,2020,75,f,1619,Msemburi(TAG)
Armenia,ARM,2020,80,f,3765,Msemburi(TAG)
Armenia,ARM,2020,85,f,4750,Msemburi(TAG)
Armenia,ARM,2020,TOT,f,16172,Msemburi(TAG)
Armenia,ARM,2020,0,m,178,Msemburi(TAG)
Armenia,ARM,2020,10,m,23,Msemburi(TAG)
Armenia,ARM,2020,15,m,779,Msemburi(TAG)
Armenia,ARM,2020,20,m,514,Msemburi(TAG)
Armenia,ARM,2020,25,m,431,Msemburi(TAG)
Armenia,ARM,2020,30,m,337,Msemburi(TAG)
Armenia,ARM,2020,35,m,366,Msemburi(TAG)
Armenia,ARM,2020,40,m,415,Msemburi(TAG)
Armenia,ARM,2020,45,m,515,Msemburi(TAG)
Armenia,ARM,2020,5,m,20,Msemburi(TAG)
Armenia,ARM,2020,50,m,701,Msemburi(TAG)
Armenia,ARM,2020,55,m,1383,Msemburi(TAG)
Armenia,ARM,2020,60,m,2053,Msemburi(TAG)
Armenia,ARM,2020,65,m,2286,Msemburi(TAG)
Armenia,ARM,2020,70,m,2208,Msemburi(TAG)
Armenia,ARM,2020,75,m,1642,Msemburi(TAG)
Armenia,ARM,2020,80,m,2922,Msemburi(TAG)
Armenia,ARM,2020,85,m,2640,Msemburi(TAG)
Armenia,ARM,2020,TOT,m,19413,Msemburi(TAG)
Armenia,ARM,2020,0,t,310,Msemburi(TAG)
Armenia,ARM,2020,10,t,35,Msemburi(TAG)
Armenia,ARM,2020,15,t,792,Msemburi(TAG)
Armenia,ARM,2020,20,t,538,Msemburi(TAG)
Armenia,ARM,2020,25,t,464,Msemburi(TAG)
Armenia,ARM,2020,30,t,390,Msemburi(TAG)
Armenia,ARM,2020,35,t,446,Msemburi(TAG)
Armenia,ARM,2020,40,t,546,Msemburi(TAG)
Armenia,ARM,2020,45,t,700,Msemburi(TAG)
Armenia,ARM,2020,5,t,30,Msemburi(TAG)
Armenia,ARM,2020,50,t,1022,Msemburi(TAG)
Armenia,ARM,2020,55,t,2083,Msemburi(TAG)
Armenia,ARM,2020,60,t,3249,Msemburi(TAG)
Armenia,ARM,2020,65,t,3819,Msemburi(TAG)
Armenia,ARM,2020,70,t,3823,Msemburi(TAG)
Armenia,ARM,2020,75,t,3261,Msemburi(TAG)
Armenia,ARM,2020,80,t,6687,Msemburi(TAG)
Armenia,ARM,2020,85,t,7390,Msemburi(TAG)
Armenia,ARM,2020,TOT,t,35585,Msemburi(TAG)
Armenia,ARM,2021,0,f,74,Msemburi(TAG)
Armenia,ARM,2021,10,f,6,Msemburi(TAG)
Armenia,ARM,2021,15,f,12,Msemburi(TAG)
Armenia,ARM,2021,20,f,14,Msemburi(TAG)
Armenia,ARM,2021,25,f,19,Msemburi(TAG)
Armenia,ARM,2021,30,f,30,Msemburi(TAG)
Armenia,ARM,2021,35,f,61,Msemburi(TAG)
Armenia,ARM,2021,40,f,75,Msemburi(TAG)
Armenia,ARM,2021,45,f,137,Msemburi(TAG)
Armenia,ARM,2021,5,f,13,Msemburi(TAG)
Armenia,ARM,2021,50,f,205,Msemburi(TAG)
Armenia,ARM,2021,55,f,409,Msemburi(TAG)
Armenia,ARM,2021,60,f,768,Msemburi(TAG)
Armenia,ARM,2021,65,f,1007,Msemburi(TAG)
Armenia,ARM,2021,70,f,1207,Msemburi(TAG)
Armenia,ARM,2021,75,f,892,Msemburi(TAG)
Armenia,ARM,2021,80,f,2274,Msemburi(TAG)
Armenia,ARM,2021,85,f,2909,Msemburi(TAG)
Armenia,ARM,2021,TOT,f,10112,Msemburi(TAG)
Armenia,ARM,2021,0,m,103,Msemburi(TAG)
Armenia,ARM,2021,10,m,22,Msemburi(TAG)
Armenia,ARM,2021,15,m,374,Msemburi(TAG)
Armenia,ARM,2021,20,m,213,Msemburi(TAG)
Armenia,ARM,2021,25,m,142,Msemburi(TAG)
Armenia,ARM,2021,30,m,178,Msemburi(TAG)
Armenia,ARM,2021,35,m,171,Msemburi(TAG)
Armenia,ARM,2021,40,m,219,Msemburi(TAG)
Armenia,ARM,2021,45,m,289,Msemburi(TAG)
Armenia,ARM,2021,5,m,21,Msemburi(TAG)
Armenia,ARM,2021,50,m,440,Msemburi(TAG)
Armenia,ARM,2021,55,m,790,Msemburi(TAG)
Armenia,ARM,2021,60,m,1338,Msemburi(TAG)
Armenia,ARM,2021,65,m,1485,Msemburi(TAG)
Armenia,ARM,2021,70,m,1393,Msemburi(TAG)
Armenia,ARM,2021,75,m,982,Msemburi(TAG)
Armenia,ARM,2021,80,m,1691,Msemburi(TAG)
Armenia,ARM,2021,85,m,1604,Msemburi(TAG)
Armenia,ARM,2021,TOT,m,11455,Msemburi(TAG)
Armenia,ARM,2021,0,t,177,Msemburi(TAG)
Armenia,ARM,2021,10,t,28,Msemburi(TAG)
Armenia,ARM,2021,15,t,386,Msemburi(TAG)
Armenia,ARM,2021,20,t,227,Msemburi(TAG)
Armenia,ARM,2021,25,t,161,Msemburi(TAG)
Armenia,ARM,2021,30,t,208,Msemburi(TAG)
Armenia,ARM,2021,35,t,232,Msemburi(TAG)
Armenia,ARM,2021,40,t,294,Msemburi(TAG)
Armenia,ARM,2021,45,t,426,Msemburi(TAG)
Armenia,ARM,2021,5,t,34,Msemburi(TAG)
Armenia,ARM,2021,50,t,645,Msemburi(TAG)
Armenia,ARM,2021,55,t,1199,Msemburi(TAG)
Armenia,ARM,2021,60,t,2106,Msemburi(TAG)
Armenia,ARM,2021,65,t,2492,Msemburi(TAG)
Armenia,ARM,2021,70,t,2600,Msemburi(TAG)
Armenia,ARM,2021,75,t,1874,Msemburi(TAG)
Armenia,ARM,2021,80,t,3965,Msemburi(TAG)
Armenia,ARM,2021,85,t,4513,Msemburi(TAG)
Armenia,ARM,2021,TOT,t,21567,Msemburi(TAG)
Australia,AUS,2020,0,f,401.735131658782,Msemburi(TAG)
Australia,AUS,2020,10,f,28.5323246916749,Msemburi(TAG)
Australia,AUS,2020,15,f,43.3691335313458,Msemburi(TAG)
Australia,AUS,2020,20,f,47.9343054820138,Msemburi(TAG)
Australia,AUS,2020,25,f,77.6079231613557,Msemburi(TAG)
Australia,AUS,2020,30,f,155.215846322711,Msemburi(TAG)
Australia,AUS,2020,35,f,270.486438077078,Msemburi(TAG)
Australia,AUS,2020,40,f,432.550042325791,Msemburi(TAG)
Australia,AUS,2020,45,f,857.111033737913,Msemburi(TAG)
Australia,AUS,2020,5,f,23.9671527410069,Msemburi(TAG)
Australia,AUS,2020,50,f,1330.74762361972,Msemburi(TAG)
Australia,AUS,2020,55,f,2052.04479182526,Msemburi(TAG)
Australia,AUS,2020,60,f,3078.06718773789,Msemburi(TAG)
Australia,AUS,2020,65,f,4170.2845769352,Msemburi(TAG)
Australia,AUS,2020,70,f,6433.46857147885,Msemburi(TAG)
Australia,AUS,2020,75,f,8095.191161522,Msemburi(TAG)
Australia,AUS,2020,80,f,11668.5795059074,Msemburi(TAG)
Australia,AUS,2020,85,f,41285.1325358659,Msemburi(TAG)
Australia,AUS,2020,TOT,f,80452.0252866219,Msemburi(TAG)
Australia,AUS,2020,0,m,518.147016400816,Msemburi(TAG)
Australia,AUS,2020,10,m,34.2387896300098,Msemburi(TAG)
Australia,AUS,2020,15,m,60.4885283463507,Msemburi(TAG)
Australia,AUS,2020,20,m,67.3362862723527,Msemburi(TAG)
Australia,AUS,2020,25,m,91.3034390133596,Msemburi(TAG)
Australia,AUS,2020,30,m,166.628776199381,Msemburi(TAG)
Australia,AUS,2020,35,m,272.769024052412,Msemburi(TAG)
Australia,AUS,2020,40,m,448.528144153129,Msemburi(TAG)
Australia,AUS,2020,45,m,998.631364208621,Msemburi(TAG)
Australia,AUS,2020,5,m,31.9562036546759,Msemburi(TAG)
Australia,AUS,2020,50,m,1602.37535468446,Msemburi(TAG)
Australia,AUS,2020,55,m,2887.4712587975,Msemburi(TAG)
Australia,AUS,2020,60,m,4395.1192955056,Msemburi(TAG)
Australia,AUS,2020,65,m,6249.72040046446,Msemburi(TAG)
Australia,AUS,2020,70,m,9511.53575921674,Msemburi(TAG)
Australia,AUS,2020,75,m,11392.3866028919,Msemburi(TAG)
Australia,AUS,2020,80,m,13628.1795657316,Msemburi(TAG)
Australia,AUS,2020,85,m,29524.1082979575,Msemburi(TAG)
Australia,AUS,2020,TOT,m,81880.92410718086,Msemburi(TAG)
Australia,AUS,2020,0,t,919.882148059598,Msemburi(TAG)
Australia,AUS,2020,10,t,62.7711143216847,Msemburi(TAG)
Australia,AUS,2020,15,t,103.8576618776965,Msemburi(TAG)
Australia,AUS,2020,20,t,115.27059175436649,Msemburi(TAG)
Australia,AUS,2020,25,t,168.9113621747153,Msemburi(TAG)
Australia,AUS,2020,30,t,321.844622522092,Msemburi(TAG)
Australia,AUS,2020,35,t,543.2554621294901,Msemburi(TAG)
Australia,AUS,2020,40,t,881.0781864789201,Msemburi(TAG)
Australia,AUS,2020,45,t,1855.7423979465339,Msemburi(TAG)
Australia,AUS,2020,5,t,55.9233563956828,Msemburi(TAG)
Australia,AUS,2020,50,t,2933.12297830418,Msemburi(TAG)
Australia,AUS,2020,55,t,4939.51605062276,Msemburi(TAG)
Australia,AUS,2020,60,t,7473.18648324349,Msemburi(TAG)
Australia,AUS,2020,65,t,10420.00497739966,Msemburi(TAG)
Australia,AUS,2020,70,t,15945.00433069559,Msemburi(TAG)
Australia,AUS,2020,75,t,19487.5777644139,Msemburi(TAG)
Australia,AUS,2020,80,t,25296.759071639,Msemburi(TAG)
Australia,AUS,2020,85,t,70809.2408338234,Msemburi(TAG)
Australia,AUS,2020,TOT,t,162332.94939380276,Msemburi(TAG)
Australia,AUS,2021,0,f,419.995819461454,Msemburi(TAG)
Australia,AUS,2021,10,f,15.9781018273379,Msemburi(TAG)
Australia,AUS,2021,15,f,52.4994774326818,Msemburi(TAG)
Australia,AUS,2021,20,f,59.3472353586837,Msemburi(TAG)
Australia,AUS,2021,25,f,66.1949932846857,Msemburi(TAG)
Australia,AUS,2021,30,f,149.509381384376,Msemburi(TAG)
Australia,AUS,2021,35,f,287.605832892083,Msemburi(TAG)
Australia,AUS,2021,40,f,417.71323348612,Msemburi(TAG)
Australia,AUS,2021,45,f,802.328970329898,Msemburi(TAG)
Australia,AUS,2021,5,f,42.2278405436788,Msemburi(TAG)
Australia,AUS,2021,50,f,1234.87901265569,Msemburi(TAG)
Australia,AUS,2021,55,f,2034.92539701025,Msemburi(TAG)
Australia,AUS,2021,60,f,3059.80649993521,Msemburi(TAG)
Australia,AUS,2021,65,f,4365.44567782626,Msemburi(TAG)
Australia,AUS,2021,70,f,6694.82466565459,Msemburi(TAG)
Australia,AUS,2021,75,f,8461.5462105631,Msemburi(TAG)
Australia,AUS,2021,80,f,12353.3552985076,Msemburi(TAG)
Australia,AUS,2021,85,f,43470.7086072482,Msemburi(TAG)
Australia,AUS,2021,TOT,f,83988.8922554019,Msemburi(TAG)
Australia,AUS,2021,0,m,526.136067314485,Msemburi(TAG)
Australia,AUS,2021,10,m,35.3800826176768,Msemburi(TAG)
Australia,AUS,2021,15,m,58.2059423710167,Msemburi(TAG)
Australia,AUS,2021,20,m,84.4556810873576,Msemburi(TAG)
Australia,AUS,2021,25,m,101.575075902363,Msemburi(TAG)
Australia,AUS,2021,30,m,174.61782711305,Msemburi(TAG)
Australia,AUS,2021,35,m,291.029711855084,Msemburi(TAG)
Australia,AUS,2021,40,m,483.908226770806,Msemburi(TAG)
Australia,AUS,2021,45,m,852.545861787245,Msemburi(TAG)
Australia,AUS,2021,5,m,44.5104265190128,Msemburi(TAG)
Australia,AUS,2021,50,m,1582.97337389412,Msemburi(TAG)
Australia,AUS,2021,55,m,2656.93007528876,Msemburi(TAG)
Australia,AUS,2021,60,m,4359.73921288792,Msemburi(TAG)
Australia,AUS,2021,65,m,6379.8278010585,Msemburi(TAG)
Australia,AUS,2021,70,m,9611.96954213143,Msemburi(TAG)
Australia,AUS,2021,75,m,11661.7317479814,Msemburi(TAG)
Australia,AUS,2021,80,m,14462.4647397162,Msemburi(TAG)
Australia,AUS,2021,85,m,31328.492511459,Msemburi(TAG)
Australia,AUS,2021,TOT,m,84696.49390775543,Msemburi(TAG)
Australia,AUS,2021,0,t,946.1318867759389,Msemburi(TAG)
Australia,AUS,2021,10,t,51.3581844450147,Msemburi(TAG)
Australia,AUS,2021,15,t,110.7054198036985,Msemburi(TAG)
Australia,AUS,2021,20,t,143.8029164460413,Msemburi(TAG)
Australia,AUS,2021,25,t,167.7700691870487,Msemburi(TAG)
Australia,AUS,2021,30,t,324.127208497426,Msemburi(TAG)
Australia,AUS,2021,35,t,578.6355447471669,Msemburi(TAG)
Australia,AUS,2021,40,t,901.621460256926,Msemburi(TAG)
Australia,AUS,2021,45,t,1654.874832117143,Msemburi(TAG)
Australia,AUS,2021,5,t,86.7382670626916,Msemburi(TAG)
Australia,AUS,2021,50,t,2817.85238654981,Msemburi(TAG)
Australia,AUS,2021,55,t,4691.85547229901,Msemburi(TAG)
Australia,AUS,2021,60,t,7419.54571282313,Msemburi(TAG)
Australia,AUS,2021,65,t,10745.27347888476,Msemburi(TAG)
Australia,AUS,2021,70,t,16306.79420778602,Msemburi(TAG)
Australia,AUS,2021,75,t,20123.2779585445,Msemburi(TAG)
Australia,AUS,2021,80,t,26815.8200382238,Msemburi(TAG)
Australia,AUS,2021,85,t,74799.20111870719,Msemburi(TAG)
Australia,AUS,2021,TOT,t,168685.38616315732,Msemburi(TAG)
Austria,AUT,2020,0,f,146.894392900864,Msemburi(TAG)
Austria,AUT,2020,10,f,12.3268022014711,Msemburi(TAG)
Austria,AUT,2020,15,f,46.2255082555165,Msemburi(TAG)
Austria,AUT,2020,20,f,38.0076401212025,Msemburi(TAG)
Austria,AUT,2020,25,f,63.6884780409339,Msemburi(TAG)
Austria,AUT,2020,30,f,105.805052229293,Msemburi(TAG)
Austria,AUT,2020,35,f,163.330129169492,Msemburi(TAG)
Austria,AUT,2020,40,f,214.691805008955,Msemburi(TAG)
Austria,AUT,2020,45,f,363.640664943397,Msemburi(TAG)
Austria,AUT,2020,5,f,10.2723351678926,Msemburi(TAG)
Austria,AUT,2020,50,f,671.810719980174,Msemburi(TAG)
Austria,AUT,2020,55,f,1118.6572997835,Msemburi(TAG)
Austria,AUT,2020,60,f,1608.64768729198,Msemburi(TAG)
Austria,AUT,2020,65,f,2144.86358305597,Msemburi(TAG)
Austria,AUT,2020,70,f,3317.9642592293,Msemburi(TAG)
Austria,AUT,2020,75,f,5440.2287049159,Msemburi(TAG)
Austria,AUT,2020,80,f,7302.60307085483,Msemburi(TAG)
Austria,AUT,2020,85,f,24956.638290395,Msemburi(TAG)
Austria,AUT,2020,TOT,f,47726.296423545675,Msemburi(TAG)
Austria,AUT,2020,0,m,173.602464337384,Msemburi(TAG)
Austria,AUT,2020,10,m,26.7080714365207,Msemburi(TAG)
Austria,AUT,2020,15,m,80.124214309562,Msemburi(TAG)
Austria,AUT,2020,20,m,133.540357182603,Msemburi(TAG)
Austria,AUT,2020,25,m,137.64929124976,Msemburi(TAG)
Austria,AUT,2020,30,m,223.936906660058,Msemburi(TAG)
Austria,AUT,2020,35,m,257.835612714103,Msemburi(TAG)
Austria,AUT,2020,40,m,422.192975400384,Msemburi(TAG)
Austria,AUT,2020,45,m,631.748612825393,Msemburi(TAG)
Austria,AUT,2020,5,m,17.4629697854174,Msemburi(TAG)
Austria,AUT,2020,50,m,1302.53209928878,Msemburi(TAG)
Austria,AUT,2020,55,m,2206.49759406332,Msemburi(TAG)
Austria,AUT,2020,60,m,3021.0937728772,Msemburi(TAG)
Austria,AUT,2020,65,m,3726.80319891142,Msemburi(TAG)
Austria,AUT,2020,70,m,5231.70030100768,Msemburi(TAG)
Austria,AUT,2020,75,m,7188.58015049122,Msemburi(TAG)
Austria,AUT,2020,80,m,8058.64693921172,Msemburi(TAG)
Austria,AUT,2020,85,m,13975.5119959178,Msemburi(TAG)
Austria,AUT,2020,TOT,m,46816.167527670324,Msemburi(TAG)
