Country,iso3,sex,age,Nx,deaths
Cyprus,CYP,Male,65,27053,261.299924755455
Cyprus,CYP,Male,70,21628,400.532731376975
Cyprus,CYP,Male,75,14886,454.890744920993
Cyprus,CYP,Male,80,9967,624.640331075997
Cyprus,CYP,Male,85,5824,963.185854025583
Czechia,CZE,Female,0,271654,123.093228394358
Czechia,CZE,Female,5,269806,15.7559332344778
Czechia,CZE,Female,10,279259,22.6491540245618
Czechia,CZE,Female,15,237762,34.4661039504201
Czechia,CZE,Female,20,230205,47.2677997034333
Czechia,CZE,Female,25,310432,86.6576327896278
Czechia,CZE,Female,30,349026,141.8033991103
Czechia,CZE,Female,35,369024,233.384761035702
Czechia,CZE,Female,40,453037,415.562739059352
Czechia,CZE,Female,45,423578,651.901737576518
Czechia,CZE,Female,50,340771,890.210227747994
Czechia,CZE,Female,55,328051,1409.17127865861
Czechia,CZE,Female,60,330611,2316.12218546823
Czechia,CZE,Female,65,363790,4150.70366145774
Czechia,CZE,Female,70,342033,6845.9529903806
Czechia,CZE,Female,75,245733,8687.42768716018
Czechia,CZE,Female,80,147501,10458.9854302118
Czechia,CZE,Female,85,144187,26215.9034105167
Czechia,CZE,Male,0,287156,188.086452986579
Czechia,CZE,Male,5,285030,23.6338998517167
Czechia,CZE,Male,10,294354,24.6186456788715
Czechia,CZE,Male,15,249956,83.7033953081632
Czechia,CZE,Male,20,241192,154.605094863313
Czechia,CZE,Male,25,323510,231.415269381392
Czechia,CZE,Male,30,367890,343.676293677046
Czechia,CZE,Male,35,392270,492.37291357743
Czechia,CZE,Male,40,477370,905.966160982472
Czechia,CZE,Male,45,444369,1337.2848332763
Czechia,CZE,Male,50,353226,1935.0255503593
Czechia,CZE,Male,55,329222,3004.45951864948
Czechia,CZE,Male,60,313111,4989.70710619368
Czechia,CZE,Male,65,317105,8049.31239116384
Czechia,CZE,Male,70,270742,10978.9312269495
Czechia,CZE,Male,75,172591,10894.2430858142
Czechia,CZE,Male,80,87962,9424.01756587202
Czechia,CZE,Male,85,65466,13690.921234934
Germany,DEU,Female,0,1976336,630.76802712151
Germany,DEU,Female,5,1851880,61.1794405293171
Germany,DEU,Female,10,1832305,66.8967410342539
Germany,DEU,Female,15,1968750,147.629341635364
Germany,DEU,Female,20,2170940,171.2438146217
Germany,DEU,Female,25,2302127,242.207131445654
Germany,DEU,Female,30,2619021,870.867410068747
Germany,DEU,Female,35,2655700,1373.42527937489
Germany,DEU,Female,40,2507865,2020.71183001052
Germany,DEU,Female,45,2576014,3551.8414655927
Germany,DEU,Female,50,3328288,7299.31618318938
Germany,DEU,Female,55,3413966,12719.1557667691
Germany,DEU,Female,60,2965997,17817.0988004953
Germany,DEU,Female,65,2532358,24519.5339393052
Germany,DEU,Female,70,2042707,30850.1660864239
Germany,DEU,Female,75,2005707,52815.488332473
Germany,DEU,Female,80,1899975,94448.4402423612
Germany,DEU,Female,85,1718098,244498.146400579
Germany,DEU,Male,0,2082343,786.020828531983
Germany,DEU,Male,5,1970345,76.6841390950895
Germany,DEU,Male,10,1979340,83.0995808823091
Germany,DEU,Male,15,2150221,302.80413817867
Germany,DEU,Male,20,2382496,484.180993174135
Germany,DEU,Male,25,2521798,549.48240022138
Germany,DEU,Male,30,2822844,1822.08419149627
Germany,DEU,Male,35,2774455,2790.26916314863
Germany,DEU,Male,40,2551802,3905.17907380398
Germany,DEU,Male,45,2607670,6275.23599667875
Germany,DEU,Male,50,3352933,13714.2902170138
Germany,DEU,Male,55,3393206,24109.8020518173
Germany,DEU,Male,60,2854706,33356.4675955157
Germany,DEU,Male,65,2291081,43370.6942146787
Germany,DEU,Male,70,1791116,48123.2846708877
Germany,DEU,Male,75,1631884,70975.943452812
Germany,DEU,Male,80,1359119,101449.315903361
Germany,DEU,Male,85,898552,141334.045155673
Denmark,DNK,Female,0,150224,84.0557915021797
Denmark,DNK,Female,5,144837,6.15042376845217
Denmark,DNK,Female,10,163712,11.275776908829
Denmark,DNK,Female,15,166167,22.551553817658
Denmark,DNK,Female,20,182174,38.9526838668638
Denmark,DNK,Female,25,196885,43.0529663791652
Denmark,DNK,Female,30,174186,55.3538139160695
Denmark,DNK,Female,35,157972,73.805085221426
Denmark,DNK,Female,40,180320,136.334393534023
Denmark,DNK,Female,45,189505,225.515538176579
Denmark,DNK,Female,50,207826,423.354169395124
Denmark,DNK,Female,55,194836,708.323804000075
Denmark,DNK,Female,60,175124,1158.32980972516
Denmark,DNK,Female,65,159061,1683.16597129974
Denmark,DNK,Female,70,179646,2624.18080787293
Denmark,DNK,Female,75,125826,3584.67198637954
Denmark,DNK,Female,80,83099,4257.11831839698
Denmark,DNK,Female,85,81442,11567.9220378305
Denmark,DNK,Male,0,158372,131.209040393646
Denmark,DNK,Male,5,152596,14.3509887930551
Denmark,DNK,Male,10,173333,18.4512713053565
Denmark,DNK,Male,15,172736,33.8273307264869
