Country,Code,Year,Sex,Age,Population
Albania,ALB,2015,f,0,18752
Albania,ALB,2015,f,1,62778
Albania,ALB,2015,f,5,76159
Albania,ALB,2015,f,10,95918
Albania,ALB,2015,f,15,116716
Albania,ALB,2015,f,20,121980
Albania,ALB,2015,f,25,107119
Albania,ALB,2015,f,30,80381
Albania,ALB,2015,f,35,79569
Albania,ALB,2015,f,40,92510
Albania,ALB,2015,f,45,97670
Albania,ALB,2015,f,50,105360
Albania,ALB,2015,f,55,97847
Albania,ALB,2015,f,60,77146
Albania,ALB,2015,f,65,60128
Albania,ALB,2015,f,70,52527
Albania,ALB,2015,f,75,38632
Albania,ALB,2015,f,80,23386
Albania,ALB,2015,f,85,11212
Albania,ALB,2015,f,90,2818
Albania,ALB,2015,f,95,430
Albania,ALB,2015,f,100,30
Albania,ALB,2015,m,0,20071
Albania,ALB,2015,m,1,69437
Albania,ALB,2015,m,5,87899
Albania,ALB,2015,m,10,108608
Albania,ALB,2015,m,15,122795
Albania,ALB,2015,m,20,136171
Albania,ALB,2015,m,25,128652
Albania,ALB,2015,m,30,95215
Albania,ALB,2015,m,35,79279
Albania,ALB,2015,m,40,83065
Albania,ALB,2015,m,45,91363
Albania,ALB,2015,m,50,102318
Albania,ALB,2015,m,55,95709
Albania,ALB,2015,m,60,75057
Albania,ALB,2015,m,65,58867
Albania,ALB,2015,m,70,50410
Albania,ALB,2015,m,75,37222
Albania,ALB,2015,m,80,20360
Albania,ALB,2015,m,85,7517
Albania,ALB,2015,m,90,1257
Albania,ALB,2015,m,95,174
Albania,ALB,2015,m,100,10
Albania,ALB,2015,t,0,38823
Albania,ALB,2015,t,1,132215
Albania,ALB,2015,t,5,164058
Albania,ALB,2015,t,10,204526
Albania,ALB,2015,t,15,239511
Albania,ALB,2015,t,20,258151
Albania,ALB,2015,t,25,235771
Albania,ALB,2015,t,30,175596
Albania,ALB,2015,t,35,158848
Albania,ALB,2015,t,40,175575
Albania,ALB,2015,t,45,189033
Albania,ALB,2015,t,50,207678
Albania,ALB,2015,t,55,193556
Albania,ALB,2015,t,60,152203
Albania,ALB,2015,t,65,118995
Albania,ALB,2015,t,70,102937
Albania,ALB,2015,t,75,75854
Albania,ALB,2015,t,80,43746
Albania,ALB,2015,t,85,18729
Albania,ALB,2015,t,90,4075
Albania,ALB,2015,t,95,604
Albania,ALB,2015,t,100,40
Albania,ALB,2016,f,0,18279
Albania,ALB,2016,f,1,66197
Albania,ALB,2016,f,5,74243
Albania,ALB,2016,f,10,90510
Albania,ALB,2016,f,15,112056
Albania,ALB,2016,f,20,120816
Albania,ALB,2016,f,25,110137
Albania,ALB,2016,f,30,83117
Albania,ALB,2016,f,35,77174
Albania,ALB,2016,f,40,89500
Albania,ALB,2016,f,45,95762
Albania,ALB,2016,f,50,103950
Albania,ALB,2016,f,55,99896
Albania,ALB,2016,f,60,80557
Albania,ALB,2016,f,65,61669
Albania,ALB,2016,f,70,52767
Albania,ALB,2016,f,75,39574
Albania,ALB,2016,f,80,24051
Albania,ALB,2016,f,85,11745
Albania,ALB,2016,f,90,3366
Albania,ALB,2016,f,95,482
Albania,ALB,2016,f,100,31
Albania,ALB,2016,m,0,19669
Albania,ALB,2016,m,1,72372
Albania,ALB,2016,m,5,85411
Albania,ALB,2016,m,10,103973
Albania,ALB,2016,m,15,118800
Albania,ALB,2016,m,20,133151
Albania,ALB,2016,m,25,131285
Albania,ALB,2016,m,30,100342
Albania,ALB,2016,m,35,79850
Albania,ALB,2016,m,40,80924
Albania,ALB,2016,m,45,88546
Albania,ALB,2016,m,50,100334
Albania,ALB,2016,m,55,97492
Albania,ALB,2016,m,60,78135
Albania,ALB,2016,m,65,60072
Albania,ALB,2016,m,70,50485
Albania,ALB,2016,m,75,37994
Albania,ALB,2016,m,80,21467
Albania,ALB,2016,m,85,8383
Albania,ALB,2016,m,90,1658
Albania,ALB,2016,m,95,194
Albania,ALB,2016,m,100,11
Albania,ALB,2016,t,0,37948
Albania,ALB,2016,t,1,138569
Albania,ALB,2016,t,5,159654
Albania,ALB,2016,t,10,194483
Albania,ALB,2016,t,15,230856
Albania,ALB,2016,t,20,253967
Albania,ALB,2016,t,25,241422
Albania,ALB,2016,t,30,183459
Albania,ALB,2016,t,35,157024
Albania,ALB,2016,t,40,170424
Albania,ALB,2016,t,45,184308
Albania,ALB,2016,t,50,204284
Albania,ALB,2016,t,55,197388
Albania,ALB,2016,t,60,158692
Albania,ALB,2016,t,65,121741
Albania,ALB,2016,t,70,103252
Albania,ALB,2016,t,75,77568
Albania,ALB,2016,t,80,45518
Albania,ALB,2016,t,85,20128
Albania,ALB,2016,t,90,5024
Albania,ALB,2016,t,95,676
Albania,ALB,2016,t,100,42
Albania,ALB,2017,f,0,17449
Albania,ALB,2017,f,1,67152
Albania,ALB,2017,f,5,74189
Albania,ALB,2017,f,10,85570
Albania,ALB,2017,f,15,107425
Albania,ALB,2017,f,20,119222
Albania,ALB,2017,f,25,112545
Albania,ALB,2017,f,30,87395
Albania,ALB,2017,f,35,75440
Albania,ALB,2017,f,40,86184
Albania,ALB,2017,f,45,94615
Albania,ALB,2017,f,50,102050
Albania,ALB,2017,f,55,101662
Albania,ALB,2017,f,60,84462
Albania,ALB,2017,f,65,64022
Albania,ALB,2017,f,70,52970
Albania,ALB,2017,f,75,40869
Albania,ALB,2017,f,80,24856
Albania,ALB,2017,f,85,12087
Albania,ALB,2017,f,90,3790
Albania,ALB,2017,f,95,595
Albania,ALB,2017,f,100,32
Albania,ALB,2017,m,0,18921
Albania,ALB,2017,m,1,73000
Albania,ALB,2017,m,5,84605
Albania,ALB,2017,m,10,99101
Albania,ALB,2017,m,15,115620
Albania,ALB,2017,m,20,129442
Albania,ALB,2017,m,25,132549
Albania,ALB,2017,m,30,106540
Albania,ALB,2017,m,35,81226
Albania,ALB,2017,m,40,78940
Albania,ALB,2017,m,45,86272
Albania,ALB,2017,m,50,97682
Albania,ALB,2017,m,55,98845
Albania,ALB,2017,m,60,81654
Albania,ALB,2017,m,65,61863
Albania,ALB,2017,m,70,50543
Albania,ALB,2017,m,75,38835
Albania,ALB,2017,m,80,22590
Albania,ALB,2017,m,85,9078
Albania,ALB,2017,m,90,2030
Albania,ALB,2017,m,95,240
Albania,ALB,2017,m,100,12
Albania,ALB,2017,t,0,36370
Albania,ALB,2017,t,1,140152
Albania,ALB,2017,t,5,158794
Albania,ALB,2017,t,10,184671
Albania,ALB,2017,t,15,223045
Albania,ALB,2017,t,20,248664
Albania,ALB,2017,t,25,245094
Albania,ALB,2017,t,30,193935
Albania,ALB,2017,t,35,156666
Albania,ALB,2017,t,40,165124
Albania,ALB,2017,t,45,180887
Albania,ALB,2017,t,50,199732
Albania,ALB,2017,t,55,200507
Albania,ALB,2017,t,60,166116
Albania,ALB,2017,t,65,125885
Albania,ALB,2017,t,70,103513
Albania,ALB,2017,t,75,79704
Albania,ALB,2017,t,80,47446
Albania,ALB,2017,t,85,21165
Albania,ALB,2017,t,90,5820
Albania,ALB,2017,t,95,835
Albania,ALB,2017,t,100,44
Albania,ALB,2018,f,0,16428
Albania,ALB,2018,f,1,66548
Albania,ALB,2018,f,5,75768
Albania,ALB,2018,f,10,81098
Albania,ALB,2018,f,15,102792
Albania,ALB,2018,f,20,117097
Albania,ALB,2018,f,25,114191
Albania,ALB,2018,f,30,92510
Albania,ALB,2018,f,35,74535
Albania,ALB,2018,f,40,82715
Albania,ALB,2018,f,45,93748
Albania,ALB,2018,f,50,99832
Albania,ALB,2018,f,55,102948
Albania,ALB,2018,f,60,88519
Albania,ALB,2018,f,65,67005
Albania,ALB,2018,f,70,53329
Albania,ALB,2018,f,75,42385
Albania,ALB,2018,f,80,25810
Albania,ALB,2018,f,85,12297
Albania,ALB,2018,f,90,4084
Albania,ALB,2018,f,95,687
Albania,ALB,2018,f,100,33
Albania,ALB,2018,m,0,17977
Albania,ALB,2018,m,1,72157
Albania,ALB,2018,m,5,85325
Albania,ALB,2018,m,10,94174
Albania,ALB,2018,m,15,112858
Albania,ALB,2018,m,20,125311
Albania,ALB,2018,m,25,132480
Albania,ALB,2018,m,30,113025
Albania,ALB,2018,m,35,83442
Albania,ALB,2018,m,40,77267
Albania,ALB,2018,m,45,84325
Albania,ALB,2018,m,50,94584
Albania,ALB,2018,m,55,99595
Albania,ALB,2018,m,60,85277
Albania,ALB,2018,m,65,64152
Albania,ALB,2018,m,70,50734
Albania,ALB,2018,m,75,39746
Albania,ALB,2018,m,80,23702
Albania,ALB,2018,m,85,9591
Albania,ALB,2018,m,90,2358
Albania,ALB,2018,m,95,283
Albania,ALB,2018,m,100,13
Albania,ALB,2018,t,0,34405
Albania,ALB,2018,t,1,138705
Albania,ALB,2018,t,5,161093
Albania,ALB,2018,t,10,175272
Albania,ALB,2018,t,15,215650
Albania,ALB,2018,t,20,242408
Albania,ALB,2018,t,25,246671
Albania,ALB,2018,t,30,205535
Albania,ALB,2018,t,35,157977
Albania,ALB,2018,t,40,159982
Albania,ALB,2018,t,45,178073
Albania,ALB,2018,t,50,194416
Albania,ALB,2018,t,55,202543
Albania,ALB,2018,t,60,173796
Albania,ALB,2018,t,65,131157
Albania,ALB,2018,t,70,104063
Albania,ALB,2018,t,75,82131
Albania,ALB,2018,t,80,49512
Albania,ALB,2018,t,85,21888
Albania,ALB,2018,t,90,6442
Albania,ALB,2018,t,95,970
Albania,ALB,2018,t,100,46
Albania,ALB,2019,f,0,15476
Albania,ALB,2019,f,1,65545
Albania,ALB,2019,f,5,78089
Albania,ALB,2019,f,10,77471
Albania,ALB,2019,f,15,98105
Albania,ALB,2019,f,20,114343
Albania,ALB,2019,f,25,115008
Albania,ALB,2019,f,30,97383
Albania,ALB,2019,f,35,74741
Albania,ALB,2019,f,40,79433
Albania,ALB,2019,f,45,92427
Albania,ALB,2019,f,50,97630
Albania,ALB,2019,f,55,103515
Albania,ALB,2019,f,60,92239
Albania,ALB,2019,f,65,70372
Albania,ALB,2019,f,70,54171
Albania,ALB,2019,f,75,43854
Albania,ALB,2019,f,80,26906
Albania,ALB,2019,f,85,12536
Albania,ALB,2019,f,90,4166
Albania,ALB,2019,f,95,684
Albania,ALB,2019,f,100,34
Albania,ALB,2019,m,0,17074
Albania,ALB,2019,m,1,70958
Albania,ALB,2019,m,5,86778
Albania,ALB,2019,m,10,89882
Albania,ALB,2019,m,15,109849
Albania,ALB,2019,m,20,121178
Albania,ALB,2019,m,25,131317
Albania,ALB,2019,m,30,118634
Albania,ALB,2019,m,35,86592
Albania,ALB,2019,m,40,76185
Albania,ALB,2019,m,45,82374
Albania,ALB,2019,m,50,91430
Albania,ALB,2019,m,55,99554
Albania,ALB,2019,m,60,88545
Albania,ALB,2019,m,65,66838
Albania,ALB,2019,m,70,51313
Albania,ALB,2019,m,75,40635
Albania,ALB,2019,m,80,24746
Albania,ALB,2019,m,85,10045
Albania,ALB,2019,m,90,2551
Albania,ALB,2019,m,95,293
Albania,ALB,2019,m,100,14
Albania,ALB,2019,t,0,32549.999999999996
Albania,ALB,2019,t,1,136503
Albania,ALB,2019,t,5,164867
Albania,ALB,2019,t,10,167353
Albania,ALB,2019,t,15,207954
Albania,ALB,2019,t,20,235521
Albania,ALB,2019,t,25,246325
Albania,ALB,2019,t,30,216017
Albania,ALB,2019,t,35,161333
Albania,ALB,2019,t,40,155618
Albania,ALB,2019,t,45,174801
Albania,ALB,2019,t,50,189060
Albania,ALB,2019,t,55,203069
Albania,ALB,2019,t,60,180784
Albania,ALB,2019,t,65,137210
Albania,ALB,2019,t,70,105484
Albania,ALB,2019,t,75,84489
Albania,ALB,2019,t,80,51652
Albania,ALB,2019,t,85,22581
Albania,ALB,2019,t,90,6717
Albania,ALB,2019,t,95,977
Albania,ALB,2019,t,100,48
Albania,ALB,2020,f,0,14786
Albania,ALB,2020,f,1,64928
Albania,ALB,2020,f,5,79822
Albania,ALB,2020,f,10,75224
Albania,ALB,2020,f,15,93379
Albania,ALB,2020,f,20,110982
Albania,ALB,2020,f,25,115006
Albania,ALB,2020,f,30,101291
Albania,ALB,2020,f,35,76191
Albania,ALB,2020,f,40,76614
Albania,ALB,2020,f,45,90245
Albania,ALB,2020,f,50,95681
Albania,ALB,2020,f,55,103252
Albania,ALB,2020,f,60,95295
Albania,ALB,2020,f,65,73946
Albania,ALB,2020,f,70,55690
Albania,ALB,2020,f,75,45107
Albania,ALB,2020,f,80,28149
Albania,ALB,2020,f,85,12885
Albania,ALB,2020,f,90,4043
Albania,ALB,2020,f,95,534
Albania,ALB,2020,f,100,36
Albania,ALB,2020,m,0,16388
Albania,ALB,2020,m,1,70176
Albania,ALB,2020,m,5,87732
Albania,ALB,2020,m,10,86957
Albania,ALB,2020,m,15,106218
Albania,ALB,2020,m,20,117374
Albania,ALB,2020,m,25,129317
Albania,ALB,2020,m,30,122633
Albania,ALB,2020,m,35,90658
Albania,ALB,2020,m,40,75896
Albania,ALB,2020,m,45,80264
Albania,ALB,2020,m,50,88504
Albania,ALB,2020,m,55,98654
Albania,ALB,2020,m,60,91164
Albania,ALB,2020,m,65,69837
Albania,ALB,2020,m,70,52442
Albania,ALB,2020,m,75,41429
Albania,ALB,2020,m,80,25727
Albania,ALB,2020,m,85,10503
Albania,ALB,2020,m,90,2584
Albania,ALB,2020,m,95,242
Albania,ALB,2020,m,100,15
Albania,ALB,2020,t,0,31174
Albania,ALB,2020,t,1,135104
Albania,ALB,2020,t,5,167554
Albania,ALB,2020,t,10,162181
Albania,ALB,2020,t,15,199597
Albania,ALB,2020,t,20,228356
Albania,ALB,2020,t,25,244323
Albania,ALB,2020,t,30,223924
Albania,ALB,2020,t,35,166849
Albania,ALB,2020,t,40,152510
Albania,ALB,2020,t,45,170509
Albania,ALB,2020,t,50,184185
Albania,ALB,2020,t,55,201906
Albania,ALB,2020,t,60,186459
Albania,ALB,2020,t,65,143783
Albania,ALB,2020,t,70,108132
Albania,ALB,2020,t,75,86536
Albania,ALB,2020,t,80,53876
Albania,ALB,2020,t,85,23388
Albania,ALB,2020,t,90,6627
Albania,ALB,2020,t,95,776
Albania,ALB,2020,t,100,51
Albania,ALB,2021,f,0,14463
Albania,ALB,2021,f,1,63018
Albania,ALB,2021,f,5,80861
Albania,ALB,2021,f,10,74258
Albania,ALB,2021,f,15,88185
Albania,ALB,2021,f,20,107018
Albania,ALB,2021,f,25,114554
Albania,ALB,2021,f,30,104781
Albania,ALB,2021,f,35,79242
Albania,ALB,2021,f,40,74529
Albania,ALB,2021,f,45,87612
Albania,ALB,2021,f,50,94193
Albania,ALB,2021,f,55,102275
Albania,ALB,2021,f,60,97671
Albania,ALB,2021,f,65,77494
Albania,ALB,2021,f,70,57310
Albania,ALB,2021,f,75,45361
Albania,ALB,2021,f,80,29158
Albania,ALB,2021,f,85,13693
Albania,ALB,2021,f,90,4542
Albania,ALB,2021,f,95,667
Albania,ALB,2021,f,100,38
Albania,ALB,2021,m,0,16006
Albania,ALB,2021,m,1,68536
Albania,ALB,2021,m,5,88154
Albania,ALB,2021,m,10,85268
Albania,ALB,2021,m,15,101622
Albania,ALB,2021,m,20,113810
Albania,ALB,2021,m,25,126762
Albania,ALB,2021,m,30,125538
Albania,ALB,2021,m,35,95938
Albania,ALB,2021,m,40,76599
Albania,ALB,2021,m,45,78289
Albania,ALB,2021,m,50,85914
Albania,ALB,2021,m,55,96933
Albania,ALB,2021,m,60,93062
Albania,ALB,2021,m,65,72873
Albania,ALB,2021,m,70,53679
Albania,ALB,2021,m,75,41551
Albania,ALB,2021,m,80,26552
Albania,ALB,2021,m,85,11497
Albania,ALB,2021,m,90,3074
Albania,ALB,2021,m,95,338
Albania,ALB,2021,m,100,16
Albania,ALB,2021,t,0,30469
Albania,ALB,2021,t,1,131554
Albania,ALB,2021,t,5,169015
Albania,ALB,2021,t,10,159526
Albania,ALB,2021,t,15,189807
Albania,ALB,2021,t,20,220828
Albania,ALB,2021,t,25,241316
Albania,ALB,2021,t,30,230319
Albania,ALB,2021,t,35,175180
Albania,ALB,2021,t,40,151128
Albania,ALB,2021,t,45,165901
Albania,ALB,2021,t,50,180107
Albania,ALB,2021,t,55,199208
Albania,ALB,2021,t,60,190733
Albania,ALB,2021,t,65,150367
Albania,ALB,2021,t,70,110989
Albania,ALB,2021,t,75,86912
Albania,ALB,2021,t,80,55710
Albania,ALB,2021,t,85,25190
Albania,ALB,2021,t,90,7616
Albania,ALB,2021,t,95,1005
Albania,ALB,2021,t,100,54
Armenia,ARM,2015,f,0,19771
Armenia,ARM,2015,f,1,80843
Armenia,ARM,2015,f,5,92815
Armenia,ARM,2015,f,10,80307
Armenia,ARM,2015,f,15,85404
Armenia,ARM,2015,f,20,122949
Armenia,ARM,2015,f,25,142384
Armenia,ARM,2015,f,30,129576
Armenia,ARM,2015,f,35,104833
Armenia,ARM,2015,f,40,90254
Armenia,ARM,2015,f,45,94300
Armenia,ARM,2015,f,50,116721
Armenia,ARM,2015,f,55,116963
Armenia,ARM,2015,f,60,81469
Armenia,ARM,2015,f,65,56197
Armenia,ARM,2015,f,70,32139
Armenia,ARM,2015,f,75,54490
Armenia,ARM,2015,f,80,25925
Armenia,ARM,2015,f,85,16760
Armenia,ARM,2015,f,90,4588
Armenia,ARM,2015,f,95,1179
Armenia,ARM,2015,f,100,359
Armenia,ARM,2015,m,0,22477
Armenia,ARM,2015,m,1,91652
Armenia,ARM,2015,m,5,106302
Armenia,ARM,2015,m,10,93286
Armenia,ARM,2015,m,15,96691
Armenia,ARM,2015,m,20,114919
Armenia,ARM,2015,m,25,129253
Armenia,ARM,2015,m,30,110736
Armenia,ARM,2015,m,35,89105
Armenia,ARM,2015,m,40,75500
Armenia,ARM,2015,m,45,73578
Armenia,ARM,2015,m,50,90720
Armenia,ARM,2015,m,55,92163
Armenia,ARM,2015,m,60,62364
Armenia,ARM,2015,m,65,41189
Armenia,ARM,2015,m,70,21959
Armenia,ARM,2015,m,75,34958
Armenia,ARM,2015,m,80,16769
Armenia,ARM,2015,m,85,9522
Armenia,ARM,2015,m,90,1790
Armenia,ARM,2015,m,95,300
Armenia,ARM,2015,m,100,100
Armenia,ARM,2015,t,0,42248
Armenia,ARM,2015,t,1,172495
Armenia,ARM,2015,t,5,199117
Armenia,ARM,2015,t,10,173593
Armenia,ARM,2015,t,15,182095
Armenia,ARM,2015,t,20,237868
Armenia,ARM,2015,t,25,271637
Armenia,ARM,2015,t,30,240312
Armenia,ARM,2015,t,35,193938
Armenia,ARM,2015,t,40,165754
Armenia,ARM,2015,t,45,167878
Armenia,ARM,2015,t,50,207441
Armenia,ARM,2015,t,55,209126
Armenia,ARM,2015,t,60,143833
Armenia,ARM,2015,t,65,97386
Armenia,ARM,2015,t,70,54098
Armenia,ARM,2015,t,75,89448
Armenia,ARM,2015,t,80,42694
Armenia,ARM,2015,t,85,26282
Armenia,ARM,2015,t,90,6378
Armenia,ARM,2015,t,95,1479
Armenia,ARM,2015,t,100,459
Armenia,ARM,2016,f,0,19619
Armenia,ARM,2016,f,1,80615
Armenia,ARM,2016,f,5,95425
Armenia,ARM,2016,f,10,81903
Armenia,ARM,2016,f,15,81121
Armenia,ARM,2016,f,20,115343
Armenia,ARM,2016,f,25,140916
Armenia,ARM,2016,f,30,133672
Armenia,ARM,2016,f,35,109376
Armenia,ARM,2016,f,40,91676
Armenia,ARM,2016,f,45,91281
Armenia,ARM,2016,f,50,112608
Armenia,ARM,2016,f,55,119455
Armenia,ARM,2016,f,60,87750
Armenia,ARM,2016,f,65,60380
Armenia,ARM,2016,f,70,32017
Armenia,ARM,2016,f,75,49925
Armenia,ARM,2016,f,80,28865
Armenia,ARM,2016,f,85,16185
Armenia,ARM,2016,f,90,5507
Armenia,ARM,2016,f,95,1155
Armenia,ARM,2016,f,100,339
Armenia,ARM,2016,m,0,22156
Armenia,ARM,2016,m,1,91444
Armenia,ARM,2016,m,5,108979
Armenia,ARM,2016,m,10,94743
Armenia,ARM,2016,m,15,93908
Armenia,ARM,2016,m,20,110191
Armenia,ARM,2016,m,25,128328
Armenia,ARM,2016,m,30,115116
Armenia,ARM,2016,m,35,92677
Armenia,ARM,2016,m,40,77058
Armenia,ARM,2016,m,45,71637
Armenia,ARM,2016,m,50,86723
Armenia,ARM,2016,m,55,93184
Armenia,ARM,2016,m,60,66900
Armenia,ARM,2016,m,65,43968
Armenia,ARM,2016,m,70,21984
Armenia,ARM,2016,m,75,31441
Armenia,ARM,2016,m,80,18376
Armenia,ARM,2016,m,85,9378
Armenia,ARM,2016,m,90,2424
Armenia,ARM,2016,m,95,307
Armenia,ARM,2016,m,100,92
Armenia,ARM,2016,t,0,41775
Armenia,ARM,2016,t,1,172059
Armenia,ARM,2016,t,5,204404
Armenia,ARM,2016,t,10,176646
Armenia,ARM,2016,t,15,175029
Armenia,ARM,2016,t,20,225534
Armenia,ARM,2016,t,25,269244
Armenia,ARM,2016,t,30,248788
Armenia,ARM,2016,t,35,202053
Armenia,ARM,2016,t,40,168734
Armenia,ARM,2016,t,45,162918
Armenia,ARM,2016,t,50,199331
Armenia,ARM,2016,t,55,212639
Armenia,ARM,2016,t,60,154650
Armenia,ARM,2016,t,65,104348
Armenia,ARM,2016,t,70,54001
Armenia,ARM,2016,t,75,81366
Armenia,ARM,2016,t,80,47241
Armenia,ARM,2016,t,85,25563
Armenia,ARM,2016,t,90,7931
Armenia,ARM,2016,t,95,1462
Armenia,ARM,2016,t,100,431
Armenia,ARM,2017,f,0,19418
Armenia,ARM,2017,f,1,80434
Armenia,ARM,2017,f,5,97466
Armenia,ARM,2017,f,10,84186
Armenia,ARM,2017,f,15,78720
Armenia,ARM,2017,f,20,106607
Armenia,ARM,2017,f,25,137953
Armenia,ARM,2017,f,30,137182
Armenia,ARM,2017,f,35,114245
Armenia,ARM,2017,f,40,93768
Armenia,ARM,2017,f,45,89399
Armenia,ARM,2017,f,50,107474
Armenia,ARM,2017,f,55,120144
Armenia,ARM,2017,f,60,94972
Armenia,ARM,2017,f,65,63848
Armenia,ARM,2017,f,70,35288
Armenia,ARM,2017,f,75,42424
Armenia,ARM,2017,f,80,33283
Armenia,ARM,2017,f,85,14793
Armenia,ARM,2017,f,90,6300
Armenia,ARM,2017,f,95,1221
Armenia,ARM,2017,f,100,302
Armenia,ARM,2017,m,0,21751
Armenia,ARM,2017,m,1,90980
Armenia,ARM,2017,m,5,111068
Armenia,ARM,2017,m,10,97053
Armenia,ARM,2017,m,15,91850
Armenia,ARM,2017,m,20,105349
Armenia,ARM,2017,m,25,125439
Armenia,ARM,2017,m,30,119481
Armenia,ARM,2017,m,35,96386
Armenia,ARM,2017,m,40,78929
Armenia,ARM,2017,m,45,70900
Armenia,ARM,2017,m,50,82080
Armenia,ARM,2017,m,55,92654
Armenia,ARM,2017,m,60,72141
Armenia,ARM,2017,m,65,46167
Armenia,ARM,2017,m,70,24196
Armenia,ARM,2017,m,75,26214
Armenia,ARM,2017,m,80,20588
Armenia,ARM,2017,m,85,8698
Armenia,ARM,2017,m,90,2998
Armenia,ARM,2017,m,95,360
Armenia,ARM,2017,m,100,80
Armenia,ARM,2017,t,0,41169
Armenia,ARM,2017,t,1,171414
Armenia,ARM,2017,t,5,208534
Armenia,ARM,2017,t,10,181239
Armenia,ARM,2017,t,15,170570
Armenia,ARM,2017,t,20,211956
Armenia,ARM,2017,t,25,263392
Armenia,ARM,2017,t,30,256663
Armenia,ARM,2017,t,35,210631
Armenia,ARM,2017,t,40,172697
Armenia,ARM,2017,t,45,160299
Armenia,ARM,2017,t,50,189554
Armenia,ARM,2017,t,55,212798
Armenia,ARM,2017,t,60,167113
Armenia,ARM,2017,t,65,110015
Armenia,ARM,2017,t,70,59484
Armenia,ARM,2017,t,75,68638
Armenia,ARM,2017,t,80,53871
Armenia,ARM,2017,t,85,23491
Armenia,ARM,2017,t,90,9298
Armenia,ARM,2017,t,95,1581
Armenia,ARM,2017,t,100,382
Armenia,ARM,2018,f,0,19165
Armenia,ARM,2018,f,1,80161
Armenia,ARM,2018,f,5,98836
Armenia,ARM,2018,f,10,86960
Armenia,ARM,2018,f,15,77951
Armenia,ARM,2018,f,20,97622
Armenia,ARM,2018,f,25,133573
Armenia,ARM,2018,f,30,139803
Armenia,ARM,2018,f,35,119221
Armenia,ARM,2018,f,40,96509
Armenia,ARM,2018,f,45,88569
Armenia,ARM,2018,f,50,101932
Armenia,ARM,2018,f,55,119240
Armenia,ARM,2018,f,60,102311
Armenia,ARM,2018,f,65,67190
Armenia,ARM,2018,f,70,40550
Armenia,ARM,2018,f,75,34332
Armenia,ARM,2018,f,80,37489
Armenia,ARM,2018,f,85,13434
Armenia,ARM,2018,f,90,6757
Armenia,ARM,2018,f,95,1280
Armenia,ARM,2018,f,100,256
Armenia,ARM,2018,m,0,21280
Armenia,ARM,2018,m,1,90233
Armenia,ARM,2018,m,5,112449
Armenia,ARM,2018,m,10,99975
Armenia,ARM,2018,m,15,90655
Armenia,ARM,2018,m,20,100657
Armenia,ARM,2018,m,25,121101
Armenia,ARM,2018,m,30,123267
Armenia,ARM,2018,m,35,100219
Armenia,ARM,2018,m,40,81146
Armenia,ARM,2018,m,45,71143
Armenia,ARM,2018,m,50,77342
Armenia,ARM,2018,m,55,90872
Armenia,ARM,2018,m,60,77375
Armenia,ARM,2018,m,65,48260
Armenia,ARM,2018,m,70,27601
Armenia,ARM,2018,m,75,20871
Armenia,ARM,2018,m,80,22378
Armenia,ARM,2018,m,85,7944
Armenia,ARM,2018,m,90,3359
Armenia,ARM,2018,m,95,408
Armenia,ARM,2018,m,100,65
Armenia,ARM,2018,t,0,40445
Armenia,ARM,2018,t,1,170394
Armenia,ARM,2018,t,5,211285
Armenia,ARM,2018,t,10,186935
Armenia,ARM,2018,t,15,168606
Armenia,ARM,2018,t,20,198279
Armenia,ARM,2018,t,25,254674
Armenia,ARM,2018,t,30,263070
Armenia,ARM,2018,t,35,219440
Armenia,ARM,2018,t,40,177655
Armenia,ARM,2018,t,45,159712
Armenia,ARM,2018,t,50,179274
Armenia,ARM,2018,t,55,210112
Armenia,ARM,2018,t,60,179686
Armenia,ARM,2018,t,65,115450
Armenia,ARM,2018,t,70,68151
Armenia,ARM,2018,t,75,55203
Armenia,ARM,2018,t,80,59867
Armenia,ARM,2018,t,85,21378
Armenia,ARM,2018,t,90,10116
Armenia,ARM,2018,t,95,1688
Armenia,ARM,2018,t,100,321
Armenia,ARM,2019,f,0,18852
Armenia,ARM,2019,f,1,79615
Armenia,ARM,2019,f,5,99661
Armenia,ARM,2019,f,10,89875
Armenia,ARM,2019,f,15,78260
Armenia,ARM,2019,f,20,89665
Armenia,ARM,2019,f,25,127919
Armenia,ARM,2019,f,30,141146
Armenia,ARM,2019,f,35,124033
Armenia,ARM,2019,f,40,99889
Armenia,ARM,2019,f,45,88562
Armenia,ARM,2019,f,50,96867
Armenia,ARM,2019,f,55,117138
Armenia,ARM,2019,f,60,108535
Armenia,ARM,2019,f,65,71339
Armenia,ARM,2019,f,70,45948
Armenia,ARM,2019,f,75,28566
Armenia,ARM,2019,f,80,39380
Armenia,ARM,2019,f,85,13062
Armenia,ARM,2019,f,90,6698
Armenia,ARM,2019,f,95,1238
Armenia,ARM,2019,f,100,211
Armenia,ARM,2019,m,0,20771
Armenia,ARM,2019,m,1,89142
Armenia,ARM,2019,m,5,113226
Armenia,ARM,2019,m,10,103060
Armenia,ARM,2019,m,15,90443
Armenia,ARM,2019,m,20,96431
Armenia,ARM,2019,m,25,116173
Armenia,ARM,2019,m,30,125674
Armenia,ARM,2019,m,35,104209
Armenia,ARM,2019,m,40,83797
Armenia,ARM,2019,m,45,71963
Armenia,ARM,2019,m,50,73287
Armenia,ARM,2019,m,55,88300
Armenia,ARM,2019,m,60,81582
