Country,iso3,sex,age,Nx,Dxhat_WM,Dxhat_spinoff,Dx_observed
Dominican Republic,DOM,Male,80,42550,4471.39748025186,4542.875070573593,NA
Dominican Republic,DOM,Male,85,37140,7498.89294278881,3408.206876833651,NA
Algeria,DZA,Female,0,2467456,9627.94579265028,6763.441214458647,NA
Algeria,DZA,Female,5,2269335,664.345924168119,572.9080906519015,NA
Algeria,DZA,Female,10,1872109,542.692791721746,402.40244397407116,NA
Algeria,DZA,Female,15,1425863,588.295927091358,423.4892159264149,NA
Algeria,DZA,Female,20,1468812,779.914454263921,548.7477072548977,NA
Algeria,DZA,Female,25,1761867,1101.57790149842,844.8173129687896,NA
Algeria,DZA,Female,30,1850199,1592.41445815994,1176.7762257105512,NA
Algeria,DZA,Female,35,1764741,2153.78164232413,1633.5510853885485,NA
Algeria,DZA,Female,40,1502809,2648.29429778309,1917.2011959259412,NA
Algeria,DZA,Female,45,1220495,3138.10955336506,2285.8486771249536,NA
Algeria,DZA,Female,50,1035144,3879.22001874635,2812.4706039044286,NA
Algeria,DZA,Female,55,870269,4677.86322647397,3592.774842327333,NA
Algeria,DZA,Female,60,684035,6114.494884665,4783.415022164178,NA
Algeria,DZA,Female,65,560160,7511.9378924824,6581.934083190769,NA
Algeria,DZA,Female,70,364221,8152.0425100818,8240.415907983624,NA
Algeria,DZA,Female,75,272083,12441.413300855,13449.313704439672,NA
Algeria,DZA,Female,80,185844,17382.8461806061,19531.483015801743,NA
Algeria,DZA,Female,85,121793,25974.3383067536,18953.19054624108,NA
Algeria,DZA,Male,0,2574062,11029.1837845793,10312.057665948281,NA
Algeria,DZA,Male,5,2366637,690.125298549473,835.2333973214011,NA
Algeria,DZA,Male,10,1949293,657.068334874857,639.5409642479746,NA
Algeria,DZA,Male,15,1484482,942.732612797824,792.7990023781219,NA
Algeria,DZA,Male,20,1531025,1595.49700332504,1235.358449536262,NA
Algeria,DZA,Male,25,1812011,1918.81411156564,1676.6372706656202,NA
Algeria,DZA,Male,30,1877520,2202.43065015487,1884.1320999412453,NA
Algeria,DZA,Male,35,1782775,2581.84033643273,2209.102876904718,NA
Algeria,DZA,Male,40,1511220,2917.44319546807,2452.043745881415,NA
Algeria,DZA,Male,45,1214095,3490.63264074402,2941.8037777892455,NA
Algeria,DZA,Male,50,1026740,4822.32629309586,3940.8837767780883,NA
Algeria,DZA,Male,55,867903,6339.46682479785,5369.520828541511,NA
Algeria,DZA,Male,60,703307,8852.18982468167,7564.207804476781,NA
Algeria,DZA,Male,65,583040,10737.3966327501,10234.048698049772,NA
Algeria,DZA,Male,70,359717,10169.6927024727,11413.685773182278,NA
Algeria,DZA,Male,75,241813,12643.387829808,15434.523372253761,NA
Algeria,DZA,Male,80,157783,15025.538226977,19837.831047063097,NA
Algeria,DZA,Male,85,110385,34185.0941446413,18787.176143049717,NA
Ecuador,ECU,Female,0,814607,1547.47349344721,1809.3495346937952,1390.73406171001
Ecuador,ECU,Female,5,787672,170.514971498333,273.3489395635466,165.087136821692
Ecuador,ECU,Female,10,760867,234.776066522763,304.7713360978593,185.097698860685
Ecuador,ECU,Female,15,765542,362.918020039937,590.6281089827602,336.177442255082
Ecuador,ECU,Female,20,770693,413.281254560415,838.1489554629876,412.217578003255
Ecuador,ECU,Female,25,727724,449.442329668108,904.5245721428103,477.251904629982
Ecuador,ECU,Female,30,679034,612.674297959353,1024.8259208876989,569.30049000935
Ecuador,ECU,Female,35,615341,804.727105387777,1209.5587323887628,788.416144336323
Ecuador,ECU,Female,40,554097,983.826556745052,1511.4425757887639,1017.53707968279
Ecuador,ECU,Female,45,501771,1431.18859804448,1896.8204494730956,1375.72614018077
Ecuador,ECU,Female,50,440121,2059.63827882304,2566.2467604570033,1826.96431416006
Ecuador,ECU,Female,55,372034,2731.39297534111,3100.0378187437263,2668.40844789971
Ecuador,ECU,Female,60,310214,3547.25589458765,3949.8157654311103,3567.88321155245
Ecuador,ECU,Female,65,253078,4742.5320873656,4101.405170892875,4396.32047996675
Ecuador,ECU,Female,70,173174,4359.68399399182,4453.614725323802,4776.52115870762
Ecuador,ECU,Female,75,130493,5030.61632841459,5286.817739724561,5094.68909512761
Ecuador,ECU,Female,80,84427,5558.85565275624,5145.109480315449,5544.92674100495
Ecuador,ECU,Female,85,78344,12621.2134614928,4723.375975435983,12934.8273020051
Ecuador,ECU,Male,0,852480,2079.82845958237,2793.678265952177,1764.93157183918
Ecuador,ECU,Male,5,822971,203.571819459031,357.15463918053706,217.114598123074
Ecuador,ECU,Male,10,794178,286.449957169479,558.9946557221131,251.132553589362
Ecuador,ECU,Male,15,795398,642.740021992702,1322.8581527774388,657.346962980919
Ecuador,ECU,Male,20,795841,1169.77982067618,2194.3453717562497,1265.6680489663
Ecuador,ECU,Male,25,741930,1134.29813341404,2490.4595084586344,1369.72297156907
Ecuador,ECU,Male,30,684119,1312.4672384238,2296.3385797254823,1478.78053468158
Ecuador,ECU,Male,35,614345,1660.58877339682,2115.6000551721936,1606.84813173114
Ecuador,ECU,Male,40,544919,1802.59123192404,2369.616189594165,1984.04722616615
Ecuador,ECU,Male,45,487453,2441.5842876588,2738.7565570412003,2373.25265782457
Ecuador,ECU,Male,50,424183,3490.92884108959,3536.1980810185705,3251.71633133636
Ecuador,ECU,Male,55,354801,4819.39417629747,4125.46284776535,4688.47468573605
Ecuador,ECU,Male,60,291420,5925.66084974541,4916.164870231456,6097.21825328116
Ecuador,ECU,Male,65,233026,7579.06992813095,5619.567325821417,7015.70305087094
Ecuador,ECU,Male,70,154896,6901.94801046958,5955.971798877239,7327.86781867923
Ecuador,ECU,Male,75,111561,7345.04178486242,6840.09958298544,7392.90214530595
Ecuador,ECU,Male,80,67833,7173.47232884178,6532.135097584101,7145.7717041243905
Ecuador,ECU,Male,85,52473,11891.0076606739,5785.091327733595,12152.4143262804
Egypt,EGY,Female,0,6168603,19582.9586480765,20040.308443439906,NA
Egypt,EGY,Female,5,5976526,2188.16256420708,1611.5281265764588,NA
Egypt,EGY,Female,10,4698341,1395.74552303258,1021.0331084880706,NA
Egypt,EGY,Female,15,4225351,2261.01652030311,1165.6746958992942,NA
Egypt,EGY,Female,20,4105318,2239.15623950099,1751.5484699103329,NA
Egypt,EGY,Female,25,3998228,2496.91599006071,2419.908485930114,NA
Egypt,EGY,Female,30,3999180,3552.87240286186,3511.5283059814174,NA
Egypt,EGY,Female,35,3512046,4460.354870509,3838.6183921489055,NA
Egypt,EGY,Female,40,2979326,5895.08001216951,4740.266778601159,NA
Egypt,EGY,Female,45,2481363,7872.99064538547,8702.2260233098,NA
Egypt,EGY,Female,50,2143707,13597.3571535988,14035.546865933515,NA
Egypt,EGY,Female,55,1828446,21621.7800702972,17596.624572255383,NA
Egypt,EGY,Female,60,1509506,29932.4134149545,25562.282531018605,NA
Egypt,EGY,Female,65,1120879,39242.1598978712,31101.07321440355,NA
Egypt,EGY,Female,70,907746,41017.9703711964,42776.23685843979,NA
Egypt,EGY,Female,75,500344,32831.1666388158,39290.71604057556,NA
Egypt,EGY,Female,80,291316,33338.4953789019,38951.672711909516,NA
Egypt,EGY,Female,85,185315,40786.8762596924,28264.358881586242,NA
Egypt,EGY,Male,0,6528609,23433.5886214758,22335.152183013914,NA
Egypt,EGY,Male,5,6354802,2330.70843217551,2409.1793939556,NA
Egypt,EGY,Male,10,4985998,2183.01445947015,1673.459005607883,NA
Egypt,EGY,Male,15,4475741,4112.56923980664,2508.96936773607,NA
Egypt,EGY,Male,20,4311277,4647.61236568489,3752.2705778245813,NA
Egypt,EGY,Male,25,4096307,4913.94233499752,4377.092984671777,NA
Egypt,EGY,Male,30,4065995,6459.96225322771,5633.399720170643,NA
Egypt,EGY,Male,35,3621128,7674.88099419021,6176.2155082435465,NA
Egypt,EGY,Male,40,3061179,9556.78778049286,8463.440080809884,NA
Egypt,EGY,Male,45,2426734,13095.0487667807,14790.123477211802,NA
Egypt,EGY,Male,50,2069528,22630.5902198633,24907.89645464516,NA
Egypt,EGY,Male,55,1803211,34882.7848654699,30183.682924495,NA
Egypt,EGY,Male,60,1451809,44209.107176921,38169.811437849545,NA
Egypt,EGY,Male,65,1040463,50142.0364853214,43697.50149161616,NA
Egypt,EGY,Male,70,757873,44919.2109844953,49942.578157948614,NA
Egypt,EGY,Male,75,365017,34749.3442750073,38648.595210750274,NA
Egypt,EGY,Male,80,192660,28092.3997624112,33814.353325879296,NA
Egypt,EGY,Male,85,94531,23842.4302804395,20945.781552503126,NA
Eritrea,ERI,Female,0,242285,1499.28533551888,1418.9643723867568,NA
Eritrea,ERI,Female,5,233034,137.244160682759,120.48514751425489,NA
Eritrea,ERI,Female,10,238269,132.567519601329,92.88277089868292,NA
Eritrea,ERI,Female,15,183464,176.647195172934,111.25659247233042,NA
Eritrea,ERI,Female,20,141929,200.366484814097,145.013875465146,NA
Eritrea,ERI,Female,25,142606,284.571525535716,228.09309512947647,NA
Eritrea,ERI,Female,30,134002,353.035929120307,301.33835335629163,NA
Eritrea,ERI,Female,35,95692,378.865947092812,294.2572698211802,NA
Eritrea,ERI,Female,40,72384,447.722316524388,301.93355613952986,NA
Eritrea,ERI,Female,45,71520,598.610499133413,378.65340233357944,NA
Eritrea,ERI,Female,50,45583,534.398104843579,356.0069938371888,NA
Eritrea,ERI,Female,55,43035,743.694310270402,546.6903454992641,NA
Eritrea,ERI,Female,60,35423,880.687616186316,737.2489897185559,NA
Eritrea,ERI,Female,65,32944,1183.20280203874,1152.3415359429846,NA
Eritrea,ERI,Female,70,26225,1414.53164002243,1534.4891867198096,NA
Eritrea,ERI,Female,75,16890,1409.40264001066,1689.995422896936,NA
Eritrea,ERI,Female,80,8792,1154.38161899965,1533.1046296351178,NA
Eritrea,ERI,Female,85,4802,1144.73857296803,1050.5214216293266,NA
Eritrea,ERI,Male,0,252785,1980.58762987397,2178.2026131628386,NA
Eritrea,ERI,Male,5,243666,162.688303241542,212.54479279657545,NA
Eritrea,ERI,Male,10,248424,203.505457604379,160.87166151385085,NA
Eritrea,ERI,Male,15,190468,326.646154845295,270.5839583796644,NA
Eritrea,ERI,Male,20,143318,401.639656088144,298.11151776792775,NA
Eritrea,ERI,Male,25,144383,478.943714646728,384.31731847928927,NA
Eritrea,ERI,Male,30,135279,543.856354082282,446.3311619434785,NA
Eritrea,ERI,Male,35,95791,540.063111312071,386.59124345713553,NA
Eritrea,ERI,Male,40,68861,634.883363665449,471.82649434926134,NA
Eritrea,ERI,Male,45,68077,888.33286784082,615.5591172476533,NA
Eritrea,ERI,Male,50,42518,830.97582222023,601.2380041639951,NA
Eritrea,ERI,Male,55,40814,1185.75015861368,898.8694211321393,NA
Eritrea,ERI,Male,60,32998,1372.58162595065,1096.4455917508374,NA
Eritrea,ERI,Male,65,26962,1583.38239916527,1389.860526767062,NA
Eritrea,ERI,Male,70,20998,1704.33629325914,1896.6736083128676,NA
Eritrea,ERI,Male,75,12969,1475.01696661481,1833.065747280442,NA
Eritrea,ERI,Male,80,6408,1073.31465163438,1634.3114731120947,NA
Eritrea,ERI,Male,85,2829,814.15742450584,955.1205277660873,NA
Spain,ESP,Female,0,964429,455.873742497264,422.61195763622885,505.316507225728
Spain,ESP,Female,5,1087684,57.0219966502573,58.99458956196283,67.8343171178506
Spain,ESP,Female,10,1207312,71.0767314148704,75.97957727078445,76.6822715245267
Spain,ESP,Female,15,1087227,108.141449003932,111.28326994627861,133.702422145329
Spain,ESP,Female,20,1100943,166.712916686581,139.66017085007857,147.465906777936
Spain,ESP,Female,25,1157537,197.333987387445,187.12660245914586,237.91166293507
Spain,ESP,Female,30,1302925,282.396249707194,303.7457754473459,353.918176267047
Spain,ESP,Female,35,1646627,641.771159409946,694.610533855526,681.292489314065
Spain,ESP,Female,40,1974359,1240.39805325403,1413.7499748613095,1269.18990433544
Spain,ESP,Female,45,1925093,2215.57146770136,2334.422409485697,2128.42458782821
Spain,ESP,Female,50,1803608,3589.28506216079,3486.0259252063133,3492.97577854671
Spain,ESP,Female,55,1729681,5459.03472250841,4839.0639759493115,5305.82332587014
Spain,ESP,Female,60,1513055,6995.59949388577,5838.999620908405,7080.32973743131
Spain,ESP,Female,65,1253413,8906.23833266095,7448.6800315040255,8864.66720944433
Spain,ESP,Female,70,1181373,12971.4179718192,12135.583241107777,13356.4787299003
Spain,ESP,Female,75,1005235,20995.4474224659,19804.254159047036,20225.4406676165
Spain,ESP,Female,80,757756,33420.6183290001,32908.82099339211,34815.7174842255
Spain,ESP,Female,85,1078188,139619.73703243,60283.495836007874,144873.45613678
Spain,ESP,Male,0,1025667,604.224400455393,500.18591305418016,654.748626094036
Spain,ESP,Male,5,1156707,75.2696118821807,83.25724143223796,62.9187868919194
Spain,ESP,Male,10,1290642,96.5042550311838,103.74257405535226,108.141664970487
Spain,ESP,Male,15,1150896,190.755548973638,212.77063668874823,232.996132709139
Spain,ESP,Male,20,1154966,345.684357030807,370.9230851766029,409.955220842662
Spain,ESP,Male,25,1204153,467.269590473971,437.6312868059064,512.198249542031
Spain,ESP,Male,30,1316047,665.261735025674,659.2920239361142,790.417260329737
Spain,ESP,Male,35,1636394,1147.5692313063,1195.7914833135167,1180.71036026867
Spain,ESP,Male,40,2026517,2140.01466054495,2676.623684868686,2186.4278444942
Spain,ESP,Male,45,2012530,4200.54465958809,4864.560924889011,3815.4345613678
Spain,ESP,Male,50,1828634,7257.45159215966,7504.35033661284,6769.66822715245
Spain,ESP,Male,55,1684404,11232.2401731007,10962.887553711149,10370.7856706697
Spain,ESP,Male,60,1426256,15083.498059606,14085.25654186857,14775.100753104
Spain,ESP,Male,65,1147930,19448.9944782653,17420.745464217438,18671.1500101771
Spain,ESP,Male,70,1022777,26202.0706181198,24768.58657880322,25544.0443720741
Spain,ESP,Male,75,805921,34067.964546959,32191.559868587767,32215.4019947079
Spain,ESP,Male,80,530580,39557.552014276,39058.76014332252,39358.6505190311
Spain,ESP,Male,85,557317,92996.3625817222,51494.87006806499,91384.622430287
Estonia,EST,Female,0,33343,11.108464115839,12.797973970580323,11.7256762585495
Estonia,EST,Female,5,36408,2.65823341725687,2.6204298850721064,2.93141906463738
Estonia,EST,Female,10,36459,4.19120035111766,6.497975066326099,3.90855875284984
Estonia,EST,Female,15,30318,9.18337308211723,9.127067473550559,8.79425719391214
Estonia,EST,Female,20,28443,11.833286481154,11.334090578482197,8.79425719391213
Estonia,EST,Female,25,41275,17.3834955258379,15.182355665503104,7.81711750569967
Estonia,EST,Female,30,47859,31.3777192937935,28.15833556044871,16.6113746996118
Estonia,EST,Female,35,44529,30.5424291749896,28.914681569735865,41.0398669049233
Estonia,EST,Female,40,42895,58.6785593719971,47.07777429518545,50.8112637870479
Estonia,EST,Female,45,47347,82.2776099638626,77.87551599187856,83.056873498059
Estonia,EST,Female,50,38963,117.247742022847,112.10619730937142,148.525232608294
Estonia,EST,Female,55,46595,184.211259390689,194.95544189806918,221.810709224228
Estonia,EST,Female,60,47121,288.491832845081,336.3585215453865,316.593258980837
Estonia,EST,Female,65,49283,441.150871194596,469.47840195744834,478.798447224105
Estonia,EST,Female,70,32620,648.312829638771,544.5350732772099,642.957914843798
Estonia,EST,Female,75,36151,1010.9312745464,996.417767449856,854.020087497689
Estonia,EST,Female,80,31160,1605.58514657149,1654.994261437147,1617.16618399162
Estonia,EST,Female,85,27314,3805.84363130024,1782.909562661273,3890.97023846201
Estonia,EST,Male,0,35833,15.947299410435,20.46370951559083,16.6113746996118
Estonia,EST,Male,5,38077,3.79519895333151,3.742400389333634,3.90855875284984
Estonia,EST,Male,10,38734,5.32152157579071,4.301546372714035,3.90855875284984
Estonia,EST,Male,15,31977,14.9355966724226,14.64487553487114,10.748536570337
Estonia,EST,Male,20,29565,23.508919694516,23.943878903139527,22.4742128288866
Estonia,EST,Male,25,46271,46.6733657968055,55.117867059714456,37.1313081520734
Estonia,EST,Male,30,53711,60.9218016205357,93.64416101557914,75.2397559923594
Estonia,EST,Male,35,47532,76.7769874231237,104.16628303597305,104.553946638733
Estonia,EST,Male,40,45678,131.515084757982,144.29720887991064,145.593813543656
Estonia,EST,Male,45,49018,214.370804819287,209.4480362908458,212.039312342104
Estonia,EST,Male,50,37452,311.135351215913,279.6766746336359,343.953170250786
Estonia,EST,Male,55,42273,510.506658127253,508.9814207336438,508.112637870479
Estonia,EST,Male,60,38604,699.450780512454,751.3294349508702,767.05465524678
Estonia,EST,Male,65,34464,969.918424517686,937.2050376865278,930.236983178261
Estonia,EST,Male,70,20527,965.024823832627,852.5894543098153,932.191262554686
Estonia,EST,Male,75,18131,1039.48927899655,1063.3999553380022,919.488446607924
Estonia,EST,Male,80,12348,1061.64798442657,1101.0590593793142,1059.21942202231
Estonia,EST,Male,85,8261,1332.89025389658,773.2593183217256,1359.20130630353
Ethiopia,ETH,Female,0,8271178,68367.9322705408,66061.94846097074,NA
Ethiopia,ETH,Female,5,7525556,7263.95025469342,9923.235564110695,NA
Ethiopia,ETH,Female,10,6854126,5634.92736097274,7622.767175558777,NA
Ethiopia,ETH,Female,15,6432598,5187.41237112259,7986.082593274299,NA
Ethiopia,ETH,Female,20,5816173,6145.56672526414,8405.161993640419,NA
Ethiopia,ETH,Female,25,4802450,6635.27934440805,9019.445734608602,NA
Ethiopia,ETH,Female,30,3757544,7283.00493948214,9912.260530754256,NA
Ethiopia,ETH,Female,35,3182837,9025.54422593007,12565.643996075858,NA
Ethiopia,ETH,Female,40,2488422,10219.1629976808,12200.453391770036,NA
Ethiopia,ETH,Female,45,2033228,11941.2823024235,11578.679698253352,NA
Ethiopia,ETH,Female,50,1660957,13830.8445560543,12218.035229919175,NA
Ethiopia,ETH,Female,55,1316318,15929.8608034034,13039.731234550423,NA
Ethiopia,ETH,Female,60,1109670,21062.4448246611,17147.598310863497,NA
Ethiopia,ETH,Female,65,832543,24094.6048952015,21044.96795549606,NA
Ethiopia,ETH,Female,70,648561,30547.6365137962,27045.36123943067,NA
Ethiopia,ETH,Female,75,400726,29391.5970903263,26730.47492100213,NA
Ethiopia,ETH,Female,80,202974,24124.9813799186,22774.395785541907,NA
Ethiopia,ETH,Female,85,110887,23052.5176398122,15901.371847298467,NA
Ethiopia,ETH,Male,0,8520306,90057.6345744136,82629.59402109931,NA
Ethiopia,ETH,Male,5,7720508,8225.94210535976,12998.652873191462,NA
Ethiopia,ETH,Male,10,6999073,7569.40087724643,8836.775119134432,NA
Ethiopia,ETH,Male,15,6543197,7368.12294761289,11390.836919143841,NA
Ethiopia,ETH,Male,20,5930683,8773.34015370696,13465.468637117941,NA
Ethiopia,ETH,Male,25,4889739,8571.67396420078,12131.275675394547,NA
Ethiopia,ETH,Male,30,3761349,8388.10511704749,11744.246403825788,NA
Ethiopia,ETH,Male,35,3091148,9544.37341583225,13634.693914898031,NA
Ethiopia,ETH,Male,40,2445523,11484.5959956041,14137.241696997009,NA
Ethiopia,ETH,Male,45,2071480,14269.2881381636,15138.38538210521,NA
Ethiopia,ETH,Male,50,1567789,16597.6598177488,15385.670655210773,NA
Ethiopia,ETH,Male,55,1159002,18713.7725182665,15290.603394094289,NA
Ethiopia,ETH,Male,60,946594,24486.5237021133,19481.990974797503,NA
Ethiopia,ETH,Male,65,735747,28696.4887834637,23688.099668440973,NA
Ethiopia,ETH,Male,70,539874,32832.7385023989,27779.031039245667,NA
Ethiopia,ETH,Male,75,340207,31228.3928163696,28305.23525059585,NA
Ethiopia,ETH,Male,80,168831,23884.2308400237,23111.33002622348,NA
Ethiopia,ETH,Male,85,85785,21456.5124309135,15558.825492132506,NA
Finland,FIN,Female,0,128872,41.2275099845034,49.12431742119573,41.5227442472525
Finland,FIN,Female,5,148704,7.64749147952866,11.65375612425719,2.96591030337518
Finland,FIN,Female,10,151730,11.0977064260882,12.154895586721747,10.875004445709
Finland,FIN,Female,15,144442,29.9916478543338,28.24601475146067,35.5909236405022
Finland,FIN,Female,20,152605,49.223311698366,47.21573587410045,45.4772913184195
Finland,FIN,Female,25,175409,59.4233266421539,58.708174891730785,58.3295692997119
Finland,FIN,Female,30,168473,67.1843339842679,69.13829000850085,71.1818472810044
Finland,FIN,Female,35,174366,87.3788093385342,93.21835883942504,90.954582636839
Finland,FIN,Female,40,168508,111.216385852745,133.754002415272,126.545506277341
Finland,FIN,Female,45,153958,180.760154649691,210.5949176666299,190.806896183803
Finland,FIN,Female,50,174781,337.847094075733,411.3709990080096,315.375128925561
Finland,FIN,Female,55,185594,546.770338477261,645.3490504063825,566.48886794466
Finland,FIN,Female,60,182050,891.015114255711,953.423993492611,862.091261514386
Finland,FIN,Female,65,185273,1498.70533223393,1506.3822988549052,1490.86424582993
Finland,FIN,Female,70,190123,2345.33292001756,2234.4671111419448,2457.75100473023
Finland,FIN,Female,75,125145,2786.66335176904,2648.3038364639306,2709.85338051712
Finland,FIN,Female,80,94966,4200.60757817041,4190.764788947579,4247.18355443326
Finland,FIN,Female,85,103313,14539.0578111916,5788.870583057535,14270.9717430736
Finland,FIN,Male,0,135260,57.9532720364627,54.77390389558435,63.2727531386706
Finland,FIN,Male,5,155843,10.9305059826828,10.314628634510163,8.89773091012555
Finland,FIN,Male,10,158632,13.3458870008617,12.540995722376845,12.8522779812925
Finland,FIN,Male,15,151856,66.5553808903231,56.64944097611115,82.0568517267134
Finland,FIN,Male,20,160648,122.304081506302,123.15167027635654,138.409147490842
Finland,FIN,Male,25,183691,173.441489460008,164.8965751887108,169.056887292385
Finland,FIN,Male,30,178959,177.369277471982,174.34358078979218,164.113703453427
Finland,FIN,Male,35,184782,206.856030698158,221.60292709555932,218.488725681972
Finland,FIN,Male,40,176944,278.289075210138,299.8311579252118,332.18195397802
Finland,FIN,Male,45,160150,380.860912102314,459.6934136137676,433.022904292777
Finland,FIN,Male,50,176226,683.80619701919,799.4874821299903,702.920741899918
Finland,FIN,Male,55,183954,1078.10376959731,1328.923239160995,1166.59138599424
Finland,FIN,Male,60,174598,1807.65086490955,1888.0593895165773,1850.72802930611
Finland,FIN,Male,65,170404,2717.95887470015,2761.5727386001695,2599.12606252445
Finland,FIN,Male,70,167479,3931.23394957388,3770.1010290001464,4028.69482875129
Finland,FIN,Male,75,100241,3763.55374576818,3625.566912071111,3706.39924245119
Finland,FIN,Male,80,64157,4421.70886398751,4277.8439739322275,4614.95643205178
Finland,FIN,Male,85,48582,7916.7766582724,4159.709691809347,7708.4008784721
Fiji,FJI,Female,0,43474,169.581524523629,117.37935883665702,NA
Fiji,FJI,Female,5,42870,13.1481672633913,20.755678407512963,NA
Fiji,FJI,Female,10,40600,16.3469679960623,19.23176205212511,NA
Fiji,FJI,Female,15,36537,28.250381047636,34.99350763463541,NA
Fiji,FJI,Female,20,35223,32.8465744668734,44.623127188026025,NA
Fiji,FJI,Female,25,34473,40.7835057828248,50.273660644615035,NA
Fiji,FJI,Female,30,32532,50.0644807310601,56.063023194843396,NA
Fiji,FJI,Female,35,33234,76.2805162877762,70.74026341583715,NA
Fiji,FJI,Female,40,27586,98.4221239520115,75.19306001633213,NA
Fiji,FJI,Female,45,24081,137.302979678657,90.67011093905244,NA
Fiji,FJI,Female,50,23407,230.490287812374,126.7461147273601,NA
Fiji,FJI,Female,55,21862,320.274203860896,173.64696788705297,NA
Fiji,FJI,Female,60,17634,402.574104323205,251.07918674677612,NA
Fiji,FJI,Female,65,12180,382.488332151434,330.08635868754567,NA
Fiji,FJI,Female,70,8490,412.176099827357,438.91277994198646,NA
Fiji,FJI,Female,75,4951,340.659966666087,484.5896685703946,NA
Fiji,FJI,Female,80,2440,261.433142270496,436.8272908648507,NA
Fiji,FJI,Female,85,852,195.87513660504,263.7412012346753,NA
Fiji,FJI,Male,0,45916,206.414450438372,177.11097816897436,NA
Fiji,FJI,Male,5,44880,15.6604550916815,22.793802612027633,NA
Fiji,FJI,Male,10,42327,23.5303392349177,19.75827001476025,NA
Fiji,FJI,Male,15,38671,36.5639441881414,47.25065630249521,NA
Fiji,FJI,Male,20,36660,59.0033696388531,72.65775014452856,NA
Fiji,FJI,Male,25,35589,63.0126003893587,79.66760621106329,NA
Fiji,FJI,Male,30,34305,69.8578169044451,92.03956242508782,NA
Fiji,FJI,Male,35,34883,111.367265871157,121.61087919510096,NA
Fiji,FJI,Male,40,29456,148.713109326886,142.2294587505592,NA
Fiji,FJI,Male,45,25400,229.120547509247,182.9623678856724,NA
Fiji,FJI,Male,50,23994,366.570928540989,269.51819621440677,NA
Fiji,FJI,Male,55,22174,497.738522476987,383.92200543508534,NA
Fiji,FJI,Male,60,16526,559.850420695025,455.8038195230775,NA
Fiji,FJI,Male,65,10779,505.304566475893,491.54624232283146,NA
Fiji,FJI,Male,70,6927,486.801668417475,534.2423147988468,NA
Fiji,FJI,Male,75,3265,351.165371790186,443.83851095941424,NA
Fiji,FJI,Male,80,1611,262.027217115247,355.73505293939127,NA
Fiji,FJI,Male,85,655,228.441146148372,210.33821729209072,NA
France,FRA,Female,0,1769564,1273.47199490065,1081.0434766995445,1330.48791208139
France,FRA,Female,5,1911573,105.006973938594,115.69841619891073,112.092388197333
France,FRA,Female,10,1950961,124.414255375779,135.47835771826388,144.258030027872
France,FRA,Female,15,1901843,249.376510382743,282.3409409407008,261.224000320741
France,FRA,Female,20,1828067,346.600491144931,371.7764933007187,387.937134804683
France,FRA,Female,25,1851937,456.573856183231,447.7363517353644,438.622388598259
France,FRA,Female,30,2009584,650.43935529136,664.9536095187193,727.138448654002
France,FRA,Female,35,2074165,1051.8770651881,1185.5813566710935,1070.23862817975
France,FRA,Female,40,1999757,1689.47292210293,2022.6995338693446,1733.04579317268
France,FRA,Female,45,2213131,3284.37767793682,3777.562441208057,3072.30615302603
France,FRA,Female,50,2216970,4990.34533766551,5757.363890963177,5088.99442415891
France,FRA,Female,55,2192447,7932.61632985428,7835.684741901368,7508.24057638308
France,FRA,Female,60,2070457,10745.6722362025,10085.534105695819,10706.2851474739
France,FRA,Female,65,2005687,14524.8489461553,13885.4542318226,14751.358286769
France,FRA,Female,70,1896420,20780.6296444843,19630.308741073986,20860.8808017332
France,FRA,Female,75,1222283,21682.0151725279,22482.65529551345,22745.9823562866
France,FRA,Female,80,1071980,39798.3001594205,42166.278405030644,38067.5497482333
France,FRA,Female,85,1497491,195670.88601334,69620.78236899772,199262.252274513
France,FRA,Male,0,1850423,1601.53444236465,1262.7650863368895,1611.20624078427
France,FRA,Male,5,1995914,133.991088994613,138.69635159612864,183.246686792161
France,FRA,Male,10,2044727,172.779258655363,169.45506653061355,199.816865916985
France,FRA,Male,15,1985946,542.521842904967,625.9239128098791,610.172478361133
France,FRA,Male,20,1868952,882.749582587162,1036.605212323765,1055.61788189314
France,FRA,Male,25,1822073,1135.96676672457,1163.2404565420811,1209.62307611209
France,FRA,Male,30,1931949,1494.65769558798,1424.81349686621,1644.34659903392
France,FRA,Male,35,1995352,2088.11372519222,2108.9027321756216,2328.5975252472
France,FRA,Male,40,1943640,3149.43112739922,3441.940484489714,3327.68185483212
France,FRA,Male,45,2169139,5794.42711576434,6721.54785183236,5853.17209673899
France,FRA,Male,50,2146431,8847.6859450297,11127.602333220288,9215.94374265897
France,FRA,Male,55,2079209,15684.3136585317,16124.78974839533,14285.4438384357
France,FRA,Male,60,1902791,22543.2339188082,20104.324269858014,20890.1222943064
France,FRA,Male,65,1785851,29759.5518165505,26649.658233207927,28165.4056465229
France,FRA,Male,70,1627196,37242.5662521826,34621.47724898619,37566.5455088122
France,FRA,Male,75,981805,33625.8056266753,34166.05621471066,34891.9236547819
France,FRA,Male,80,740347,49158.5740841888,48967.0870800992,45184.9290405544
France,FRA,Male,85,717450,117817.524511054,58512.26128340334,119921.310475602
Micronesia (Federated States of),FSM,Female,0,5970,26.8002650752872,29.226619358692872,NA
Micronesia (Federated States of),FSM,Female,5,5710,3.39756381672318,3.1853922088710913,NA
