Country,iso3,sex,age,predicted_dx_tag2,Nx,baseline_dx_tag1,observed,predicted_dx_tag1
Andorra,AND,Male,50,10.09011343302754,3584,7.98058651612336,10.9477434679335,9.51350919923241
Andorra,AND,Male,55,13.985120462200314,3348,11.1728211225727,14.9287410926366,13.3486496752609
Andorra,AND,Male,60,17.55937521502788,2662,13.8330166279471,22.8907363420428,16.9895601010814
Andorra,AND,Male,65,20.739820438551757,1989,15.9611730322467,32.8432304038005,20.6034962034374
Andorra,AND,Male,70,27.359264342338726,1584,20.7495249419207,27.8669833729216,27.6292737187982
Andorra,AND,Male,75,30.252345298679217,1135,22.8776813462203,32.8432304038005,30.9046934388321
Andorra,AND,Male,80,29.35593927884881,671,22.3456422451454,22.8907363420428,30.051981249298
Andorra,AND,Male,85,72.26653301886518,764,56.3961447139384,71.6579572446556,74.088440282773007
United Arab Emirates,ARE,Female,0,246.21851941695138,244293,346.192150151402,NA,245.913989051315
United Arab Emirates,ARE,Female,5,32.98973793025448,251005,43.4063552177598,NA,33.2073676342667
United Arab Emirates,ARE,Female,10,33.40935531283388,222416,41.2889720364057,NA,34.9480958800892
United Arab Emirates,ARE,Female,15,50.737133416070584,188927,59.2867290779159,NA,54.4155754650152
United Arab Emirates,ARE,Female,20,80.76674838964927,228503,89.9887852075508,NA,84.0931299352289
United Arab Emirates,ARE,Female,25,152.97328477608878,351157,164.097196554946,NA,152.664542855839
United Arab Emirates,ARE,Female,30,278.08881679673624,473808,290.081495845517,NA,270.516999616262
United Arab Emirates,ARE,Female,35,361.84556155819047,406649,370.542056736974,NA,355.959037933972
United Arab Emirates,ARE,Female,40,360.0485143159967,238107,365.248598783589,NA,359.072601091963
United Arab Emirates,ARE,Female,45,405.236132980188,157915,410.772337182703,NA,407.694281969417
United Arab Emirates,ARE,Female,50,484.6163679859305,120989,494.408972846191,NA,486.484133025777
United Arab Emirates,ARE,Female,55,510.4924133482458,86040,526.169720566503,NA,513.986482948546
United Arab Emirates,ARE,Female,60,382.2885514823621,42276,398.068038094578,NA,386.457435803028
United Arab Emirates,ARE,Female,65,302.3138254887578,19923,316.548785612444,NA,304.937035372881
United Arab Emirates,ARE,Female,70,304.24139796851085,12071,317.607477203121,NA,303.887552808854
United Arab Emirates,ARE,Female,75,205.04709613796214,5006,211.738318135414,NA,205.684507834715
United Arab Emirates,ARE,Female,80,223.0161040288832,2754,226.560000404893,NA,223.310085882163
United Arab Emirates,ARE,Female,85,406.77280185621754,2212,401.244112866609,NA,397.869508080498
United Arab Emirates,ARE,Male,0,299.2966528384939,254845,445.709159675046,NA,313.52632817064
United Arab Emirates,ARE,Male,5,39.421565558635066,261570,55.0519627152076,NA,41.6999606687867
United Arab Emirates,ARE,Male,10,37.86433331212189,231043,49.7585047618222,NA,40.276806921393
United Arab Emirates,ARE,Male,15,108.92402989698901,200605,135.512523606665,NA,114.79964478992
United Arab Emirates,ARE,Male,20,399.20851430219494,487250,473.23514103265,NA,403.92678839743
United Arab Emirates,ARE,Male,25,863.7373918326585,1082433,981.407104557643,NA,849.528193443973
United Arab Emirates,ARE,Male,30,1173.3422896142229,1321938,1284.19289949128,NA,1146.20927346562
United Arab Emirates,ARE,Male,35,1155.5751575458273,966919,1222.78878723201,NA,1138.32021712743
United Arab Emirates,ARE,Male,40,1291.8964591321949,677914,1326.54056311837,NA,1284.77054996095
United Arab Emirates,ARE,Male,45,1643.9130607347417,534173,1646.26542350284,NA,1653.86438281466
United Arab Emirates,ARE,Male,50,1718.499050139902,335612,1688.61308712992,NA,1727.71932220545
United Arab Emirates,ARE,Male,55,2209.765837118911,255272,2143.85047112107,NA,2219.68646565789
United Arab Emirates,ARE,Male,60,1965.7875967426369,143690,1893.99925572128,NA,1982.27982002861
United Arab Emirates,ARE,Male,65,821.1998763329481,36818,788.725235054416,NA,836.952650706463
United Arab Emirates,ARE,Male,70,1040.29417055366,24189,997.287478417799,NA,1041.11205086483
United Arab Emirates,ARE,Male,75,937.792410257457,14618,895.6530857128,NA,933.381565752989
United Arab Emirates,ARE,Male,80,439.45872502242884,4405,416.065795136088,NA,437.487048377685
United Arab Emirates,ARE,Male,85,694.3716246715748,3055,643.684487131658,NA,674.807676252848
Argentina,ARG,Female,0,2134.2153863365543,1833225,2926.67488341097,NA,2303.45243894466
Argentina,ARG,Female,5,213.16205379850126,1820688,260.534856089998,NA,203.453946744901
Argentina,ARG,Female,10,269.30751658039173,1766041,297.202724724886,NA,255.825248219212
Argentina,ARG,Female,15,675.2969932716509,1739689,688.005008859882,NA,654.662419212856
Argentina,ARG,Female,20,940.8790320274019,1714597,907.047276757769,NA,924.72256370782
Argentina,ARG,Female,25,1038.0680455111528,1745039,969.768631001657,NA,1029.84375745643
Argentina,ARG,Female,30,1288.1318240803964,1660236,1187.8459549881,NA,1300.83429765215
Argentina,ARG,Female,35,1855.890453066909,1572135,1706.02083543376,NA,1896.03195225803
Argentina,ARG,Female,40,2509.311449484599,1571745,2305.25100444075,NA,2587.7663535554
Argentina,ARG,Female,45,3340.123292974772,1359574,3056.94231145597,NA,3444.91133952509
Argentina,ARG,Female,50,4423.822603908122,1198262,4006.44712031729,NA,4576.05165721698
Argentina,ARG,Female,55,6768.316278249126,1119816,6027.03967088194,NA,6968.0627201297
Argentina,ARG,Female,60,10013.942389824899,1006668,8740.46194986369,NA,10248.6754144769
Argentina,ARG,Female,65,13624.435045422446,899258,11753.9817853047,NA,13714.2150628557
Argentina,ARG,Female,70,18192.844616062444,758347,15808.6761011942,NA,18136.2080066911
Argentina,ARG,Female,75,20989.222560806134,577676,18623.4174908776,NA,20894.5296228876
Argentina,ARG,Female,80,26304.890089519824,406456,23917.0997890618,NA,26104.55846049
Argentina,ARG,Female,85,65141.0077207827,397179,61638.6871752476,NA,64479.0620896831
Argentina,ARG,Male,0,2855.573831441936,1903426,3795.12440371096,NA,3158.05355096025
Argentina,ARG,Male,5,259.6275084183207,1889129,311.676883396552,NA,258.518321025552
Argentina,ARG,Male,10,380.18085263237896,1831221,417.82071365544,NA,365.981625244183
Argentina,ARG,Male,15,1511.5489020191376,1799760,1551.62980960265,NA,1438.27319683045
Argentina,ARG,Male,20,2422.8843933485778,1762738,2366.04247086175,NA,2315.87998859768
Argentina,ARG,Male,25,2420.508425119494,1775210,2278.23257492031,NA,2337.0511550344
Argentina,ARG,Male,30,2490.909510597237,1658744,2282.09235056609,NA,2454.93028536751
Argentina,ARG,Male,35,3159.7854025239194,1550297,2840.79487529241,NA,3163.61359015352
Argentina,ARG,Male,40,3954.138641679026,1518156,3509.50100592341,NA,4021.04175701379
Argentina,ARG,Male,45,5275.858831438821,1278269,4638.4853823134,NA,5404.54159297583
Argentina,ARG,Male,50,7469.680196079752,1103469,6507.58173878126,NA,7736.88836956037
Argentina,ARG,Male,55,11506.370286272124,1003393,9897.42969968557,NA,11962.3134856714
Argentina,ARG,Male,60,16569.07144154219,877065,14003.2660428816,NA,17215.0743121789
Argentina,ARG,Male,65,22441.165623794088,745751,18691.9285085902,NA,22868.8058471235
Argentina,ARG,Male,70,27206.717879147942,578876,22587.4070790913,NA,27266.281910513
Argentina,ARG,Male,75,26621.338592900793,385738,22251.6065979087,NA,26430.5036018797
Argentina,ARG,Male,80,25779.955665640104,228228,21817.3818377587,NA,25341.5492334807
Argentina,ARG,Male,85,36944.016315987144,159676,32114.2983167822,NA,35530.030476972
Armenia,ARM,Female,0,153.60751425030674,97104,206.874251442194,133.624452648751,151.4091314514
Armenia,ARM,Female,5,14.912124999232528,100229,17.9890653427994,10.1230645946023,14.4091726477172
Armenia,ARM,Female,10,11.931363540603703,92565,12.9921027475774,12.1476775135228,11.6271904539579
Armenia,ARM,Female,15,13.066853536124169,79246,12.9921027475774,13.159983972983,12.4721533207423
Armenia,ARM,Female,20,21.763642228730927,83570,19.9878503808883,24.2953550270456,20.7183714976285
Armenia,ARM,Female,25,40.82719381547526,121179,34.9787381665545,33.4061131621877,38.9893819241481
Armenia,ARM,Female,30,74.43227853031934,140965,59.9635511426648,50.6153229730117,71.6296302610124
Armenia,ARM,Female,35,123.28871311166992,128446,93.9428967901749,77.9475973784379,119.435723612113
Armenia,ARM,Female,40,176.4988828457174,103854,127.922242437685,129.57522681091,172.297767024636
Armenia,ARM,Female,45,248.88301176867608,89222,172.894905794684,181.202856243382,243.336866562389
Armenia,ARM,Female,50,405.2927006517459,92854,272.834157699125,321.913454108354,403.42589997156
Armenia,ARM,Female,55,837.7923250193012,114141,555.662240588694,698.491457027561,848.901851153929
Armenia,ARM,Female,60,1300.813826974642,112885,868.472099049595,1186.42317048739,1351.14341638752
Armenia,ARM,Female,65,1569.4903355547783,76729,1079.34392056797,1521.49660856873,1612.3558460612
Armenia,ARM,Female,70,1211.1068960146577,50547,877.466631720995,1600.45651240663,1280.92710250169
Armenia,ARM,Female,75,2169.801942913499,26455,1679.97882451366,1614.62880283907,2075.40835970197
Armenia,ARM,Female,80,3090.3438647853486,38221,2566.43998890605,3724.2754643542,3075.08823189607
Armenia,ARM,Female,85,4123.3914857564705,21275,3796.69217984973,4721.39732692253,4083.66885986757
Armenia,ARM,Male,0,219.8361300767736,107883,282.828082889569,177.153630405541,210.18340090933
Armenia,ARM,Male,5,21.13508391651595,113643,24.9848129761103,19.2338227297444,19.6393718148452
Armenia,ARM,Male,10,20.91412051619648,105888,22.9860279380215,23.2830485675854,19.464082484705
Armenia,ARM,Male,15,50.04611621910717,91231,51.9684109903095,772.389828568157,46.0847699631979
Armenia,ARM,Male,20,70.87183368913246,92927,69.9574763331089,512.227068486878,66.1794934213543
Armenia,ARM,Male,25,108.60413354649202,111248,100.938644423486,424.156406513837,103.875245721577
Armenia,ARM,Male,30,152.19616796013602,126226,130.920419994818,337.098051000258,152.254587602021
Armenia,ARM,Male,35,202.08348494698353,108316,157.904018009017,365.442631865144,208.570555093137
Armenia,ARM,Male,40,387.03925634318284,86905,271.834765180081,410.996422540854,399.84789420018
Armenia,ARM,Male,45,530.2922039548947,73107,337.794671437012,517.288600784179,550.272005056936
Armenia,ARM,Male,50,1102.2813213698782,70401,652.603314936002,698.491457027561,1111.57935916304
Armenia,ARM,Male,55,2084.8505064267183,85257,1183.28074254859,1380.78601070376,2086.26186714612
Armenia,ARM,Male,60,2609.670458576013,84196,1470.10639551433,2032.71137059615,2697.52547406662
Armenia,ARM,Male,65,2954.7776614363206,54592,1707.9618150469,2277.68953378552,2919.07337566655
Armenia,ARM,Male,70,2310.1477472582906,33796,1411.14223689071,2195.69271056925,2318.78320615853
Armenia,ARM,Male,75,2119.829447387187,15945,1394.15256406696,1639.93646432558,1989.46988225536
Armenia,ARM,Male,80,2505.8219740550653,21033,1784.91503901332,2907.34415156979,2537.84358797704
Armenia,ARM,Male,85,2337.695862210513,11153,1874.86036572732,2623.89834292092,2351.18535118885
Antigua and Barbuda,ATG,Female,0,4.98735507524864,3625,6.33428896192707,NA,4.98345780805337
Antigua and Barbuda,ATG,Female,5,0.0046820277455303285,3560,0.1,NA,0.0746547227377458
Antigua and Barbuda,ATG,Female,10,1.4185385383274267,3369,1.58357224048177,NA,1.37905135299909
Antigua and Barbuda,ATG,Female,15,1.5002911713805245,3490,1.58357224048177,NA,1.50242307719487
Antigua and Barbuda,ATG,Female,20,1.573444142217796,3752,1.58357224048177,NA,1.61085648058134
Antigua and Barbuda,ATG,Female,25,3.2685213925475787,3672,3.16714448096353,NA,3.33528615003265
Antigua and Barbuda,ATG,Female,30,3.3612467885085113,3691,3.16714448096353,NA,3.44617594346816
Antigua and Barbuda,ATG,Female,35,6.847823086200686,3722,6.33428896192706,NA,6.95713850853896
Antigua and Barbuda,ATG,Female,40,10.368847264037157,3707,9.5014334428906,NA,10.5051340775398
Antigua and Barbuda,ATG,Female,45,17.29472682915877,3774,15.8357224048177,NA,17.5266691298685
Antigua and Barbuda,ATG,Female,50,25.775655137563042,3640,23.7535836072265,NA,26.5488198541827
Antigua and Barbuda,ATG,Female,55,37.41905632518153,3247,34.8385892905989,NA,39.2656855554107
Antigua and Barbuda,ATG,Female,60,45.45738555622135,2491,42.7564504930077,NA,48.6818784935638
Antigua and Barbuda,ATG,Female,65,51.90219853028902,1807,49.0907394549348,NA,55.4045208359322
Antigua and Barbuda,ATG,Female,70,62.13495887114581,1338,58.5921728978254,NA,64.9741303081357
Antigua and Barbuda,ATG,Female,75,66.21028711256076,859,61.7593173787889,NA,66.885414068067
Antigua and Barbuda,ATG,Female,80,67.30143045922667,505,61.7593173787889,NA,65.3128669736809
Antigua and Barbuda,ATG,Female,85,127.9624144191002,410,114.017201314687,NA,116.394699386674
Antigua and Barbuda,ATG,Male,0,5.849158694328448,3730,7.91786120240883,NA,6.57566772251611
Antigua and Barbuda,ATG,Male,5,1.2474826092275768,3668,1.58357224048177,NA,1.33312717082753
Antigua and Barbuda,ATG,Male,10,1.325673063011192,3445,1.58357224048177,NA,1.39519865755967
Antigua and Barbuda,ATG,Male,15,2.800576824541483,3563,3.16714448096353,NA,2.92596748203064
Antigua and Barbuda,ATG,Male,20,7.347945264554483,3827,7.91786120240883,NA,7.72220997543347
Antigua and Barbuda,ATG,Male,25,9.199344001323325,3643,9.5014334428906,NA,9.66476567667528
Antigua and Barbuda,ATG,Male,30,7.958616242381097,3375,7.91786120240883,NA,8.42355044728273
Antigua and Barbuda,ATG,Male,35,11.524387810696918,3306,11.0850056833724,NA,12.1491496366845
Antigua and Barbuda,ATG,Male,40,11.876221496004792,3209,11.0850056833724,NA,12.5239082213886
Antigua and Barbuda,ATG,Male,45,17.39610602108879,3170,15.8357224048177,NA,18.2060076915153
Antigua and Barbuda,ATG,Male,50,30.1398513345817,3159,26.92072808819,NA,31.4533115384876
Antigua and Barbuda,ATG,Male,55,46.68723371823125,2786,41.1728782525259,NA,48.6757905707575
Antigua and Barbuda,ATG,Male,60,59.668312129763116,2167,52.2578839358983,NA,62.5756257431332
Antigua and Barbuda,ATG,Male,65,54.414848115460416,1578,47.507167214453,NA,57.2844545598484
Antigua and Barbuda,ATG,Male,70,67.2373436708368,1163,58.5921728978254,NA,69.3293816606333
Antigua and Barbuda,ATG,Male,75,69.31440637806767,741,60.1757451383071,NA,69.585114395039
Antigua and Barbuda,ATG,Male,80,80.96210223577297,418,69.6771785811977,NA,77.4450103054288
Antigua and Barbuda,ATG,Male,85,120.27404469609789,321,101.348623390833,NA,107.955412850728
Australia,AUS,Female,0,320.448353279476,812208,449.291194632178,220.670209366621,352.020313186017
Australia,AUS,Female,5,34.29724942280516,798241,46.1722176301843,22.7597076925214,37.6700187397888
Australia,AUS,Female,10,39.07669460085967,784728,50.611853940779,24.7388127092624,45.4736486585302
Australia,AUS,Female,15,104.3482103670801,742431,130.525307531482,106.871670904014,127.00493868109
Australia,AUS,Female,20,114.06771669252578,783346,138.516652890553,112.808985954237,134.652867386597
Australia,AUS,Female,25,165.41843189256284,871181,196.231924928283,160.307506356021,188.802103306899
Australia,AUS,Female,30,263.49195734232393,935876,307.222832693149,251.346337126106,294.138244703048
Australia,AUS,Female,35,400.8599618414966,921292,461.722176301843,377.019505689159,452.867258854956
Australia,AUS,Female,40,570.1321514177152,818343,650.850683133175,531.389696994957,639.565993203307
Australia,AUS,Female,45,868.2669590092974,845813,982.935479165654,802.527084288473,960.810366536874
