Country,iso3,sex,age,predicted_dx_tag2,Nx,baseline_dx_tag1,observed,predicted_dx_tag1
Cyprus,CYP,Male,70,429.78645609740283,21628,421.735237531449,400.532731376975,428.823414542814
Cyprus,CYP,Male,75,438.42117154711474,14886,433.784815746633,454.890744920993,445.501525007799
Cyprus,CYP,Male,80,590.1701948232152,9967,588.575551280154,624.640331075997,601.502219109979
Cyprus,CYP,Male,85,909.6103361816854,5824,895.376350451384,963.185854025583,915.252034398696
Czechia,CZE,Female,0,132.38881179307694,271654,150.85639521053,123.115090680963,137.273723529416
Czechia,CZE,Female,5,18.867052608682503,269806,20.1141860280707,15.7587316071632,18.1203894876525
Czechia,CZE,Female,10,22.138042519885552,279259,22.1256046308778,22.6531766852971,20.5788470249714
Czechia,CZE,Female,15,50.097005531196025,237762,47.2683371659662,34.4722253906695,45.7451787072621
Czechia,CZE,Female,20,66.89670187164025,230205,60.3425580842122,47.2761948214897,58.8737536142252
Czechia,CZE,Female,25,107.67836421506954,310432,94.5366743319324,86.6730238393977,94.2983560399955
Czechia,CZE,Female,30,148.01196302339622,349026,128.730790579653,141.828584464469,131.505584186245
Czechia,CZE,Female,35,276.46218321292525,369024,241.370232336849,233.426211931105,252.492210322896
Czechia,CZE,Female,40,480.15100072566867,453037,424.409325192292,415.63654613893,450.651514796131
Czechia,CZE,Female,45,671.953636155226,423578,603.425580842122,652.017520246378,639.369318170698
Czechia,CZE,Female,50,865.3989194744798,340771,786.464673697565,890.368335804722,823.350994627531
Czechia,CZE,Female,55,1475.5311180960614,328051,1335.5819522639,1409.42155811566,1408.59776259228
Czechia,CZE,Female,60,2692.216997786393,330611,2377.49678851796,2316.53354625299,2564.67419542865
Czechia,CZE,Female,65,4601.070027438172,363790,3966.51748473555,4151.44085776206,4416.32700282158
Czechia,CZE,Female,70,6989.138671962857,342033,6016.15304099596,6847.16888331242,6842.21188835068
Czechia,CZE,Female,75,8426.709455441714,245733,7370.84346998652,8688.97063989962,8483.08869518499
Czechia,CZE,Female,80,9519.377755472136,147501,8491.20363175006,10460.84302498,9730.54397046662
Czechia,CZE,Female,85,25759.26972798342,144187,23583.8831179129,26220.5595528687,26185.6540499602
Czechia,CZE,Male,0,175.29235883764503,287156,200.136150979304,188.119858560511,179.489778160623
Czechia,CZE,Male,5,23.928640018226112,285030,25.1427325350884,23.6380974107448,21.5421380114587
Czechia,CZE,Male,10,30.95203897274472,294354,30.1712790421061,24.6230181361926,26.6392243317221
Czechia,CZE,Male,15,110.38904185980682,249956,101.576639441757,83.7182616630546,97.0886191510883
Czechia,CZE,Male,20,206.50343422681428,241192,183.039092855444,154.632553895289,183.063175253586
Czechia,CZE,Male,25,280.622273996148,323510,244.387360241059,231.45637048021,252.794085791202
Czechia,CZE,Male,30,378.1409052466001,367890,327.861232257553,343.737333181248,346.48889265544
Czechia,CZE,Male,35,548.5207110644212,392270,474.694790262469,492.460362723851,515.56617912313
Czechia,CZE,Male,40,981.5877203817283,477370,848.818650384585,906.127067411885,933.012571958306
Czechia,CZE,Male,45,1478.774312495139,444369,1291.33074300214,1337.52234515798,1428.34709405574
Czechia,CZE,Male,50,2062.3055892414914,353226,1837.43089366426,1935.36922550473,2012.92815093181
Czechia,CZE,Male,55,3054.191320412752,329222,2748.60352073587,3004.99313334094,3008.63312924008
Czechia,CZE,Male,60,5357.1154693810095,313111,4753.98786773452,4990.59331584351,5296.10318368887
Czechia,CZE,Male,65,8614.863060183028,317105,7468.39727222266,8050.74200980951,8624.68718091624
Czechia,CZE,Male,70,10957.358793890782,270742,9361.14217746412,10980.8811680164,11072.7083832785
Czechia,CZE,Male,75,10190.88088527239,172591,8681.28268971533,10896.1779856279,10356.5092583547
Czechia,CZE,Male,80,8667.639279932626,87962,7432.19173737214,9425.69134253451,8759.37396721053
Czechia,CZE,Male,85,14123.168985430046,65466,12415.4813258267,13693.3528458994,14127.2598087304
Germany,DEU,Female,0,894.8168772435049,1976336,1499.08168219037,630.863190344393,1245.42739440344
Germany,DEU,Female,5,92.92417060193829,1851880,145.586081426682,61.1886705988271,125.456747284432
Germany,DEU,Female,10,108.58342826469202,1832305,159.234776560434,66.9068336660987,150.64922367722
Germany,DEU,Female,15,255.43640160188917,1968750,351.4538996941,147.651614298749,359.05980847683
Germany,DEU,Female,20,313.8460229113553,2170940,407.186071490251,171.26964997257,415.710703260047
Germany,DEU,Female,25,466.57472794313463,2302127,575.519978139852,242.243672947827,581.675560326477
Germany,DEU,Female,30,899.7249956997589,2619021,1068.01039421605,870.998796800289,1074.9176131963
Germany,DEU,Female,35,1327.2275679859831,2655700,1541.16515885277,1373.63248641513,1587.64206292426
Germany,DEU,Female,40,1962.0897933022904,2507865,2265.68339220274,2021.01669240365,2338.5890428199
Germany,DEU,Female,45,3684.4710431851636,2576014,4280.00331569223,3552.37732769494,4398.02149108163
Germany,DEU,Female,50,7499.103564649893,3328288,8810.23270883657,7300.41742235016,8968.56482446431
Germany,DEU,Female,55,12469.843047124223,3413966,14774.712482286,12721.0746906889,15004.9854907503
Germany,DEU,Female,60,17799.451040148062,2965997,21113.3939806523,17819.7868450242,21519.7183739243
Germany,DEU,Female,65,22625.255656493213,2532358,26897.0285435795,24523.2331722608,27597.9871572577
Germany,DEU,Female,70,30338.09163714132,2042707,36333.9638373075,30854.8204143305,37493.811364725
Germany,DEU,Female,75,47929.48379964586,2005707,56041.5422191835,52823.4565424515,58259.9975920781
Germany,DEU,Female,80,97432.90235960712,1899975,102764.437835798,94462.6895663334,105738.807345661
Germany,DEU,Female,85,184341.25172828065,1718098,141862.26243769,244535.033545456,143580.056065519
Germany,DEU,Male,0,1205.8712548621575,2082343,1869.87123332395,786.13941456057,1655.3327928181
Germany,DEU,Male,5,125.6559696088604,1970345,181.982601783353,76.6957083400519,167.290430299503
Germany,DEU,Male,10,146.68477748679945,1979340,197.906079439396,83.1121180173524,191.683067137785
Germany,DEU,Male,15,574.6401609001756,2150221,719.968668305389,302.849821879258,729.976161546236
Germany,DEU,Male,20,991.3933373258919,2382496,1152.17734754085,484.254040985356,1177.11072238838
Germany,DEU,Male,25,1209.315397818163,2521798,1306.8625590567,549.565299978301,1352.95606209235
Germany,DEU,Male,30,2027.1340675655324,2822844,2058.67818267418,1822.35908717356,2141.37210627973
Germany,DEU,Male,35,3034.1273655129235,2774455,2959.49206150177,2790.69012774236,3136.71028593761
Germany,DEU,Male,40,4356.998212794256,2551802,4186.73723227826,3905.76824353139,4413.14878646021
Germany,DEU,Male,45,7630.610470451604,2607670,7369.15798096464,6276.18273407842,7634.76841306597
Germany,DEU,Male,50,16602.58814118312,3352933,16299.9541634827,13716.3592756859,16459.9431889165
Germany,DEU,Male,55,27202.652360322372,3393206,27098.3467968024,24113.4394690098,27222.5502437699
Germany,DEU,Male,60,38132.54206458488,2854706,38084.4089882111,33361.5000461535,38539.1291749036
Germany,DEU,Male,65,46342.66275470185,2291081,45981.3165143475,43377.2374997893,47124.8146576844
Germany,DEU,Male,70,56488.09705880401,1791116,55455.7857196933,48130.5449736742,57279.1316612803
Germany,DEU,Male,75,81614.78394998387,1631884,79169.256123325307,70986.6515090794,82505.7915635648
Germany,DEU,Male,80,113126.06905441273,1359119,108467.317619184,101464.621441127,112494.21201032
Germany,DEU,Male,85,156901.88756797783,898552,148071.281332286,141355.368055157,153487.792637832
Djibouti,DJI,Female,0,394.29049445859675,48964,526.357680274842,NA,412.123612328753
Djibouti,DJI,Female,5,55.61851904685752,48406,66.1764975200478,NA,59.2510561575615
Djibouti,DJI,Female,10,32.22082188625509,39924,34.6153987027942,NA,34.6238411573023
Djibouti,DJI,Female,15,41.06059278978542,40994,40.7239984738756,NA,41.2693570291558
Djibouti,DJI,Female,20,58.58138445592923,41298,54.977397939732,NA,53.3708756856421
Djibouti,DJI,Female,25,89.55909161424594,40237,81.4479969477511,NA,77.4498607078616
Djibouti,DJI,Female,30,139.49778081982743,41123,125.226295307167,NA,117.905211074051
Djibouti,DJI,Female,35,177.4821189587979,37150,158.823594048115,NA,152.454931861998
Djibouti,DJI,Female,40,195.80636038758226,31456,175.113193437665,NA,170.877109366336
Djibouti,DJI,Female,45,195.40396198183794,24850,174.095093475818,NA,176.313797935454
Djibouti,DJI,Female,50,205.55132960769674,20599,181.221793208746,NA,193.395648902969
Djibouti,DJI,Female,55,223.14758713029508,17024,193.438992750909,NA,222.729219376422
Djibouti,DJI,Female,60,250.4257525650883,12855,212.782892026,NA,257.312912087199
Djibouti,DJI,Female,65,272.7583199513956,9200,229.07249141555,NA,287.460429712973
Djibouti,DJI,Female,70,338.19986321674577,7111,286.086089278976,NA,350.735302040309
Djibouti,DJI,Female,75,317.0671525575583,4396,273.868889736813,NA,326.187658709892
Djibouti,DJI,Female,80,262.25563121195114,2273,232.126791301091,NA,280.39972379356
Djibouti,DJI,Female,85,227.68284650748342,1149,209.728592140459,NA,262.749061220495
Djibouti,DJI,Male,0,480.65210929164556,50198,651.583975582009,NA,531.662009795026
Djibouti,DJI,Male,5,71.50362655444133,49542,87.5565967188325,NA,79.3146732533806
Djibouti,DJI,Male,10,50.85946748910041,48619,57.0135978634258,NA,53.6722070780115
Djibouti,DJI,Male,15,70.00839011054339,49783,73.303197252976,NA,65.1124095599538
Djibouti,DJI,Male,20,96.0774605622211,48910,95.7013964136076,NA,78.6397482979009
Djibouti,DJI,Male,25,111.34772432124639,46883,106.900495993923,NA,87.8447475764546
Djibouti,DJI,Male,30,144.8971624764843,45168,135.407294925636,NA,117.456266805874
Djibouti,DJI,Male,35,183.1829971284229,38975,167.986493704737,NA,158.951238904503
Djibouti,DJI,Male,40,246.28283220916816,35331,222.963891644469,NA,224.180616687612
Djibouti,DJI,Male,45,280.4125392630069,29285,251.470690576182,NA,266.901577511236
Djibouti,DJI,Male,50,296.7328607271476,21801,263.687890118344,NA,294.39091579464
Djibouti,DJI,Male,55,350.4341047546917,18653,307.466188477761,NA,361.793222157059
Djibouti,DJI,Male,60,373.19809284778756,13473,321.719587943617,NA,386.257364174897
Djibouti,DJI,Male,65,366.6876039704185,8806,311.538588325148,NA,377.5514835612
Djibouti,DJI,Male,70,438.8197250752681,6826,371.606486074115,NA,441.0317386043
Djibouti,DJI,Male,75,365.40412442912833,3997,311.538588325148,NA,367.947334393271
Djibouti,DJI,Male,80,264.1867638407447,1892,228.054391453703,NA,275.909861233046
Djibouti,DJI,Male,85,205.5333044214728,851,182.239893170593,NA,227.603474084577
Dominica,DMA,Female,0,7.480505827695982,2328,9.94467598294648,NA,7.86156188463832
Dominica,DMA,Female,5,0.7993802116096428,2089,0.994467598294647,NA,0.826611169857844
Dominica,DMA,Female,10,0.8510633178808407,2190,0.994467598294648,NA,0.905785843276163
Dominica,DMA,Female,15,1.8002220019868922,2438,1.98893519658929,NA,1.93882971083272
Dominica,DMA,Female,20,1.887999354892853,3141,1.9889351965893,NA,1.97614876301827
Dominica,DMA,Female,25,2.941462063377942,3561,2.98340279488394,NA,2.94670731129587
Dominica,DMA,Female,30,3.0249090419269327,2932,2.98340279488394,NA,2.96347635818194
Dominica,DMA,Female,35,4.108405149763908,2836,3.97787039317859,NA,4.04227581241717
Dominica,DMA,Female,40,5.184059515511111,1417,4.97233799147324,NA,5.16423276869639
Dominica,DMA,Female,45,8.30088577354777,1808,7.95574078635718,NA,8.33565051037019
Dominica,DMA,Female,50,9.278584246046796,3105,8.95020838465183,NA,9.41276364000316
Dominica,DMA,Female,55,12.245376583878233,1810,11.9336111795358,NA,12.3382480587145
Dominica,DMA,Female,60,19.19177001937753,2009,18.8948843675983,NA,19.4959565366644
Dominica,DMA,Female,65,25.11220256429545,1230,24.8616899573662,NA,25.3666665027138
Dominica,DMA,Female,70,30.22569402848133,822,29.8340279488394,NA,30.338407110224
Dominica,DMA,Female,75,45.83467007068068,741,44.7510419232592,NA,45.8670706038786
Dominica,DMA,Female,80,60.04936386561272,733,57.6791207010896,NA,60.4884990583821
Dominica,DMA,Female,85,106.62785208310035,557,99.4467598294648,NA,104.675514076502
Dominica,DMA,Male,0,8.377117352508542,2408,11.9336111795358,NA,9.35834674667653
Dominica,DMA,Male,5,0.7444310924327548,2163,0.994467598294648,NA,0.81331388577728
Dominica,DMA,Male,10,0.7910909853221538,2268,0.994467598294647,NA,0.866351829512801
Dominica,DMA,Male,15,2.5068519216715854,2527,2.98340279488394,NA,2.70191181886934
Dominica,DMA,Male,20,3.5078896673788265,3241,3.97787039317859,NA,3.62663429153913
Dominica,DMA,Male,25,4.5747317318555965,3881,4.97233799147324,NA,4.57687758088894
Dominica,DMA,Male,30,5.699133094688273,3131,5.96680558976788,NA,5.68711259069261
Dominica,DMA,Male,35,6.877140045140896,2716,6.96127318806253,NA,6.8804533771285
Dominica,DMA,Male,40,7.087095625099232,1846,6.96127318806253,NA,7.15358723535444
Dominica,DMA,Male,45,10.381068331985546,2013,9.94467598294648,NA,10.5236049566858
Dominica,DMA,Male,50,21.159830290900405,2615,19.889351965893,NA,21.4834306060603
Dominica,DMA,Male,55,31.075118560326768,2128,28.8395603505448,NA,31.3681064943748
Dominica,DMA,Male,60,36.68586246689359,2086,33.811898342018,NA,37.4886224327114
Dominica,DMA,Male,65,43.29583882500662,1226,39.7787039317859,NA,44.1246021745659
Dominica,DMA,Male,70,48.79904681568595,797,44.7510419232591,NA,49.1450248332904
Dominica,DMA,Male,75,55.51368908051673,615,50.717847513027,NA,55.4497887668393
Dominica,DMA,Male,80,65.88254260868173,401,59.6680558976789,NA,65.3080661591569
Dominica,DMA,Male,85,71.7731356109738,182,63.6459262908575,NA,68.175778326945
Denmark,DNK,Female,0,88.77551293446427,150224,98.8256227758007,84.0665307115194,78.4799080858123
Denmark,DNK,Female,5,6.798794456825141,144837,7.2060349940688,6.15120956425752,5.91153224818893
Denmark,DNK,Female,10,9.128275539607841,163712,9.26490213523131,11.2772175344721,8.38666644142824
Denmark,DNK,Female,15,20.968582549291654,166167,20.5886714116251,22.5544350689442,20.1821958078097
Denmark,DNK,Female,20,27.840223323739345,182174,26.7652728351127,38.9576605736309,26.2204133167927
Denmark,DNK,Female,25,34.5563377972638,196885,32.9418742586002,43.0584669498026,31.9327849233079
Denmark,DNK,Female,30,50.64946751303267,174186,48.3833778173191,55.3608860783177,46.686562166448
Denmark,DNK,Female,35,81.19511120951339,157972,78.2369513641756,73.8145147710902,77.3644147820436
Denmark,DNK,Female,40,137.20602782031878,180320,133.826364175564,136.351812007708,132.560855020379
Denmark,DNK,Female,45,237.36378358110142,189505,234.710854092527,225.544350689442,231.377885370099
Denmark,DNK,Female,50,464.6137717674047,207826,465.303973902728,423.408258339726,454.536724078301
Denmark,DNK,Female,55,756.5466371583568,194836,763.839709371293,708.414301483657,744.476957664368
Denmark,DNK,Female,60,1110.2250115977752,175124,1123.11202550415,1158.4778012685,1098.34305769872
Denmark,DNK,Female,65,1674.3513364871585,159061,1696.50652431791,1683.38101741847,1671.33567290335
Denmark,DNK,Female,70,2760.5025015232864,179646,2816.53024911032,2624.51608074987,2789.69401854159
Denmark,DNK,Female,75,3128.0003031210326,125826,3218.00934163701,3585.12997436809,3211.62114302126
Denmark,DNK,Female,80,4036.5206240719463,83099,4161.99992586002,4257.66222006025,4109.25255468763
Denmark,DNK,Female,85,12436.60212621658,81442,12571.4427639383,11569.3999887743,12323.4810819112
Denmark,DNK,Male,0,125.40889249872427,158372,138.97353202847,131.225804037494,118.088019836602
Denmark,DNK,Male,5,9.71643665146642,152596,10.2943357058126,14.3528223166009,9.06654540718335
Denmark,DNK,Male,10,12.140121642915608,173333,12.3532028469751,18.4536286927725,11.4729242601206
Denmark,DNK,Male,15,37.595695127358724,172736,37.059608540925304,33.8316526034163,36.0493338433428
Denmark,DNK,Male,20,66.13659833903738,191772,63.8248813760379,86.1169338996052,62.5900847539843
Denmark,DNK,Male,25,88.33540182294556,205131,84.4135527876631,115.84778012685,83.9171824828031
Denmark,DNK,Male,30,99.09982989815433,180830,94.7078884934757,92.2681434638628,94.5879280867679
Denmark,DNK,Male,35,123.023515448643,159302,118.384860616845,157.88104548261,120.643931625159
Denmark,DNK,Male,40,212.60653029636168,180646,206.916147686833,228.619955471571,209.669920162143
Denmark,DNK,Male,45,397.3325174035081,187736,392.214190391459,385.475799360138,390.127700859576
Denmark,DNK,Male,50,726.0622878890725,213909,726.780100830368,693.036277573014,703.119909516743
Denmark,DNK,Male,55,1185.9407903503893,193555,1196.20180901542,1145.15018054594,1151.4613547225
Denmark,DNK,Male,60,1738.264260648216,170579,1750.03706998814,1674.15420307209,1697.28374328695
Denmark,DNK,Male,65,2488.444879289037,149766,2496.37640865955,2559.92838032517,2453.92601436403
Denmark,DNK,Male,70,4036.7039648502055,171655,4062.14486951364,3785.04428520646,4023.10165274698
Denmark,DNK,Male,75,3892.8346384575857,109011,3949.93661032028,4597.00394768845,3950.07389651627
Denmark,DNK,Male,80,4355.308615792213,64083,4454.3590599051,4623.65918913357,4433.95950566272
Denmark,DNK,Male,85,8160.284483232864,44349,8237.52743179122,7746.4232445883,8206.09981150481
Dominican Republic,DOM,Female,0,2031.8375567177143,491041,2634.04409682789,NA,2276.38782419479
Dominican Republic,DOM,Female,5,110.36288785398388,488284,127.519563169437,NA,106.348984614655
Dominican Republic,DOM,Female,10,108.53945817377522,478988,113.23737209446,NA,102.74407718882
Dominican Republic,DOM,Female,15,228.78415768667134,470057,220.353805156787,NA,221.210720699994
Dominican Republic,DOM,Female,20,439.9115827514398,462350,400.92150660471,NA,429.63110248255
Dominican Republic,DOM,Female,25,532.5097894143594,456260,470.292148968884,NA,521.688267123621
Dominican Republic,DOM,Female,30,658.8363638156317,415916,574.348112515144,NA,653.027440925881
Dominican Republic,DOM,Female,35,783.0019087426715,366422,680.444389072116,NA,789.417197645617
Dominican Republic,DOM,Female,40,946.7610224997769,336561,822.24614331653,NA,962.479429428217
Dominican Republic,DOM,Female,45,1233.3204121556455,307628,1067.08370460185,NA,1252.05914499271
Dominican Republic,DOM,Female,50,1765.8567579531368,277336,1511.87194093685,NA,1787.32932996486
Dominican Republic,DOM,Female,55,2024.9859968861738,243099,1704.68152044903,NA,2060.58886718605
Dominican Republic,DOM,Female,60,2729.8497912016537,199918,2252.50556382494,NA,2756.35378146488
Dominican Republic,DOM,Female,65,2738.093225172493,152487,2233.12259022318,NA,2727.60578685889
Dominican Republic,DOM,Female,70,3283.4888007491036,107760,2697.29380015993,NA,3221.25463322285
Dominican Republic,DOM,Female,75,3084.2899759219545,73762,2587.11689758154,NA,3050.21114891946
Dominican Republic,DOM,Female,80,3964.089236963182,52296,3407.32272788736,NA,3904.34283520373
Dominican Republic,DOM,Female,85,9012.84815030563,49533,8062.29686182449,NA,8854.68650284742
Dominican Republic,DOM,Male,0,2673.7237901271474,511788,3357.33505912494,NA,3022.9820898613
Dominican Republic,DOM,Male,5,142.10994866450224,508235,161.184727846168,NA,142.72359190796
Dominican Republic,DOM,Male,10,168.9857188115945,498257,175.466918921145,NA,162.92760450361
Dominican Republic,DOM,Male,15,533.2898631712418,488573,517.219348215237,NA,505.003095723483
Dominican Republic,DOM,Male,20,1064.7747041181221,477213,982.410714657343,NA,1008.49905525189
Dominican Republic,DOM,Male,25,1224.0361443325605,458494,1088.50699121431,NA,1172.20997088501
Dominican Republic,DOM,Male,30,1400.1109674999009,409657,1211.94592836233,NA,1359.12253525041
Dominican Republic,DOM,Male,35,1546.8737047362197,372387,1313.96157889788,NA,1518.38806643326
Dominican Republic,DOM,Male,40,1864.9618731369953,331702,1563.89992270998,NA,1844.95367589864
Dominican Republic,DOM,Male,45,2335.870532659046,298598,1940.33767318615,NA,2340.91519069291
Dominican Republic,DOM,Male,50,3126.9497953898913,264099,2573.85486301192,NA,3164.35450035311
Dominican Republic,DOM,Male,55,3608.9016811127008,229801,2932.94995289705,NA,3684.54081417712
Dominican Republic,DOM,Male,60,4914.872977435581,188646,3924.54207610259,NA,4986.88310658915
Dominican Republic,DOM,Male,65,4735.460879460121,141088,3726.63171406363,NA,4792.38424892109
Dominican Republic,DOM,Male,70,5147.624335925265,96390,4037.77944819705,NA,5113.59706057359
Dominican Republic,DOM,Male,75,4381.730281230153,63588,3460.37086616584,NA,4339.66955232499
Dominican Republic,DOM,Male,80,4482.073402883763,42550,3583.80980331386,NA,4406.33115885244
Dominican Republic,DOM,Male,85,7554.632925221098,37140,6204.59186557213,NA,7341.49820771596
Algeria,DZA,Female,0,8968.391567284147,2467456,11277.753906084,NA,9412.22684913593
Algeria,DZA,Female,5,639.0364943210014,2269335,751.989324543289,NA,651.075870602683
Algeria,DZA,Female,10,503.89509647875394,1872109,556.951871437055,NA,531.384023680409
Algeria,DZA,Female,15,537.9254042248241,1425863,562.166776600322,NA,572.448541365301
Algeria,DZA,Female,20,732.667801131838,1468812,730.086722857562,NA,763.586325346501
Algeria,DZA,Female,25,1072.9918954185803,1761867,1029.42227922916,NA,1067.73324208566
Algeria,DZA,Female,30,1581.9210213395286,1850199,1475.81816120493,NA,1543.0375353873
Algeria,DZA,Female,35,2143.2371116715763,1764741,1962.89030345419,NA,2089.50596259038
Algeria,DZA,Female,40,2612.984057325603,1502809,2370.69588722177,NA,2607.28770874094
Algeria,DZA,Female,45,3074.0313113638063,1220495,2786.84531925058,NA,3087.69534885425
Algeria,DZA,Female,50,3774.4498824271373,1035144,3443.92336982238,NA,3806.82920163415
Algeria,DZA,Female,55,4566.457893619934,870269,4209.47144779017,NA,4567.09462547707
Algeria,DZA,Female,60,5944.6974653720245,684035,5536.14332132563,NA,6021.65669027121
Algeria,DZA,Female,65,7308.334933323814,560160,6844.04153627331,NA,7362.46740068121
Algeria,DZA,Female,70,7891.2016173560805,364221,7367.61801466545,NA,7918.47294901134
Algeria,DZA,Female,75,12017.149547401992,272083,11098.3611684676,NA,11957.6265461821
Algeria,DZA,Female,80,16599.161081434726,185844,15081.5057321719,NA,16639.3677874931
Algeria,DZA,Female,85,25080.180484155637,121793,22125.7996267147,NA,24449.2180571115
Algeria,DZA,Male,0,10045.303007599874,2574062,13350.1572179668,NA,11040.8226428081
Algeria,DZA,Male,5,661.1361676075992,2366637,823.955015796391,NA,700.69125343597
Algeria,DZA,Male,10,604.748318188001,1949293,709.227102204488,NA,648.163265128567
Algeria,DZA,Male,15,844.5137568470692,1484482,937.63994835564,NA,884.640420166697
Algeria,DZA,Male,20,1450.2345681069316,1531025,1534.22509903353,NA,1468.58911623337
Algeria,DZA,Male,25,1817.4892244112966,1812011,1842.94748469902,NA,1770.97666386676
Algeria,DZA,Male,30,2137.771606445888,1877520,2088.04802737263,NA,2087.82449859203
Algeria,DZA,Male,35,2506.0170239163576,1782775,2366.52396309115,NA,2455.81390751818
Algeria,DZA,Male,40,2799.916323257789,1511220,2565.733340328,NA,2788.21651046514
Algeria,DZA,Male,45,3335.3697488444413,1214095,2980.83979132416,NA,3329.10610951817
Algeria,DZA,Male,50,4605.292998160752,1026740,4038.42255843497,NA,4642.9456915334
Algeria,DZA,Male,55,6047.254594987353,867903,5235.76478392137,NA,6084.56070078444
Algeria,DZA,Male,60,8435.177867696888,703307,7252.89010107355,NA,8565.85110419745
Algeria,DZA,Male,65,10210.326541921075,583040,8751.65384499686,NA,10413.4570687545
Algeria,DZA,Male,70,9678.417940748548,359717,8280.2264182374,NA,9866.89252629995
Algeria,DZA,Male,75,11990.889928448478,241813,10220.1711389732,NA,12040.9770466035
Algeria,DZA,Male,80,14073.489525514286,157783,11891.0267532844,NA,14178.9153040949
Algeria,DZA,Male,85,33797.619218006366,110385,27960.2355233793,NA,32072.5245307077
Ecuador,ECU,Female,0,1593.5176552894416,814607,1937.47320504346,1391.4079544274,1542.07854995006
Ecuador,ECU,Female,5,180.62046138711924,787672,196.707481635758,165.16713128095,171.603506011499
Ecuador,ECU,Female,10,246.72498418972688,760867,242.542234638265,185.187389618035,235.990637834119
Ecuador,ECU,Female,15,390.4149338034551,765542,350.444882331666,336.340340063026,363.055559196206
Ecuador,ECU,Female,20,448.00605286094094,770693,371.452477457815,412.417321743948,413.173916505823
Ecuador,ECU,Female,25,487.6534365545723,727724,377.181821583129,477.483161339474,449.447605407449
Ecuador,ECU,Female,30,661.7185542211729,679034,481.264906526321,569.576349690065,612.700737893728
Ecuador,ECU,Female,35,860.6367165532788,615341,592.032226282379,788.798178481145,805.714486311092
Ecuador,ECU,Female,40,1031.7729097847264,554097,675.107716099422,1018.03013644077,985.207819458366
Ecuador,ECU,Female,45,1492.1343996996918,501771,935.79287380118,1376.39276067459,1429.92622589362
Ecuador,ECU,Female,50,2111.7286942920778,440121,1283.37308407019,1827.84958617585,2056.95979812079
Ecuador,ECU,Female,55,2733.41215677047,372034,1636.68263846451,2669.70144925027,2734.17900950858
Ecuador,ECU,Female,60,3453.6997574244456,310214,2081.66169886385,3569.61206150223,3557.8220441594
Ecuador,ECU,Female,65,4623.348009147692,253078,2870.40140678199,4398.45075665755,4755.90048799658
Ecuador,ECU,Female,70,4182.590105010518,173174,2735.76181983712,4778.83566506216,4371.66218177889
Ecuador,ECU,Female,75,4916.623418867176,130493,3436.65158450046,5097.15777262181,5035.01970259931
Ecuador,ECU,Female,80,5551.768834007261,84427,4162.36850704015,5547.61358520622,5558.77944122542
Ecuador,ECU,Female,85,12739.41662907123,78344,10589.7377249542,12941.0949890917,12626.5659990841
Ecuador,ECU,Male,0,2305.9327122040863,852480,2561.97171470262,1765.78678533089,2073.23725644955
Ecuador,ECU,Male,5,234.7745398155974,822971,239.677562575608,217.219802957371,205.219734712623
Ecuador,ECU,Male,10,328.98252504666607,794178,312.249254829577,251.254242130415,288.216009962444
Ecuador,ECU,Male,15,744.3162981445553,795398,667.468590599005,657.665486373238,642.600422851119
Ecuador,ECU,Male,20,1338.6185939427432,795841,1141.09437162491,1266.28133982062,1167.69754287579
Ecuador,ECU,Male,25,1274.1711647684701,741930,1022.68792636843,1370.38668317346,1133.06438360058
Ecuador,ECU,Male,30,1420.3913586334322,684119,1055.15420974521,1479.49709111057,1311.67400471785
Ecuador,ECU,Male,35,1744.8180053652736,614345,1177.38021775189,1607.62674446792,1659.59603772247
Ecuador,ECU,Male,40,1802.6230591034155,544919,1093.3498372473,1985.00861412197,1804.55836207966
Ecuador,ECU,Male,45,2379.8485507678156,487453,1309.1551326341,2374.40263877827,2444.80735877476
Ecuador,ECU,Male,50,3324.3947902270197,424183,1699.70542384296,3253.29197977629,3494.29136591688
Ecuador,ECU,Male,55,4586.0945022340475,354801,2247.81267849794,4690.74652837899,4827.08675075626
Ecuador,ECU,Male,60,5521.486986735264,291420,2686.10750408441,6100.17271530976,5943.84117396711
Ecuador,ECU,Male,65,7272.909457611644,233026,3630.49439407356,7019.10257298196,7599.0029178594
Ecuador,ECU,Male,70,6590.814108611736,154896,3476.75699337765,7331.41860304048,6914.56640016765
Ecuador,ECU,Male,75,7182.42800265506,111561,4079.2930172231,7396.48444263601,7347.59046469758
Ecuador,ECU,Male,80,7246.243607671208,67833,4457.42972949378,7149.23425217301,7173.53137216859
Ecuador,ECU,Male,85,12635.748333270269,52473,8751.57315141614,12158.3028881116,11904.015037528
Egypt,EGY,Female,0,18604.102336621723,6168603,22753.7152723249,NA,18107.826700419
Egypt,EGY,Female,5,2284.2335056894303,5976526,2490.02554660791,NA,2323.10022861043
Egypt,EGY,Female,10,1486.858620082561,4698341,1463.4616733483,NA,1558.79364839757
Egypt,EGY,Female,15,2429.7627122030894,4225351,2207.84211225219,NA,2365.80575540361
Egypt,EGY,Female,20,2425.2258500738876,4105318,2085.23827525625,NA,2152.70883047395
Egypt,EGY,Female,25,2707.056208662541,3998228,2255.52138219505,NA,2260.82955959159
Egypt,EGY,Female,30,3803.709272769646,3999180,3128.34393604706,NA,3115.12223466655
