"Country" "iso3" "sex" "age" "Nx" "deaths" "cluster" "lmx" "lmx.hat" "lmx.hatU" "lmx.hatL"
"61" "AFRO" "AFRO" "Male" 30 36495812 121994.000047 NA -5.70098092968019 NA NA NA
"62" "AFRO" "AFRO" "Male" 35 30549333 140762.000047 NA -5.38002761003252 NA NA NA
"63" "AFRO" "AFRO" "Male" 40 24726445 161922.000047 NA -5.02851385956304 NA NA NA
"64" "AFRO" "AFRO" "Male" 45 19752781 175007.000047 NA -4.72622359715094 NA NA NA
"65" "AFRO" "AFRO" "Male" 50 15472441 194038.000047 NA -4.37876170397629 NA NA NA
"66" "AFRO" "AFRO" "Male" 55 12178746 214085.000047 NA -4.04107444765705 NA NA NA
"67" "AFRO" "AFRO" "Male" 60 9209773 237620.000047 NA -3.65734772259498 NA NA NA
"68" "AFRO" "AFRO" "Male" 65 6635325 243572.000047 NA -3.3047503413408 NA NA NA
"69" "AFRO" "AFRO" "Male" 70 4312958 236165.000047 NA -2.90484854512532 NA NA NA
"70" "AFRO" "AFRO" "Male" 75 2498076 198864.000047 NA -2.53065494032269 NA NA NA
"71" "AFRO" "AFRO" "Male" 80 1159526 137220.000047 NA -2.13418110229731 NA NA NA
"72" "AFRO" "AFRO" "Male" 85 515568 116791.000047 NA -1.48488319249064 NA NA NA
"73" "Angola" "AGO" "Female" 0 2809147 41677.000001 3 -4.21068673961439 NA NA NA
"74" "Angola" "AGO" "Female" 5 2476123 4966.000001 3 -6.21183462218151 NA NA NA
"75" "Angola" "AGO" "Female" 10 2106256 2162.000001 3 -6.88163352308175 NA NA NA
"76" "Angola" "AGO" "Female" 15 1710550 1741.000001 3 -6.89011057384894 NA NA NA
"77" "Angola" "AGO" "Female" 20 1409338 2291.000001 3 -6.42188696566697 NA NA NA
"78" "Angola" "AGO" "Female" 25 1194956 3033.000001 3 -5.9763124145679 NA NA NA
"79" "Angola" "AGO" "Female" 30 1006461 3700.000001 3 -5.60586267627156 NA NA NA
"80" "Angola" "AGO" "Female" 35 817417 3837.000001 3 -5.36145855703956 NA NA NA
"81" "Angola" "AGO" "Female" 40 661568 3922.000001 3 -5.12801104691689 NA NA NA
"82" "Angola" "AGO" "Female" 45 535168 3952.000001 3 -4.90835893615539 NA NA NA
"83" "Angola" "AGO" "Female" 50 395296 3824.000001 3 -4.63833785590374 NA NA NA
"84" "Angola" "AGO" "Female" 55 333667 4294.000001 3 -4.35292478995814 NA NA NA
"85" "Angola" "AGO" "Female" 60 237032 4465.000001 3 -3.97192593856522 NA NA NA
"86" "Angola" "AGO" "Female" 65 151541 4123.000001 3 -3.60427516143193 NA NA NA
"87" "Angola" "AGO" "Female" 70 114487 4941.000001 3 -3.14289353936456 NA NA NA
"88" "Angola" "AGO" "Female" 75 67707 4463.000001 3 -2.71936838604311 NA NA NA
"89" "Angola" "AGO" "Female" 80 37802 3980.000001 3 -2.25108019173116 NA NA NA
"90" "Angola" "AGO" "Female" 85 16004 2916.000001 3 -1.70262587650564 NA NA NA
"91" "Angola" "AGO" "Male" 0 2861324 50234.000001 3 -4.04234764545822 NA NA NA
"92" "Angola" "AGO" "Male" 5 2499254 5375.000001 3 -6.14198899212638 NA NA NA
"93" "Angola" "AGO" "Male" 10 2085500 3049.000001 3 -6.52795024530291 NA NA NA
"94" "Angola" "AGO" "Male" 15 1681692 2641.000001 3 -6.45639807473271 NA NA NA
"95" "Angola" "AGO" "Male" 20 1376245 3124.000001 3 -6.08799982267189 NA NA NA
"96" "Angola" "AGO" "Male" 25 1157224 3057.000001 3 -5.93634526936766 NA NA NA
"97" "Angola" "AGO" "Male" 30 965615 3427.000001 3 -5.64107996086116 NA NA NA
"98" "Angola" "AGO" "Male" 35 777938 3922.000001 3 -5.29004510145702 NA NA NA
"99" "Angola" "AGO" "Male" 40 623694 4573.000001 3 -4.91549041858159 NA NA NA
"100" "Angola" "AGO" "Male" 45 496518 5007.000001 3 -4.59678280305698 NA NA NA
"101" "Angola" "AGO" "Male" 50 366921 5342.000001 3 -4.22954645115251 NA NA NA
"102" "Angola" "AGO" "Male" 55 323988 6659.000001 3 -3.88473715479075 NA NA NA
"103" "Angola" "AGO" "Male" 60 216455 6654.000001 3 -3.48216449589772 NA NA NA
"104" "Angola" "AGO" "Male" 65 139673 6065.000001 3 -3.13676943372709 NA NA NA
"105" "Angola" "AGO" "Male" 70 92588 5925.000001 3 -2.74897885643187 NA NA NA
"106" "Angola" "AGO" "Male" 75 48430 4390.000001 3 -2.40079022910027 NA NA NA
"107" "Angola" "AGO" "Male" 80 22181 3000.000001 3 -2.00062377756721 NA NA NA
"108" "Angola" "AGO" "Male" 85 9539 2091.000001 3 -1.51774623723833 NA NA NA
"109" "Albania" "ALB" "Female" 0 81021 143.000001 2 -6.33961902205905 -6.14754126145896 -6.026672365209 -6.26841015770893
"110" "Albania" "ALB" "Female" 5 78089 16.000001 2 -8.49301569609798 -8.04353324883884 -7.83636514305883 -8.25070135461885
"111" "Albania" "ALB" "Female" 10 77471 12.000001 2 -8.77275221864384 -8.48723393247671 -8.24557348384996 -8.72889438110345
"112" "Albania" "ALB" "Female" 15 98105 46.000001 2 -7.66515219442598 -8.47335203468974 -8.26932017985553 -8.67738388952395
"113" "Albania" "ALB" "Female" 20 114343 17.000001 2 -8.81374457913119 -8.35077618833792 -8.15797888431916 -8.54357349235669
"114" "Albania" "ALB" "Female" 25 115008 29.000001 2 -8.285461105674 -8.18273289408905 -8.00658285240448 -8.35888293577361
"115" "Albania" "ALB" "Female" 30 97383 12.000001 2 -9.00150020328809 -7.94719691593236 -7.79154051139992 -8.1028533204648
"116" "Albania" "ALB" "Female" 35 74741 21.000001 2 -8.17726159732385 -7.56458840104845 -7.40609196411718 -7.72308483797972
"117" "Albania" "ALB" "Female" 40 79433 40.000001 2 -7.59378969890488 -7.05090484301552 -6.94420215154214 -7.15760753448891
"118" "Albania" "ALB" "Female" 45 92427 85.000001 2 -6.99152315448258 -6.53572801513114 -6.43864053105306 -6.63281549920923
"119" "Albania" "ALB" "Female" 50 97630 162.000001 2 -6.40134376081449 -6.09283423739998 -6.02689694169242 -6.15877153310754
"120" "Albania" "ALB" "Female" 55 103515 279.000001 2 -5.91626002331722 -5.67490558017632 -5.61403356072157 -5.73577759963106
"121" "Albania" "ALB" "Female" 60 92239 269.000001 2 -5.83742693028125 -5.21741335329486 -5.17198920939023 -5.2628374971995
"122" "Albania" "ALB" "Female" 65 70372 373.000001 2 -5.23997231343416 -4.64488452246569 -4.60079231578093 -4.68897672915044
"123" "Albania" "ALB" "Female" 70 54171 953.000001 2 -4.04028608418047 -3.89769319895318 -3.86493355396639 -3.93045284393996
"124" "Albania" "ALB" "Female" 75 43854 1771.000001 2 -3.20932157536096 -3.02199572550717 -2.99041349384638 -3.05357795716796
"125" "Albania" "ALB" "Female" 80 26906 3177.000001 2 -2.13641195446121 -2.1025553844375 -2.07463568511957 -2.13047508375542
"126" "Albania" "ALB" "Female" 85 17420 8996.000001 2 -0.660838937216127 -0.835076984524631 -0.814857811163295 -0.855296157885968
"127" "Albania" "ALB" "Male" 0 88032 184.000001 2 -6.17051990068053 -6.12040643485251 -6.01259592419132 -6.2282169455137
"128" "Albania" "ALB" "Male" 5 86778 15.000001 2 -8.66305814453291 -8.13423054225896 -7.94656610804437 -8.32189497647355
"129" "Albania" "ALB" "Male" 10 89882 23.000001 2 -8.2707587185357 -8.31528242753251 -8.1227540753434 -8.50781077972163
"130" "Albania" "ALB" "Male" 15 109849 53.000001 2 -7.63657004202856 -8.01720518379364 -7.86160953490144 -8.17280083268584
"131" "Albania" "ALB" "Male" 20 121178 85.000001 2 -7.2623645497341 -7.70230642791328 -7.57682803073849 -7.82778482508807
"132" "Albania" "ALB" "Male" 25 131317 79.000001 2 -7.41592166127045 -7.43891450665559 -7.32524795853262 -7.55258105477856
"133" "Albania" "ALB" "Male" 30 118634 58.000001 2 -7.62335537458264 -7.18150290590492 -7.08791155273068 -7.27509425907917
"134" "Albania" "ALB" "Male" 35 86592 81.000001 2 -6.97451354451234 -6.80700621528866 -6.70917274986293 -6.90483968071439
"135" "Albania" "ALB" "Male" 40 76185 172.000001 2 -6.09342538927605 -6.29766307430562 -6.22913636435388 -6.36618978425736
"136" "Albania" "ALB" "Male" 45 82374 237.000001 2 -5.85096498677112 -5.76145778879252 -5.69663342550113 -5.82628215208391
"137" "Albania" "ALB" "Male" 50 91430 457.000001 2 -5.29864553807608 -5.27331206499132 -5.22956232244052 -5.31706180754213
"138" "Albania" "ALB" "Male" 55 99554 626.000001 2 -5.06910511680123 -4.82988838137131 -4.78982686149254 -4.86994990125008
"139" "Albania" "ALB" "Male" 60 88545 1121.000001 2 -4.36928975237868 -4.41325625265656 -4.3823869262516 -4.44412557906152
"140" "Albania" "ALB" "Male" 65 66838 970.000001 2 -4.23273098753102 -3.98689570203183 -3.95412396520057 -4.0196674388631
"141" "Albania" "ALB" "Male" 70 51313 1248.000001 2 -3.71640186063103 -3.50780683521476 -3.48121723740174 -3.53439643302778
"142" "Albania" "ALB" "Male" 75 40635 2027.000001 2 -2.99807289624197 -2.91763883663804 -2.88862398678952 -2.94665368648657
"143" "Albania" "ALB" "Male" 80 24746 2839.000001 2 -2.16521198194871 -2.17513578401117 -2.14674012372883 -2.2035314442935
"144" "Albania" "ALB" "Male" 85 12903 4478.000001 2 -1.05828332406983 -1.26649666533362 -1.24048592638902 -1.29250740427821
"145" "AMRO" "AMRO" "Female" 0 35858173 83286.000035 NA -6.06504632948833 NA NA NA
"146" "AMRO" "AMRO" "Female" 5 36335663 7129.003548 NA -8.5363835199328 NA NA NA
"147" "AMRO" "AMRO" "Female" 10 36971519 8090.000035 NA -8.42727440305802 NA NA NA
"148" "AMRO" "AMRO" "Female" 15 37787980 15418.000035 NA -7.80421068131319 NA NA NA
"149" "AMRO" "AMRO" "Female" 20 38939761 21086.000035 NA -7.52116182644507 NA NA NA
"150" "AMRO" "AMRO" "Female" 25 39311425 26273.000035 NA -7.31072867086168 NA NA NA
"151" "AMRO" "AMRO" "Female" 30 37840263 34174.000035 NA -7.00966385140853 NA NA NA
"152" "AMRO" "AMRO" "Female" 35 36080441 44058.000035 NA -6.70799924844806 NA NA NA
"153" "AMRO" "AMRO" "Female" 40 33475933 55967.000035 NA -6.39381980976774 NA NA NA
"154" "AMRO" "AMRO" "Female" 45 31415826 77433.000035 NA -6.00565401089075 NA NA NA
"155" "AMRO" "AMRO" "Female" 50 30048810 112461.000035 NA -5.58797184332742 NA NA NA
"156" "AMRO" "AMRO" "Female" 55 28580354 167052.000035 NA -5.14216969628732 NA NA NA
"157" "AMRO" "AMRO" "Female" 60 25106787 214493.000035 NA -4.76261638300908 NA NA NA
"158" "AMRO" "AMRO" "Female" 65 20901847 262233.000035 NA -4.37835938558679 NA NA NA
"159" "AMRO" "AMRO" "Female" 70 16050770 317444.000035 NA -3.92321067755145 NA NA NA
"160" "AMRO" "AMRO" "Female" 75 11302091 365574.000035 NA -3.43127431065651 NA NA NA
"161" "AMRO" "AMRO" "Female" 80 7732752 425744.000035 NA -2.89938186699866 NA NA NA
"162" "AMRO" "AMRO" "Female" 85 8219457 1101175.000035 NA -2.01012635693794 NA NA NA
"163" "AMRO" "AMRO" "Male" 0 37488627 105262.000035 NA -5.87534040531218 NA NA NA
"164" "AMRO" "AMRO" "Male" 5 37914912 8811.000035 NA -8.3670988252943 NA NA NA
"165" "AMRO" "AMRO" "Male" 10 38473055 11544.000035 NA -8.11154758061913 NA NA NA
"166" "AMRO" "AMRO" "Male" 15 39075645 44001.000035 NA -6.78904230014313 NA NA NA
"167" "AMRO" "AMRO" "Male" 20 39849016 72517.000035 NA -6.30903197370114 NA NA NA
"168" "AMRO" "AMRO" "Male" 25 39994501 77136.000035 NA -6.25092715052851 NA NA NA
"169" "AMRO" "AMRO" "Male" 30 37810344 80978.000035 NA -6.1461604816907 NA NA NA
"170" "AMRO" "AMRO" "Male" 35 35393727 88553.000035 NA -5.99068863681515 NA NA NA
"171" "AMRO" "AMRO" "Male" 40 32261640 98468.000035 NA -5.79190256468248 NA NA NA
"172" "AMRO" "AMRO" "Male" 45 29993139 124264.000035 NA -5.48631559952119 NA NA NA
"173" "AMRO" "AMRO" "Male" 50 28627578 175021.000035 NA -5.09721983101258 NA NA NA
"174" "AMRO" "AMRO" "Male" 55 26878184 252914.000035 NA -4.66602072269996 NA NA NA
"175" "AMRO" "AMRO" "Male" 60 22921975 319341.000035 NA -4.2735918389259 NA NA NA
"176" "AMRO" "AMRO" "Male" 65 18442894 362721.000035 NA -3.92880048242882 NA NA NA
"177" "AMRO" "AMRO" "Male" 70 13568676 416082.000035 NA -3.48463682359845 NA NA NA
"178" "AMRO" "AMRO" "Male" 75 8917259 411108.000035 NA -3.07688793757119 NA NA NA
"179" "AMRO" "AMRO" "Male" 80 5679609 413472.000035 NA -2.62004787369312 NA NA NA
"180" "AMRO" "AMRO" "Male" 85 4699497 719592.000035 NA -1.87652637591853 NA NA NA
"181" "Andorra" "AND" "Female" 0 1421 1.000001 2 -7.2591151280976 -8.26335199666093 -5.99252760371193 -10.5341763896099
"182" "Andorra" "AND" "Female" 5 1716 0.001716 2 -13.8155105579643 -9.07079070390643 -7.35791847230508 -10.7836629355078
"183" "Andorra" "AND" "Female" 10 2025 0.002025 2 -13.8155105579643 -9.55383747333209 -7.9971321246769 -11.1105428219873
"184" "Andorra" "AND" "Female" 15 1870 0.00187 2 -13.8155105579643 -9.56655232498808 -8.06110257357495 -11.0720020764012
"185" "Andorra" "AND" "Female" 20 1843 0.001843 2 -13.8155105579643 -9.17818818058432 -7.80171105831671 -10.5546653028519
"186" "Andorra" "AND" "Female" 25 1712 1.000001 2 -7.44541655670219 -8.55279735448486 -7.42145027807569 -9.68414443089404
"187" "Andorra" "AND" "Female" 30 2212 1.000001 2 -7.70165136264273 -7.87760214225072 -7.00735301497184 -8.74785126952961
"188" "Andorra" "AND" "Female" 35 3074 2.000001 2 -7.33758724353872 -7.35057515455192 -6.6911829523143 -8.00996735678955
"189" "Andorra" "AND" "Female" 40 3542 3.000001 2 -7.07383419634139 -6.99130450553197 -6.49212139040698 -7.49048762065696
"190" "Andorra" "AND" "Female" 45 3644 5.000001 2 -6.59139914594577 -6.6097970230893 -6.17205454775795 -7.04753949842064
"191" "Andorra" "AND" "Female" 50 3317 8.000001 2 -6.02737437226722 -6.10787674556173 -5.76723935809658 -6.44851413302688
"192" "Andorra" "AND" "Female" 55 3008 11.000001 2 -5.61113532136227 -5.58912649537751 -5.26761128298473 -5.91064170777029
"193" "Andorra" "AND" "Female" 60 2344 12.000001 2 -5.27470741757557 -5.14288201862321 -4.87965204564239 -5.40611199160402
"194" "Andorra" "AND" "Female" 65 1770 15.000001 2 -4.770684557799 -4.7342680719753 -4.4662146412717 -5.00232150267889
"195" "Andorra" "AND" "Female" 70 1459 19.000001 2 -4.34106751672477 -4.30544689050868 -4.0750955299699 -4.53579825104747
"196" "Andorra" "AND" "Female" 75 1083 27.000001 2 -3.69165334395963 -3.81475782344589 -3.59542681643844 -4.03408883045334
"197" "Andorra" "AND" "Female" 80 809 32.000001 2 -3.23006298300877 -3.2276257815748 -3.00208061436393 -3.45317094878568
"198" "Andorra" "AND" "Female" 85 1120 133.000001 2 -2.13073482854859 -2.12203506291049 -1.96721766994902 -2.27685245587195
"199" "Andorra" "AND" "Male" 0 1492 1.000001 2 -7.30787178076421 -7.09261582791672 -5.85265807786731 -8.33257357796614
"200" "Andorra" "AND" "Male" 5 1713 0.001713 2 -13.8155105579643 -7.53134679632679 -6.67435920454796 -8.38833438810561
"201" "Andorra" "AND" "Male" 10 2105 0.002105 2 -13.8155105579643 -7.81445292141072 -6.95166188159867 -8.67724396122278
"202" "Andorra" "AND" "Male" 15 2068 1.000001 2 -7.63433623562882 -7.86153902197357 -7.0168374722062 -8.70624057174095
"203" "Andorra" "AND" "Male" 20 2055 1.000001 2 -7.62803012693084 -7.69906250885719 -6.91189162261746 -8.48623339509692
"204" "Andorra" "AND" "Male" 25 1921 2.000001 2 -6.86745348220874 -7.39965544812152 -6.72016742230614 -8.07914347393691
"205" "Andorra" "AND" "Male" 30 2227 2.000001 2 -7.01526298669755 -7.03527241639615 -6.46614081251942 -7.60440402027288
"206" "Andorra" "AND" "Male" 35 2993 4.000001 2 -6.61773689673284 -6.67545848554806 -6.2003375585305 -7.15057941256563
"207" "Andorra" "AND" "Male" 40 3586 6.000001 2 -6.39303301827037 -6.33347326349529 -5.97662506849622 -6.69032145849437
"208" "Andorra" "AND" "Male" 45 3797 10.000001 2 -5.93938136723776 -5.9565287265027 -5.63237275932114 -6.28068469368426
"209" "Andorra" "AND" "Male" 50 3541 15.000001 2 -5.46411418434303 -5.51239807274959 -5.26614503373011 -5.75865111176907
"210" "Andorra" "AND" "Male" 55 3251 21.000001 2 -5.04219543496144 -5.01616972404477 -4.77892686005621 -5.25341258803333
"211" "Andorra" "AND" "Male" 60 2527 26.000001 2 -4.57669153090517 -4.49773803125033 -4.30800252377364 -4.68747353872702
"212" "Andorra" "AND" "Male" 65 1906 30.000001 2 -4.15156466921866 -4.01809238468877 -3.82546748677203 -4.21071728260551
"213" "Andorra" "AND" "Male" 70 1520 39.000001 2 -3.66290394206965 -3.62623924978036 -3.45772303372427 -3.79475546583646
"214" "Andorra" "AND" "Male" 75 1058 43.000001 2 -3.20293547346887 -3.26359028621375 -3.08508596300155 -3.44209460942594
"215" "Andorra" "AND" "Male" 80 652 42.000001 2 -2.74237491983376 -2.83736423587346 -2.64306937067493 -3.03165910107199
"216" "Andorra" "AND" "Male" 85 765 106.000001 2 -1.97643673028051 -1.99762540929854 -1.83370637050464 -2.16154444809244
"217" "United Arab Emirates" "ARE" "Female" 0 245975 327.000001 6 -6.62302500977861 NA NA NA
"218" "United Arab Emirates" "ARE" "Female" 5 248014 41.000001 6 -8.70766838407214 NA NA NA
"219" "United Arab Emirates" "ARE" "Female" 10 214446 39.000001 6 -8.61225156563388 NA NA NA
"220" "United Arab Emirates" "ARE" "Female" 15 186210 56.000001 6 -8.10927863948352 NA NA NA
"221" "United Arab Emirates" "ARE" "Female" 20 232850 85.000001 6 -7.9154984801555 NA NA NA
"222" "United Arab Emirates" "ARE" "Female" 25 358235 155.000001 6 -7.7455193512406 NA NA NA
"223" "United Arab Emirates" "ARE" "Female" 30 461437 274.000001 6 -7.42897270219286 NA NA NA
"224" "United Arab Emirates" "ARE" "Female" 35 384406 350.000001 6 -7.00152140735675 NA NA NA
"225" "United Arab Emirates" "ARE" "Female" 40 235292 345.000001 6 -6.52503815505754 NA NA NA
"226" "United Arab Emirates" "ARE" "Female" 45 162466 388.000001 6 -6.03721868589029 NA NA NA
"227" "United Arab Emirates" "ARE" "Female" 50 119996 467.000001 6 -5.54888442806506 NA NA NA
"228" "United Arab Emirates" "ARE" "Female" 55 79040 497.000001 6 -5.06911930431305 NA NA NA
"229" "United Arab Emirates" "ARE" "Female" 60 36821 376.000001 6 -4.58423446752143 NA NA NA
"230" "United Arab Emirates" "ARE" "Female" 65 18149 299.000001 6 -4.10592716502123 NA NA NA
"231" "United Arab Emirates" "ARE" "Female" 70 11020 300.000001 6 -3.60368460471737 NA NA NA
"232" "United Arab Emirates" "ARE" "Female" 75 4440 200.000001 6 -3.10009228387823 NA NA NA
"233" "United Arab Emirates" "ARE" "Female" 80 2755 214.000001 6 -2.55519670189227 NA NA NA
"234" "United Arab Emirates" "ARE" "Female" 85 2168 379.000001 6 -1.74402415483859 NA NA NA
"235" "United Arab Emirates" "ARE" "Male" 0 255255 421.000001 6 -6.40738548841597 NA NA NA
"236" "United Arab Emirates" "ARE" "Male" 5 257178 52.000001 6 -8.50627999332751 NA NA NA
"237" "United Arab Emirates" "ARE" "Male" 10 218020 47.000001 6 -8.4421944576957 NA NA NA
"238" "United Arab Emirates" "ARE" "Male" 15 216361 128.000001 6 -7.43267331616898 NA NA NA
"239" "United Arab Emirates" "ARE" "Male" 20 514301 447.000001 6 -7.04800537930085 NA NA NA
"240" "United Arab Emirates" "ARE" "Male" 25 1045277 927.000001 6 -7.02783891338146 NA NA NA
"241" "United Arab Emirates" "ARE" "Male" 30 1261798 1213.000001 6 -6.94719633611189 NA NA NA
"242" "United Arab Emirates" "ARE" "Male" 35 964371 1155.000001 6 -6.72737573050517 NA NA NA
"243" "United Arab Emirates" "ARE" "Male" 40 713259 1253.000001 6 -6.34430393159851 NA NA NA
"244" "United Arab Emirates" "ARE" "Male" 45 544608 1555.000001 6 -5.85859072353798 NA NA NA
"245" "United Arab Emirates" "ARE" "Male" 50 332536 1595.000001 6 -5.33987438804799 NA NA NA
"246" "United Arab Emirates" "ARE" "Male" 55 245738 2025.000001 6 -4.79869622667082 NA NA NA
"247" "United Arab Emirates" "ARE" "Male" 60 123615 1789.000001 6 -4.2355150917979 NA NA NA
"248" "United Arab Emirates" "ARE" "Male" 65 30716 745.000001 6 -3.71915475072859 NA NA NA
"249" "United Arab Emirates" "ARE" "Male" 70 23716 942.000001 6 -3.22589992918932 NA NA NA
"250" "United Arab Emirates" "ARE" "Male" 75 13209 846.000001 6 -2.74813433363561 NA NA NA
"251" "United Arab Emirates" "ARE" "Male" 80 3787 393.000001 6 -2.265519813488 NA NA NA
"252" "United Arab Emirates" "ARE" "Male" 85 3061 608.000001 6 -1.61632205533451 NA NA NA
"253" "Argentina" "ARG" "Female" 0 1835921 3033.000001 3 -6.4057493128961 NA NA NA
"254" "Argentina" "ARG" "Female" 5 1810689 270.000001 3 -8.81079603108958 NA NA NA
"255" "Argentina" "ARG" "Female" 10 1759246 308.000001 3 -8.6502960799097 NA NA NA
