"Country" "iso3" "sex" "age" "Nx" "deaths" "cluster" "lmx" "lmx.hat" "lmx.hatU" "lmx.hatL"
"84" "Armenia" "ARM" "Female" 55 114141 698.491457027561 8 -5.09626685705505 -4.98761356544227 -4.94430281841766 -5.03092431246688
"85" "Armenia" "ARM" "Female" 60 112885 1186.42317048739 8 -4.55542655965866 -4.4948429361499 -4.46287977241881 -4.526806099881
"86" "Armenia" "ARM" "Female" 65 76729 1521.49660856873 8 -3.92058527204524 -3.96623784906507 -3.93279785376409 -3.99967784436606
"87" "Armenia" "ARM" "Female" 70 50547 1600.45651240663 8 -3.45261468772056 -3.34834047819997 -3.32071778403852 -3.37596317236142
"88" "Armenia" "ARM" "Female" 75 26455 1614.62880283907 8 -2.79634008954283 -2.7714775006992 -2.73833429954558 -2.80462070185281
"89" "Armenia" "ARM" "Female" 80 38221 3724.2754643542 8 -2.32851277608263 -2.39371480755068 -2.36665008002877 -2.42077953507258
"90" "Armenia" "ARM" "Female" 85 21275 4721.39732692253 8 -1.50542787483479 -1.55156790556254 -1.52698218343812 -1.57615362768696
"91" "Armenia" "ARM" "Male" 0 107883 177.153630405541 8 -6.41178526104334 -6.34346840452896 -6.2469057382683 -6.44003107078962
"92" "Armenia" "ARM" "Male" 5 113643 19.2338227297444 8 -8.684146905032 -8.57668926328913 -8.41513834478516 -8.73824018179311
"93" "Armenia" "ARM" "Male" 10 105888 23.2830485675854 8 -8.42241164421573 -6.95255237375193 -6.85608142380846 -7.0490233236954
"94" "Armenia" "ARM" "Male" 15 91231 772.389828568157 8 -4.77166064872512 -5.73858575419134 -5.67149294781424 -5.80567856056844
"95" "Armenia" "ARM" "Male" 20 92927 512.227068486878 8 -5.2008014978033 -5.66559960508303 -5.607188445437 -5.72401076472907
"96" "Armenia" "ARM" "Male" 25 111248 424.156406513837 8 -5.5694149518402 -5.95670198957733 -5.89764151414598 -6.01576246500869
"97" "Armenia" "ARM" "Male" 30 126226 337.098051000258 8 -5.92545538949969 -6.13755850870411 -6.07901478532788 -6.19610223208034
"98" "Armenia" "ARM" "Male" 35 108316 365.442631865144 8 -5.69169885093306 -5.96406771414423 -5.90158333365968 -6.02655209462877
"99" "Armenia" "ARM" "Male" 40 86905 410.996422540854 8 -5.35398633681939 -5.44168967154505 -5.39420836572423 -5.48917097736586
"100" "Armenia" "ARM" "Male" 45 73107 517.288600784179 8 -4.95107845960701 -4.86284112231701 -4.81386746427761 -4.91181478035641
"101" "Armenia" "ARM" "Male" 50 70401 698.491457027561 8 -4.61303979842294 -4.40684687968074 -4.37281122348768 -4.4408825358738
"102" "Armenia" "ARM" "Male" 55 85257 1380.78601070376 8 -4.12301731423188 -4.00130761837596 -3.96925081674269 -4.03336442000923
"103" "Armenia" "ARM" "Male" 60 84196 2032.71137059615 8 -3.72377686177565 -3.56702749376599 -3.54291704283513 -3.59113794469685
"104" "Armenia" "ARM" "Male" 65 54592 2277.68953378552 8 -3.17672578507643 -3.09823629629871 -3.07120098966383 -3.12527160293359
"105" "Armenia" "ARM" "Male" 70 33796 2195.69271056925 8 -2.7338448698694 -2.61871132490828 -2.59436363132368 -2.64305901849288
"106" "Armenia" "ARM" "Male" 75 15945 1639.93646432558 8 -2.27448780064127 -2.23594680413323 -2.20419961196236 -2.2676939963041
"107" "Armenia" "ARM" "Male" 80 21033 2907.34415156979 8 -1.9788526311305 -2.05346427168334 -2.02320958579154 -2.08371895757514
"108" "Armenia" "ARM" "Male" 85 11153 2623.89834292092 8 -1.44704739094591 -1.50266581933157 -1.47095791536186 -1.53437372330128
"109" "Australia" "AUS" "Female" 0 812208 220.670209366621 7 -8.21084242230498 -7.97395697038414 -7.88382361055451 -8.06409033021377
"110" "Australia" "AUS" "Female" 5 798241 22.7597076925214 7 -10.4651740697096 -9.94951834468028 -9.79594101575462 -10.1030956736059
"111" "Australia" "AUS" "Female" 10 784728 24.7388127092624 7 -10.3647190648257 -9.68190949729849 -9.55626591475005 -9.80755307984694
"112" "Australia" "AUS" "Female" 15 742431 106.871670904014 7 -8.84605643871222 -9.14184064138335 -9.03610618557646 -9.24757509719024
"113" "Australia" "AUS" "Female" 20 783346 112.808985954237 7 -8.84563376892834 -8.80622352272938 -8.7250439700478 -8.88740307541095
"114" "Australia" "AUS" "Female" 25 871181 160.307506356021 7 -8.60051115592018 -8.51153556517813 -8.43681801000232 -8.58625312035394
"115" "Australia" "AUS" "Female" 30 935876 251.346337126106 7 -8.22240645082123 -8.17278694871772 -8.11826803482341 -8.22730586261204
"116" "Australia" "AUS" "Female" 35 921292 377.019505689159 7 -7.80123538633902 -7.76480225423591 -7.71162266148752 -7.81798184698429
"117" "Australia" "AUS" "Female" 40 818343 531.389696994957 7 -7.33954119837988 -7.30630968394508 -7.26828106730406 -7.3443383005861
"118" "Australia" "AUS" "Female" 45 845813 802.527084288473 7 -6.96028796963942 -6.86587081452975 -6.82898271798526 -6.90275891107424
"119" "Australia" "AUS" "Female" 50 789390 1163.7137498437 7 -6.51964409561166 -6.47437871993674 -6.44732660328725 -6.50143083658623
"120" "Australia" "AUS" "Female" 55 782011 1704.009419414 7 -6.12888485072558 -6.08398191889377 -6.05772813481388 -6.11023570297366
"121" "Australia" "AUS" "Female" 60 724814 2242.32598396755 7 -5.77840135739828 -5.64868430349947 -5.62867953336629 -5.66868907363266
"122" "Australia" "AUS" "Female" 65 630854 3803.83984217619 7 -5.11106341568568 -5.15867203144245 -5.13916762552781 -5.17817643735708
"123" "Australia" "AUS" "Female" 70 555787 5489.04776393115 7 -4.61763033604181 -4.61169607161924 -4.5964539533982 -4.62693818984028
"124" "Australia" "AUS" "Female" 75 397186 7274.20048903153 7 -4.00007077621937 -4.00591001118063 -3.98951003024079 -4.02230999212046
"125" "Australia" "AUS" "Female" 80 281672 10076.6131927368 7 -3.33052606002009 -3.3391267043155 -3.32396845175837 -3.35428495687264
"126" "Australia" "AUS" "Female" 85 326083 36252.2561441532 7 -2.19665033236496 -2.20732011754427 -2.19748767889682 -2.21715255619171
"127" "Australia" "AUS" "Male" 0 857499 174.161241473208 7 -8.50179374659122 -8.00463764187925 -7.91964967634306 -8.08962560741545
"128" "Australia" "AUS" "Male" 5 841026 18.8014976590394 7 -10.708441324676 -10.0851234412225 -9.93610735394095 -10.234139528504
"129" "Australia" "AUS" "Male" 10 825846 20.7806026757804 7 -10.5901436065081 -9.46137799734571 -9.35871394956341 -9.56404204512802
"130" "Australia" "AUS" "Male" 15 777475 165.255268897873 7 -8.45631540554955 -8.56316055858514 -8.48245898476106 -8.64386213240922
"131" "Australia" "AUS" "Male" 20 811222 271.137387293516 7 -8.0036713751674 -8.03965138737886 -7.98350569286786 -8.09579708188987
"132" "Australia" "AUS" "Male" 25 909705 318.6359076953 7 -7.95682655435669 -7.76741696902695 -7.71555317803405 -7.81928076001985
"133" "Australia" "AUS" "Male" 30 939585 422.538921074202 7 -7.70691200395932 -7.59134846374227 -7.550360586651 -7.63233634083353
"134" "Australia" "AUS" "Male" 35 921591 563.055377262813 7 -7.40047881891333 -7.3396844636608 -7.29821002422505 -7.38115890309654
"135" "Australia" "AUS" "Male" 40 810368 697.6345184012 7 -7.05754839144005 -6.96466516473234 -6.93358622858856 -6.99574410087612
"136" "Australia" "AUS" "Male" 45 831536 1040.01968629739 7 -6.68403495083909 -6.56457723642408 -6.53365890819871 -6.59549556464946
"137" "Australia" "AUS" "Male" 50 768934 1390.32127426055 7 -6.31547028707755 -6.18842526914682 -6.16543828489435 -6.21141225339929
"138" "Australia" "AUS" "Male" 55 767400 2162.17223078954 7 -5.87189479905387 -5.77318327618486 -5.75091041758894 -5.79545613478077
"139" "Australia" "AUS" "Male" 60 693712 2897.40974450882 7 -5.47823974247519 -5.2711515891998 -5.25419526101967 -5.28810791737993
"140" "Australia" "AUS" "Male" 65 601807 5747.32096861585 7 -4.65120296816573 -4.72821029357053 -4.71189080807137 -4.74452977906968
"141" "Australia" "AUS" "Male" 70 527592 8085.63354589533 7 -4.17823440711193 -4.19536840034263 -4.1824047213107 -4.20833207937457
"142" "Australia" "AUS" "Male" 75 365811 9836.15193320274 7 -3.61605223570183 -3.64037345302693 -3.62616037972235 -3.65458652633152
"143" "Australia" "AUS" "Male" 80 241273 12086.3943372373 7 -2.99384868745003 -3.01166546050022 -2.9977088213933 -3.02562209960713
"144" "Australia" "AUS" "Male" 85 206243 25940.1294544242 7 -2.07326391583612 -2.09529216818458 -2.08388362256041 -2.10670071380875
"145" "Austria" "AUT" "Female" 0 217802 131.436883553788 4 -7.41281490875637 -7.47381313430444 -7.35092443921394 -7.59670182939494
"146" "Austria" "AUT" "Female" 5 206020 9.88247244765327 4 -9.94496580224646 -9.26695698439187 -9.0684371753153 -9.46547679346844
"147" "Austria" "AUT" "Female" 10 205043 13.8354614267146 4 -9.60374002740994 -9.46301930280402 -9.24882789998067 -9.67721070562736
"148" "Austria" "AUT" "Female" 15 218866 42.4946315249091 4 -8.54683719849163 -9.09289698283551 -8.91880799366017 -9.26698597201086
"149" "Austria" "AUT" "Female" 20 245500 34.5886535667865 4 -8.86752652953012 -8.6262852460486 -8.49371253436943 -8.75885795772777
"150" "Austria" "AUT" "Female" 25 294550 69.1773071335729 4 -8.3565311697033 -8.27336232497594 -8.15621649493557 -8.39050815501632
"151" "Austria" "AUT" "Female" 30 304547 101.789466210829 4 -8.00367408219006 -8.01703773786879 -7.93067096383056 -8.10340451190702
"152" "Austria" "AUT" "Female" 35 308423 152.19007569386 4 -7.6140972587492 -7.68123784323354 -7.59498048833282 -7.76749519813426
"153" "Austria" "AUT" "Female" 40 281246 206.543674155953 4 -7.21647312301543 -7.21550445379984 -7.15729482996346 -7.27371407763623
"154" "Austria" "AUT" "Female" 45 307276 356.757255360283 4 -6.75844605196163 -6.72107413431444 -6.66722773665765 -6.77492053197122
"155" "Austria" "AUT" "Female" 50 356193 634.45473113934 4 -6.3304620588765 -6.25566953903655 -6.2193666982455 -6.2919723798276
"156" "Austria" "AUT" "Female" 55 346719 1081.14248577327 4 -5.77049631441526 -5.77556022849339 -5.74216443162582 -5.80895602536096
"157" "Austria" "AUT" "Female" 60 297693 1538.70096009961 4 -5.26512422609195 -5.24896703884306 -5.22388866254348 -5.27404541514264
"158" "Austria" "AUT" "Female" 65 237002 2018.0008738108 4 -4.76596122497844 -4.72245674760205 -4.69769017282863 -4.74722332237548
"159" "Austria" "AUT" "Female" 70 219951 3134.72026039562 4 -4.25086485530246 -4.23936089770798 -4.22059695399212 -4.25812484142383
"160" "Austria" "AUT" "Female" 75 214616 5203.12174368945 4 -3.71959160395016 -3.72933563073186 -3.70984456089279 -3.74882670057092
"161" "Austria" "AUT" "Female" 80 153112 7038.29687721866 4 -3.07980345968301 -3.08830641137382 -3.06990673008675 -3.10670609266089
"162" "Austria" "AUT" "Female" 85 152150 24167.5863707361 4 -1.83985454715448 -1.84353703685682 -1.83218139415833 -1.85489267955531
"163" "Austria" "AUT" "Male" 0 230364 160.096053651983 4 -7.27164197516601 -7.29869058623411 -7.18989899815644 -7.40748217431178
"164" "Austria" "AUT" "Male" 5 219996 16.8002031610106 4 -9.47997366409763 -9.02098180757818 -8.84802844030762 -9.19393517484874
"165" "Austria" "AUT" "Male" 10 218795 25.6944283638985 4 -9.04961632413064 -8.78628359576267 -8.63577605109633 -8.93679114042901
"166" "Austria" "AUT" "Male" 15 233504 74.1185433573996 4 -8.05528873783186 -8.18861625102684 -8.06886944309058 -8.3083630589631
"167" "Austria" "AUT" "Male" 20 263261 124.519152840431 4 -7.65644167234971 -7.7426721058868 -7.6568959111866 -7.828448300587
"168" "Austria" "AUT" "Male" 25 312066 132.425130798554 4 -7.76495254773397 -7.48647457113607 -7.40822669269071 -7.56472244958142
"169" "Austria" "AUT" "Male" 30 315827 216.426146603607 4 -7.28570050928542 -7.32567621992395 -7.26498669037786 -7.38636574947003
"170" "Austria" "AUT" "Male" 35 314619 241.13232772274 4 -7.17377180144359 -7.07568000980674 -7.01300841352499 -7.13835160608849
"171" "Austria" "AUT" "Male" 40 284438 404.193123109019 4 -6.55637779137289 -6.66945989871554 -6.62610648462115 -6.71281331280993
"172" "Austria" "AUT" "Male" 45 305305 592.948346859196 4 -6.24395926550931 -6.18065342454616 -6.13980106311564 -6.22150578597668
"173" "Austria" "AUT" "Male" 50 357250 1239.26204493572 4 -5.66391973940207 -5.66704796573563 -5.63963901617606 -5.69445691529521
"174" "Austria" "AUT" "Male" 55 346838 2105.95487859491 4 -5.10408882383109 -5.13995622257481 -5.11490899335482 -5.1650034517948
"175" "Austria" "AUT" "Male" 60 284670 2840.22258145555 4 -4.60744819179977 -4.61089677094182 -4.59169018129078 -4.63010336059287
"176" "Austria" "AUT" "Male" 65 213955 3423.2884558671 4 -4.13516408663864 -4.10979196996072 -4.08993260539563 -4.1296513345258
"177" "Austria" "AUT" "Male" 70 187337 4869.09417495877 4 -3.65000121522877 -3.6570061667579 -3.64134892373601 -3.67266340977979
"178" "Austria" "AUT" "Male" 75 168533 6825.82371959411 4 -3.20641855101047 -3.19482340209937 -3.17777464310183 -3.2118721610969
"179" "Austria" "AUT" "Male" 80 107116 7730.06994855439 4 -2.62879444785574 -2.64618447313667 -2.62838288096568 -2.66398606530765
"180" "Austria" "AUT" "Male" 85 75817 13520.2105556344 4 -1.72413689777377 -1.72122846213651 -1.70709756596714 -1.73535935830588
"181" "Belgium" "BEL" "Female" 0 307312 201.896989091589 2 -7.32786118480683 -7.48193809765033 -7.37834295038789 -7.58553324491277
"182" "Belgium" "BEL" "Female" 5 323492 17.8144402139637 2 -9.8069202867067 -9.22716443688391 -9.05714506524481 -9.39718380852302
"183" "Belgium" "BEL" "Female" 10 325878 38.5979537969214 2 -9.04107909255409 -9.30001518204536 -9.13071318828124 -9.46931717580948
"184" "Belgium" "BEL" "Female" 15 311548 49.4845561498991 2 -8.74764807451471 -8.95075349240502 -8.8069715738918 -9.09453541091825
"185" "Belgium" "BEL" "Female" 20 319940 55.4227028878871 2 -8.66089944796685 -8.58322954499464 -8.46678433459928 -8.69967475538999
"186" "Belgium" "BEL" "Female" 25 356225 76.2062164708447 2 -8.44987479231672 -8.23117734396929 -8.12574435577164 -8.33661033216695
"187" "Belgium" "BEL" "Female" 30 370928 128.659845989738 2 -7.96659118372551 -7.87461191258203 -7.80044254836834 -7.94878127679572
"188" "Belgium" "BEL" "Female" 35 379176 203.876371337585 2 -7.52824196893763 -7.45746083417492 -7.38554875679399 -7.52937291155585
"189" "Belgium" "BEL" "Female" 40 370085 343.4228196803 2 -6.98252558952586 -6.97227122406177 -6.92463736423611 -7.01990508388743
"190" "Belgium" "BEL" "Female" 45 374378 551.257955509877 2 -6.52081840275447 -6.46964959784035 -6.42516516280767 -6.51413403287304
"191" "Belgium" "BEL" "Female" 50 390266 916.453979896133 2 -6.05407198375685 -5.98425720713414 -5.95395276268419 -6.0145616515841
"192" "Belgium" "BEL" "Female" 55 396926 1470.681008775 2 -5.59802430053889 -5.51330188315128 -5.48543395677117 -5.54116980953139
"193" "Belgium" "BEL" "Female" 60 370684 2226.80502674546 2 -5.1147821129291 -5.05178444009763 -5.03104675942336 -5.0725221207719
"194" "Belgium" "BEL" "Female" 65 327435 3137.32085990361 2 -4.64792035571166 -4.60166210846497 -4.58099159696863 -4.62233261996131
"195" "Belgium" "BEL" "Female" 70 295438 4557.52762140571 2 -4.1716787127565 -4.15514582079356 -4.13906320247084 -4.17122843911629
"196" "Belgium" "BEL" "Female" 75 212378 5644.2084744575 2 -3.62773773518078 -3.63911568084056 -3.62077188247526 -3.65745947920585
"197" "Belgium" "BEL" "Female" 80 188560 9847.42667382993 2 -2.95220608896379 -2.97077411858877 -2.95509546734966 -2.98645276982787
"198" "Belgium" "BEL" "Female" 85 224632 35346.818457873 2 -1.84925512056717 -1.85980059447875 -1.85031332193628 -1.86928786702123
"199" "Belgium" "BEL" "Male" 0 326341 221.690811551548 2 -7.29441445558052 -7.36262147407695 -7.26874555430505 -7.45649739384885
