Country,iso3,sex,age,mx,Cluster,variant
China,CHN,Female,0,0.0014960815401013675,1,mx_pred_mean
China,CHN,Female,5,1.7906365686432262e-4,1,mx_pred_mean
China,CHN,Female,10,1.4308639471256933e-4,1,mx_pred_mean
China,CHN,Female,15,2.2684212815603293e-4,1,mx_pred_mean
China,CHN,Female,20,3.153294951563048e-4,1,mx_pred_mean
China,CHN,Female,25,3.328779239435406e-4,1,mx_pred_mean
China,CHN,Female,30,4.6783218928805783e-4,1,mx_pred_mean
China,CHN,Female,35,7.066195421545904e-4,1,mx_pred_mean
China,CHN,Female,40,0.0011168055661203017,1,mx_pred_mean
China,CHN,Female,45,0.0015587165987641465,1,mx_pred_mean
China,CHN,Female,50,0.002636484168109303,1,mx_pred_mean
China,CHN,Female,55,0.00425237484434427,1,mx_pred_mean
China,CHN,Female,60,0.007130582482141009,1,mx_pred_mean
China,CHN,Female,65,0.01218911926183505,1,mx_pred_mean
China,CHN,Female,70,0.022787445446666988,1,mx_pred_mean
China,CHN,Female,75,0.03976792714169629,1,mx_pred_mean
China,CHN,Female,80,0.0762854616810945,1,mx_pred_mean
China,CHN,Female,85,0.16862976688884504,1,mx_pred_mean
China,CHN,Female,0,0.0015090411783771508,1,mx_pred_median
China,CHN,Female,5,1.8061477567643156e-4,1,mx_pred_median
China,CHN,Female,10,1.443258645328672e-4,1,mx_pred_median
China,CHN,Female,15,2.2880712260841505e-4,1,mx_pred_median
China,CHN,Female,20,3.180610014849193e-4,1,mx_pred_median
China,CHN,Female,25,3.357614415651863e-4,1,mx_pred_median
China,CHN,Female,30,4.718847330728907e-4,1,mx_pred_median
China,CHN,Female,35,7.127405545589694e-4,1,mx_pred_median
China,CHN,Female,40,0.0011264797688782075,1,mx_pred_median
China,CHN,Female,45,0.0015722188061993603,1,mx_pred_median
China,CHN,Female,50,0.0026593224160407704,1,mx_pred_median
China,CHN,Female,55,0.004289210563734277,1,mx_pred_median
China,CHN,Female,60,0.007192350351864157,1,mx_pred_median
China,CHN,Female,65,0.012294706138151338,1,mx_pred_median
China,CHN,Female,70,0.022984839132974964,1,mx_pred_median
China,CHN,Female,75,0.0401124123431507,1,mx_pred_median
China,CHN,Female,80,0.07694627592322532,1,mx_pred_median
China,CHN,Female,85,0.17009050330115372,1,mx_pred_median
China,CHN,Female,0,0.0013828000865246284,1,mx_pred_qm
China,CHN,Female,5,1.7486523094643528e-4,1,mx_pred_qm
China,CHN,Female,10,1.456417665808119e-4,1,mx_pred_qm
China,CHN,Female,15,2.3776944301177153e-4,1,mx_pred_qm
China,CHN,Female,20,3.367815212656857e-4,1,mx_pred_qm
China,CHN,Female,25,3.589880872904522e-4,1,mx_pred_qm
China,CHN,Female,30,5.056034529562623e-4,1,mx_pred_qm
China,CHN,Female,35,7.606719796661103e-4,1,mx_pred_qm
China,CHN,Female,40,0.0011920695517748867,1,mx_pred_qm
China,CHN,Female,45,0.0016446644114399545,1,mx_pred_qm
China,CHN,Female,50,0.0027456724226001855,1,mx_pred_qm
China,CHN,Female,55,0.004370682659870715,1,mx_pred_qm
China,CHN,Female,60,0.007243878148056273,1,mx_pred_qm
China,CHN,Female,65,0.012275367781723988,1,mx_pred_qm
China,CHN,Female,70,0.022851515239769016,1,mx_pred_qm
China,CHN,Female,75,0.039948829277641866,1,mx_pred_qm
China,CHN,Female,80,0.07734150903289079,1,mx_pred_qm
China,CHN,Female,85,0.1741030314196158,1,mx_pred_qm
China,CHN,Female,0,0.00119786095288253,1,mx_WM
China,CHN,Female,5,1.5245201271162884e-4,1,mx_WM
China,CHN,Female,10,1.4189514368076166e-4,1,mx_WM
China,CHN,Female,15,2.51048254260268e-4,1,mx_WM
China,CHN,Female,20,3.635793994408109e-4,1,mx_WM
China,CHN,Female,25,3.934976346161375e-4,1,mx_WM
China,CHN,Female,30,4.959456475955841e-4,1,mx_WM
China,CHN,Female,35,7.081656543077176e-4,1,mx_WM
China,CHN,Female,40,0.0011806703413835213,1,mx_WM
China,CHN,Female,45,0.0015939562784568345,1,mx_WM
China,CHN,Female,50,0.002501846771238805,1,mx_WM
China,CHN,Female,55,0.0038847770261788706,1,mx_WM
China,CHN,Female,60,0.006853742714229359,1,mx_WM
China,CHN,Female,65,0.011503077655620012,1,mx_WM
China,CHN,Female,70,0.02091534028541772,1,mx_WM
China,CHN,Female,75,0.0381935691783693,1,mx_WM
China,CHN,Female,80,0.07440000701089951,1,mx_WM
China,CHN,Female,85,0.16176154598325718,1,mx_WM
China,CHN,Male,0,0.0016823867037212671,1,mx_pred_mean
China,CHN,Male,5,2.0062164880386765e-4,1,mx_pred_mean
China,CHN,Male,10,2.485506484290286e-4,1,mx_pred_mean
China,CHN,Male,15,4.951215540717335e-4,1,mx_pred_mean
China,CHN,Male,20,8.134967020005621e-4,1,mx_pred_mean
China,CHN,Male,25,8.991626290017608e-4,1,mx_pred_mean
China,CHN,Male,30,0.0012578172436411858,1,mx_pred_mean
China,CHN,Male,35,0.0018220638591425785,1,mx_pred_mean
China,CHN,Male,40,0.0027007214977180843,1,mx_pred_mean
China,CHN,Male,45,0.0035126313483882926,1,mx_pred_mean
China,CHN,Male,50,0.00547411057871406,1,mx_pred_mean
China,CHN,Male,55,0.008452334057799377,1,mx_pred_mean
China,CHN,Male,60,0.013444420920459573,1,mx_pred_mean
China,CHN,Male,65,0.021450656930653306,1,mx_pred_mean
China,CHN,Male,70,0.038643185068801066,1,mx_pred_mean
China,CHN,Male,75,0.06471409258706044,1,mx_pred_mean
China,CHN,Male,80,0.1176434068895052,1,mx_pred_mean
China,CHN,Male,85,0.27194851142442883,1,mx_pred_mean
China,CHN,Male,0,0.0016722309707227529,1,mx_pred_median
China,CHN,Male,5,1.9941059554573926e-4,1,mx_pred_median
China,CHN,Male,10,2.4705027160337425e-4,1,mx_pred_median
China,CHN,Male,15,4.921327511444161e-4,1,mx_pred_median
China,CHN,Male,20,8.08586026421389e-4,1,mx_pred_median
China,CHN,Male,25,8.937348307659655e-4,1,mx_pred_median
China,CHN,Male,30,0.0012502244256171891,1,mx_pred_median
China,CHN,Male,35,0.0018110649645253275,1,mx_pred_median
China,CHN,Male,40,0.002684418583308749,1,mx_pred_median
China,CHN,Male,45,0.0034914273374331787,1,mx_pred_median
China,CHN,Male,50,0.005441066091784392,1,mx_pred_median
China,CHN,Male,55,0.008401311514816014,1,mx_pred_median
China,CHN,Male,60,0.01336326362833059,1,mx_pred_median
China,CHN,Male,65,0.02132116996790652,1,mx_pred_median
China,CHN,Male,70,0.03840991535209273,1,mx_pred_median
China,CHN,Male,75,0.06432344574938538,1,mx_pred_median
China,CHN,Male,80,0.11693325206792776,1,mx_pred_median
China,CHN,Male,85,0.27030689332006486,1,mx_pred_median
China,CHN,Male,0,0.0016903528078680374,1,mx_pred_qm
China,CHN,Male,5,2.0649064100290848e-4,1,mx_pred_qm
China,CHN,Male,10,2.60041309371431e-4,1,mx_pred_qm
China,CHN,Male,15,5.229697265143565e-4,1,mx_pred_qm
China,CHN,Male,20,8.623603437104843e-4,1,mx_pred_qm
China,CHN,Male,25,9.518512148681404e-4,1,mx_pred_qm
China,CHN,Male,30,0.0013242633652381746,1,mx_pred_qm
China,CHN,Male,35,0.001901836422460234,1,mx_pred_qm
China,CHN,Male,40,0.002788479423809175,1,mx_pred_qm
China,CHN,Male,45,0.0035827970423830827,1,mx_pred_qm
China,CHN,Male,50,0.005513503969505048,1,mx_pred_qm
China,CHN,Male,55,0.00841078157844266,1,mx_pred_qm
China,CHN,Male,60,0.01323631360929604,1,mx_pred_qm
China,CHN,Male,65,0.020943489560700555,1,mx_pred_qm
China,CHN,Male,70,0.037538913776009486,1,mx_pred_qm
China,CHN,Male,75,0.06280922232237054,1,mx_pred_qm
China,CHN,Male,80,0.11466263436302336,1,mx_pred_qm
China,CHN,Male,85,0.2677832291299176,1,mx_pred_qm
China,CHN,Male,0,0.0014892907394805253,1,mx_WM
China,CHN,Male,5,1.8406753862179183e-4,1,mx_WM
China,CHN,Male,10,2.522567774371315e-4,1,mx_WM
China,CHN,Male,15,5.473504515738233e-4,1,mx_WM
China,CHN,Male,20,9.29120281341056e-4,1,mx_WM
China,CHN,Male,25,0.0010424130159010074,1,mx_WM
China,CHN,Male,30,0.0013197850484194093,1,mx_WM
China,CHN,Male,35,0.0018430993549280249,1,mx_WM
China,CHN,Male,40,0.00292273267354008,1,mx_WM
China,CHN,Male,45,0.0036804347680437846,1,mx_WM
China,CHN,Male,50,0.005348956515393046,1,mx_WM
China,CHN,Male,55,0.007924126648526526,1,mx_WM
China,CHN,Male,60,0.013118430559198568,1,mx_WM
China,CHN,Male,65,0.02055012784885171,1,mx_WM
China,CHN,Male,70,0.036160727242987155,1,mx_WM
China,CHN,Male,75,0.06404476195499391,1,mx_WM
China,CHN,Male,80,0.11831578506440164,1,mx_WM
China,CHN,Male,85,0.2725117210655881,1,mx_WM
Cuba,CUB,Female,0,9.201537158510707e-4,1,mx_pred_mean
Cuba,CUB,Female,5,1.713305752961052e-4,1,mx_pred_mean
Cuba,CUB,Female,10,1.7964580172448493e-4,1,mx_pred_mean
Cuba,CUB,Female,15,3.092997915608779e-4,1,mx_pred_mean
Cuba,CUB,Female,20,3.430764240220276e-4,1,mx_pred_mean
Cuba,CUB,Female,25,4.4748828933287993e-4,1,mx_pred_mean
Cuba,CUB,Female,30,6.087326420141403e-4,1,mx_pred_mean
Cuba,CUB,Female,35,0.0010239588181434139,1,mx_pred_mean
Cuba,CUB,Female,40,0.0013179233545075905,1,mx_pred_mean
Cuba,CUB,Female,45,0.0018898488437045224,1,mx_pred_mean
Cuba,CUB,Female,50,0.003054107331065313,1,mx_pred_mean
Cuba,CUB,Female,55,0.005819511888764649,1,mx_pred_mean
Cuba,CUB,Female,60,0.009156686314657504,1,mx_pred_mean
Cuba,CUB,Female,65,0.01524028057667706,1,mx_pred_mean
Cuba,CUB,Female,70,0.02410511932649883,1,mx_pred_mean
Cuba,CUB,Female,75,0.0373981796942583,1,mx_pred_mean
Cuba,CUB,Female,80,0.061531549559159175,1,mx_pred_mean
Cuba,CUB,Female,85,0.14239261913071138,1,mx_pred_mean
Cuba,CUB,Female,0,9.275212354751431e-4,1,mx_pred_median
Cuba,CUB,Female,5,1.7270239106335436e-4,1,mx_pred_median
Cuba,CUB,Female,10,1.8108419614357705e-4,1,mx_pred_median
Cuba,CUB,Female,15,3.1177630417479277e-4,1,mx_pred_median
Cuba,CUB,Female,20,3.458233805826507e-4,1,mx_pred_median
Cuba,CUB,Female,25,4.510712545444624e-4,1,mx_pred_median
Cuba,CUB,Female,30,6.136066642656338e-4,1,mx_pred_median
Cuba,CUB,Female,35,0.0010321574881666457,1,mx_pred_median
Cuba,CUB,Female,40,0.0013284757502759182,1,mx_pred_median
Cuba,CUB,Female,45,0.0019049805528990509,1,mx_pred_median
Cuba,CUB,Female,50,0.0030785610666836443,1,mx_pred_median
Cuba,CUB,Female,55,0.0058661077643280485,1,mx_pred_median
Cuba,CUB,Female,60,0.00923000239756037,1,mx_pred_median
Cuba,CUB,Female,65,0.015362306999317961,1,mx_pred_median
Cuba,CUB,Female,70,0.024298125056540686,1,mx_pred_median
Cuba,CUB,Female,75,0.037697620774651226,1,mx_pred_median
Cuba,CUB,Female,80,0.06202422256701346,1,mx_pred_median
Cuba,CUB,Female,85,0.1435327334373717,1,mx_pred_median
Cuba,CUB,Female,0,8.497509114200002e-4,1,mx_pred_qm
Cuba,CUB,Female,5,1.6716987223357784e-4,1,mx_pred_qm
Cuba,CUB,Female,10,1.8269715748852548e-4,1,mx_pred_qm
Cuba,CUB,Female,15,3.2392097855810277e-4,1,mx_pred_qm
Cuba,CUB,Female,20,3.6610162329247343e-4,1,mx_pred_qm
Cuba,CUB,Female,25,4.8217405539526187e-4,1,mx_pred_qm
Cuba,CUB,Female,30,6.573151506443256e-4,1,mx_pred_qm
Cuba,CUB,Female,35,0.0011013399323993771,1,mx_pred_qm
Cuba,CUB,Female,40,0.0014055338214463997,1,mx_pred_qm
Cuba,CUB,Female,45,0.0019923439941838565,1,mx_pred_qm
Cuba,CUB,Female,50,0.0031778615360502998,1,mx_pred_qm
Cuba,CUB,Female,55,0.005976286586851018,1,mx_pred_qm
Cuba,CUB,Female,60,0.009294190846335228,1,mx_pred_qm
Cuba,CUB,Female,65,0.015334946674201815,1,mx_pred_qm
Cuba,CUB,Female,70,0.024152148336900586,1,mx_pred_qm
Cuba,CUB,Female,75,0.0375360602204092,1,mx_pred_qm
Cuba,CUB,Female,80,0.062329814689165736,1,mx_pred_qm
Cuba,CUB,Female,85,0.14688812688160002,1,mx_pred_qm
Cuba,CUB,Female,0,7.361825316839835e-4,1,mx_WM
Cuba,CUB,Female,5,1.4561295803585859e-4,1,mx_WM
Cuba,CUB,Female,10,1.8030510873668948e-4,1,mx_WM
Cuba,CUB,Female,15,3.4618677133653935e-4,1,mx_WM
Cuba,CUB,Female,20,3.9141932825961643e-4,1,mx_WM
Cuba,CUB,Female,25,5.115498635070349e-4,1,mx_WM
Cuba,CUB,Female,30,6.460089079881902e-4,1,mx_WM
Cuba,CUB,Female,35,0.0010176672698155704,1,mx_WM
Cuba,CUB,Female,40,0.0014411806396232296,1,mx_WM
Cuba,CUB,Female,45,0.0019661616009328075,1,mx_WM
Cuba,CUB,Female,50,0.0030034027644817184,1,mx_WM
Cuba,CUB,Female,55,0.005310150305259206,1,mx_WM
Cuba,CUB,Female,60,0.008486482839556123,1,mx_WM
Cuba,CUB,Female,65,0.014812526812042483,1,mx_WM
Cuba,CUB,Female,70,0.023483092398717334,1,mx_WM
Cuba,CUB,Female,75,0.03651571340508999,1,mx_WM
Cuba,CUB,Female,80,0.058564381128805416,1,mx_WM
Cuba,CUB,Female,85,0.13808020282461783,1,mx_WM
Cuba,CUB,Male,0,0.001130038446611201,1,mx_pred_mean
Cuba,CUB,Male,5,2.0209257895759193e-4,1,mx_pred_mean
Cuba,CUB,Male,10,2.5286967493865696e-4,1,mx_pred_mean
Cuba,CUB,Male,15,4.761312361712941e-4,1,mx_pred_mean
Cuba,CUB,Male,20,6.879409473244643e-4,1,mx_pred_mean
Cuba,CUB,Male,25,9.402553532952463e-4,1,mx_pred_mean
Cuba,CUB,Male,30,0.00114097215838399,1,mx_pred_mean
Cuba,CUB,Male,35,0.0016318281151332739,1,mx_pred_mean
Cuba,CUB,Male,40,0.002423192882121803,1,mx_pred_mean
Cuba,CUB,Male,45,0.0037143640115919565,1,mx_pred_mean
Cuba,CUB,Male,50,0.006016025347413758,1,mx_pred_mean
Cuba,CUB,Male,55,0.01073759055881385,1,mx_pred_mean
Cuba,CUB,Male,60,0.01564533528507881,1,mx_pred_mean
Cuba,CUB,Male,65,0.023804722217155183,1,mx_pred_mean
Cuba,CUB,Male,70,0.03772775238448446,1,mx_pred_mean
Cuba,CUB,Male,75,0.05592059750522773,1,mx_pred_mean
Cuba,CUB,Male,80,0.08388052653090504,1,mx_pred_mean
Cuba,CUB,Male,85,0.16536003832898566,1,mx_pred_mean
Cuba,CUB,Male,0,0.001122486962215204,1,mx_pred_median
Cuba,CUB,Male,5,2.0074209485581516e-4,1,mx_pred_median
Cuba,CUB,Male,10,2.51179872781707e-4,1,mx_pred_median
Cuba,CUB,Male,15,4.729494881421214e-4,1,mx_pred_median
Cuba,CUB,Male,20,6.833437804363224e-4,1,mx_pred_median
Cuba,CUB,Male,25,9.339720948362492e-4,1,mx_pred_median
Cuba,CUB,Male,30,0.0011333476094351092,1,mx_pred_median
Cuba,CUB,Male,35,0.0016209234201776889,1,mx_pred_median
Cuba,CUB,Male,40,0.0024069998903765138,1,mx_pred_median
Cuba,CUB,Male,45,0.0036895427659443376,1,mx_pred_median
Cuba,CUB,Male,50,0.00597582324484534,1,mx_pred_median
Cuba,CUB,Male,55,0.010665836586372778,1,mx_pred_median
Cuba,CUB,Male,60,0.015540785297748983,1,mx_pred_median
Cuba,CUB,Male,65,0.023645647108770176,1,mx_pred_median
Cuba,CUB,Male,70,0.03747563659649349,1,mx_pred_median
Cuba,CUB,Male,75,0.055546907989847134,1,mx_pred_median
Cuba,CUB,Male,80,0.08331999472853524,1,mx_pred_median
Cuba,CUB,Male,85,0.16425501951046,1,mx_pred_median
Cuba,CUB,Male,0,0.001134414770377454,1,mx_pred_qm
Cuba,CUB,Male,5,2.0782608869723232e-4,1,mx_pred_qm
Cuba,CUB,Male,10,2.6433295742300035e-4,1,mx_pred_qm
Cuba,CUB,Male,15,5.024796888046058e-4,1,mx_pred_qm
Cuba,CUB,Male,20,7.286370682161971e-4,1,mx_pred_qm
Cuba,CUB,Male,25,9.944976377219293e-4,1,mx_pred_qm
Cuba,CUB,Male,30,0.001200214829860849,1,mx_pred_qm
Cuba,CUB,Male,35,0.001701810108342368,1,mx_pred_qm
Cuba,CUB,Male,40,0.0024997855219767804,1,mx_pred_qm
Cuba,CUB,Male,45,0.003785307959956519,1,mx_pred_qm
Cuba,CUB,Male,50,0.006054118313764038,1,mx_pred_qm
Cuba,CUB,Male,55,0.010675633660142113,1,mx_pred_qm
Cuba,CUB,Male,60,0.015389940582620682,1,mx_pred_qm
Cuba,CUB,Male,65,0.023221950048187754,1,mx_pred_qm
Cuba,CUB,Male,70,0.036618187235457504,1,mx_pred_qm
Cuba,CUB,Male,75,0.05422798589831257,1,mx_pred_qm
Cuba,CUB,Male,80,0.08168505230071875,1,mx_pred_qm
Cuba,CUB,Male,85,0.1626875705113585,1,mx_pred_qm
Cuba,CUB,Male,0,0.0010056813483460818,1,mx_WM
Cuba,CUB,Male,5,1.8414263363653537e-4,1,mx_WM
Cuba,CUB,Male,10,2.5949772952029885e-4,1,mx_WM
Cuba,CUB,Male,15,5.364928818142097e-4,1,mx_WM
Cuba,CUB,Male,20,7.86050431464646e-4,1,mx_WM
Cuba,CUB,Male,25,0.0010601034048162447,1,mx_WM
Cuba,CUB,Male,30,0.0012020646824244623,1,mx_WM
Cuba,CUB,Male,35,0.0016456101264222941,1,mx_WM
Cuba,CUB,Male,40,0.002711537684823357,1,mx_WM
Cuba,CUB,Male,45,0.003937222755154162,1,mx_WM
Cuba,CUB,Male,50,0.006050987084041501,1,mx_WM
Cuba,CUB,Male,55,0.010043422949811543,1,mx_WM
Cuba,CUB,Male,60,0.014675189468658317,1,mx_WM
Cuba,CUB,Male,65,0.023501400744465013,1,mx_WM
Cuba,CUB,Male,70,0.037551622942370286,1,mx_WM
Cuba,CUB,Male,75,0.0559019450295363,1,mx_WM
Cuba,CUB,Male,80,0.08207224290628534,1,mx_WM
Cuba,CUB,Male,85,0.16554958567662337,1,mx_WM
Cyprus,CYP,Female,0,3.8479917460235716e-4,1,mx_pred_mean
Cyprus,CYP,Female,5,8.604384434706999e-5,1,mx_pred_mean
Cyprus,CYP,Female,10,5.736608065811946e-5,1,mx_pred_mean
Cyprus,CYP,Female,15,5.223113204560018e-5,1,mx_pred_mean
Cyprus,CYP,Female,20,1.0661428772939492e-4,1,mx_pred_mean
Cyprus,CYP,Female,25,1.385016379206782e-4,1,mx_pred_mean
Cyprus,CYP,Female,30,2.3865466729135245e-4,1,mx_pred_mean
Cyprus,CYP,Female,35,2.2116771868911506e-4,1,mx_pred_mean
Cyprus,CYP,Female,40,5.122375652650037e-4,1,mx_pred_mean
Cyprus,CYP,Female,45,6.607906652655712e-4,1,mx_pred_mean
Cyprus,CYP,Female,50,0.001473324953236406,1,mx_pred_mean
Cyprus,CYP,Female,55,0.002200348175914351,1,mx_pred_mean
Cyprus,CYP,Female,60,0.0035107087823982126,1,mx_pred_mean
Cyprus,CYP,Female,65,0.005652197087564295,1,mx_pred_mean
Cyprus,CYP,Female,70,0.009842857596544876,1,mx_pred_mean
Cyprus,CYP,Female,75,0.018435468624844555,1,mx_pred_mean
Cyprus,CYP,Female,80,0.042079408499245755,1,mx_pred_mean
Cyprus,CYP,Female,85,0.13531026829095688,1,mx_pred_mean
Cyprus,CYP,Female,0,3.877440065733923e-4,1,mx_pred_median
Cyprus,CYP,Female,5,8.67023298129128e-5,1,mx_pred_median
Cyprus,CYP,Female,10,5.780509788976904e-5,1,mx_pred_median
Cyprus,CYP,Female,15,5.263085199741698e-5,1,mx_pred_median
Cyprus,CYP,Female,20,1.0743019686797097e-4,1,mx_pred_median
Cyprus,CYP,Female,25,1.3956157795774017e-4,1,mx_pred_median
Cyprus,CYP,Female,30,2.404810690631401e-4,1,mx_pred_median
Cyprus,CYP,Female,35,2.2286029448434516e-4,1,mx_pred_median
Cyprus,CYP,Female,40,5.161576712800864e-4,1,mx_pred_median
Cyprus,CYP,Female,45,6.658476342137154e-4,1,mx_pred_median
Cyprus,CYP,Female,50,0.0014846001708365944,1,mx_pred_median
Cyprus,CYP,Female,55,0.002217187234008842,1,mx_pred_median
Cyprus,CYP,Female,60,0.0035375759072408877,1,mx_pred_median
Cyprus,CYP,Female,65,0.00569545282143444,1,mx_pred_median
Cyprus,CYP,Female,70,0.009918184062009892,1,mx_pred_median
Cyprus,CYP,Female,75,0.018576553536119512,1,mx_pred_median
Cyprus,CYP,Female,80,0.04240143826346982,1,mx_pred_median
Cyprus,CYP,Female,85,0.13634578507574283,1,mx_pred_median
Cyprus,CYP,Female,0,3.5500344272635374e-4,1,mx_pred_qm
Cyprus,CYP,Female,5,8.387067175447664e-5,1,mx_pred_qm
Cyprus,CYP,Female,10,5.828235279311906e-5,1,mx_pred_qm
Cyprus,CYP,Female,15,5.4645709028635306e-5,1,mx_pred_qm
Cyprus,CYP,Female,20,1.1365626180503044e-4,1,mx_pred_qm
Cyprus,CYP,Female,25,1.4908853646027848e-4,1,mx_pred_qm
Cyprus,CYP,Female,30,2.5744482264163153e-4,1,mx_pred_qm
Cyprus,CYP,Female,35,2.37644524437032e-4,1,mx_pred_qm
Cyprus,CYP,Female,40,5.457449795084047e-4,1,mx_pred_qm
Cyprus,CYP,Female,45,6.959344463638911e-4,1,mx_pred_qm
Cyprus,CYP,Female,50,0.0015314978714506872,1,mx_pred_qm
Cyprus,CYP,Female,55,0.0022573735989450364,1,mx_pred_qm
Cyprus,CYP,Female,60,0.0035598789727347147,1,mx_pred_qm
Cyprus,CYP,Female,65,0.005681640917910129,1,mx_pred_qm
Cyprus,CYP,Female,70,0.00985223725589252,1,mx_pred_qm
Cyprus,CYP,Female,75,0.018485005454130454,1,mx_pred_qm
Cyprus,CYP,Female,80,0.04258285621987692,1,mx_pred_qm
Cyprus,CYP,Female,85,0.13944313805261468,1,mx_pred_qm
Cyprus,CYP,Female,0,2.9248167666600457e-4,1,mx_WM
Cyprus,CYP,Female,5,7.253651604240835e-5,1,mx_WM
Cyprus,CYP,Female,10,5.709670408198307e-5,1,mx_WM
Cyprus,CYP,Female,15,5.900281732152691e-5,1,mx_WM
Cyprus,CYP,Female,20,1.2312430189907227e-4,1,mx_WM
Cyprus,CYP,Female,25,1.5839105276694584e-4,1,mx_WM
Cyprus,CYP,Female,30,2.604259369431403e-4,1,mx_WM
Cyprus,CYP,Female,35,2.3154020086321118e-4,1,mx_WM
Cyprus,CYP,Female,40,5.11480448226142e-4,1,mx_WM
Cyprus,CYP,Female,45,6.459498649339145e-4,1,mx_WM
Cyprus,CYP,Female,50,0.0014023094052000645,1,mx_WM
Cyprus,CYP,Female,55,0.0020677494055795346,1,mx_WM
Cyprus,CYP,Female,60,0.0032860466606400847,1,mx_WM
Cyprus,CYP,Female,65,0.005364194576820938,1,mx_WM
Cyprus,CYP,Female,70,0.009510695449557648,1,mx_WM
Cyprus,CYP,Female,75,0.017882147217616846,1,mx_WM
Cyprus,CYP,Female,80,0.04005711530375091,1,mx_WM
Cyprus,CYP,Female,85,0.1303194253520594,1,mx_WM
Cyprus,CYP,Female,0,2.730693978490131e-4,1,observed
Cyprus,CYP,Female,5,5.81227707098199e-5,1,observed
Cyprus,CYP,Female,10,1e-6,1,observed
Cyprus,CYP,Female,15,1.0756252655327883e-4,1,observed
Cyprus,CYP,Female,20,1.5223940164997104e-4,1,observed
Cyprus,CYP,Female,25,1.231892904436837e-4,1,observed
Cyprus,CYP,Female,30,2.2526021526412634e-4,1,observed
Cyprus,CYP,Female,35,2.454116858968583e-4,1,observed
Cyprus,CYP,Female,40,4.457892567190989e-4,1,observed
Cyprus,CYP,Female,45,0.0010392711296232891,1,observed
Cyprus,CYP,Female,50,0.0012269058259846773,1,observed
Cyprus,CYP,Female,55,0.0019320939262293488,1,observed
Cyprus,CYP,Female,60,0.003160419149900639,1,observed
Cyprus,CYP,Female,65,0.004775140490843648,1,observed
Cyprus,CYP,Female,70,0.010160288032239553,1,observed
Cyprus,CYP,Female,75,0.01880629901337892,1,observed
Cyprus,CYP,Female,80,0.040012249748064145,1,observed
Cyprus,CYP,Female,85,0.12888338326922957,1,observed
Cyprus,CYP,Male,0,4.4285529307882415e-4,1,mx_pred_mean
Cyprus,CYP,Male,5,1.0755360413752163e-4,1,mx_pred_mean
Cyprus,CYP,Male,10,8.020916028196027e-5,1,mx_pred_mean
Cyprus,CYP,Male,15,2.143318687836542e-4,1,mx_pred_mean
Cyprus,CYP,Male,20,3.7708618664024737e-4,1,mx_pred_mean
Cyprus,CYP,Male,25,2.6250469096662343e-4,1,mx_pred_mean
Cyprus,CYP,Male,30,4.097692995827859e-4,1,mx_pred_mean
Cyprus,CYP,Male,35,6.658209198850069e-4,1,mx_pred_mean
Cyprus,CYP,Male,40,9.861355061930922e-4,1,mx_pred_mean
Cyprus,CYP,Male,45,0.0015832847420766398,1,mx_pred_mean
Cyprus,CYP,Male,50,0.002184537636028356,1,mx_pred_mean
Cyprus,CYP,Male,55,0.003823840980205572,1,mx_pred_mean
Cyprus,CYP,Male,60,0.007089009075393573,1,mx_pred_mean
Cyprus,CYP,Male,65,0.01107187245665514,1,mx_pred_mean
Cyprus,CYP,Male,70,0.020368614440520027,1,mx_pred_mean
Cyprus,CYP,Male,75,0.03035171689811191,1,mx_pred_mean
Cyprus,CYP,Male,80,0.06248911699856464,1,mx_pred_mean
Cyprus,CYP,Male,85,0.1554055772984086,1,mx_pred_mean
Cyprus,CYP,Male,0,4.397414561499383e-4,1,mx_pred_median
Cyprus,CYP,Male,5,1.0679736527206783e-4,1,mx_pred_median
Cyprus,CYP,Male,10,7.964518769492292e-5,1,mx_pred_median
Cyprus,CYP,Male,15,2.1282484267719017e-4,1,mx_pred_median
Cyprus,CYP,Male,20,3.7443479032257007e-4,1,mx_pred_median
Cyprus,CYP,Male,25,2.6065894854576443e-4,1,mx_pred_median
Cyprus,CYP,Male,30,4.068880993412943e-4,1,mx_pred_median
Cyprus,CYP,Male,35,6.611393505309435e-4,1,mx_pred_median
Cyprus,CYP,Male,40,9.792017172013843e-4,1,mx_pred_median
Cyprus,CYP,Male,45,0.0015721522331603648,1,mx_pred_median
Cyprus,CYP,Male,50,0.00216917755324304,1,mx_pred_median
Cyprus,CYP,Male,55,0.0037969545063608716,1,mx_pred_median
Cyprus,CYP,Male,60,0.007039164309861463,1,mx_pred_median
Cyprus,CYP,Male,65,0.010994023087196866,1,mx_pred_median
Cyprus,CYP,Male,70,0.020225397130427182,1,mx_pred_median
Cyprus,CYP,Male,75,0.03013830565879855,1,mx_pred_median
Cyprus,CYP,Male,80,0.06204973889198081,1,mx_pred_median
Cyprus,CYP,Male,85,0.1543128780959617,1,mx_pred_median
Cyprus,CYP,Male,0,4.441275059574348e-4,1,mx_pred_qm
Cyprus,CYP,Male,5,1.1049480111589716e-4,1,mx_pred_qm
Cyprus,CYP,Male,10,8.376174426023744e-5,1,mx_pred_qm
Cyprus,CYP,Male,15,2.2596738838983463e-4,1,mx_pred_qm
Cyprus,CYP,Male,20,3.989954132868965e-4,1,mx_pred_qm
Cyprus,CYP,Male,25,2.773717253160613e-4,1,mx_pred_qm
