Country,iso3,sex,age,Nx,Dxhat_WM,Dx_expected,Dx_observed,GHE_2019,Dxhat_spinoff
Bahamas,BHS,Female,45,15155,68.1589330250331,65.4834827688207,NA,NA,41.32911104429668
Bahamas,BHS,Female,50,13429,84.7654563516712,81.0747881899685,NA,NA,53.01490479565143
Bahamas,BHS,Female,55,12515,101.568042477345,98.744934333936,NA,NA,72.5984063211623
Bahamas,BHS,Female,60,9628,110.082867251024,107.060297225215,NA,NA,92.06565551001671
Bahamas,BHS,Female,65,6488,110.997459692589,109.139137948035,NA,NA,108.49649070245594
Bahamas,BHS,Female,70,4480,112.358479558246,109.139137948035,NA,NA,141.36218241076736
Bahamas,BHS,Female,75,3260,137.227235730119,132.006385899051,NA,NA,199.17822083103812
Bahamas,BHS,Female,80,1890,140.155359399686,129.927545176232,NA,NA,232.48877067943957
Bahamas,BHS,Female,85,1079,172.691477685294,156.952474572888,NA,NA,384.4739465629242
Bahamas,BHS,Male,0,13896,28.5351344801141,38.4585533721646,NA,NA,14.156890171809646
Bahamas,BHS,Male,5,13649,2.38449892854206,3.11826108422956,NA,NA,2.3464860434411494
Bahamas,BHS,Male,10,15659,4.47337749024996,5.19710180704927,NA,NA,2.9230405685689105
Bahamas,BHS,Male,15,16178,19.5227937226187,20.7884072281971,NA,NA,11.487590256714174
Bahamas,BHS,Male,20,16718,44.5867430723363,45.7344959020336,NA,NA,20.415520769890737
Bahamas,BHS,Male,25,16567,55.6409250325851,57.1681198775419,NA,NA,21.988169042707568
Bahamas,BHS,Male,30,13846,55.4917631991211,56.128699516132,NA,NA,22.116949375874757
Bahamas,BHS,Male,35,13070,69.422274196749,68.6017438530503,NA,NA,28.995664353545216
Bahamas,BHS,Male,40,13237,90.6037673109407,86.2718899970178,NA,NA,43.56342940699988
Bahamas,BHS,Male,45,13764,114.740625320895,107.060297225215,NA,NA,66.66372985760775
Bahamas,BHS,Male,50,12140,138.898274114582,126.809284092002,NA,NA,90.28344577460796
Bahamas,BHS,Male,55,11138,168.840359114896,152.794793127248,NA,NA,124.57408618961863
Bahamas,BHS,Male,60,7956,167.782449735667,149.676532043019,NA,NA,134.56702575937783
Bahamas,BHS,Male,65,5358,161.864639647343,144.47943023597,NA,NA,145.3193204776038
Bahamas,BHS,Male,70,3543,158.003921867712,140.32174879033,NA,NA,164.29261397367873
Bahamas,BHS,Male,75,2362,155.6318407267,137.203487706101,NA,NA,192.26308863579183
Bahamas,BHS,Male,80,1297,127.875461911653,109.139137948035,NA,NA,185.17848977111555
Bahamas,BHS,Male,85,715,154.152504527838,132.006385899051,NA,NA,237.04379135138157
Bosnia and Herzegovina,BIH,Female,0,64568,58.8630757306009,66.2140368166735,NA,NA,58.61352158104607
Bosnia and Herzegovina,BIH,Female,5,78769,6.74133037365502,7.67698977584621,NA,NA,3.016046144531558
Bosnia and Herzegovina,BIH,Female,10,88331,9.03543381990124,9.59623721980777,NA,NA,6.455717042052068
Bosnia and Herzegovina,BIH,Female,15,80892,15.4332664743383,15.3539795516924,NA,NA,10.6134316013555
Bosnia and Herzegovina,BIH,Female,20,104619,21.6579620906308,21.1117218835771,NA,NA,10.202484053036104
Bosnia and Herzegovina,BIH,Female,25,91108,24.0791567842775,23.0309693275386,NA,NA,21.322016483604084
Bosnia and Herzegovina,BIH,Female,30,105585,47.0469013663818,44.1426912111157,NA,NA,51.75253650803556
Bosnia and Herzegovina,BIH,Female,35,118896,78.1500241876234,71.9717791485582,NA,NA,80.56288097825993
Bosnia and Herzegovina,BIH,Female,40,109005,118.085128846274,107.477856861847,NA,NA,126.19406356748443
Bosnia and Herzegovina,BIH,Female,45,111859,223.417951806945,201.520981615963,NA,NA,237.51089839955856
Bosnia and Herzegovina,BIH,Female,50,117127,395.870331658446,356.020400854868,NA,NA,430.1754107375778
Bosnia and Herzegovina,BIH,Female,55,140163,781.172739886386,692.84832727012,NA,NA,763.5420302535474
Bosnia and Herzegovina,BIH,Female,60,126468,1126.7971837655,973.058454088507,NA,NA,1179.0437330066043
Bosnia and Herzegovina,BIH,Female,65,118029,1815.30303367151,1521.00359933953,NA,NA,1882.240248001161
Bosnia and Herzegovina,BIH,Female,70,81261,2426.69713492608,2017.12906360359,NA,NA,2339.472549186223
Bosnia and Herzegovina,BIH,Female,75,59710,3525.68975948628,2962.35842975466,NA,NA,3466.8027733323565
Bosnia and Herzegovina,BIH,Female,80,52718,5221.78102380861,4489.11977142607,NA,NA,4835.613988792308
Bosnia and Herzegovina,BIH,Female,85,25098,4835.37155268446,4300.07389819586,NA,NA,5207.941730821887
Bosnia and Herzegovina,BIH,Male,0,68686,79.1099114935478,85.4065112562891,NA,NA,86.68089004555776
Bosnia and Herzegovina,BIH,Male,5,83189,8.7793210884943491,9.59623721980775,NA,NA,8.897961607478491
Bosnia and Herzegovina,BIH,Male,10,92909,12.5560198248649,13.4347321077309,NA,NA,17.195942106207404
Bosnia and Herzegovina,BIH,Male,15,84143,37.0618433129848,37.4253251572503,NA,NA,28.08428071357719
Bosnia and Herzegovina,BIH,Male,20,111549,84.077894667865,81.568016368366,NA,NA,66.89310114721393
Bosnia and Herzegovina,BIH,Male,25,95996,69.5879656379694,65.2544130946928,NA,NA,61.125832548839725
Bosnia and Herzegovina,BIH,Male,30,110800,104.995506629329,95.0027484760968,NA,NA,100.01001879733387
Bosnia and Herzegovina,BIH,Male,35,123104,160.148255818323,139.145439687213,NA,NA,147.5582930945287
Bosnia and Herzegovina,BIH,Male,40,111798,246.31948847318,210.15759511379,NA,NA,218.33273526442196
Bosnia and Herzegovina,BIH,Male,45,115076,456.051273985554,387.687983680234,NA,NA,413.9214181146862
Bosnia and Herzegovina,BIH,Male,50,114211,812.038715563898,697.646445880024,NA,NA,784.6247392938508
Bosnia and Herzegovina,BIH,Male,55,128681,1573.61412825508,1352.10982427091,NA,NA,1462.5433720922956
Bosnia and Herzegovina,BIH,Male,60,115499,2229.41738080926,1874.14512902845,NA,NA,2147.8339707543346
Bosnia and Herzegovina,BIH,Male,65,103799,3023.98839461721,2454.71748082682,NA,NA,2988.643015492836
Bosnia and Herzegovina,BIH,Male,70,62167,2971.89525949512,2380.82645423431,NA,NA,2907.224693919481
Bosnia and Herzegovina,BIH,Male,75,39360,3259.41404148891,2640.8844828911,NA,NA,3288.377140436272
Bosnia and Herzegovina,BIH,Male,80,31797,4078.58906582585,3374.03700648441,NA,NA,4109.221781776872
Bosnia and Herzegovina,BIH,Male,85,13845,2926.17140073538,2485.42543993021,NA,NA,3316.763611394306
Belarus,BLR,Female,0,270721,143.748041433129,158.790968104223,NA,NA,147.7478437410422
Belarus,BLR,Female,5,288777,26.2912074087286,29.0597850125375,NA,NA,29.83663216323255
Belarus,BLR,Female,10,236341,27.1803267493578,28.021935547804,NA,NA,29.616216215367533
Belarus,BLR,Female,15,215643,39.7590594649837,38.4004301951388,NA,NA,54.29983090490133
Belarus,BLR,Female,20,206864,48.2416388873551,45.6653764482732,NA,NA,56.02977172534318
Belarus,BLR,Female,25,318601,150.60509190775,140.10967773902,NA,NA,150.92903471907235
Belarus,BLR,Female,30,397199,274.920417822971,251.159570465502,NA,NA,320.43242017005446
Belarus,BLR,Female,35,355591,416.054291351717,373.625807304053,NA,NA,474.90751655016885
Belarus,BLR,Female,40,331661,662.934134785408,589.498495968617,NA,NA,636.411890996967
Belarus,BLR,Female,45,331213,971.858637136594,855.187958940388,NA,NA,917.5199893453374
Belarus,BLR,Female,50,316840,1437.75338374416,1260.98709965118,NA,NA,1350.3496431877572
Belarus,BLR,Female,55,410042,2721.8300955872,2349.6911881566,NA,NA,2709.5098841219037
Belarus,BLR,Female,60,380267,3852.81687582216,3239.12817943319,NA,NA,3757.828850321839
Belarus,BLR,Female,65,352620,5798.4320811869,4724.29076346681,NA,NA,5354.328490814097
Belarus,BLR,Female,70,170426,5084.01948540617,4099.50538569725,NA,NA,5050.944719645233
Belarus,BLR,Female,75,181065,10281.5766693387,8355.72604056926,NA,NA,9369.174725122131
Belarus,BLR,Female,80,164774,15800.5999370402,13146.439169779,NA,NA,15972.069163355496
Belarus,BLR,Female,85,121309,23971.7282382973,20696.7940257151,NA,NA,26436.714084883413
Belarus,BLR,Male,0,277400,204.422095764312,215.872688664564,NA,NA,182.8252181445838
Belarus,BLR,Male,5,306942,40.1949448807603,42.5518280540727,NA,NA,44.01659554743556
Belarus,BLR,Male,10,248915,34.9657250583948,36.3247312656718,NA,NA,30.617350461157258
Belarus,BLR,Male,15,227984,100.535573631606,98.5956991496807,NA,NA,97.37417039499066
Belarus,BLR,Male,20,218608,170.695545534571,160.86666703369,NA,NA,225.2076661183905
Belarus,BLR,Male,25,333729,430.754581416328,393.344947133989,NA,NA,484.32727114683547
Belarus,BLR,Male,30,416816,938.58335028169,832.355270716252,NA,NA,938.1403646558506
Belarus,BLR,Male,35,360742,1323.1244974946,1136.44516388316,NA,NA,1324.5983530814542
Belarus,BLR,Male,40,320970,2017.54088560656,1710.37591788078,NA,NA,1803.126989740725
Belarus,BLR,Male,45,301557,2860.7773733812,2410.92430657588,NA,NA,2630.47482149715
Belarus,BLR,Male,50,275420,4174.18763759982,3548.40731992377,NA,NA,3866.7263405956373
Belarus,BLR,Male,55,343489,7657.73270927907,6496.93764923159,NA,NA,6920.05976998701
Belarus,BLR,Male,60,284767,9997.74794818524,8343.27184699245,NA,NA,9461.498012736909
Belarus,BLR,Male,65,225597,11174.6374091402,9036.55528943442,NA,NA,10227.354493940853
Belarus,BLR,Male,70,99113,7368.3150161364,5885.64431450357,NA,NA,6983.279824330919
Belarus,BLR,Male,75,74958,8134.75052272918,6515.61893959679,NA,NA,8426.809046986478
Belarus,BLR,Male,80,53989,8804.12747461943,7195.41033899723,NA,NA,9259.237693615654
Belarus,BLR,Male,85,28371,7415.90140633343,6213.60474535935,NA,NA,8835.01961947816
Belize,BLZ,Female,0,19461,37.6702186121576,45.2538717186778,NA,NA,50.970349056407855
Belize,BLZ,Female,5,19082,3.59443363728661,4.20966248545841,NA,NA,4.758101888820187
Belize,BLZ,Female,10,18647,3.93518256652869,4.2096624854584,NA,NA,4.5834223757917565
Belize,BLZ,Female,15,19806,11.6496684926438,11.5765718350106,NA,NA,10.999946344688963
Belize,BLZ,Female,20,19731,15.5014457890593,14.7338186991044,NA,NA,15.14848832708763
Belize,BLZ,Female,25,18381,23.9204280408604,22.1007280486566,NA,NA,24.244919552195505
Belize,BLZ,Female,30,16455,29.1010707045657,26.310390534115,NA,NA,25.886142806268964
Belize,BLZ,Female,35,14369,26.3229515628072,23.1531436700212,NA,NA,25.379293373381795
Belize,BLZ,Female,40,11978,29.5285978935373,25.2579749127504,NA,NA,31.5417805958699
Belize,BLZ,Female,45,10805,46.8165750567817,38.9393779904902,NA,NA,45.675895517047294
Belize,BLZ,Female,50,8899,60.9501508916013,49.4635342041362,NA,NA,59.616536632368366
Belize,BLZ,Female,55,7153,70.4238787922234,55.7780279323238,NA,NA,73.04945775777863
Belize,BLZ,Female,60,5270,74.4418991758826,57.882859175053,NA,NA,72.48854537715096
Belize,BLZ,Female,65,3632,71.9172756271732,55.7780279323239,NA,NA,75.06656378610472
Belize,BLZ,Female,70,2427,71.8632993379359,56.8304435536884,NA,NA,75.99272876722448
Belize,BLZ,Female,75,1611,80.5522845175875,65.2497685246052,NA,NA,75.45051717313753
Belize,BLZ,Female,80,1136,84.9318427116756,68.407015388699,NA,NA,86.27953616475881
Belize,BLZ,Female,85,1017,164.776805502565,135.761615156033,NA,NA,155.0265757115482
Belize,BLZ,Male,0,19985,48.0534356619621,56.8304435536884,NA,NA,62.88026093429571
Belize,BLZ,Male,5,19578,4.52325421477386,5.262078106823,NA,NA,6.321237915793702
Belize,BLZ,Male,10,19350,7.77880890393455,8.41932497091681,NA,NA,7.524693786661202
Belize,BLZ,Male,15,20047,28.7030568684616,29.4676373982088,NA,NA,27.6295623179819
Belize,BLZ,Male,20,19610,52.7575475418893,52.62078106823,NA,NA,45.29807083194384
Belize,BLZ,Male,25,18097,66.0135379471486,64.1973529032406,NA,NA,61.64379441408351
Belize,BLZ,Male,30,15648,68.2273692070071,64.1973529032406,NA,NA,66.08525839460259
Belize,BLZ,Male,35,13243,62.6136640485602,56.8304435536884,NA,NA,60.18201735879915
Belize,BLZ,Male,40,11077,64.232841005169007,56.8304435536884,NA,NA,61.6500638746575
Belize,BLZ,Male,45,10098,76.632444374045,66.3021841459698,NA,NA,75.95674380328715
Belize,BLZ,Male,50,8582,87.0800950280571,73.6690934955221,NA,NA,85.55221481384355
Belize,BLZ,Male,55,7176,112.150504831076,92.6125746800848,NA,NA,118.4490889246821
Belize,BLZ,Male,60,5180,111.986458525351,90.5077434373557,NA,NA,115.26212949949476
Belize,BLZ,Male,65,3732,110.003623120036,87.3504965732619,NA,NA,107.85143522191377
Belize,BLZ,Male,70,2592,109.409339626009,86.2980809518972,NA,NA,102.03381995865911
Belize,BLZ,Male,75,1681,103.542808926105,81.0360028450742,NA,NA,103.4779562012067
Belize,BLZ,Male,80,1127,120.517222839338,94.7174059228141,NA,NA,127.07329062409787
Belize,BLZ,Male,85,958,191.714155096714,154.705096340596,NA,NA,186.80773659487448
Bolivia (Plurinational State of),BOL,Female,0,579535,1311.09517253425,1710.17913595501,NA,NA,3360.090553227248
Bolivia (Plurinational State of),BOL,Female,5,576763,121.857425169756,147.650143025727,NA,NA,510.3875150749607
Bolivia (Plurinational State of),BOL,Female,10,568242,106.678503848174,115.923666011934,NA,NA,338.97780100268085
Bolivia (Plurinational State of),BOL,Female,15,557073,180.748306627679,183.037367387265,NA,NA,593.1217410947706
Bolivia (Plurinational State of),BOL,Female,20,524085,236.269350347347,222.695463654505,NA,NA,714.3925737762199
Bolivia (Plurinational State of),BOL,Female,25,481351,288.393685667627,254.421940668298,NA,NA,767.082476569937
Bolivia (Plurinational State of),BOL,Female,30,432517,368.657510366163,303.842029862859,NA,NA,857.0598262395667
Bolivia (Plurinational State of),BOL,Female,35,383096,498.960120682097,386.208845187128,NA,NA,1040.295361880658
Bolivia (Plurinational State of),BOL,Female,40,334572,702.130899681934,512.504628684341,NA,NA,1130.9381007980433
Bolivia (Plurinational State of),BOL,Female,45,287248,969.69870053549,676.628134774922,NA,NA,1420.3760929880407
Bolivia (Plurinational State of),BOL,Female,50,243093,1324.12219369467,881.019861690701,NA,NA,1858.619910830076
Bolivia (Plurinational State of),BOL,Female,55,204984,1766.39152825201,1135.441802359,NA,NA,2190.2553977574084
Bolivia (Plurinational State of),BOL,Female,60,172470,2398.62990995699,1521.65064754613,NA,NA,2804.417902386338
Bolivia (Plurinational State of),BOL,Female,65,144891,3147.45705217451,2051.23876385328,NA,NA,3059.1670729167895
Bolivia (Plurinational State of),BOL,Female,70,118349,4069.3633358902,2802.30209469902,NA,NA,2913.7355695718657
Bolivia (Plurinational State of),BOL,Female,75,89556,4673.69064209895,3490.52259607514,NA,NA,2920.2349207025877
Bolivia (Plurinational State of),BOL,Female,80,59746,4718.54985201664,3801.07599607553,NA,NA,2747.490099244769
Bolivia (Plurinational State of),BOL,Female,85,57439,7590.28288637594,6600.32746798477,NA,NA,4451.205384713847
Bolivia (Plurinational State of),BOL,Male,0,605964,1708.78084154869,2194.00791041535,NA,NA,4265.3858003138985
Bolivia (Plurinational State of),BOL,Male,5,602325,144.657904554558,178.766495481562,NA,NA,731.6823320290129
Bolivia (Plurinational State of),BOL,Male,10,592770,129.324001715853,148.870392141642,NA,NA,452.0433976690549
Bolivia (Plurinational State of),BOL,Male,15,579611,278.744554404399,305.062278978775,NA,NA,1028.1520510540083
Bolivia (Plurinational State of),BOL,Male,20,541104,377.331631746964,385.598720629171,NA,NA,1423.8680636215452
Bolivia (Plurinational State of),BOL,Male,25,492994,393.501811253653,369.125357564317,NA,NA,1351.3065071467572
Bolivia (Plurinational State of),BOL,Male,30,438428,462.267808658586,383.158222397341,NA,NA,1328.8267468729423
Bolivia (Plurinational State of),BOL,Male,35,385058,604.817632369189,438.06943261352,NA,NA,1464.7639621930605
Bolivia (Plurinational State of),BOL,Male,40,333313,873.523356091027,547.281728487922,NA,NA,1535.4270949285572
Bolivia (Plurinational State of),BOL,Male,45,283210,1275.48639008709,713.235608252375,NA,NA,1798.3931767971076
Bolivia (Plurinational State of),BOL,Male,50,237469,1900.53394498112,974.979043616164,NA,NA,1984.685630720408
Bolivia (Plurinational State of),BOL,Male,55,198046,2654.90085652955,1309.3273013769,NA,NA,2488.580460271107
Bolivia (Plurinational State of),BOL,Male,60,163721,3683.92475715421,1805.96869155434,NA,NA,3100.9498211261307
Bolivia (Plurinational State of),BOL,Male,65,134236,4562.70852203599,2340.43780432516,NA,NA,3382.7447080270713
Bolivia (Plurinational State of),BOL,Male,70,107091,5329.11593084334,2919.44600982687,NA,NA,3566.37786863244
Bolivia (Plurinational State of),BOL,Male,75,76945,5390.8704838253,3221.45766601586,NA,NA,3670.49911480916
Bolivia (Plurinational State of),BOL,Male,80,47160,4723.51882023266,3076.24802122196,NA,NA,3195.6421953932695
Bolivia (Plurinational State of),BOL,Male,85,38574,6321.98717879579,4620.47327741252,NA,NA,4841.796270367046
Brazil,BRA,Female,0,7070447,13728.0212923105,17219.3913494798,15293.8380031406,NA,16989.22542798365
Brazil,BRA,Female,5,7136977,1146.27228200358,1410.75998914163,1094.19328802958,NA,1049.8426699259821
Brazil,BRA,Female,10,7319056,1543.35487190981,1729.44965575348,1594.66237715674,NA,1774.9298825644084
Brazil,BRA,Female,15,7964694,3296.75321624484,3431.49605991932,3513.64530275406,NA,3321.721824246594
Brazil,BRA,Female,20,8466492,4727.38324855235,4691.03069770692,5146.64589170729,NA,4610.819130011941
Brazil,BRA,Female,25,8418590,5565.75116730993,5359.8730234942,6047.07578498163,NA,5247.6250895488565
Brazil,BRA,Female,30,8576223,7823.47475950545,7351.17597219627,8348.40466065747,NA,7886.15369943814
Brazil,BRA,Female,35,8735133,11503.1483945417,10540.1025088027,12420.5444541766,NA,11593.559109090404
Brazil,BRA,Female,40,7956785,15680.6464621781,13965.5089572581,16834.619650205,NA,15288.331503164845
Brazil,BRA,Female,45,7079054,21023.1691860365,18149.0720329717,21653.8364898126,NA,22506.546950109438
Brazil,BRA,Female,50,6651999,29967.0653563909,25120.6622239169,29325.6235206563,NA,31990.14839292135
Brazil,BRA,Female,55,6089814,41601.9438197091,33986.1215801414,40057.2143200145,NA,42670.269463153876
Brazil,BRA,Female,60,5044879,54863.0789133358,44070.5181643941,52942.998155181,NA,55979.0995955481
Brazil,BRA,Female,65,4034221,66497.3357146762,53638.3127094575,63885.9672033632,NA,66990.47147274311
Brazil,BRA,Female,70,2957955,73737.0777143629,60636.2912167464,73183.5016479553,NA,74427.35943207267
Brazil,BRA,Female,75,2011193,83511.4854526971,70188.86173315,79092.7671040469,NA,80999.45512031538
Brazil,BRA,Female,80,1395700,94563.3135745163,79297.9055479314,90183.908159983,NA,89206.668392993
Brazil,BRA,Female,85,1214414,185917.938244324,160459.232203823,174068.951738591,NA,155217.24933153356
Brazil,BRA,Male,0,7404646,17401.7817868579,21552.1499060594,18840.6406782592,NA,21116.006948600614
Brazil,BRA,Male,5,7464840,1475.66098924928,1801.51005807654,1526.27529665489,NA,1719.9038532760583
Brazil,BRA,Male,10,7623386,2252.00266920402,2556.62187960271,2344.84792690429,NA,2235.296858529869
Brazil,BRA,Male,15,8253310,12567.0034501606,13516.907579416,13298.1786539503,NA,12007.311301087373
Brazil,BRA,Male,20,8685557,19739.2989945536,20638.7081864712,21947.0720016614,NA,20380.346410438066
Brazil,BRA,Male,25,8534004,18582.4101302461,18898.0942430339,20352.4096245046,NA,19114.84257270515
Brazil,BRA,Male,30,8571684,20423.013810033,19996.2541770276,22080.7376590059,NA,21804.492194030667
Brazil,BRA,Male,35,8593722,24319.1893400573,22982.1936648367,26383.9428911904,NA,27507.4465470095
Brazil,BRA,Male,40,7704528,28615.7604121582,26312.1962003574,31682.9054621973,NA,31830.105888989077
Brazil,BRA,Male,45,6721639,35456.2912685269,31849.6828915492,38331.9947891724,NA,40644.346311769055
Brazil,BRA,Male,50,6170933,49273.8813264715,43305.2569904281,51443.6632235723,NA,55125.77036010472
Brazil,BRA,Male,55,5508456,64556.7073950478,55336.2993726474,66729.2118836218,NA,70328.42465979594
Brazil,BRA,Male,60,4423280,80129.5175215768,67416.0586465781,81860.371528599,NA,83451.24259613689
Brazil,BRA,Male,65,3394482,90754.827214587,75222.9405433244,93297.5926585899,NA,97938.65155640952
Brazil,BRA,Male,70,2351464,93806.1024858553,77302.5428582534,96507.6407706312,NA,95295.94799491782
Brazil,BRA,Male,75,1480939,94553.3031249011,78114.4910534428,92852.0404674415,NA,93918.98345990398
Brazil,BRA,Male,80,921508,88865.8685725229,72778.9764758043,87773.7816562361,NA,90049.61616137232
Brazil,BRA,Male,85,627405,122406.357481734,103702.023489594,119703.295075395,NA,109657.97948190653
Barbados,BRB,Female,0,7434,13.3827477238388,17.4907831420195,NA,NA,18.83520522091249
Barbados,BRB,Female,5,7623,0.742846474625337,1.02886959658938,NA,NA,2.210982526659144
Barbados,BRB,Female,10,8624,1.62876643712123,2.05773919317876,NA,NA,2.4102526865381844
Barbados,BRB,Female,15,9218,3.58801394820336,4.11547838635753,NA,NA,5.077048353696553
Barbados,BRB,Female,20,9230,5.70105300613631,6.17321757953629,NA,NA,6.3145254434234666
Barbados,BRB,Female,25,9402,5.76762012776581,6.1732175795363,NA,NA,7.521095670407987
Barbados,BRB,Female,30,9086,7.69348533332034,8.23095677271506,NA,NA,9.94039590744774
Barbados,BRB,Female,35,9749,12.4747480664794,13.375304755662,NA,NA,15.627513355487542
Barbados,BRB,Female,40,9584,18.2070442006792,19.5485223351983,NA,NA,24.05397884526084
Barbados,BRB,Female,45,10515,27.7164779812213,29.8372183010921,NA,NA,41.33979039426629
Barbados,BRB,Female,50,10241,43.0284238103207,46.2991318465222,NA,NA,62.31173274993447
Barbados,BRB,Female,55,10848,67.5681087439428,72.0208717612567,NA,NA,99.72574116987435
Barbados,BRB,Female,60,10000,107.211890494767,111.117916431653,NA,NA,115.12328524559243
Barbados,BRB,Female,65,8093,128.355351211482,129.637569170262,NA,NA,118.51868730447052
Barbados,BRB,Female,70,6407,169.273750747218,168.734613840659,NA,NA,144.1436914944317
Barbados,BRB,Female,75,4689,212.091622320803,209.889397704234,NA,NA,195.45791054810311
Barbados,BRB,Female,80,3508,263.217634979087,260.304007937114,NA,NA,264.6549424909623
Barbados,BRB,Female,85,4036,718.663706527531,710.948891243263,NA,NA,687.0464675072778
Barbados,BRB,Male,0,7686,13.5533747239941,21.606261528377,NA,NA,24.23639818364851
Barbados,BRB,Male,5,7875,0.581463311206803,1.02886959658938,NA,NA,2.4870526279734446
Barbados,BRB,Male,10,8923,1.35225328156836,2.05773919317876,NA,NA,2.8727686454817523
Barbados,BRB,Male,15,9747,5.55268142939323,7.20208717612568,NA,NA,8.88670414010439
Barbados,BRB,Male,20,9539,8.5177615723051,10.2886959658938,NA,NA,11.814432405137227
Barbados,BRB,Male,25,9407,12.2078709760739,14.4041743522514,NA,NA,11.417979711064602
Barbados,BRB,Male,30,9015,15.8713427120577,18.5196527386089,NA,NA,12.72785539329838
Barbados,BRB,Male,35,9274,16.4265270278978,19.5485223351983,NA,NA,18.034221513895467
Barbados,BRB,Male,40,9220,21.3309099597102,25.7217399147346,NA,NA,27.84045235407141
Barbados,BRB,Male,45,9748,33.3104680240715,40.1259142669859,NA,NA,49.039082283452096
Barbados,BRB,Male,50,9394,43.8058293805543,52.4723494260585,NA,NA,80.94683363244161
Barbados,BRB,Male,55,9453,77.2648235441017,90.5405244998657,NA,NA,137.48860547646598
Barbados,BRB,Male,60,8540,111.171736702639,123.464351590726,NA,NA,147.13582269425538
Barbados,BRB,Male,65,6940,145.800633625044,151.243830698639,NA,NA,142.63050491264224
Barbados,BRB,Male,70,5482,196.513102961466,194.456353755393,NA,NA,154.1610288616086
Barbados,BRB,Male,75,3576,208.393349800107,202.687310528108,NA,NA,173.13891906605542
Barbados,BRB,Male,80,2601,240.777669887568,234.582268022379,NA,NA,209.94236836286316
Barbados,BRB,Male,85,2664,504.226486763159,491.799667169725,NA,NA,427.8573006382537
Brunei Darussalam,BRN,Female,0,15420,25.7746743741965,33.7968623654186,NA,NA,25.147349435731037
Brunei Darussalam,BRN,Female,5,16776,3.13655811309158,4.22460779567733,NA,NA,4.2069107706257975
Brunei Darussalam,BRN,Female,10,15173,2.50630408191508,3.168455846758,NA,NA,4.058419937091399
Brunei Darussalam,BRN,Female,15,16401,2.71170547369067,3.16845584675799,NA,NA,9.47123806416656
Brunei Darussalam,BRN,Female,20,16698,9.74637682932026,10.5615194891933,NA,NA,11.830008286940899
Brunei Darussalam,BRN,Female,25,16450,8.89647937804631,9.50536754027399,NA,NA,13.572004016933043
Brunei Darussalam,BRN,Female,30,17830,13.8490870108262,14.7861272848706,NA,NA,19.193245799930043
Brunei Darussalam,BRN,Female,35,17786,25.6463643216258,27.4599506719026,NA,NA,26.867329646228853
Brunei Darussalam,BRN,Female,40,16911,30.4758028786495,32.7407104164993,NA,NA,38.07220106750444
Brunei Darussalam,BRN,Female,45,15765,49.3829968208459,52.8075974459666,NA,NA,54.15616102312179
Brunei Darussalam,BRN,Female,50,13801,59.1035551585993,63.3691169351599,NA,NA,69.86352750952008
Brunei Darussalam,BRN,Female,55,10646,80.534374654031,85.5483078624659,NA,NA,80.19788631932117
Brunei Darussalam,BRN,Female,60,8365,91.7543091863416,95.0536754027399,NA,NA,99.54137934651965
Brunei Darussalam,BRN,Female,65,5706,102.984280100795,103.502890994095,NA,NA,104.6109744418864
Brunei Darussalam,BRN,Female,70,3258,103.256190956954,102.446739045175,NA,NA,97.289544599559
Brunei Darussalam,BRN,Female,75,1670,126.347826079179,124.625929972481,NA,NA,91.2513351339853
Brunei Darussalam,BRN,Female,80,1185,137.255102508092,135.187449461674,NA,NA,117.65495462506615
Brunei Darussalam,BRN,Female,85,655,190.897407628391,186.938894958722,NA,NA,124.71231483812423
Brunei Darussalam,BRN,Male,0,16252,27.1325296514854,43.3022299056926,NA,NA,32.13610422077645
Brunei Darussalam,BRN,Male,5,17907,3.14339320190726,5.28075974459666,NA,NA,4.286837738271842
Brunei Darussalam,BRN,Male,10,16136,2.79534408613453,4.22460779567733,NA,NA,4.113757028960055
Brunei Darussalam,BRN,Male,15,17374,5.59282726719842,7.39306364243532,NA,NA,14.2004341369047
Brunei Darussalam,BRN,Male,20,18502,12.163755001628,14.7861272848706,NA,NA,21.59808157990886
Brunei Darussalam,BRN,Male,25,18046,24.1814567659866,28.516102620822,NA,NA,21.83700087202452
Brunei Darussalam,BRN,Male,30,20311,25.0877204186797,29.5722545697413,NA,NA,28.684604056263822
Brunei Darussalam,BRN,Male,35,20641,38.3465487179257,45.4145338035313,NA,NA,39.11713709862548
Brunei Darussalam,BRN,Male,40,18729,49.43610359923,59.1445091394826,NA,NA,53.5825373621392
Brunei Darussalam,BRN,Male,45,16598,67.0321486836347,80.2675481178692,NA,NA,77.40365830552146
Brunei Darussalam,BRN,Male,50,14191,83.6515113703076,99.2782831984172,NA,NA,109.07806869088219
Brunei Darussalam,BRN,Male,55,11583,98.73414532791,115.120562432207,NA,NA,144.68604122336367
Brunei Darussalam,BRN,Male,60,8821,106.601448186031,118.289018278965,NA,NA,152.35440428616835
Brunei Darussalam,BRN,Male,65,5621,115.989523592396,120.401322176804,NA,NA,131.44392319359017
Brunei Darussalam,BRN,Male,70,2953,114.280572836086,113.008258534368,NA,NA,103.23092362549178
Brunei Darussalam,BRN,Male,75,1688,127.590705686992,123.569778023562,NA,NA,100.1925679610449
Brunei Darussalam,BRN,Male,80,990,109.882693994998,106.671346840853,NA,NA,94.4530709181423
