Country,iso3,cluster,sex,age,source,lmx
Afghanistan,AFG,3,Female,0,lmx_scaled,-4.660143286572355
Afghanistan,AFG,3,Female,5,lmx_scaled,-7.812247818780794
Afghanistan,AFG,3,Female,10,lmx_scaled,-7.963559031086895
Afghanistan,AFG,3,Female,15,lmx_scaled,-6.6730834273612425
Afghanistan,AFG,3,Female,20,lmx_scaled,-6.200728389684128
Afghanistan,AFG,3,Female,25,lmx_scaled,-5.869288047680053
Afghanistan,AFG,3,Female,30,lmx_scaled,-5.590909029766425
Afghanistan,AFG,3,Female,35,lmx_scaled,-5.191464968448957
Afghanistan,AFG,3,Female,40,lmx_scaled,-4.801787508113048
Afghanistan,AFG,3,Female,45,lmx_scaled,-4.418481212372804
Afghanistan,AFG,3,Female,50,lmx_scaled,-4.02343008512692
Afghanistan,AFG,3,Female,55,lmx_scaled,-3.6157207720575837
Afghanistan,AFG,3,Female,60,lmx_scaled,-3.240546313853412
Afghanistan,AFG,3,Female,65,lmx_scaled,-2.8841788077636505
Afghanistan,AFG,3,Female,70,lmx_scaled,-2.4900472467010375
Afghanistan,AFG,3,Female,75,lmx_scaled,-2.1130449196086305
Afghanistan,AFG,3,Female,80,lmx_scaled,-1.7505804985645845
Afghanistan,AFG,3,Female,85,lmx_scaled,-1.2974174847980309
Afghanistan,AFG,3,Male,0,lmx_scaled,-4.53103537749794
Afghanistan,AFG,3,Male,5,lmx_scaled,-7.785408049405049
Afghanistan,AFG,3,Male,10,lmx_scaled,-7.890265541599864
Afghanistan,AFG,3,Male,15,lmx_scaled,-6.494894799230788
Afghanistan,AFG,3,Male,20,lmx_scaled,-6.025339426935076
Afghanistan,AFG,3,Male,25,lmx_scaled,-5.849115777013092
Afghanistan,AFG,3,Male,30,lmx_scaled,-5.638008168592932
Afghanistan,AFG,3,Male,35,lmx_scaled,-5.332743488675464
Afghanistan,AFG,3,Male,40,lmx_scaled,-4.919526329382527
Afghanistan,AFG,3,Male,45,lmx_scaled,-4.538443550994035
Afghanistan,AFG,3,Male,50,lmx_scaled,-4.111965043486741
Afghanistan,AFG,3,Male,55,lmx_scaled,-3.711047932410099
Afghanistan,AFG,3,Male,60,lmx_scaled,-3.2742783404124913
Afghanistan,AFG,3,Male,65,lmx_scaled,-2.8887090818891665
Afghanistan,AFG,3,Male,70,lmx_scaled,-2.5135119006822886
Afghanistan,AFG,3,Male,75,lmx_scaled,-2.1530677540385157
Afghanistan,AFG,3,Male,80,lmx_scaled,-1.7717925212013375
Afghanistan,AFG,3,Male,85,lmx_scaled,-1.2561439048464558
Angola,AGO,3,Female,0,lmx_scaled,-4.413494168227927
Angola,AGO,3,Female,5,lmx_scaled,-6.299558170660667
Angola,AGO,3,Female,10,lmx_scaled,-6.867233676492298
Angola,AGO,3,Female,15,lmx_scaled,-6.795793689696545
Angola,AGO,3,Female,20,lmx_scaled,-6.272306541415711
Angola,AGO,3,Female,25,lmx_scaled,-5.795292898204685
Angola,AGO,3,Female,30,lmx_scaled,-5.411850832120908
Angola,AGO,3,Female,35,lmx_scaled,-5.16429719049876
Angola,AGO,3,Female,40,lmx_scaled,-4.93023180125153
Angola,AGO,3,Female,45,lmx_scaled,-4.706805968219777
Angola,AGO,3,Female,50,lmx_scaled,-4.426278115334383
Angola,AGO,3,Female,55,lmx_scaled,-4.123967974515455
Angola,AGO,3,Female,60,lmx_scaled,-3.722950201049955
Angola,AGO,3,Female,65,lmx_scaled,-3.343641925266533
Angola,AGO,3,Female,70,lmx_scaled,-2.8894636656176305
Angola,AGO,3,Female,75,lmx_scaled,-2.486818665578723
Angola,AGO,3,Female,80,lmx_scaled,-2.042958590719657
Angola,AGO,3,Female,85,lmx_scaled,-1.5344008990374034
Angola,AGO,3,Male,0,lmx_scaled,-4.2480890309746195
Angola,AGO,3,Male,5,lmx_scaled,-6.24600508107029
Angola,AGO,3,Male,10,lmx_scaled,-6.543652614605093
Angola,AGO,3,Male,15,lmx_scaled,-6.403866064566056
Angola,AGO,3,Male,20,lmx_scaled,-5.985556819126566
Angola,AGO,3,Male,25,lmx_scaled,-5.797064623240653
Angola,AGO,3,Male,30,lmx_scaled,-5.474821780617102
Angola,AGO,3,Male,35,lmx_scaled,-5.104921894437024
Angola,AGO,3,Male,40,lmx_scaled,-4.717498503548726
Angola,AGO,3,Male,45,lmx_scaled,-4.3893262208927055
Angola,AGO,3,Male,50,lmx_scaled,-4.01295919201465
Angola,AGO,3,Male,55,lmx_scaled,-3.655408440747389
Angola,AGO,3,Male,60,lmx_scaled,-3.2352143044749013
Angola,AGO,3,Male,65,lmx_scaled,-2.8752612192391567
Angola,AGO,3,Male,70,lmx_scaled,-2.4842044835669284
Angola,AGO,3,Male,75,lmx_scaled,-2.142788353521705
Angola,AGO,3,Male,80,lmx_scaled,-1.7550304925837075
Angola,AGO,3,Male,85,lmx_scaled,-1.2989409130665752
Albania,ALB,2,Female,0,lmx_scaled,-6.743338618714127
Albania,ALB,2,Female,5,lmx_scaled,-8.830158299780624
Albania,ALB,2,Female,10,lmx_scaled,-9.045324640571947
Albania,ALB,2,Female,15,lmx_scaled,-7.880166013695547
Albania,ALB,2,Female,20,lmx_scaled,-8.983766924229649
Albania,ALB,2,Female,25,lmx_scaled,-8.428434656719949
Albania,ALB,2,Female,30,lmx_scaled,-9.135064806034645
Albania,ALB,2,Female,35,lmx_scaled,-8.314653915548483
Albania,ALB,2,Female,40,lmx_scaled,-7.743521808785962
Albania,ALB,2,Female,45,lmx_scaled,-7.157090899790094
Albania,ALB,2,Female,50,lmx_scaled,-6.578835356184686
Albania,ALB,2,Female,55,lmx_scaled,-6.089743502831874
Albania,ALB,2,Female,60,lmx_scaled,-5.986244446075168
Albania,ALB,2,Female,65,lmx_scaled,-5.3647062920742155
Albania,ALB,2,Female,70,lmx_scaled,-4.163511151548444
Albania,ALB,2,Female,75,lmx_scaled,-3.348581730812652
Albania,ALB,2,Female,80,lmx_scaled,-2.295247598171111
Albania,ALB,2,Female,85,lmx_scaled,-0.845742313136757
Albania,ALB,2,Male,0,lmx_scaled,-6.507715938330026
Albania,ALB,2,Male,5,lmx_scaled,-8.917204350578341
Albania,ALB,2,Male,10,lmx_scaled,-8.449863666815085
Albania,ALB,2,Male,15,lmx_scaled,-7.758026108186768
Albania,ALB,2,Male,20,lmx_scaled,-7.346400609220532
Albania,ALB,2,Male,25,lmx_scaled,-7.48231997413805
Albania,ALB,2,Male,30,lmx_scaled,-7.685332277470549
Albania,ALB,2,Male,35,lmx_scaled,-7.034613903569265
Albania,ALB,2,Male,40,lmx_scaled,-6.152752911353214
Albania,ALB,2,Male,45,lmx_scaled,-5.92007802521089
Albania,ALB,2,Male,50,lmx_scaled,-5.387842650813283
Albania,ALB,2,Male,55,lmx_scaled,-5.168336583249353
Albania,ALB,2,Male,60,lmx_scaled,-4.454501242691814
Albania,ALB,2,Male,65,lmx_scaled,-4.294575778893074
Albania,ALB,2,Male,70,lmx_scaled,-3.7636112494755536
Albania,ALB,2,Male,75,lmx_scaled,-3.0424022445792764
Albania,ALB,2,Male,80,lmx_scaled,-2.216089659196126
Albania,ALB,2,Male,85,lmx_scaled,-1.1340642174844267
Andorra,AND,2,Female,0,lmx_scaled,-7.906999448012983
Andorra,AND,2,Female,5,lmx_scaled,-14.39681788490725
Andorra,AND,2,Female,10,lmx_scaled,-14.332247703152714
Andorra,AND,2,Female,15,lmx_scaled,-14.274689100494175
Andorra,AND,2,Female,20,lmx_scaled,-14.229697626323064
Andorra,AND,2,Female,25,lmx_scaled,-7.832554831008443
Andorra,AND,2,Female,30,lmx_scaled,-8.07938068864959
Andorra,AND,2,Female,35,lmx_scaled,-7.719144285023657
Andorra,AND,2,Female,40,lmx_scaled,-7.467731029482779
Andorra,AND,2,Female,45,lmx_scaled,-7.00113161451359
Andorra,AND,2,Female,50,lmx_scaled,-6.449030690897722
Andorra,AND,2,Female,55,lmx_scaled,-6.028783524137231
Andorra,AND,2,Female,60,lmx_scaled,-5.667689656629794
Andorra,AND,2,Female,65,lmx_scaled,-5.139583259699362
Andorra,AND,2,Female,70,lmx_scaled,-4.708457307353051
Andorra,AND,2,Female,75,lmx_scaled,-4.075078222671629
Andorra,AND,2,Female,80,lmx_scaled,-3.6330633499789777
Andorra,AND,2,Female,85,lmx_scaled,-2.5598029277295264
Andorra,AND,2,Male,0,lmx_scaled,-7.952364897019412
Andorra,AND,2,Male,5,lmx_scaled,-14.376953842615437
Andorra,AND,2,Male,10,lmx_scaled,-14.301912584849392
Andorra,AND,2,Male,15,lmx_scaled,-8.063089380392732
Andorra,AND,2,Male,20,lmx_scaled,-8.019363265022976
Andorra,AND,2,Male,25,lmx_scaled,-7.241148873682045
Andorra,AND,2,Male,30,lmx_scaled,-7.384536968191164
Andorra,AND,2,Male,35,lmx_scaled,-6.985134334395469
Andorra,AND,2,Male,40,lmx_scaled,-6.759657618953238
Andorra,AND,2,Male,45,lmx_scaled,-6.315791484283234
Andorra,AND,2,Male,50,lmx_scaled,-5.8606083756859375
Andorra,AND,2,Male,55,lmx_scaled,-5.4487239800152665
Andorra,AND,2,Male,60,lmx_scaled,-4.969200099824009
Andorra,AND,2,Male,65,lmx_scaled,-4.520706539186418
Andorra,AND,2,Male,70,lmx_scaled,-4.017410409519878
Andorra,AND,2,Male,75,lmx_scaled,-3.5545619004118807
Andorra,AND,2,Male,80,lmx_scaled,-3.1005496756868802
Andorra,AND,2,Male,85,lmx_scaled,-2.359514702300811
United Arab Emirates,ARE,6,Female,0,lmx_scaled,-6.906765751785151
United Arab Emirates,ARE,6,Female,5,lmx_scaled,-8.92504393387244
United Arab Emirates,ARE,6,Female,10,lmx_scaled,-8.766977277455705
United Arab Emirates,ARE,6,Female,15,lmx_scaled,-8.207972291045134
United Arab Emirates,ARE,6,Female,20,lmx_scaled,-7.966584397416187
United Arab Emirates,ARE,6,Female,25,lmx_scaled,-7.758681177771618
United Arab Emirates,ARE,6,Female,30,lmx_scaled,-7.414160264684013
United Arab Emirates,ARE,6,Female,35,lmx_scaled,-6.968237069432007
United Arab Emirates,ARE,6,Female,40,lmx_scaled,-6.482343790627994
United Arab Emirates,ARE,6,Female,45,lmx_scaled,-5.993754086493168
United Arab Emirates,ARE,6,Female,50,lmx_scaled,-5.511856103781937
United Arab Emirates,ARE,6,Female,55,lmx_scaled,-5.04233355614539
United Arab Emirates,ARE,6,Female,60,lmx_scaled,-4.5676479197402635
United Arab Emirates,ARE,6,Female,65,lmx_scaled,-4.094905106684129
United Arab Emirates,ARE,6,Female,70,lmx_scaled,-3.5896456241444246
United Arab Emirates,ARE,6,Female,75,lmx_scaled,-3.075169965415073
United Arab Emirates,ARE,6,Female,80,lmx_scaled,-2.513928737358143
United Arab Emirates,ARE,6,Female,85,lmx_scaled,-1.6733055593808057
United Arab Emirates,ARE,6,Male,0,lmx_scaled,-6.748583092976912
United Arab Emirates,ARE,6,Male,5,lmx_scaled,-8.783210715372823
United Arab Emirates,ARE,6,Male,10,lmx_scaled,-8.658332485240487
United Arab Emirates,ARE,6,Male,15,lmx_scaled,-7.594052922092968
United Arab Emirates,ARE,6,Male,20,lmx_scaled,-7.161080103529377
United Arab Emirates,ARE,6,Male,25,lmx_scaled,-7.098523702060673
United Arab Emirates,ARE,6,Male,30,lmx_scaled,-6.980436632791501
United Arab Emirates,ARE,6,Male,35,lmx_scaled,-6.726877883416682
United Arab Emirates,ARE,6,Male,40,lmx_scaled,-6.313733346152061
United Arab Emirates,ARE,6,Male,45,lmx_scaled,-5.802986857341376
United Arab Emirates,ARE,6,Male,50,lmx_scaled,-5.265296860330427
United Arab Emirates,ARE,6,Male,55,lmx_scaled,-4.711379373862014
United Arab Emirates,ARE,6,Male,60,lmx_scaled,-4.141278919274469
United Arab Emirates,ARE,6,Male,65,lmx_scaled,-3.621772435898765
United Arab Emirates,ARE,6,Male,70,lmx_scaled,-3.1266463963865454
United Arab Emirates,ARE,6,Male,75,lmx_scaled,-2.645125080936703
United Arab Emirates,ARE,6,Male,80,lmx_scaled,-2.1537856286737895
United Arab Emirates,ARE,6,Male,85,lmx_scaled,-1.483489639522361
Argentina,ARG,3,Female,0,lmx_scaled,-6.757202463341477
Argentina,ARG,3,Female,5,lmx_scaled,-9.047165301400577
Argentina,ARG,3,Female,10,lmx_scaled,-8.784541955152086
Argentina,ARG,3,Female,15,lmx_scaled,-7.850907645590395
Argentina,ARG,3,Female,20,lmx_scaled,-7.51101736306137
Argentina,ARG,3,Female,25,lmx_scaled,-7.423233681372085
Argentina,ARG,3,Female,30,lmx_scaled,-7.149420732454508
Argentina,ARG,3,Female,35,lmx_scaled,-6.74184940833456
Argentina,ARG,3,Female,40,lmx_scaled,-6.42408449656126
Argentina,ARG,3,Female,45,lmx_scaled,-5.981030960761027
Argentina,ARG,3,Female,50,lmx_scaled,-5.588263555280433
Argentina,ARG,3,Female,55,lmx_scaled,-5.096796081500665
Argentina,ARG,3,Female,60,lmx_scaled,-4.5968942869948455
Argentina,ARG,3,Female,65,lmx_scaled,-4.1740402336018025
Argentina,ARG,3,Female,70,lmx_scaled,-3.7035439895079096
Argentina,ARG,3,Female,75,lmx_scaled,-3.2835615506849227
Argentina,ARG,3,Female,80,lmx_scaled,-2.7149292549603166
Argentina,ARG,3,Female,85,lmx_scaled,-1.805945210917413
Argentina,ARG,3,Male,0,lmx_scaled,-6.503468807644582
Argentina,ARG,3,Male,5,lmx_scaled,-8.886743652875731
Argentina,ARG,3,Male,10,lmx_scaled,-8.475727056564375
Argentina,ARG,3,Male,15,lmx_scaled,-7.078598702173129
Argentina,ARG,3,Male,20,lmx_scaled,-6.592093891993608
Argentina,ARG,3,Male,25,lmx_scaled,-6.591660900380685
Argentina,ARG,3,Male,30,lmx_scaled,-6.486986843487105
Argentina,ARG,3,Male,35,lmx_scaled,-6.192969978762007
Argentina,ARG,3,Male,40,lmx_scaled,-5.930631051626799
Argentina,ARG,3,Male,45,lmx_scaled,-5.458624575398128
Argentina,ARG,3,Male,50,lmx_scaled,-4.979294731604193
Argentina,ARG,3,Male,55,lmx_scaled,-4.455846004485271
Argentina,ARG,3,Male,60,lmx_scaled,-3.956015653521123
Argentina,ARG,3,Male,65,lmx_scaled,-3.4878313272859383
Argentina,ARG,3,Male,70,lmx_scaled,-3.02965050433578
Argentina,ARG,3,Male,75,lmx_scaled,-2.640288825511497
Argentina,ARG,3,Male,80,lmx_scaled,-2.163280158456729
Argentina,ARG,3,Male,85,lmx_scaled,-1.4843771809298274
Armenia,ARM,8,Female,0,lmx_scaled,-6.463076005228511
Armenia,ARM,8,Female,5,lmx_scaled,-8.807355065533683
Armenia,ARM,8,Female,10,lmx_scaled,-8.927004570339623
Armenia,ARM,8,Female,15,lmx_scaled,-8.697713136504365
Armenia,ARM,8,Female,20,lmx_scaled,-8.323594992566498
Armenia,ARM,8,Female,25,lmx_scaled,-8.04980415561865
Armenia,ARM,8,Female,30,lmx_scaled,-7.547660395666469
Armenia,ARM,8,Female,35,lmx_scaled,-6.913774072284469
Armenia,ARM,8,Female,40,lmx_scaled,-6.338500301596672
Armenia,ARM,8,Female,45,lmx_scaled,-5.874475196882044
Armenia,ARM,8,Female,50,lmx_scaled,-5.476484658869992
Armenia,ARM,8,Female,55,lmx_scaled,-4.940337758314435
Armenia,ARM,8,Female,60,lmx_scaled,-4.424082612259758
Armenia,ARM,8,Female,65,lmx_scaled,-3.8166922228286664
Armenia,ARM,8,Female,70,lmx_scaled,-3.6359755907452054
Armenia,ARM,8,Female,75,lmx_scaled,-2.577581306600253
Armenia,ARM,8,Female,80,lmx_scaled,-2.544975705390776
Armenia,ARM,8,Female,85,lmx_scaled,-1.6377496190009633
Armenia,ARM,8,Male,0,lmx_scaled,-6.2145620172335585
Armenia,ARM,8,Male,5,lmx_scaled,-8.586206695846354
Armenia,ARM,8,Male,10,lmx_scaled,-8.502642068257256
Armenia,ARM,8,Male,15,lmx_scaled,-7.499530192274447
Armenia,ARM,8,Male,20,lmx_scaled,-7.215709919197562
Armenia,ARM,8,Male,25,lmx_scaled,-6.9751262694993175
Armenia,ARM,8,Male,30,lmx_scaled,-6.716276264046547
Armenia,ARM,8,Male,35,lmx_scaled,-6.245472873095954
Armenia,ARM,8,Male,40,lmx_scaled,-5.377626360842061
Armenia,ARM,8,Male,45,lmx_scaled,-4.910479194185768
Armenia,ARM,8,Male,50,lmx_scaled,-4.197001279119737
Armenia,ARM,8,Male,55,lmx_scaled,-3.7460429544852163
Armenia,ARM,8,Male,60,lmx_scaled,-3.4423846971205907
Armenia,ARM,8,Male,65,lmx_scaled,-2.8476176047133386
Armenia,ARM,8,Male,70,lmx_scaled,-2.596191734073639
Armenia,ARM,8,Male,75,lmx_scaled,-2.0946197121337304
Armenia,ARM,8,Male,80,lmx_scaled,-2.1996427787655146
Armenia,ARM,8,Male,85,lmx_scaled,-1.588037624728393
Antigua and Barbuda,ATG,6,Female,0,lmx_scaled,-6.5917337310978255
Antigua and Barbuda,ATG,6,Female,5,lmx_scaled,-13.528534252678377
Antigua and Barbuda,ATG,6,Female,10,lmx_scaled,-7.773040880082512
Antigua and Barbuda,ATG,6,Female,15,lmx_scaled,-7.76791628311004
Antigua and Barbuda,ATG,6,Female,20,lmx_scaled,-7.780236202408954
Antigua and Barbuda,ATG,6,Female,25,lmx_scaled,-7.023064124261324
Antigua and Barbuda,ATG,6,Female,30,lmx_scaled,-7.004856622611179
Antigua and Barbuda,ATG,6,Female,35,lmx_scaled,-6.298891326682832
Antigua and Barbuda,ATG,6,Female,40,lmx_scaled,-5.88374778298648
Antigua and Barbuda,ATG,6,Female,45,lmx_scaled,-5.387077641136244
Antigua and Barbuda,ATG,6,Female,50,lmx_scaled,-4.939258677305982
Antigua and Barbuda,ATG,6,Female,55,lmx_scaled,-4.428523279403556
Antigua and Barbuda,ATG,6,Female,60,lmx_scaled,-3.9496415921108987
Antigua and Barbuda,ATG,6,Female,65,lmx_scaled,-3.503041301057104
Antigua and Barbuda,ATG,6,Female,70,lmx_scaled,-3.0213926822621104
Antigua and Barbuda,ATG,6,Female,75,lmx_scaled,-2.510352267920809
Antigua and Barbuda,ATG,6,Female,80,lmx_scaled,-1.9973944353339081
Antigua and Barbuda,ATG,6,Female,85,lmx_scaled,-1.2027027628204212
Antigua and Barbuda,ATG,6,Male,0,lmx_scaled,-6.4616119996310974
Antigua and Barbuda,ATG,6,Male,5,lmx_scaled,-7.971996113464637
Antigua and Barbuda,ATG,6,Male,10,lmx_scaled,-7.862468562999662
Antigua and Barbuda,ATG,6,Male,15,lmx_scaled,-7.165784162559693
Antigua and Barbuda,ATG,6,Male,20,lmx_scaled,-6.256721420791952
Antigua and Barbuda,ATG,6,Male,25,lmx_scaled,-5.967332252113348
Antigua and Barbuda,ATG,6,Male,30,lmx_scaled,-6.043355600618517
Antigua and Barbuda,ATG,6,Male,35,lmx_scaled,-5.656302773977558
Antigua and Barbuda,ATG,6,Male,40,lmx_scaled,-5.597617100736106
Antigua and Barbuda,ATG,6,Male,45,lmx_scaled,-5.2102751011861015
Antigua and Barbuda,ATG,6,Male,50,lmx_scaled,-4.644217162225412
Antigua and Barbuda,ATG,6,Male,55,lmx_scaled,-4.05753629260735
Antigua and Barbuda,ATG,6,Male,60,lmx_scaled,-3.5455361412421342
Antigua and Barbuda,ATG,6,Male,65,lmx_scaled,-3.3252126538698
Antigua and Barbuda,ATG,6,Male,70,lmx_scaled,-2.806585548708271
Antigua and Barbuda,ATG,6,Male,75,lmx_scaled,-2.315280635191488
Antigua and Barbuda,ATG,6,Male,80,lmx_scaled,-1.6024709170660347
Antigua and Barbuda,ATG,6,Male,85,lmx_scaled,-0.9971245364766461
Australia,AUS,7,Female,0,lmx_scaled,-7.829082627160425
Australia,AUS,7,Female,5,lmx_scaled,-10.046627579616333
Australia,AUS,7,Female,10,lmx_scaled,-9.886832239984313
Australia,AUS,7,Female,15,lmx_scaled,-8.858130199313342
Australia,AUS,7,Female,20,lmx_scaled,-8.841061164449359
Australia,AUS,7,Female,25,lmx_scaled,-8.5772869177036
Australia,AUS,7,Female,30,lmx_scaled,-8.171866429686757
Australia,AUS,7,Female,35,lmx_scaled,-7.713935626469403
Australia,AUS,7,Female,40,lmx_scaled,-7.262222067565987
Australia,AUS,7,Female,45,lmx_scaled,-6.875762099087026
Australia,AUS,7,Female,50,lmx_scaled,-6.426401257980627
Australia,AUS,7,Female,55,lmx_scaled,-6.020192112799911
Australia,AUS,7,Female,60,lmx_scaled,-5.635679245845331
Australia,AUS,7,Female,65,lmx_scaled,-5.169634170716994
Australia,AUS,7,Female,70,lmx_scaled,-4.637103240993671
Australia,AUS,7,Female,75,lmx_scaled,-4.022541364715093
Australia,AUS,7,Female,80,lmx_scaled,-3.363057953132124
Australia,AUS,7,Female,85,lmx_scaled,-2.2323618772617686
Australia,AUS,7,Male,0,lmx_scaled,-7.715345039597249
Australia,AUS,7,Male,5,lmx_scaled,-9.897702427972938
Australia,AUS,7,Male,10,lmx_scaled,-9.71559954235824
Australia,AUS,7,Male,15,lmx_scaled,-8.292772827298556
Australia,AUS,7,Male,20,lmx_scaled,-7.836679252397249
Australia,AUS,7,Male,25,lmx_scaled,-7.7646328509190425
Australia,AUS,7,Male,30,lmx_scaled,-7.493427466561684
Australia,AUS,7,Male,35,lmx_scaled,-7.160973360727257
Australia,AUS,7,Male,40,lmx_scaled,-6.830987878015675
Australia,AUS,7,Male,45,lmx_scaled,-6.449842381850378
Australia,AUS,7,Male,50,lmx_scaled,-6.065440497748152
Australia,AUS,7,Male,55,lmx_scaled,-5.5857998133626925
Australia,AUS,7,Male,60,lmx_scaled,-5.1316664467167215
Australia,AUS,7,Male,65,lmx_scaled,-4.692195369581655
Australia,AUS,7,Male,70,lmx_scaled,-4.156502985024998
Australia,AUS,7,Male,75,lmx_scaled,-3.5946802398848674
Australia,AUS,7,Male,80,lmx_scaled,-2.9632133050656684
Australia,AUS,7,Male,85,lmx_scaled,-2.050405676182141
Austria,AUT,4,Female,0,lmx_scaled,-7.440993826017808
Austria,AUT,4,Female,5,lmx_scaled,-9.927562868688955
Austria,AUT,4,Female,10,lmx_scaled,-9.462943499442995
Austria,AUT,4,Female,15,lmx_scaled,-8.96759653558163
Austria,AUT,4,Female,20,lmx_scaled,-8.547852038916915
Austria,AUT,4,Female,25,lmx_scaled,-8.256948123105209
Austria,AUT,4,Female,30,lmx_scaled,-8.027229035736616
Austria,AUT,4,Female,35,lmx_scaled,-7.725671621162011
Austria,AUT,4,Female,40,lmx_scaled,-7.207936843004227
Austria,AUT,4,Female,45,lmx_scaled,-6.642904551247868
Austria,AUT,4,Female,50,lmx_scaled,-6.217380299940871
Austria,AUT,4,Female,55,lmx_scaled,-5.74003613475912
Austria,AUT,4,Female,60,lmx_scaled,-5.2244989145693594
Austria,AUT,4,Female,65,lmx_scaled,-4.689169298670014
Austria,AUT,4,Female,70,lmx_scaled,-4.1956230632576395
Austria,AUT,4,Female,75,lmx_scaled,-3.738598470752248
Austria,AUT,4,Female,80,lmx_scaled,-3.0856227072998856
Austria,AUT,4,Female,85,lmx_scaled,-1.8370066000278702
Austria,AUT,4,Male,0,lmx_scaled,-7.234004694040125
Austria,AUT,4,Male,5,lmx_scaled,-9.405406821824874
Austria,AUT,4,Male,10,lmx_scaled,-9.184667522707137
Austria,AUT,4,Male,15,lmx_scaled,-7.880692032597561
Austria,AUT,4,Male,20,lmx_scaled,-7.612758697741947
Austria,AUT,4,Male,25,lmx_scaled,-7.539542532843819
Austria,AUT,4,Male,30,lmx_scaled,-7.23389491009656
Austria,AUT,4,Male,35,lmx_scaled,-7.05493454657558
Austria,AUT,4,Male,40,lmx_scaled,-6.659117220061988
Austria,AUT,4,Male,45,lmx_scaled,-6.116523376499581
Austria,AUT,4,Male,50,lmx_scaled,-5.704023941746677
Austria,AUT,4,Male,55,lmx_scaled,-5.128568381581252
Austria,AUT,4,Male,60,lmx_scaled,-4.608231777954488
Austria,AUT,4,Male,65,lmx_scaled,-4.081646828336482
Austria,AUT,4,Male,70,lmx_scaled,-3.6353537301764653
Austria,AUT,4,Male,75,lmx_scaled,-3.1755228048939665
Austria,AUT,4,Male,80,lmx_scaled,-2.650132154425736
Austria,AUT,4,Male,85,lmx_scaled,-1.703934616362712
Azerbaijan,AZE,8,Female,0,lmx_scaled,-6.362470024866711
Azerbaijan,AZE,8,Female,5,lmx_scaled,-8.767428743609353
Azerbaijan,AZE,8,Female,10,lmx_scaled,-8.813991324476063
Azerbaijan,AZE,8,Female,15,lmx_scaled,-8.307925158738385
Azerbaijan,AZE,8,Female,20,lmx_scaled,-7.96321217645818
Azerbaijan,AZE,8,Female,25,lmx_scaled,-7.798555447411991
Azerbaijan,AZE,8,Female,30,lmx_scaled,-7.496941730803219
Azerbaijan,AZE,8,Female,35,lmx_scaled,-7.13595408332971
Azerbaijan,AZE,8,Female,40,lmx_scaled,-6.613377474111522
Azerbaijan,AZE,8,Female,45,lmx_scaled,-6.070331820522894
Azerbaijan,AZE,8,Female,50,lmx_scaled,-5.500313031982612
Azerbaijan,AZE,8,Female,55,lmx_scaled,-4.919312479976686
Azerbaijan,AZE,8,Female,60,lmx_scaled,-4.3491073128687585
Azerbaijan,AZE,8,Female,65,lmx_scaled,-3.791298054566767
Azerbaijan,AZE,8,Female,70,lmx_scaled,-3.3136779271566956
Azerbaijan,AZE,8,Female,75,lmx_scaled,-2.7596913406547436
Azerbaijan,AZE,8,Female,80,lmx_scaled,-2.2024624578325667
Azerbaijan,AZE,8,Female,85,lmx_scaled,-1.5806108359207136
Azerbaijan,AZE,8,Male,0,lmx_scaled,-6.087196447744106
Azerbaijan,AZE,8,Male,5,lmx_scaled,-8.537084153373122
Azerbaijan,AZE,8,Male,10,lmx_scaled,-8.528007955565583
Azerbaijan,AZE,8,Male,15,lmx_scaled,-7.662132416503675
Azerbaijan,AZE,8,Male,20,lmx_scaled,-7.17746829834936
Azerbaijan,AZE,8,Male,25,lmx_scaled,-7.057401285197495
Azerbaijan,AZE,8,Male,30,lmx_scaled,-6.726078407943596
Azerbaijan,AZE,8,Male,35,lmx_scaled,-6.2511608599528925
Azerbaijan,AZE,8,Male,40,lmx_scaled,-5.703482214492318
Azerbaijan,AZE,8,Male,45,lmx_scaled,-5.143448885358996
Azerbaijan,AZE,8,Male,50,lmx_scaled,-4.558165209576796
Azerbaijan,AZE,8,Male,55,lmx_scaled,-4.020694230226354
Azerbaijan,AZE,8,Male,60,lmx_scaled,-3.5241998918578576
Azerbaijan,AZE,8,Male,65,lmx_scaled,-3.050721520794466
Azerbaijan,AZE,8,Male,70,lmx_scaled,-2.720838032928866
Azerbaijan,AZE,8,Male,75,lmx_scaled,-2.361802337747688
Azerbaijan,AZE,8,Male,80,lmx_scaled,-1.8913087704657425
Azerbaijan,AZE,8,Male,85,lmx_scaled,-1.4473795507704503
Burundi,BDI,3,Female,0,lmx_scaled,-4.718895075599802
Burundi,BDI,3,Female,5,lmx_scaled,-6.180720267576162
Burundi,BDI,3,Female,10,lmx_scaled,-6.375874021965523
Burundi,BDI,3,Female,15,lmx_scaled,-6.688488978258321
Burundi,BDI,3,Female,20,lmx_scaled,-6.313791095249866
Burundi,BDI,3,Female,25,lmx_scaled,-6.0746417311904
Burundi,BDI,3,Female,30,lmx_scaled,-5.7969977862508335
Burundi,BDI,3,Female,35,lmx_scaled,-5.471299424369506
Burundi,BDI,3,Female,40,lmx_scaled,-5.095915181480556
Burundi,BDI,3,Female,45,lmx_scaled,-4.774268288612503
Burundi,BDI,3,Female,50,lmx_scaled,-4.3862601238391985
Burundi,BDI,3,Female,55,lmx_scaled,-4.008697346365252
Burundi,BDI,3,Female,60,lmx_scaled,-3.5922066194947107
