Country,Code,Year,Sex,Age,Population
Albania,ALB,2015,f,0,18752
Albania,ALB,2015,f,1,17116
Albania,ALB,2015,f,2,15912
Albania,ALB,2015,f,3,15102
Albania,ALB,2015,f,4,14648
Albania,ALB,2015,f,5,14510
Albania,ALB,2015,f,6,14651
Albania,ALB,2015,f,7,15031
Albania,ALB,2015,f,8,15612
Albania,ALB,2015,f,9,16355
Albania,ALB,2015,f,10,17235
Albania,ALB,2015,f,11,18224
Albania,ALB,2015,f,12,19223
Albania,ALB,2015,f,13,20171
Albania,ALB,2015,f,14,21065
Albania,ALB,2015,f,15,21957
Albania,ALB,2015,f,16,22828
Albania,ALB,2015,f,17,23544
Albania,ALB,2015,f,18,24040
Albania,ALB,2015,f,19,24347
Albania,ALB,2015,f,20,24573
Albania,ALB,2015,f,21,24714
Albania,ALB,2015,f,22,24639
Albania,ALB,2015,f,23,24301
Albania,ALB,2015,f,24,23753
Albania,ALB,2015,f,25,23159
Albania,ALB,2015,f,26,22558
Albania,ALB,2015,f,27,21708
Albania,ALB,2015,f,28,20526
Albania,ALB,2015,f,29,19168
Albania,ALB,2015,f,30,17850
Albania,ALB,2015,f,31,16506
Albania,ALB,2015,f,32,15549
Albania,ALB,2015,f,33,15199
Albania,ALB,2015,f,34,15277
Albania,ALB,2015,f,35,15348
Albania,ALB,2015,f,36,15459
Albania,ALB,2015,f,37,15744
Albania,ALB,2015,f,38,16213.999999999998
Albania,ALB,2015,f,39,16804
Albania,ALB,2015,f,40,17457
Albania,ALB,2015,f,41,18203
Albania,ALB,2015,f,42,18768
Albania,ALB,2015,f,43,19016
Albania,ALB,2015,f,44,19066
Albania,ALB,2015,f,45,19144
Albania,ALB,2015,f,46,19170
Albania,ALB,2015,f,47,19334
Albania,ALB,2015,f,48,19743
Albania,ALB,2015,f,49,20279
Albania,ALB,2015,f,50,20719
Albania,ALB,2015,f,51,21114
Albania,ALB,2015,f,52,21320
Albania,ALB,2015,f,53,21247
Albania,ALB,2015,f,54,20960
Albania,ALB,2015,f,55,20645
Albania,ALB,2015,f,56,20298
Albania,ALB,2015,f,57,19770
Albania,ALB,2015,f,58,19018
Albania,ALB,2015,f,59,18116
Albania,ALB,2015,f,60,17193
Albania,ALB,2015,f,61,16233
Albania,ALB,2015,f,62,15328
Albania,ALB,2015,f,63,14543
Albania,ALB,2015,f,64,13849
Albania,ALB,2015,f,65,13134
Albania,ALB,2015,f,66,12389
Albania,ALB,2015,f,67,11813
Albania,ALB,2015,f,68,11484
Albania,ALB,2015,f,69,11308
Albania,ALB,2015,f,70,11122
Albania,ALB,2015,f,71,10967
Albania,ALB,2015,f,72,10688
Albania,ALB,2015,f,73,10193
Albania,ALB,2015,f,74,9557
Albania,ALB,2015,f,75,8952
Albania,ALB,2015,f,76,8351
Albania,ALB,2015,f,77,7734
Albania,ALB,2015,f,78,7110
Albania,ALB,2015,f,79,6485
Albania,ALB,2015,f,80,5856
Albania,ALB,2015,f,81,5225
Albania,ALB,2015,f,82,4629
Albania,ALB,2015,f,83,4086.9999999999995
Albania,ALB,2015,f,84,3589
Albania,ALB,2015,f,85,3108
Albania,ALB,2015,f,86,2654
Albania,ALB,2015,f,87,2222
Albania,ALB,2015,f,88,1808
Albania,ALB,2015,f,89,1420
Albania,ALB,2015,f,90,994
Albania,ALB,2015,f,91,669
Albania,ALB,2015,f,92,538
Albania,ALB,2015,f,93,391
Albania,ALB,2015,f,94,226
Albania,ALB,2015,f,95,138
Albania,ALB,2015,f,96,115
Albania,ALB,2015,f,97,89
Albania,ALB,2015,f,98,60
Albania,ALB,2015,f,99,28
Albania,ALB,2015,f,100,30
Albania,ALB,2015,m,0,20071
Albania,ALB,2015,m,1,18554
Albania,ALB,2015,m,2,17492
Albania,ALB,2015,m,3,16840
Albania,ALB,2015,m,4,16551
Albania,ALB,2015,m,5,16579
Albania,ALB,2015,m,6,16878
Albania,ALB,2015,m,7,17401
Albania,ALB,2015,m,8,18103
Albania,ALB,2015,m,9,18938
Albania,ALB,2015,m,10,19914
Albania,ALB,2015,m,11,21040
Albania,ALB,2015,m,12,21995
Albania,ALB,2015,m,13,22621
Albania,ALB,2015,m,14,23038
Albania,ALB,2015,m,15,23491
Albania,ALB,2015,m,16,23892
Albania,ALB,2015,m,17,24400
Albania,ALB,2015,m,18,25109
Albania,ALB,2015,m,19,25903
Albania,ALB,2015,m,20,26568
Albania,ALB,2015,m,21,27136
Albania,ALB,2015,m,22,27498
Albania,ALB,2015,m,23,27571
Albania,ALB,2015,m,24,27398
Albania,ALB,2015,m,25,27166
Albania,ALB,2015,m,26,26923
Albania,ALB,2015,m,27,26248
Albania,ALB,2015,m,28,24978
Albania,ALB,2015,m,29,23337
Albania,ALB,2015,m,30,21717
Albania,ALB,2015,m,31,20044
Albania,ALB,2015,m,32,18640
Albania,ALB,2015,m,33,17704
Albania,ALB,2015,m,34,17110
Albania,ALB,2015,m,35,16504
Albania,ALB,2015,m,36,15926
Albania,ALB,2015,m,37,15586
Albania,ALB,2015,m,38,15544
Albania,ALB,2015,m,39,15719
Albania,ALB,2015,m,40,15968
Albania,ALB,2015,m,41,16317
Albania,ALB,2015,m,42,16662
Albania,ALB,2015,m,43,16937
Albania,ALB,2015,m,44,17181
Albania,ALB,2015,m,45,17468
Albania,ALB,2015,m,46,17744
Albania,ALB,2015,m,47,18134
Albania,ALB,2015,m,48,18691
Albania,ALB,2015,m,49,19326
Albania,ALB,2015,m,50,19896
Albania,ALB,2015,m,51,20437
Albania,ALB,2015,m,52,20756
Albania,ALB,2015,m,53,20745
Albania,ALB,2015,m,54,20484
Albania,ALB,2015,m,55,20195
Albania,ALB,2015,m,56,19867
Albania,ALB,2015,m,57,19350
Albania,ALB,2015,m,58,18601
Albania,ALB,2015,m,59,17696
Albania,ALB,2015,m,60,16763
Albania,ALB,2015,m,61,15781
Albania,ALB,2015,m,62,14878
Albania,ALB,2015,m,63,14133
Albania,ALB,2015,m,64,13502
Albania,ALB,2015,m,65,12843
Albania,ALB,2015,m,66,12161
Albania,ALB,2015,m,67,11611
Albania,ALB,2015,m,68,11248
Albania,ALB,2015,m,69,11004
Albania,ALB,2015,m,70,10752
Albania,ALB,2015,m,71,10521
Albania,ALB,2015,m,72,10206
Albania,ALB,2015,m,73,9746
Albania,ALB,2015,m,74,9185
Albania,ALB,2015,m,75,8643
Albania,ALB,2015,m,76,8111.000000000001
Albania,ALB,2015,m,77,7516
Albania,ALB,2015,m,78,6839
Albania,ALB,2015,m,79,6113
Albania,ALB,2015,m,80,5395
Albania,ALB,2015,m,81,4679
Albania,ALB,2015,m,82,4006.9999999999995
Albania,ALB,2015,m,83,3408
Albania,ALB,2015,m,84,2871
Albania,ALB,2015,m,85,2351
Albania,ALB,2015,m,86,1854
Albania,ALB,2015,m,87,1425
Albania,ALB,2015,m,88,1081
Albania,ALB,2015,m,89,806
Albania,ALB,2015,m,90,499
Albania,ALB,2015,m,91,288
Albania,ALB,2015,m,92,224
Albania,ALB,2015,m,93,157
Albania,ALB,2015,m,94,89
Albania,ALB,2015,m,95,56
Albania,ALB,2015,m,96,47
Albania,ALB,2015,m,97,36
Albania,ALB,2015,m,98,24
Albania,ALB,2015,m,99,11
Albania,ALB,2015,m,100,10
Albania,ALB,2015,t,0,38823
Albania,ALB,2015,t,1,35670
Albania,ALB,2015,t,2,33404
Albania,ALB,2015,t,3,31942
Albania,ALB,2015,t,4,31199
Albania,ALB,2015,t,5,31089
Albania,ALB,2015,t,6,31529
Albania,ALB,2015,t,7,32432.000000000004
Albania,ALB,2015,t,8,33715
Albania,ALB,2015,t,9,35293
Albania,ALB,2015,t,10,37149
Albania,ALB,2015,t,11,39264
Albania,ALB,2015,t,12,41218
Albania,ALB,2015,t,13,42792
Albania,ALB,2015,t,14,44103
Albania,ALB,2015,t,15,45448
Albania,ALB,2015,t,16,46720
Albania,ALB,2015,t,17,47944
Albania,ALB,2015,t,18,49149
Albania,ALB,2015,t,19,50250
Albania,ALB,2015,t,20,51141
Albania,ALB,2015,t,21,51850
Albania,ALB,2015,t,22,52137
Albania,ALB,2015,t,23,51872
Albania,ALB,2015,t,24,51151
Albania,ALB,2015,t,25,50325
Albania,ALB,2015,t,26,49481
Albania,ALB,2015,t,27,47956
Albania,ALB,2015,t,28,45504
Albania,ALB,2015,t,29,42505
Albania,ALB,2015,t,30,39567
Albania,ALB,2015,t,31,36550
Albania,ALB,2015,t,32,34189
Albania,ALB,2015,t,33,32903
Albania,ALB,2015,t,34,32387
Albania,ALB,2015,t,35,31852
Albania,ALB,2015,t,36,31385
Albania,ALB,2015,t,37,31330
Albania,ALB,2015,t,38,31758
Albania,ALB,2015,t,39,32523.000000000004
Albania,ALB,2015,t,40,33425
Albania,ALB,2015,t,41,34520
Albania,ALB,2015,t,42,35430
Albania,ALB,2015,t,43,35953
Albania,ALB,2015,t,44,36247
Albania,ALB,2015,t,45,36612
Albania,ALB,2015,t,46,36914
Albania,ALB,2015,t,47,37468
Albania,ALB,2015,t,48,38434
Albania,ALB,2015,t,49,39605
Albania,ALB,2015,t,50,40615
Albania,ALB,2015,t,51,41551
Albania,ALB,2015,t,52,42076
Albania,ALB,2015,t,53,41992
Albania,ALB,2015,t,54,41444
Albania,ALB,2015,t,55,40840
Albania,ALB,2015,t,56,40165
Albania,ALB,2015,t,57,39120
Albania,ALB,2015,t,58,37619
Albania,ALB,2015,t,59,35812
Albania,ALB,2015,t,60,33956
Albania,ALB,2015,t,61,32014.000000000004
Albania,ALB,2015,t,62,30206
Albania,ALB,2015,t,63,28676
Albania,ALB,2015,t,64,27351
Albania,ALB,2015,t,65,25977
Albania,ALB,2015,t,66,24550
Albania,ALB,2015,t,67,23424
Albania,ALB,2015,t,68,22732
Albania,ALB,2015,t,69,22312
Albania,ALB,2015,t,70,21874
Albania,ALB,2015,t,71,21488
Albania,ALB,2015,t,72,20894
Albania,ALB,2015,t,73,19939
Albania,ALB,2015,t,74,18742
Albania,ALB,2015,t,75,17595
Albania,ALB,2015,t,76,16462
Albania,ALB,2015,t,77,15250
Albania,ALB,2015,t,78,13949
Albania,ALB,2015,t,79,12598
Albania,ALB,2015,t,80,11251
Albania,ALB,2015,t,81,9904
Albania,ALB,2015,t,82,8636
Albania,ALB,2015,t,83,7495
Albania,ALB,2015,t,84,6460
Albania,ALB,2015,t,85,5459
Albania,ALB,2015,t,86,4508
Albania,ALB,2015,t,87,3647
Albania,ALB,2015,t,88,2889
Albania,ALB,2015,t,89,2226
Albania,ALB,2015,t,90,1493
Albania,ALB,2015,t,91,957
Albania,ALB,2015,t,92,762
Albania,ALB,2015,t,93,548
Albania,ALB,2015,t,94,315
Albania,ALB,2015,t,95,194
Albania,ALB,2015,t,96,162
Albania,ALB,2015,t,97,125
Albania,ALB,2015,t,98,84
Albania,ALB,2015,t,99,39
Albania,ALB,2015,t,100,40
Albania,ALB,2016,f,0,18279
Albania,ALB,2016,f,1,18246
Albania,ALB,2016,f,2,16899
Albania,ALB,2016,f,3,15882
Albania,ALB,2016,f,4,15170
Albania,ALB,2016,f,5,14744
Albania,ALB,2016,f,6,14563
Albania,ALB,2016,f,7,14591
Albania,ALB,2016,f,8,14886
Albania,ALB,2016,f,9,15459
Albania,ALB,2016,f,10,16239
Albania,ALB,2016,f,11,17120
Albania,ALB,2016,f,12,18092
Albania,ALB,2016,f,13,19070
Albania,ALB,2016,f,14,19989
Albania,ALB,2016,f,15,20849
Albania,ALB,2016,f,16,21709
Albania,ALB,2016,f,17,22548
Albania,ALB,2016,f,18,23236
Albania,ALB,2016,f,19,23714
Albania,ALB,2016,f,20,24009
Albania,ALB,2016,f,21,24225
Albania,ALB,2016,f,22,24357
Albania,ALB,2016,f,23,24279
Albania,ALB,2016,f,24,23946
Albania,ALB,2016,f,25,23410
Albania,ALB,2016,f,26,22829
Albania,ALB,2016,f,27,22244
Albania,ALB,2016,f,28,21410
Albania,ALB,2016,f,29,20244
Albania,ALB,2016,f,30,18903
Albania,ALB,2016,f,31,17603
Albania,ALB,2016,f,32,16277.000000000002
Albania,ALB,2016,f,33,15336
Albania,ALB,2016,f,34,14998
Albania,ALB,2016,f,35,15086
Albania,ALB,2016,f,36,15167
Albania,ALB,2016,f,37,15287
Albania,ALB,2016,f,38,15579
Albania,ALB,2016,f,39,16055
Albania,ALB,2016,f,40,16649
Albania,ALB,2016,f,41,17305
Albania,ALB,2016,f,42,18053
Albania,ALB,2016,f,43,18621
Albania,ALB,2016,f,44,18872
Albania,ALB,2016,f,45,18925
Albania,ALB,2016,f,46,19004
Albania,ALB,2016,f,47,19032
Albania,ALB,2016,f,48,19197
Albania,ALB,2016,f,49,19604
Albania,ALB,2016,f,50,20138
Albania,ALB,2016,f,51,20576
Albania,ALB,2016,f,52,20968
Albania,ALB,2016,f,53,21172
Albania,ALB,2016,f,54,21096
Albania,ALB,2016,f,55,20807
Albania,ALB,2016,f,56,20489
Albania,ALB,2016,f,57,20138
Albania,ALB,2016,f,58,19608
Albania,ALB,2016,f,59,18854
Albania,ALB,2016,f,60,17951
Albania,ALB,2016,f,61,17025
Albania,ALB,2016,f,62,16062.000000000002
Albania,ALB,2016,f,63,15154
Albania,ALB,2016,f,64,14365
Albania,ALB,2016,f,65,13667
Albania,ALB,2016,f,66,12945
Albania,ALB,2016,f,67,12194
Albania,ALB,2016,f,68,11606
Albania,ALB,2016,f,69,11257
Albania,ALB,2016,f,70,11056
Albania,ALB,2016,f,71,10845
Albania,ALB,2016,f,72,10666
Albania,ALB,2016,f,73,10361
Albania,ALB,2016,f,74,9839
Albania,ALB,2016,f,75,9175
Albania,ALB,2016,f,76,8544
Albania,ALB,2016,f,77,7919
Albania,ALB,2016,f,78,7284
Albania,ALB,2016,f,79,6652
Albania,ALB,2016,f,80,6026
Albania,ALB,2016,f,81,5399
Albania,ALB,2016,f,82,4772
Albania,ALB,2016,f,83,4188
Albania,ALB,2016,f,84,3666
Albania,ALB,2016,f,85,3195
Albania,ALB,2016,f,86,2734
Albania,ALB,2016,f,87,2317
Albania,ALB,2016,f,88,1937
Albania,ALB,2016,f,89,1562
Albania,ALB,2016,f,90,1199
Albania,ALB,2016,f,91,828
Albania,ALB,2016,f,92,562
Albania,ALB,2016,f,93,451
Albania,ALB,2016,f,94,326
Albania,ALB,2016,f,95,187
Albania,ALB,2016,f,96,117
Albania,ALB,2016,f,97,90
Albania,ALB,2016,f,98,60
Albania,ALB,2016,f,99,28
Albania,ALB,2016,f,100,31
Albania,ALB,2016,m,0,19669
Albania,ALB,2016,m,1,19598
Albania,ALB,2016,m,2,18364
Albania,ALB,2016,m,3,17483
Albania,ALB,2016,m,4,16927
Albania,ALB,2016,m,5,16665
Albania,ALB,2016,m,6,16651
Albania,ALB,2016,m,7,16839
Albania,ALB,2016,m,8,17280
Albania,ALB,2016,m,9,17976
Albania,ALB,2016,m,10,18849
Albania,ALB,2016,m,11,19828
Albania,ALB,2016,m,12,20941
Albania,ALB,2016,m,13,21877
Albania,ALB,2016,m,14,22478
Albania,ALB,2016,m,15,22866
Albania,ALB,2016,m,16,23290
Albania,ALB,2016,m,17,23662
Albania,ALB,2016,m,18,24146
Albania,ALB,2016,m,19,24836
Albania,ALB,2016,m,20,25617
Albania,ALB,2016,m,21,26269
Albania,ALB,2016,m,22,26826
Albania,ALB,2016,m,23,27182
Albania,ALB,2016,m,24,27257
Albania,ALB,2016,m,25,27091
Albania,ALB,2016,m,26,26869
Albania,ALB,2016,m,27,26636
Albania,ALB,2016,m,28,25973
Albania,ALB,2016,m,29,24716
Albania,ALB,2016,m,30,23089
Albania,ALB,2016,m,31,21483
Albania,ALB,2016,m,32,19825
Albania,ALB,2016,m,33,18434
Albania,ALB,2016,m,34,17511
Albania,ALB,2016,m,35,16928
Albania,ALB,2016,m,36,16331
Albania,ALB,2016,m,37,15763
Albania,ALB,2016,m,38,15432
Albania,ALB,2016,m,39,15396
Albania,ALB,2016,m,40,15576
Albania,ALB,2016,m,41,15830
Albania,ALB,2016,m,42,16181.999999999998
Albania,ALB,2016,m,43,16530
Albania,ALB,2016,m,44,16806
Albania,ALB,2016,m,45,17050
Albania,ALB,2016,m,46,17336
Albania,ALB,2016,m,47,17612
Albania,ALB,2016,m,48,17998
Albania,ALB,2016,m,49,18550
Albania,ALB,2016,m,50,19177
Albania,ALB,2016,m,51,19739
Albania,ALB,2016,m,52,20272
Albania,ALB,2016,m,53,20582
Albania,ALB,2016,m,54,20564
Albania,ALB,2016,m,55,20297
Albania,ALB,2016,m,56,20000
Albania,ALB,2016,m,57,19665
Albania,ALB,2016,m,58,19142
Albania,ALB,2016,m,59,18388
Albania,ALB,2016,m,60,17482
Albania,ALB,2016,m,61,16544
Albania,ALB,2016,m,62,15558
Albania,ALB,2016,m,63,14651
Albania,ALB,2016,m,64,13900
Albania,ALB,2016,m,65,13262
Albania,ALB,2016,m,66,12596
Albania,ALB,2016,m,67,11906
Albania,ALB,2016,m,68,11344
Albania,ALB,2016,m,69,10964
Albania,ALB,2016,m,70,10697
Albania,ALB,2016,m,71,10425
Albania,ALB,2016,m,72,10174
Albania,ALB,2016,m,73,9838
Albania,ALB,2016,m,74,9351
Albania,ALB,2016,m,75,8763
Albania,ALB,2016,m,76,8196
Albania,ALB,2016,m,77,7642
Albania,ALB,2016,m,78,7034
Albania,ALB,2016,m,79,6359
Albania,ALB,2016,m,80,5646
Albania,ALB,2016,m,81,4943
Albania,ALB,2016,m,82,4244
Albania,ALB,2016,m,83,3598
Albania,ALB,2016,m,84,3036
Albania,ALB,2016,m,85,2542
Albania,ALB,2016,m,86,2056
Albania,ALB,2016,m,87,1609
Albania,ALB,2016,m,88,1241
Albania,ALB,2016,m,89,935
Albania,ALB,2016,m,90,680
Albania,ALB,2016,m,91,415
Albania,ALB,2016,m,92,243
Albania,ALB,2016,m,93,188
Albania,ALB,2016,m,94,132
Albania,ALB,2016,m,95,74
Albania,ALB,2016,m,96,48
Albania,ALB,2016,m,97,37
Albania,ALB,2016,m,98,24
Albania,ALB,2016,m,99,11
Albania,ALB,2016,m,100,11
Albania,ALB,2016,t,0,37948
Albania,ALB,2016,t,1,37844
Albania,ALB,2016,t,2,35263
Albania,ALB,2016,t,3,33365
Albania,ALB,2016,t,4,32097
Albania,ALB,2016,t,5,31409
Albania,ALB,2016,t,6,31214
Albania,ALB,2016,t,7,31430
Albania,ALB,2016,t,8,32165.999999999996
Albania,ALB,2016,t,9,33435
Albania,ALB,2016,t,10,35088
Albania,ALB,2016,t,11,36948
Albania,ALB,2016,t,12,39033
Albania,ALB,2016,t,13,40947
Albania,ALB,2016,t,14,42467
Albania,ALB,2016,t,15,43715
Albania,ALB,2016,t,16,44999
Albania,ALB,2016,t,17,46210
Albania,ALB,2016,t,18,47382
Albania,ALB,2016,t,19,48550
Albania,ALB,2016,t,20,49626
Albania,ALB,2016,t,21,50494
Albania,ALB,2016,t,22,51183
Albania,ALB,2016,t,23,51461
Albania,ALB,2016,t,24,51203
Albania,ALB,2016,t,25,50501
Albania,ALB,2016,t,26,49698
Albania,ALB,2016,t,27,48880
Albania,ALB,2016,t,28,47383
Albania,ALB,2016,t,29,44960
Albania,ALB,2016,t,30,41992
Albania,ALB,2016,t,31,39086
Albania,ALB,2016,t,32,36102
Albania,ALB,2016,t,33,33770
Albania,ALB,2016,t,34,32509
Albania,ALB,2016,t,35,32014.000000000004
Albania,ALB,2016,t,36,31498
Albania,ALB,2016,t,37,31050
Albania,ALB,2016,t,38,31011
Albania,ALB,2016,t,39,31451
Albania,ALB,2016,t,40,32225
Albania,ALB,2016,t,41,33135
Albania,ALB,2016,t,42,34235
Albania,ALB,2016,t,43,35151
Albania,ALB,2016,t,44,35678
Albania,ALB,2016,t,45,35975
Albania,ALB,2016,t,46,36340
Albania,ALB,2016,t,47,36644
Albania,ALB,2016,t,48,37195
Albania,ALB,2016,t,49,38154
Albania,ALB,2016,t,50,39315
Albania,ALB,2016,t,51,40315
Albania,ALB,2016,t,52,41240
Albania,ALB,2016,t,53,41754
Albania,ALB,2016,t,54,41660
Albania,ALB,2016,t,55,41104
Albania,ALB,2016,t,56,40489
Albania,ALB,2016,t,57,39803
Albania,ALB,2016,t,58,38750
Albania,ALB,2016,t,59,37242
Albania,ALB,2016,t,60,35433
Albania,ALB,2016,t,61,33569
Albania,ALB,2016,t,62,31620
Albania,ALB,2016,t,63,29805
Albania,ALB,2016,t,64,28265
Albania,ALB,2016,t,65,26929
Albania,ALB,2016,t,66,25541
Albania,ALB,2016,t,67,24100
Albania,ALB,2016,t,68,22950
Albania,ALB,2016,t,69,22221
Albania,ALB,2016,t,70,21753
Albania,ALB,2016,t,71,21270
Albania,ALB,2016,t,72,20840
Albania,ALB,2016,t,73,20199
Albania,ALB,2016,t,74,19190
Albania,ALB,2016,t,75,17938
Albania,ALB,2016,t,76,16740
Albania,ALB,2016,t,77,15561
Albania,ALB,2016,t,78,14318
Albania,ALB,2016,t,79,13011
Albania,ALB,2016,t,80,11672
Albania,ALB,2016,t,81,10342
Albania,ALB,2016,t,82,9016
Albania,ALB,2016,t,83,7786
Albania,ALB,2016,t,84,6702
Albania,ALB,2016,t,85,5737
Albania,ALB,2016,t,86,4790
Albania,ALB,2016,t,87,3926
Albania,ALB,2016,t,88,3178
Albania,ALB,2016,t,89,2497
Albania,ALB,2016,t,90,1879
Albania,ALB,2016,t,91,1243
Albania,ALB,2016,t,92,805
Albania,ALB,2016,t,93,639
Albania,ALB,2016,t,94,458
Albania,ALB,2016,t,95,261
Albania,ALB,2016,t,96,165
Albania,ALB,2016,t,97,127
Albania,ALB,2016,t,98,84
Albania,ALB,2016,t,99,39
Albania,ALB,2016,t,100,42
Albania,ALB,2017,f,0,17449
Albania,ALB,2017,f,1,16724
Albania,ALB,2017,f,2,17796
Albania,ALB,2017,f,3,16734
Albania,ALB,2017,f,4,15898
Albania,ALB,2017,f,5,15283
Albania,ALB,2017,f,6,14883
Albania,ALB,2017,f,7,14660
Albania,ALB,2017,f,8,14576
Albania,ALB,2017,f,9,14787
Albania,ALB,2017,f,10,15354
Albania,ALB,2017,f,11,16172
Albania,ALB,2017,f,12,17056
Albania,ALB,2017,f,13,18015
Albania,ALB,2017,f,14,18973
Albania,ALB,2017,f,15,19866
Albania,ALB,2017,f,16,20697
Albania,ALB,2017,f,17,21527
Albania,ALB,2017,f,18,22336
Albania,ALB,2017,f,19,22999
Albania,ALB,2017,f,20,23460
Albania,ALB,2017,f,21,23745
Albania,ALB,2017,f,22,23951
Albania,ALB,2017,f,23,24073
Albania,ALB,2017,f,24,23993
Albania,ALB,2017,f,25,23664
Albania,ALB,2017,f,26,23138
Albania,ALB,2017,f,27,22569
Albania,ALB,2017,f,28,21997
Albania,ALB,2017,f,29,21177
Albania,ALB,2017,f,30,20024
Albania,ALB,2017,f,31,18695
Albania,ALB,2017,f,32,17409
Albania,ALB,2017,f,33,16097.000000000002
Albania,ALB,2017,f,34,15170
Albania,ALB,2017,f,35,14844
Albania,ALB,2017,f,36,14941
Albania,ALB,2017,f,37,15032
Albania,ALB,2017,f,38,15161
Albania,ALB,2017,f,39,15462
Albania,ALB,2017,f,40,15944
Albania,ALB,2017,f,41,16545
Albania,ALB,2017,f,42,17206
Albania,ALB,2017,f,43,17959
Albania,ALB,2017,f,44,18530
Albania,ALB,2017,f,45,18785
Albania,ALB,2017,f,46,18840
Albania,ALB,2017,f,47,18922
Albania,ALB,2017,f,48,18951
Albania,ALB,2017,f,49,19117
Albania,ALB,2017,f,50,19525
Albania,ALB,2017,f,51,20058
Albania,ALB,2017,f,52,20495
Albania,ALB,2017,f,53,20885
Albania,ALB,2017,f,54,21087
Albania,ALB,2017,f,55,21008
Albania,ALB,2017,f,56,20716
Albania,ALB,2017,f,57,20395
Albania,ALB,2017,f,58,20039
Albania,ALB,2017,f,59,19504
Albania,ALB,2017,f,60,18747
Albania,ALB,2017,f,61,17840
Albania,ALB,2017,f,62,16909
Albania,ALB,2017,f,63,15940
Albania,ALB,2017,f,64,15026
Albania,ALB,2017,f,65,14230
Albania,ALB,2017,f,66,13525
Albania,ALB,2017,f,67,12796
Albania,ALB,2017,f,68,12036
Albania,ALB,2017,f,69,11435
Albania,ALB,2017,f,70,11065
Albania,ALB,2017,f,71,10838
Albania,ALB,2017,f,72,10602
Albania,ALB,2017,f,73,10398
Albania,ALB,2017,f,74,10067
Albania,ALB,2017,f,75,9516
Albania,ALB,2017,f,76,8822
Albania,ALB,2017,f,77,8163
Albania,ALB,2017,f,78,7511
Albania,ALB,2017,f,79,6857
Albania,ALB,2017,f,80,6215
Albania,ALB,2017,f,81,5586
Albania,ALB,2017,f,82,4959
Albania,ALB,2017,f,83,4335
Albania,ALB,2017,f,84,3761
Albania,ALB,2017,f,85,3258
Albania,ALB,2017,f,86,2813
Albania,ALB,2017,f,87,2370
Albania,ALB,2017,f,88,1988
Albania,ALB,2017,f,89,1658
Albania,ALB,2017,f,90,1321
Albania,ALB,2017,f,91,982
Albania,ALB,2017,f,92,664
Albania,ALB,2017,f,93,457
Albania,ALB,2017,f,94,366
Albania,ALB,2017,f,95,263
Albania,ALB,2017,f,96,149
Albania,ALB,2017,f,97,92
Albania,ALB,2017,f,98,62
Albania,ALB,2017,f,99,29
Albania,ALB,2017,f,100,32
Albania,ALB,2017,m,0,18921
Albania,ALB,2017,m,1,18144
Albania,ALB,2017,m,2,19154
Albania,ALB,2017,m,3,18201
Albania,ALB,2017,m,4,17501
Albania,ALB,2017,m,5,17040
Albania,ALB,2017,m,6,16804
Albania,ALB,2017,m,7,16748
Albania,ALB,2017,m,8,16827
Albania,ALB,2017,m,9,17186
Albania,ALB,2017,m,10,17876
Albania,ALB,2017,m,11,18788
Albania,ALB,2017,m,12,19773
Albania,ALB,2017,m,13,20873
Albania,ALB,2017,m,14,21791
Albania,ALB,2017,m,15,22368
Albania,ALB,2017,m,16,22729
Albania,ALB,2017,m,17,23125
Albania,ALB,2017,m,18,23469
Albania,ALB,2017,m,19,23929
Albania,ALB,2017,m,20,24601
Albania,ALB,2017,m,21,25369
Albania,ALB,2017,m,22,26010
Albania,ALB,2017,m,23,26556
Albania,ALB,2017,m,24,26906
Albania,ALB,2017,m,25,26984
Albania,ALB,2017,m,26,26825
Albania,ALB,2017,m,27,26612
Albania,ALB,2017,m,28,26390
Albania,ALB,2017,m,29,25738
Albania,ALB,2017,m,30,24491
Albania,ALB,2017,m,31,22875
Albania,ALB,2017,m,32,21281
Albania,ALB,2017,m,33,19636
Albania,ALB,2017,m,34,18257
Albania,ALB,2017,m,35,17345
Albania,ALB,2017,m,36,16771
Albania,ALB,2017,m,37,16184.000000000002
Albania,ALB,2017,m,38,15625
Albania,ALB,2017,m,39,15301
Albania,ALB,2017,m,40,15272
Albania,ALB,2017,m,41,15458
Albania,ALB,2017,m,42,15716
Albania,ALB,2017,m,43,16072
Albania,ALB,2017,m,44,16422
Albania,ALB,2017,m,45,16700
Albania,ALB,2017,m,46,16945
Albania,ALB,2017,m,47,17231
Albania,ALB,2017,m,48,17506
Albania,ALB,2017,m,49,17890
Albania,ALB,2017,m,50,18436
Albania,ALB,2017,m,51,19057
Albania,ALB,2017,m,52,19612
Albania,ALB,2017,m,53,20137
Albania,ALB,2017,m,54,20440
Albania,ALB,2017,m,55,20414
Albania,ALB,2017,m,56,20140
Albania,ALB,2017,m,57,19836
Albania,ALB,2017,m,58,19493
Albania,ALB,2017,m,59,18962
Albania,ALB,2017,m,60,18204
Albania,ALB,2017,m,61,17293
Albania,ALB,2017,m,62,16351
Albania,ALB,2017,m,63,15360
Albania,ALB,2017,m,64,14446
Albania,ALB,2017,m,65,13689
Albania,ALB,2017,m,66,13043
Albania,ALB,2017,m,67,12368
Albania,ALB,2017,m,68,11669
